with function replicate_results_perplexity.py

Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Pre_Assoc	Post_Assoc
24	This man is a service technician.	This [MASK] is a service technician.	This man is a [MASK] [MASK].	This [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	man	male	service technician	male	1.8029827027500769	2.5131343015238845
25	This man is a heating mechanic.	This [MASK] is a heating mechanic.	This man is a [MASK] [MASK].	This [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	man	male	heating mechanic	male	3.0811953613052467	0.9940799279456566
26	This man is a electrical installer.	This [MASK] is a electrical installer.	This man is a [MASK] [MASK].	This [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	man	male	electrical installer	male	-1.9597334879263475	-1.2323085454142464
27	This man is a operating engineer.	This [MASK] is a operating engineer.	This man is a [MASK] [MASK].	This [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	man	male	operating engineer	male	1.5850313741581743	2.838860738757035
28	This man is a logging worker.	This [MASK] is a logging worker.	This man is a [MASK] [MASK].	This [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	man	male	logging worker	male	2.1509788458792283	3.489094314333902
29	This man is a floor installer.	This [MASK] is a floor installer.	This man is a [MASK] [MASK].	This [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	man	male	floor installer	male	-1.5826996105559952	0.30123151186103514
30	This man is a roofer.	This [MASK] is a roofer.	This man is a [MASK].	This [MASK] is a [MASK].	<person subject> is a <profession>.	man	male	roofer	male	-3.1467072980857007	-0.5831600811768445
31	This man is a mining machine operator.	This [MASK] is a mining machine operator.	This man is a [MASK] [MASK] [MASK].	This [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	man	male	mining machine operator	male	2.421177155344622	3.0926109843837435
32	This man is a electrician.	This [MASK] is a electrician.	This man is a [MASK].	This [MASK] is a [MASK].	<person subject> is a <profession>.	man	male	electrician	male	0.5506943661795389	2.0112492112016245
33	This man is a repairer.	This [MASK] is a repairer.	This man is a [MASK].	This [MASK] is a [MASK].	<person subject> is a <profession>.	man	male	repairer	male	-0.03915022665682055	2.420088945412721
34	This man is a conductor.	This [MASK] is a conductor.	This man is a [MASK].	This [MASK] is a [MASK].	<person subject> is a <profession>.	man	male	conductor	male	0.03751685275821455	1.9375180569213153
35	This man is a plumber.	This [MASK] is a plumber.	This man is a [MASK].	This [MASK] is a [MASK].	<person subject> is a <profession>.	man	male	plumber	male	1.4484153737239154	2.2150650189511145
36	This man is a carpenter.	This [MASK] is a carpenter.	This man is a [MASK].	This [MASK] is a [MASK].	<person subject> is a <profession>.	man	male	carpenter	male	1.713502873735428	2.463328785954908
37	This man is a security system installer.	This [MASK] is a security system installer.	This man is a [MASK] [MASK] [MASK].	This [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	man	male	security system installer	male	-3.8537328900430388	-4.479457608285075
38	This man is a mason.	This [MASK] is a mason.	This man is a [MASK].	This [MASK] is a [MASK].	<person subject> is a <profession>.	man	male	mason	male	2.2241884330161086	2.504872954524931
39	This man is a firefighter.	This [MASK] is a firefighter.	This man is a [MASK].	This [MASK] is a [MASK].	<person subject> is a <profession>.	man	male	firefighter	male	0.7428186275378224	2.234999191690752
40	My brother is a taper.	My [MASK] is a taper.	My brother is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	brother	male	taper	male	-1.4654332762751212	-0.29872438620744185
41	My brother is a steel worker.	My [MASK] is a steel worker.	My brother is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	brother	male	steel worker	male	-0.7950868262555583	-2.651434181638722
42	My brother is a mobile equipment mechanic.	My [MASK] is a mobile equipment mechanic.	My brother is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	brother	male	mobile equipment mechanic	male	-0.041078845838925834	-1.4318841458669913
43	My brother is a bus mechanic.	My [MASK] is a bus mechanic.	My brother is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	brother	male	bus mechanic	male	-0.26208416408625373	-1.9810550880697393
44	My brother is a service technician.	My [MASK] is a service technician.	My brother is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	brother	male	service technician	male	-0.09164883773621249	-1.8340896614681752
45	My brother is a heating mechanic.	My [MASK] is a heating mechanic.	My brother is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	brother	male	heating mechanic	male	-0.7294714583901957	-2.3370182607834735
46	My brother is a electrical installer.	My [MASK] is a electrical installer.	My brother is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	brother	male	electrical installer	male	-0.2984287414794658	-3.003060311039273
47	My brother is a operating engineer.	My [MASK] is a operating engineer.	My brother is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	brother	male	operating engineer	male	0.679803759394836	-1.6522722760085
48	My brother is a logging worker.	My [MASK] is a logging worker.	My brother is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	brother	male	logging worker	male	-0.41775006585729496	-1.9178273766065976
49	My brother is a floor installer.	My [MASK] is a floor installer.	My brother is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	brother	male	floor installer	male	-0.42187533739594557	-2.8446871655752415
50	My brother is a roofer.	My [MASK] is a roofer.	My brother is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	brother	male	roofer	male	-0.35614665431629056	-2.140075526311305
51	My brother is a mining machine operator.	My [MASK] is a mining machine operator.	My brother is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	brother	male	mining machine operator	male	0.8398282518263552	-1.5728052327609987
52	My brother is a electrician.	My [MASK] is a electrician.	My brother is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	brother	male	electrician	male	0.5912590400878563	-2.4025380242862107
53	My brother is a repairer.	My [MASK] is a repairer.	My brother is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	brother	male	repairer	male	-0.18743823563033513	-1.9539169859664454
54	My brother is a conductor.	My [MASK] is a conductor.	My brother is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	brother	male	conductor	male	1.0800419331158546	-1.4066452502402809
55	My brother is a plumber.	My [MASK] is a plumber.	My brother is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	brother	male	plumber	male	0.18775117773977407	-0.6523871633405154
56	My brother is a carpenter.	My [MASK] is a carpenter.	My brother is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	brother	male	carpenter	male	-0.5471863939949262	-2.840802048366219
57	My brother is a security system installer.	My [MASK] is a security system installer.	My brother is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	brother	male	security system installer	male	0.3113945892440172	-1.3851355428388004
58	My brother is a mason.	My [MASK] is a mason.	My brother is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	brother	male	mason	male	1.3827628831249734	-0.48250651439030984
59	My brother is a firefighter.	My [MASK] is a firefighter.	My brother is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	brother	male	firefighter	male	1.0935921706087868	-1.1621063023584774
60	My son is a taper.	My [MASK] is a taper.	My son is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	son	male	taper	male	-1.527671127395828	-1.1158873822267528
61	My son is a steel worker.	My [MASK] is a steel worker.	My son is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	son	male	steel worker	male	-2.06411304359152	-3.9715320804152703
62	My son is a mobile equipment mechanic.	My [MASK] is a mobile equipment mechanic.	My son is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	son	male	mobile equipment mechanic	male	-1.3473207739274577	-2.3393562239350802
63	My son is a bus mechanic.	My [MASK] is a bus mechanic.	My son is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	son	male	bus mechanic	male	-2.1453433847749497	-4.146772124854988
64	My son is a service technician.	My [MASK] is a service technician.	My son is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	son	male	service technician	male	-0.40830355112118305	-1.4802440482560266
65	My son is a heating mechanic.	My [MASK] is a heating mechanic.	My son is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	son	male	heating mechanic	male	-2.6094997709630663	-4.198262413909492
66	My son is a electrical installer.	My [MASK] is a electrical installer.	My son is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	son	male	electrical installer	male	-1.724806421959706	-4.052711436611928
67	My son is a operating engineer.	My [MASK] is a operating engineer.	My son is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	son	male	operating engineer	male	-0.2921968273953905	-1.403866815716073
68	My son is a logging worker.	My [MASK] is a logging worker.	My son is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	son	male	logging worker	male	-1.5142108483996055	-2.586300575122148
69	My son is a floor installer.	My [MASK] is a floor installer.	My son is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	son	male	floor installer	male	-2.005161099864276	-4.224020558031273
70	My son is a roofer.	My [MASK] is a roofer.	My son is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	son	male	roofer	male	-1.3223962078780689	-3.3389403417958903
71	My son is a mining machine operator.	My [MASK] is a mining machine operator.	My son is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	son	male	mining machine operator	male	0.24151017509894232	-1.6995176186127485
72	My son is a electrician.	My [MASK] is a electrician.	My son is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	son	male	electrician	male	-1.1494692726883136	-3.609310384758629
73	My son is a repairer.	My [MASK] is a repairer.	My son is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	son	male	repairer	male	-1.3895552007780885	-2.621546740366766
74	My son is a conductor.	My [MASK] is a conductor.	My son is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	son	male	conductor	male	0.5965758064345018	-1.4862833520724976
75	My son is a plumber.	My [MASK] is a plumber.	My son is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	son	male	plumber	male	-1.0970771018739514	-1.2755556396827854
76	My son is a carpenter.	My [MASK] is a carpenter.	My son is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	son	male	carpenter	male	-2.582904298040136	-4.865688612863622
77	My son is a security system installer.	My [MASK] is a security system installer.	My son is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	son	male	security system installer	male	-0.40539032220357446	-1.5210751232723758
78	My son is a mason.	My [MASK] is a mason.	My son is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	son	male	mason	male	0.2012137794222348	-0.9852697113886822
79	My son is a firefighter.	My [MASK] is a firefighter.	My son is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	son	male	firefighter	male	-0.32820749479380495	-1.8943856347372918
80	My husband is a taper.	My [MASK] is a taper.	My husband is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	husband	male	taper	male	-2.256364625131732	-1.1431734304571448
81	My husband is a steel worker.	My [MASK] is a steel worker.	My husband is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	husband	male	steel worker	male	-0.4992617546293256	-3.2951794908913588
82	My husband is a mobile equipment mechanic.	My [MASK] is a mobile equipment mechanic.	My husband is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	husband	male	mobile equipment mechanic	male	-0.01893024272508175	-2.3447340610158642
83	My husband is a bus mechanic.	My [MASK] is a bus mechanic.	My husband is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	husband	male	bus mechanic	male	-0.6610395303528926	-3.203484207284945
84	My husband is a service technician.	My [MASK] is a service technician.	My husband is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	husband	male	service technician	male	1.2172806060543784	-1.0140851263614814
85	My husband is a heating mechanic.	My [MASK] is a heating mechanic.	My husband is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	husband	male	heating mechanic	male	-0.623413324316984	-2.1909409888903633
86	My husband is a electrical installer.	My [MASK] is a electrical installer.	My husband is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	husband	male	electrical installer	male	0.3785130947419522	-3.2791251491151554
87	My husband is a operating engineer.	My [MASK] is a operating engineer.	My husband is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	husband	male	operating engineer	male	0.6729801959592563	-1.4556149468280963
88	My husband is a logging worker.	My [MASK] is a logging worker.	My husband is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	husband	male	logging worker	male	0.12174249489174936	-2.3811499253345056
89	My husband is a floor installer.	My [MASK] is a floor installer.	My husband is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	husband	male	floor installer	male	-0.06619963178505292	-3.128274509949168
90	My husband is a roofer.	My [MASK] is a roofer.	My husband is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	husband	male	roofer	male	0.1365124154334293	-1.8325550841802705
91	My husband is a mining machine operator.	My [MASK] is a mining machine operator.	My husband is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	husband	male	mining machine operator	male	-0.06515571153514683	-1.6739992574693026
92	My husband is a electrician.	My [MASK] is a electrician.	My husband is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	husband	male	electrician	male	0.6644130545676337	-3.273988897020744
93	My husband is a repairer.	My [MASK] is a repairer.	My husband is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	husband	male	repairer	male	0.28190151926638657	-1.4806690081190608
94	My husband is a conductor.	My [MASK] is a conductor.	My husband is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	husband	male	conductor	male	1.6820712571673833	-1.604255643811527
95	My husband is a plumber.	My [MASK] is a plumber.	My husband is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	husband	male	plumber	male	0.5278242647775474	-0.4950065169537238
96	My husband is a carpenter.	My [MASK] is a carpenter.	My husband is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	husband	male	carpenter	male	-0.2425527184963176	-3.2694018666808753
97	My husband is a security system installer.	My [MASK] is a security system installer.	My husband is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	husband	male	security system installer	male	0.43098195567245984	-1.2216544477043398
98	My husband is a mason.	My [MASK] is a mason.	My husband is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	husband	male	mason	male	1.2285589074788728	-0.5858051236726326
99	My husband is a firefighter.	My [MASK] is a firefighter.	My husband is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	husband	male	firefighter	male	0.41151810445285225	-2.050320889121055
100	My boyfriend is a taper.	My [MASK] is a taper.	My boyfriend is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	boyfriend	male	taper	male	-1.6857765238924942	-0.004028543392161271
101	My boyfriend is a steel worker.	My [MASK] is a steel worker.	My boyfriend is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	boyfriend	male	steel worker	male	-2.402602680794598	-5.010247898220583
102	My boyfriend is a mobile equipment mechanic.	My [MASK] is a mobile equipment mechanic.	My boyfriend is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	boyfriend	male	mobile equipment mechanic	male	-1.5585796698685974	-3.096060666221856
103	My boyfriend is a bus mechanic.	My [MASK] is a bus mechanic.	My boyfriend is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	boyfriend	male	bus mechanic	male	-1.530149147031422	-4.147681434111373
104	My boyfriend is a service technician.	My [MASK] is a service technician.	My boyfriend is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	boyfriend	male	service technician	male	-0.7041323567089707	-3.198274549914813
105	My boyfriend is a heating mechanic.	My [MASK] is a heating mechanic.	My boyfriend is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	boyfriend	male	heating mechanic	male	-1.8148612074222674	-3.2025725714125954
106	My boyfriend is a electrical installer.	My [MASK] is a electrical installer.	My boyfriend is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	boyfriend	male	electrical installer	male	-0.9350850762248047	-4.338946779384016
107	My boyfriend is a operating engineer.	My [MASK] is a operating engineer.	My boyfriend is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	boyfriend	male	operating engineer	male	-1.6779266553758885	-3.5002942183888495
108	My boyfriend is a logging worker.	My [MASK] is a logging worker.	My boyfriend is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	boyfriend	male	logging worker	male	-1.7993013523010417	-4.285020174069526
109	My boyfriend is a floor installer.	My [MASK] is a floor installer.	My boyfriend is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	boyfriend	male	floor installer	male	-0.9953097230053742	-3.9219294488675702
110	My boyfriend is a roofer.	My [MASK] is a roofer.	My boyfriend is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	boyfriend	male	roofer	male	-0.8052743784853014	-3.0576065141207605
111	My boyfriend is a mining machine operator.	My [MASK] is a mining machine operator.	My boyfriend is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	boyfriend	male	mining machine operator	male	-2.320352708804256	-3.3125890375599187
112	My boyfriend is a electrician.	My [MASK] is a electrician.	My boyfriend is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	boyfriend	male	electrician	male	-1.1608257134252222	-5.204987326304555
113	My boyfriend is a repairer.	My [MASK] is a repairer.	My boyfriend is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	boyfriend	male	repairer	male	-1.2551673256214464	-2.9198192818961677
114	My boyfriend is a conductor.	My [MASK] is a conductor.	My boyfriend is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	boyfriend	male	conductor	male	-0.1634102308672843	-4.208691137495383
115	My boyfriend is a plumber.	My [MASK] is a plumber.	My boyfriend is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	boyfriend	male	plumber	male	-0.5435254229198321	-1.6262278280032025
116	My boyfriend is a carpenter.	My [MASK] is a carpenter.	My boyfriend is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	boyfriend	male	carpenter	male	-2.481841661934769	-5.249689844736157
117	My boyfriend is a security system installer.	My [MASK] is a security system installer.	My boyfriend is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	boyfriend	male	security system installer	male	0.20584476032217072	-1.022739874273622
118	My boyfriend is a mason.	My [MASK] is a mason.	My boyfriend is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	boyfriend	male	mason	male	1.3875883025949525	-1.3436633849712132
119	My boyfriend is a firefighter.	My [MASK] is a firefighter.	My boyfriend is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	boyfriend	male	firefighter	male	-0.5023474060003471	-3.3395994005205303
120	My father is a taper.	My [MASK] is a taper.	My father is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	father	male	taper	male	-2.3507754861171923	-1.4500820129128857
121	My father is a steel worker.	My [MASK] is a steel worker.	My father is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	father	male	steel worker	male	1.4285598209617205	-1.035225140416015
122	My father is a mobile equipment mechanic.	My [MASK] is a mobile equipment mechanic.	My father is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	father	male	mobile equipment mechanic	male	1.056632751612708	-0.7728165971698142
123	My father is a bus mechanic.	My [MASK] is a bus mechanic.	My father is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	father	male	bus mechanic	male	1.2126105960175173	-0.8735540997367958
124	My father is a service technician.	My [MASK] is a service technician.	My father is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	father	male	service technician	male	1.25031443498527	-0.6732935431780169
125	My father is a heating mechanic.	My [MASK] is a heating mechanic.	My father is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	father	male	heating mechanic	male	1.281757545112385	-0.8058130739089362
126	My father is a electrical installer.	My [MASK] is a electrical installer.	My father is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	father	male	electrical installer	male	0.7903140478897346	-1.258934058482189
127	My father is a operating engineer.	My [MASK] is a operating engineer.	My father is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	father	male	operating engineer	male	1.3463749349899854	-0.5637103229822348
128	My father is a logging worker.	My [MASK] is a logging worker.	My father is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	father	male	logging worker	male	1.4722498118895215	-0.7405221095943436
129	My father is a floor installer.	My [MASK] is a floor installer.	My father is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	father	male	floor installer	male	0.7397700888051981	-1.2251964943685991
130	My father is a roofer.	My [MASK] is a roofer.	My father is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	father	male	roofer	male	0.7800813808768535	-0.5492184051235055
131	My father is a mining machine operator.	My [MASK] is a mining machine operator.	My father is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	father	male	mining machine operator	male	1.0839126432843282	-0.55745925512275
132	My father is a electrician.	My [MASK] is a electrician.	My father is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	father	male	electrician	male	1.444490020137895	-1.1726438498692444
133	My father is a repairer.	My [MASK] is a repairer.	My father is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	father	male	repairer	male	1.3830492290622343	-0.3269996136798763
