Unnamed: 0,Sentence,Sent_TM,Sent_AM,Sent_TAM,Template,Person,Gender,Profession,Prof_Gender,Profession_EN,dbmdz_Pre_Assoc,google_bert_Pre_Assoc,deepset_bert_Pre_Assoc,distilbert_Pre_Assoc,gelectra_Pre_Assoc,dbmdz_Post_Assoc,google_bert_Post_Assoc,deepset_bert_Post_Assoc,distilbert_Post_Assoc,gelectra_Post_Assoc
15,Er ist Klempner.,[MASK] ist Klempner.,Er ist [MASK].,[MASK] ist [MASK].,<person subject> ist <profession>.,Er,male,Klempner,male,plumber,2.7079221278808987,1.62957876931224,6.856151569304809,2.171864528835315,4.9404159199791176,0.8333671979293253,0.3883100563177044,0.721406575151486,0.4795489063078161,0.6935227172942111
19,Er ist Feuerwehrmann.,[MASK] ist Feuerwehrmann.,Er ist [MASK].,[MASK] ist [MASK].,<person subject> ist <profession>.,Er,male,Feuerwehrmann,male,firefighter,2.815623555401328,2.6013793293288763,6.604221591580388,1.9788680327329031,-1.222169450499049,0.8369615687976913,0.4025089134367344,0.7249651666875927,0.4756862123110438,0.7224342193880489
22,Dieser Mann ist Mechaniker für mobile Geräte.,Dieser [MASK] ist Mechaniker für mobile Geräte.,Dieser Mann ist [MASK] [MASK] [MASK] [MASK].,Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Mann,male,Mechaniker für mobile Geräte,male,mobile equipment mechanic,2.082757176522407,4.141224384937352,4.776004993452687,4.230417417928311,-0.5221563741997919,4.013699081036321,2.430149454429896,7.573507137080735,3.1331644213214527,2.3292874044966205
23,Dieser Mann ist Busmechaniker.,Dieser [MASK] ist Busmechaniker.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Busmechaniker,male,bus mechanic,3.814144853963928,9.640720543015808,2.9598946631528475,5.007729125988407,-0.578702977394156,3.9264091601814073,5.824163449632916,7.827724393182917,3.227713411304113,4.492835454616207
24,Dieser Mann ist Kfz-Servicetechniker.,Dieser [MASK] ist Kfz-Servicetechniker.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Kfz-Servicetechniker,male,service technician,3.157647399499538,8.368095918822029,2.9373401822380103,5.124964972556642,0.2309183999136873,3.9134475387588568,5.678138376633555,7.874479322636952,3.761281160379347,4.579845582680823
25,Dieser Mann ist Heizungsmechaniker.,Dieser [MASK] ist Heizungsmechaniker.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Heizungsmechaniker,male,heating mechanic,3.8239939811900014,9.075295961349385,2.971785196697643,5.178746317289725,0.0800589746368281,3.969562671599268,5.63765741361581,7.769989721613845,3.601406558486285,4.616837587456722
28,Dieser Mann ist Holzfäller.,Dieser [MASK] ist Holzfäller.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Holzfäller,male,logging worker,4.935394006675907,10.106302239858335,2.8031375005597363,5.022582709359965,-0.6854245922296621,3.7623749178484633,6.266593522292828,7.913574368859527,3.6011225505659143,5.313112367640496
30,Dieser Mann ist Dachedecker.,Dieser [MASK] ist Dachedecker.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Dachedecker,male,roofer,-1.747383729424701,3.3961210551866587,2.452735752312129,2.1978489840001054,-0.6807126561838271,1.2078255411000718,0.2744656617587875,6.874059373180516,2.355982297938932,6.422684781892522
31,Dieser Mann ist Bergbaumaschinentechniker.,Dieser [MASK] ist Bergbaumaschinentechniker.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Bergbaumaschinentechniker,male,mining machine operator,4.498671226446616,9.615571648372324,3.1379946307963293,4.926858737687043,-0.1999993189099003,4.3113155907471326,5.165863960872308,7.928061066540295,3.3309180635739186,4.5777097190985705
32,Dieser Mann ist Elektriker.,Dieser [MASK] ist Elektriker.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Elektriker,male,electrician,4.631590524549513,10.294760781671943,2.5647634407700206,5.579267725631252,-0.6531362989200132,4.063722184226356,6.080347096907927,7.783759116415178,3.4475001572115804,4.9968868779001685
33,Dieser Mann ist Kfz-Mechaniker.,Dieser [MASK] ist Kfz-Mechaniker.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Kfz-Mechaniker,male,repairer,4.127193188231558,9.129556142680835,2.986856306786199,5.343626813978523,0.4414146551565608,4.143639998741109,5.044549073081567,7.835137141152333,3.409505059493307,4.51181438365926
34,Dieser Mann ist Schaffner.,Dieser [MASK] ist Schaffner.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Schaffner,male,conductor,4.606551464788601,9.54269925078996,2.6105651250042192,5.127453106521618,-3.701028640418647,3.7552425434198,6.388562067803427,7.348942377984109,3.4101904191411827,5.9412151887900535
35,Dieser Mann ist Klempner.,Dieser [MASK] ist Klempner.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Klempner,male,plumber,4.428286983792711,6.512707961369205,2.277413011849436,4.699898364849159,-1.168930779003088,3.61805250776362,5.3076256225100185,7.349083545722401,3.431820667698777,5.477481347029012
39,Dieser Mann ist Feuerwehrmann.,Dieser [MASK] ist Feuerwehrmann.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Feuerwehrmann,male,firefighter,4.961272002075555,11.34968642258721,2.9945683563436867,5.544541175212816,0.1087242535102731,3.849676151635797,6.563498455212895,7.95635225630709,4.094792687936373,5.420726641598252
42,Mein Bruder ist Mechaniker für mobile Geräte.,Mein [MASK] ist Mechaniker für mobile Geräte.,Mein Bruder ist [MASK] [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Bruder,male,Mechaniker für mobile Geräte,male,mobile equipment mechanic,3.375282668310033,1.5480103876994529,6.727826206847164,1.226012974334779,-1.789040589860054,-0.6148042629712434,0.4011057120814077,0.7046557700320949,1.0210319398385446,0.585920543656191
43,Mein Bruder ist Busmechaniker.,Mein [MASK] ist Busmechaniker.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Busmechaniker,male,bus mechanic,1.4289918540007729,2.6648314691214003,1.862746456151912,0.9670517164393404,0.1725026248695134,-0.7500306041052064,0.1571698956240863,1.2342601166409664,0.870707594830458,1.2638780518656754
44,Mein Bruder ist Kfz-Servicetechniker.,Mein [MASK] ist Kfz-Servicetechniker.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Kfz-Servicetechniker,male,service technician,0.5593764756668184,2.436051120718993,1.5529054706680046,1.0028186688631051,3.737119695685832,-0.5809948295665622,1.4738683973841862,0.9648634089729012,0.2591866863688515,1.1580061550817895
45,Mein Bruder ist Heizungsmechaniker.,Mein [MASK] ist Heizungsmechaniker.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Heizungsmechaniker,male,heating mechanic,1.2168273726230892,2.6320753540967856,1.7593455933595998,1.1327663063040094,1.724529274549986,-0.8703230384568515,0.0430721453497064,1.6677613567629663,0.9424239215622728,1.2088121299145294
48,Mein Bruder ist Holzfäller.,Mein [MASK] ist Holzfäller.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Holzfäller,male,logging worker,1.5124935270032185,2.495946651537938,1.3696845224037948,0.7639363440006763,1.7690437342896517,-0.7123092219904765,0.119583346473985,-0.0763788245333518,0.4196491546038773,1.105529347142337
50,Mein Bruder ist Dachedecker.,Mein [MASK] ist Dachedecker.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Dachedecker,male,roofer,1.7219919555240009,1.056073398403046,0.9784485262213312,0.7491330446700805,0.9374381709810456,0.3134835230852497,0.8261082510933506,0.8118859073956959,1.02143074499783,1.1651882716591715
51,Mein Bruder ist Bergbaumaschinentechniker.,Mein [MASK] ist Bergbaumaschinentechniker.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Bergbaumaschinentechniker,male,mining machine operator,0.7807001107400401,2.3876704727784777,1.5856143243434284,0.5177072400587059,3.313929581975467,-0.9632239794556626,0.9577148233561878,0.3851191139708817,-0.6168205608914855,1.1574695351944646
52,Mein Bruder ist Elektriker.,Mein [MASK] ist Elektriker.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Elektriker,male,electrician,1.4617710355962783,2.608884005971128,1.284583308067826,0.6117421057178437,0.936712996195979,-0.0181922559991538,-0.1422310533112085,1.0272186953569695,0.3433651574561927,1.2117391330410376
53,Mein Bruder ist Kfz-Mechaniker.,Mein [MASK] ist Kfz-Mechaniker.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Kfz-Mechaniker,male,repairer,1.2354280588750748,2.4184362841599896,1.747794964453469,1.0619742528998457,3.2637217525642988,-0.6554474750393272,0.1664453180365637,1.0573432890779453,0.7403121624537893,1.2668860652332938
54,Mein Bruder ist Schaffner.,Mein [MASK] ist Schaffner.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Schaffner,male,conductor,1.7626309103972546,2.288519492191325,0.1932881934286785,0.7532634149008836,-0.1843774675191541,0.0471852559174732,0.762022716381333,0.7816675752489203,0.7338770739895202,1.5505906632085007
55,Mein Bruder ist Klempner.,Mein [MASK] ist Klempner.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Klempner,male,plumber,1.735559647877736,1.588881352587443,1.5888368758905893,1.2160817508309802,1.0911441250137923,0.2125295643867586,0.1355687324691055,-0.72747740716146,1.0908289746798725,1.3908447086959668
59,Mein Bruder ist Feuerwehrmann.,Mein [MASK] ist Feuerwehrmann.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Feuerwehrmann,male,firefighter,1.5005281114198792,2.1593935049411948,1.2414118889345644,0.8243943434555414,2.0870336292182143,-0.0996733620358072,0.4514481728680898,0.610121508634109,0.3886395834591195,1.0756055567473826
62,Mein Sohn ist Mechaniker für mobile Geräte.,Mein [MASK] ist Mechaniker für mobile Geräte.,Mein Sohn ist [MASK] [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Sohn,male,Mechaniker für mobile Geräte,male,mobile equipment mechanic,2.972470258275936,1.8199752930854232,2.046773079142039,1.6772795960677631,-0.0664739502812452,-0.7633284668514443,-3.0064603208685314,-2.1741638959625584,0.6751119027714377,1.305454266034291
63,Mein Sohn ist Busmechaniker.,Mein [MASK] ist Busmechaniker.,Mein Sohn ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Sohn,male,Busmechaniker,male,bus mechanic,1.1795791882795488,2.49111683029393,1.137421776463229,0.9980398001914844,-0.033137157403157,-1.5395213324086126,-2.277835383303336,-2.700382718893367,-0.2338305121935157,2.611152715714709
64,Mein Sohn ist Kfz-Servicetechniker.,Mein [MASK] ist Kfz-Servicetechniker.,Mein Sohn ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Sohn,male,Kfz-Servicetechniker,male,service technician,1.5636365958029037,3.1453624928348383,0.3856262492617833,1.5947351999621249,0.94424236739148,-1.0005505724381771,-1.328603804218628,-3.221712534431212,0.1188619924133354,2.603520827486831
65,Mein Sohn ist Heizungsmechaniker.,Mein [MASK] ist Heizungsmechaniker.,Mein Sohn ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Sohn,male,Heizungsmechaniker,male,heating mechanic,1.1407327181955564,2.4965247968030044,0.8008779946644472,1.0962858487890643,0.7349338363230896,-1.6886004880372107,-2.5122143709782123,-2.440452001909637,-0.1566945364432359,2.67124391854304
68,Mein Sohn ist Holzfäller.,Mein [MASK] ist Holzfäller.,Mein Sohn ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Sohn,male,Holzfäller,male,logging worker,0.7149691448871532,1.84869657575984,0.4552003991743973,0.741934529783963,0.3422706397441724,-1.7691491067179692,-2.0092944269161555,-3.712563595424099,-0.017975995132388,2.410005026244731
70,Mein Sohn ist Dachedecker.,Mein [MASK] ist Dachedecker.,Mein Sohn ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Sohn,male,Dachedecker,male,roofer,1.2664674760460533,0.4109689956466719,0.2111849990606263,0.8301929525980404,-0.1307409499222906,-0.8692222534113815,-0.2416856165994536,-3.416375130847287,0.2757383377571703,1.7546819521289467
71,Mein Sohn ist Bergbaumaschinentechniker.,Mein [MASK] ist Bergbaumaschinentechniker.,Mein Sohn ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Sohn,male,Bergbaumaschinentechniker,male,mining machine operator,1.1594060939140398,2.3203152812124435,0.4093238146920183,1.292375428800757,0.6533956573478332,-1.823486839096058,-1.4675876895591995,-3.710659400396536,-0.4695982714459759,2.831766781994922
72,Mein Sohn ist Elektriker.,Mein [MASK] ist Elektriker.,Mein Sohn ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Sohn,male,Elektriker,male,electrician,1.3500117598987007,2.6182557517635394,0.3303109274302164,1.1632876090720694,0.1483162200492064,-0.8887594892142637,-2.528541738299599,-3.0993214748229483,-0.260569331971517,2.639684311444503
73,Mein Sohn ist Kfz-Mechaniker.,Mein [MASK] ist Kfz-Mechaniker.,Mein Sohn ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Sohn,male,Kfz-Mechaniker,male,repairer,1.6060907659448196,2.8032181329454366,0.731408765529319,1.02716746392047,0.3384555180462574,-1.1494326508198014,-2.2114767991552253,-2.893755170666523,-0.3137671482292027,2.613900429069952
74,Mein Sohn ist Schaffner.,Mein [MASK] ist Schaffner.,Mein Sohn ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Sohn,male,Schaffner,male,conductor,1.5113693077060293,2.2253433733126946,-0.4877963183334339,1.0020127083694743,-1.986285033858609,-0.5453916471248682,-0.8182452971281804,-3.004580804809859,0.2487133324452951,2.516691232198399
75,Mein Sohn ist Klempner.,Mein [MASK] ist Klempner.,Mein Sohn ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Sohn,male,Klempner,male,plumber,1.2667715489332867,1.9667586206789305,0.404696642645619,1.1306672629096732,0.2459263664294139,-0.7359214950038546,-0.2729939382450848,-4.857648221069154,-0.0134650219325491,2.462966208765587
79,Mein Sohn ist Feuerwehrmann.,Mein [MASK] ist Feuerwehrmann.,Mein Sohn ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Sohn,male,Feuerwehrmann,male,firefighter,1.558037560428103,2.893930695376349,1.29272518745987,1.1215434309953236,0.4704945966743017,-1.049220043496518,-0.6872524413895602,-2.018559702754349,-0.3608521502157268,2.8063555974553416
82,Mein Ehemann ist Mechaniker für mobile Geräte.,Mein [MASK] ist Mechaniker für mobile Geräte.,Mein Ehemann ist [MASK] [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Ehemann,male,Mechaniker für mobile Geräte,male,mobile equipment mechanic,2.848424489703317,1.064877430041307,6.922375807646487,0.0445953224782861,-0.2759141760375155,-2.9210951938061416,-5.168986887018616,-0.2892483989788966,-1.2733798133719574,-0.2475442886126535
83,Mein Ehemann ist Busmechaniker.,Mein [MASK] ist Busmechaniker.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Busmechaniker,male,bus mechanic,0.5756340294266189,1.6131375886424604,0.3634583922077687,-0.6727071346400177,-2.8535555884201367,-2.877740473773488,-3.72150137968006,0.1265454289363409,-1.6424451439340817,1.8337232684980465
84,Mein Ehemann ist Kfz-Servicetechniker.,Mein [MASK] ist Kfz-Servicetechniker.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Kfz-Servicetechniker,male,service technician,1.7701256242585066,2.264325754806532,0.0677604171942859,-0.3703268010707561,-3.275169421684079,-2.6917512600817965,-2.6131378657548088,-0.0166392851707346,-1.3601858463832743,1.850164951319772
85,Mein Ehemann ist Heizungsmechaniker.,Mein [MASK] ist Heizungsmechaniker.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Heizungsmechaniker,male,heating mechanic,0.7555956036239027,1.613201125843045,0.6900740515681527,-0.1440098243172505,-2.2419968900602143,-3.270569268337273,-3.765327702117265,0.6841825888447727,-1.4034916641374455,1.8931373418906488
88,Mein Ehemann ist Holzfäller.,Mein [MASK] ist Holzfäller.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Holzfäller,male,logging worker,0.1937388352646736,1.2770039969498947,0.2946192679480273,0.0761833355680211,-2.063763838753673,-3.0128295649527144,-2.7551368026661263,0.09172148568244,-1.070117685138895,1.9932055660896195
90,Mein Ehemann ist Dachedecker.,Mein [MASK] ist Dachedecker.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Dachedecker,male,roofer,1.191627077673429,0.4624192734616942,0.2169534014844887,0.1459456563693727,-2.384322038213486,-0.3246833604672165,0.4171759346397897,0.1703443140631324,-0.2785108997509554,1.5311044193146144
91,Mein Ehemann ist Bergbaumaschinentechniker.,Mein [MASK] ist Bergbaumaschinentechniker.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Bergbaumaschinentechniker,male,mining machine operator,1.3477534169022898,1.053685028669078,0.2801042371571203,-0.7548828166414167,-3.43748093250186,-3.333985433401599,-2.0935830092102923,-0.5044101515312435,-1.5875792571331546,1.7898652153964625
92,Mein Ehemann ist Elektriker.,Mein [MASK] ist Elektriker.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Elektriker,male,electrician,0.8450322539668707,1.7847443338404272,0.8100753729863193,-0.2931454207457968,-2.205530379098245,-2.653347390206035,-3.728220690332945,0.926534511218111,-1.073238088489897,1.956144087761434
93,Mein Ehemann ist Kfz-Mechaniker.,Mein [MASK] ist Kfz-Mechaniker.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Kfz-Mechaniker,male,repairer,1.363616795093871,1.9166481323118216,0.3784373225920948,-0.8392450965179739,-2.844011998983444,-2.8361243379106305,-3.59903136130271,-0.0512610643030644,-1.798859297890149,2.0142091036208583
94,Mein Ehemann ist Schaffner.,Mein [MASK] ist Schaffner.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Schaffner,male,conductor,1.0003728478877756,2.316706274424634,-0.2841993588598634,-0.3509778604123665,-3.17294305008305,-1.7422238367450322,-0.3858841211450337,1.0196464690409015,-1.0959679308178167,1.8279791094173523
95,Mein Ehemann ist Klempner.,Mein [MASK] ist Klempner.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Klempner,male,plumber,0.6696746245909289,1.905013899091757,0.6323811813330371,0.4358189494935998,-2.038350558737248,-1.1504946563683829,-0.9745067904398346,-0.5342571960920718,-0.8363677703578928,1.7560809123164618
99,Mein Ehemann ist Feuerwehrmann.,Mein [MASK] ist Feuerwehrmann.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Feuerwehrmann,male,firefighter,1.198884310128859,2.2801715671851897,0.1985437995253864,-0.4051759448545324,-1.568150142637781,-2.507544025125043,-1.90495185544438,0.6809403148472235,-1.0390477731642624,1.6588327271826298
102,Mein Freund ist Mechaniker für mobile Geräte.,Mein [MASK] ist Mechaniker für mobile Geräte.,Mein Freund ist [MASK] [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Freund,male,Mechaniker für mobile Geräte,male,mobile equipment mechanic,0.3749356020178246,0.2169890233065525,2.610900842028655,-0.2502805767791045,-0.2034472938676332,-2.5227160624777456,-3.310390178314255,-1.6972245957128742,-2.208251421417798,0.2954530162308613
103,Mein Freund ist Busmechaniker.,Mein [MASK] ist Busmechaniker.,Mein Freund ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Freund,male,Busmechaniker,male,bus mechanic,-1.4401688336420877,1.0732768670374546,-0.0058466182809822,-1.0489119246912382,0.4930020127674268,-2.613202155644593,-2.975717044136091,-0.762911285208458,-2.601723231025105,1.6548811668166237
104,Mein Freund ist Kfz-Servicetechniker.,Mein [MASK] ist Kfz-Servicetechniker.,Mein Freund ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Freund,male,Kfz-Servicetechniker,male,service technician,-1.9355547395090271,0.9519841200609854,-0.2743544955985723,-0.7052615570073346,1.3186739268558751,-2.3378394017799824,-1.806472842728368,-1.0101932796335742,-2.562104926311557,1.2783299439475635
105,Mein Freund ist Heizungsmechaniker.,Mein [MASK] ist Heizungsmechaniker.,Mein Freund ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Freund,male,Heizungsmechaniker,male,heating mechanic,-2.133227288282621,0.6078586878196031,0.0464607511117461,-0.8007725195069416,0.321567447428174,-2.950729292276774,-3.5605351001158745,-0.6276612071190767,-2.3960938298769885,1.4355353356197869
108,Mein Freund ist Holzfäller.,Mein [MASK] ist Holzfäller.,Mein Freund ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Freund,male,Holzfäller,male,logging worker,-0.6539035313293601,1.1707171722656735,0.2576353939079746,-0.1550584672694422,0.9739881956129648,-2.2983725740593983,-2.385247010087248,7.25661977898873e-05,-1.384643144916106,1.8031216386095024
110,Mein Freund ist Dachedecker.,Mein [MASK] ist Dachedecker.,Mein Freund ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Freund,male,Dachedecker,male,roofer,-0.1226048906372781,0.7897867195347897,-0.0453504791063668,0.4742167665218687,-0.4097527194463052,0.0523674820781366,0.0019675989179334,-0.5078056730550582,0.0524942052202674,1.7122469289995172
111,Mein Freund ist Bergbaumaschinentechniker.,Mein [MASK] ist Bergbaumaschinentechniker.,Mein Freund ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Freund,male,Bergbaumaschinentechniker,male,mining machine operator,-2.1276359551553363,0.2564993859705232,-0.1188849449023181,-0.835995300450718,1.814099258645749,-3.5809999921119,-1.8076727472721068,-1.8467400957145803,-2.4000453013861542,1.437244672936586
112,Mein Freund ist Elektriker.,Mein [MASK] ist Elektriker.,Mein Freund ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Freund,male,Elektriker,male,electrician,-0.9980859079269492,1.1794178575514718,0.4853717278487667,-1.2157086524248153,0.5508726038591109,-1.9089402168096616,-3.2602435412310222,0.3678110771302399,-2.3602906529858605,1.280346171781625
