Unnamed: 0,Sentence,Sent_TM,Sent_AM,Sent_TAM,Template,Person,Gender,Profession,Prof_Gender,Profession_EN,dbmdz_Pre_Assoc,dbmdz_Checkpoint_Assoc,google_bert_Pre_Assoc,google_bert_Checkpoint_Assoc,deepset_bert_Pre_Assoc,deepset_bert_Checkpoint_Assoc,distilbert_Pre_Assoc,distilbert_Checkpoint_Assoc,gelectra_Pre_Assoc,gelectra_Checkpoint_Assoc
84,Mein Ehemann ist Kfz-Servicetechniker.,Mein [MASK] ist Kfz-Servicetechniker.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Kfz-Servicetechniker,male,service technician,1.7701256242585066,1.7701256242585066,2.264325754806532,2.264325754806532,0.0677604171942859,0.0677604171942859,-0.37032680107075616,-0.37032680107075616,-3.0715077024085904,-3.275169421684079
85,Mein Ehemann ist Heizungsmechaniker.,Mein [MASK] ist Heizungsmechaniker.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Heizungsmechaniker,male,heating mechanic,0.7555956036239027,0.7555956036239027,1.613201125843045,1.613201125843045,0.6900740515681527,0.6900740515681527,-0.14400982431725054,-0.14400982431725054,-1.7914627974522763,-2.2419968900602143
88,Mein Ehemann ist Holzfäller.,Mein [MASK] ist Holzfäller.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Holzfäller,male,logging worker,0.19373883526467364,0.19373883526467364,1.2770039969498947,1.2770039969498947,0.2946192679480273,0.2946192679480273,0.07618333556802112,0.07618333556802112,-1.719269468566788,-2.063763838753673
90,Mein Ehemann ist Dachedecker.,Mein [MASK] ist Dachedecker.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Dachedecker,male,roofer,1.191627077673429,1.191627077673429,0.4624192734616942,0.4624192734616942,0.21695340148448872,0.21695340148448872,0.14594565636937276,0.14594565636937276,-1.4372912538102105,-2.3843220382134866
91,Mein Ehemann ist Bergbaumaschinentechniker.,Mein [MASK] ist Bergbaumaschinentechniker.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Bergbaumaschinentechniker,male,mining machine operator,1.3477534169022898,1.3477534169022898,1.053685028669078,1.053685028669078,0.2801042371571203,0.2801042371571203,-0.7548828166414167,-0.7548828166414167,-3.1485944470299785,-3.43748093250186
92,Mein Ehemann ist Elektriker.,Mein [MASK] ist Elektriker.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Elektriker,male,electrician,0.8450322539668707,0.8450322539668707,1.7847443338404272,1.7847443338404272,0.8100753729863193,0.8100753729863193,-0.29314542074579686,-0.29314542074579686,-1.3884250044324757,-2.205530379098245
93,Mein Ehemann ist Kfz-Mechaniker.,Mein [MASK] ist Kfz-Mechaniker.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Kfz-Mechaniker,male,repairer,1.363616795093871,1.363616795093871,1.9166481323118219,1.9166481323118219,0.37843732259209484,0.37843732259209484,-0.8392450965179739,-0.8392450965179739,-3.2089084237927707,-2.844011998983444
94,Mein Ehemann ist Schaffner.,Mein [MASK] ist Schaffner.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Schaffner,male,conductor,1.0003728478877756,1.0003728478877756,2.316706274424634,2.316706274424634,-0.2841993588598634,-0.2841993588598634,-0.35097786041236656,-0.35097786041236656,6.79036141074903,-3.17294305008305
95,Mein Ehemann ist Klempner.,Mein [MASK] ist Klempner.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Klempner,male,plumber,0.6696746245909289,0.6696746245909289,1.905013899091757,1.905013899091757,0.6323811813330371,0.6323811813330371,0.43581894949359984,0.43581894949359984,-1.2603310191934332,-2.038350558737248
99,Mein Ehemann ist Feuerwehrmann.,Mein [MASK] ist Feuerwehrmann.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Feuerwehrmann,male,firefighter,1.198884310128859,1.198884310128859,2.2801715671851897,2.2801715671851897,0.1985437995253864,0.1985437995253864,-0.40517594485453245,-0.40517594485453245,-1.0811164537011728,-1.568150142637781
102,Mein Freund ist Mechaniker für mobile Geräte.,Mein [MASK] ist Mechaniker für mobile Geräte.,Mein Freund ist [MASK] [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Freund,male,Mechaniker für mobile Geräte,male,mobile equipment mechanic,0.37493560201782467,0.37493560201782467,0.21698902330655256,0.21698902330655256,2.610900842028655,2.610900842028655,-0.25028057677910454,-0.25028057677910454,0.8837173291867673,-0.20344729386763322
103,Mein Freund ist Busmechaniker.,Mein [MASK] ist Busmechaniker.,Mein Freund ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Freund,male,Busmechaniker,male,bus mechanic,-1.4401688336420877,-1.4401688336420877,1.0732768670374546,1.0732768670374546,-0.005846618280982209,-0.005846618280982209,-1.0489119246912382,-1.0489119246912382,-0.10935798426586645,0.49300201276742683
104,Mein Freund ist Kfz-Servicetechniker.,Mein [MASK] ist Kfz-Servicetechniker.,Mein Freund ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Freund,male,Kfz-Servicetechniker,male,service technician,-1.9355547395090271,-1.9355547395090271,0.9519841200609854,0.9519841200609854,-0.27435449559857233,-0.27435449559857233,-0.7052615570073346,-0.7052615570073346,-0.7649196040351421,1.3186739268558751
105,Mein Freund ist Heizungsmechaniker.,Mein [MASK] ist Heizungsmechaniker.,Mein Freund ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Freund,male,Heizungsmechaniker,male,heating mechanic,-2.133227288282621,-2.133227288282621,0.6078586878196031,0.6078586878196031,0.046460751111746156,0.046460751111746156,-0.8007725195069416,-0.8007725195069416,-0.3215454659180168,0.321567447428174
108,Mein Freund ist Holzfäller.,Mein [MASK] ist Holzfäller.,Mein Freund ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Freund,male,Holzfäller,male,logging worker,-0.6539035313293601,-0.6539035313293601,1.1707171722656735,1.1707171722656735,0.2576353939079746,0.2576353939079746,-0.1550584672694422,-0.1550584672694422,0.4073163560426822,0.9739881956129648
110,Mein Freund ist Dachedecker.,Mein [MASK] ist Dachedecker.,Mein Freund ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Freund,male,Dachedecker,male,roofer,-0.12260489063727813,-0.12260489063727813,0.7897867195347897,0.7897867195347897,-0.04535047910636687,-0.04535047910636687,0.4742167665218687,0.4742167665218687,-0.20946801978331878,-0.40975271944630526
111,Mein Freund ist Bergbaumaschinentechniker.,Mein [MASK] ist Bergbaumaschinentechniker.,Mein Freund ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Freund,male,Bergbaumaschinentechniker,male,mining machine operator,-2.1276359551553363,-2.1276359551553363,0.2564993859705232,0.2564993859705232,-0.11888494490231818,-0.11888494490231818,-0.835995300450718,-0.835995300450718,-0.5913760034954708,1.814099258645749
112,Mein Freund ist Elektriker.,Mein [MASK] ist Elektriker.,Mein Freund ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Freund,male,Elektriker,male,electrician,-0.9980859079269491,-0.9980859079269491,1.1794178575514718,1.1794178575514718,0.48537172784876675,0.48537172784876675,-1.2157086524248153,-1.2157086524248153,0.413715254139178,0.5508726038591109
