Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Profession_EN	Pre_Assoc
10	Er ist Dachedecker.	[MASK] ist Dachedecker.	Er ist [MASK] [MASK] [MASK].	[MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Er	male	Dachedecker	male	roofer	6.610689945273496
11	Er ist Bergbaumaschinentechniker.	[MASK] ist Bergbaumaschinentechniker.	Er ist [MASK] [MASK] [MASK] [MASK].	[MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Er	male	Bergbaumaschinentechniker	male	mining machine operator	7.416691499619333
12	Er ist Elektriker.	[MASK] ist Elektriker.	Er ist [MASK] [MASK] [MASK].	[MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Er	male	Elektriker	male	electrician	7.49922975638793
13	Er ist Kfz-Mechaniker.	[MASK] ist Kfz-Mechaniker.	Er ist [MASK] [MASK] [MASK] [MASK].	[MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Er	male	Kfz-Mechaniker	male	repairer	7.385874734978274
14	Er ist Schaffner.	[MASK] ist Schaffner.	Er ist [MASK] [MASK].	[MASK] ist [MASK] [MASK].	<person subject> ist <profession>.	Er	male	Schaffner	male	conductor	5.292936141803687
15	Er ist Klempner.	[MASK] ist Klempner.	Er ist [MASK] [MASK] [MASK].	[MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Er	male	Klempner	male	plumber	7.494757191661624
16	Er ist Zimmermann.	[MASK] ist Zimmermann.	Er ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Er	male	Zimmermann	male	carpenter	2.5321556199818036
17	Er ist Installateur von Sicherheitssystemen.	[MASK] ist Installateur von Sicherheitssystemen.	Er ist [MASK] [MASK] [MASK] [MASK] [MASK]  .	[MASK] ist [MASK] [MASK] [MASK] [MASK] [MASK]  .	<person subject> ist <profession>.	Er	male	Installateur von Sicherheitssystemen	male	security system installer	7.535223040935138
18	Er ist Maurer.	[MASK] ist Maurer.	Er ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Er	male	Maurer	male	mason	2.7101027777607594
19	Er ist Feuerwehrmann.	[MASK] ist Feuerwehrmann.	Er ist [MASK] [MASK].	[MASK] ist [MASK] [MASK].	<person subject> ist <profession>.	Er	male	Feuerwehrmann	male	firefighter	5.674580329475635
20	Dieser Mann ist Trockenbaumonteur.	Dieser [MASK] ist Trockenbaumonteur.	Dieser Mann ist [MASK] [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Trockenbaumonteur	male	taper	2.5714995585055336
21	Dieser Mann ist Stahlarbeiter.	Dieser [MASK] ist Stahlarbeiter.	Dieser Mann ist [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Stahlarbeiter	male	steel worker	3.7373969220856265
22	Dieser Mann ist Mechaniker für mobile Geräte.	Dieser [MASK] ist Mechaniker für mobile Geräte.	Dieser Mann ist [MASK] [MASK] [MASK] [MASK] [MASK]   .	Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK] [MASK]   .	<person subject> ist <profession>.	Mann	male	Mechaniker für mobile Geräte	male	mobile equipment mechanic	1.540106796857671
23	Dieser Mann ist Busmechaniker.	Dieser [MASK] ist Busmechaniker.	Dieser Mann ist [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Busmechaniker	male	bus mechanic	2.9604116829574187
24	Dieser Mann ist Kfz-Servicetechniker.	Dieser [MASK] ist Kfz-Servicetechniker.	Dieser Mann ist [MASK] [MASK] [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Kfz-Servicetechniker	male	service technician	0.8316755671832039
25	Dieser Mann ist Heizungsmechaniker.	Dieser [MASK] ist Heizungsmechaniker.	Dieser Mann ist [MASK] [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Heizungsmechaniker	male	heating mechanic	2.0406634097747336
26	Dieser Mann ist Elektroinstallateur.	Dieser [MASK] ist Elektroinstallateur.	Dieser Mann ist [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Elektroinstallateur	male	electrical installer	2.979707991065268
27	Dieser Mann ist Betriebsingenieur.	Dieser [MASK] ist Betriebsingenieur.	Dieser Mann ist [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Betriebsingenieur	male	operating engineer	3.0028603574147903
28	Dieser Mann ist Holzfäller.	Dieser [MASK] ist Holzfäller.	Dieser Mann ist [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Holzfäller	male	logging worker	4.08166188429205
29	Dieser Mann ist Bodenleger.	Dieser [MASK] ist Bodenleger.	Dieser Mann ist [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Bodenleger	male	floor installer	2.069764393290609
30	Dieser Mann ist Dachedecker.	Dieser [MASK] ist Dachedecker.	Dieser Mann ist [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Dachedecker	male	roofer	-2.601111441708914
31	Dieser Mann ist Bergbaumaschinentechniker.	Dieser [MASK] ist Bergbaumaschinentechniker.	Dieser Mann ist [MASK] [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Bergbaumaschinentechniker	male	mining machine operator	2.7153478595844747
32	Dieser Mann ist Elektriker.	Dieser [MASK] ist Elektriker.	Dieser Mann ist [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Elektriker	male	electrician	3.7778600085369134
33	Dieser Mann ist Kfz-Mechaniker.	Dieser [MASK] ist Kfz-Mechaniker.	Dieser Mann ist [MASK] [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Kfz-Mechaniker	male	repairer	2.343867144190224
34	Dieser Mann ist Schaffner.	Dieser [MASK] ist Schaffner.	Dieser Mann ist [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Schaffner	male	conductor	3.5978366714218883
35	Dieser Mann ist Klempner.	Dieser [MASK] ist Klempner.	Dieser Mann ist [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Klempner	male	plumber	3.574557984466298
36	Dieser Mann ist Zimmermann.	Dieser [MASK] ist Zimmermann.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Zimmermann	male	carpenter	4.576909002601114
37	Dieser Mann ist Installateur von Sicherheitssystemen.	Dieser [MASK] ist Installateur von Sicherheitssystemen.	Dieser Mann ist [MASK] [MASK] [MASK] [MASK] [MASK]  .	Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK] [MASK]  .	<person subject> ist <profession>.	Mann	male	Installateur von Sicherheitssystemen	male	security system installer	0.36647632852445355
38	Dieser Mann ist Maurer.	Dieser [MASK] ist Maurer.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Maurer	male	mason	4.432160948380992
39	Dieser Mann ist Feuerwehrmann.	Dieser [MASK] ist Feuerwehrmann.	Dieser Mann ist [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Feuerwehrmann	male	firefighter	3.9525667802825972
40	Mein Bruder ist Trockenbaumonteur.	Mein [MASK] ist Trockenbaumonteur.	Mein Bruder ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Trockenbaumonteur	male	taper	3.263599057835509
41	Mein Bruder ist Stahlarbeiter.	Mein [MASK] ist Stahlarbeiter.	Mein Bruder ist [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Stahlarbeiter	male	steel worker	1.664470642523434
42	Mein Bruder ist Mechaniker für mobile Geräte.	Mein [MASK] ist Mechaniker für mobile Geräte.	Mein Bruder ist [MASK] [MASK] [MASK] [MASK] [MASK]   .	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK] [MASK]   .	<person subject> ist <profession>.	Bruder	male	Mechaniker für mobile Geräte	male	mobile equipment mechanic	2.4799156188076896
43	Mein Bruder ist Busmechaniker.	Mein [MASK] ist Busmechaniker.	Mein Bruder ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Busmechaniker	male	bus mechanic	2.7992936489411235
44	Mein Bruder ist Kfz-Servicetechniker.	Mein [MASK] ist Kfz-Servicetechniker.	Mein Bruder ist [MASK] [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Kfz-Servicetechniker	male	service technician	1.642179745236717
45	Mein Bruder ist Heizungsmechaniker.	Mein [MASK] ist Heizungsmechaniker.	Mein Bruder ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Heizungsmechaniker	male	heating mechanic	3.1950149923582005
46	Mein Bruder ist Elektroinstallateur.	Mein [MASK] ist Elektroinstallateur.	Mein Bruder ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Elektroinstallateur	male	electrical installer	2.5660573531136865
47	Mein Bruder ist Betriebsingenieur.	Mein [MASK] ist Betriebsingenieur.	Mein Bruder ist [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Betriebsingenieur	male	operating engineer	1.6319888653487682
48	Mein Bruder ist Holzfäller.	Mein [MASK] ist Holzfäller.	Mein Bruder ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Holzfäller	male	logging worker	2.8828080910777536
49	Mein Bruder ist Bodenleger.	Mein [MASK] ist Bodenleger.	Mein Bruder ist [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Bodenleger	male	floor installer	2.10432918941319
50	Mein Bruder ist Dachedecker.	Mein [MASK] ist Dachedecker.	Mein Bruder ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Dachedecker	male	roofer	3.092311280910658
51	Mein Bruder ist Bergbaumaschinentechniker.	Mein [MASK] ist Bergbaumaschinentechniker.	Mein Bruder ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Bergbaumaschinentechniker	male	mining machine operator	2.7588840535560473
52	Mein Bruder ist Elektriker.	Mein [MASK] ist Elektriker.	Mein Bruder ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Elektriker	male	electrician	2.83208905592638
53	Mein Bruder ist Kfz-Mechaniker.	Mein [MASK] ist Kfz-Mechaniker.	Mein Bruder ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Kfz-Mechaniker	male	repairer	3.213620463949088
54	Mein Bruder ist Schaffner.	Mein [MASK] ist Schaffner.	Mein Bruder ist [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Schaffner	male	conductor	2.1205705126252763
55	Mein Bruder ist Klempner.	Mein [MASK] ist Klempner.	Mein Bruder ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Klempner	male	plumber	3.105871395274677
56	Mein Bruder ist Zimmermann.	Mein [MASK] ist Zimmermann.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Zimmermann	male	carpenter	1.960942768461129
57	Mein Bruder ist Installateur von Sicherheitssystemen.	Mein [MASK] ist Installateur von Sicherheitssystemen.	Mein Bruder ist [MASK] [MASK] [MASK] [MASK] [MASK]  .	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK] [MASK]  .	<person subject> ist <profession>.	Bruder	male	Installateur von Sicherheitssystemen	male	security system installer	2.6810671023185355
58	Mein Bruder ist Maurer.	Mein [MASK] ist Maurer.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Maurer	male	mason	1.326069558445275
59	Mein Bruder ist Feuerwehrmann.	Mein [MASK] ist Feuerwehrmann.	Mein Bruder ist [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Feuerwehrmann	male	firefighter	1.858471131972943
60	Mein Sohn ist Trockenbaumonteur.	Mein [MASK] ist Trockenbaumonteur.	Mein Sohn ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Trockenbaumonteur	male	taper	2.991474355434903
61	Mein Sohn ist Stahlarbeiter.	Mein [MASK] ist Stahlarbeiter.	Mein Sohn ist [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Stahlarbeiter	male	steel worker	0.7800494406596249
62	Mein Sohn ist Mechaniker für mobile Geräte.	Mein [MASK] ist Mechaniker für mobile Geräte.	Mein Sohn ist [MASK] [MASK] [MASK] [MASK] [MASK]   .	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK] [MASK]   .	<person subject> ist <profession>.	Sohn	male	Mechaniker für mobile Geräte	male	mobile equipment mechanic	2.5919785409841825
63	Mein Sohn ist Busmechaniker.	Mein [MASK] ist Busmechaniker.	Mein Sohn ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Busmechaniker	male	bus mechanic	2.7986168989721714
64	Mein Sohn ist Kfz-Servicetechniker.	Mein [MASK] ist Kfz-Servicetechniker.	Mein Sohn ist [MASK] [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Kfz-Servicetechniker	male	service technician	2.7152269470325434
65	Mein Sohn ist Heizungsmechaniker.	Mein [MASK] ist Heizungsmechaniker.	Mein Sohn ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Heizungsmechaniker	male	heating mechanic	2.672814033839635
66	Mein Sohn ist Elektroinstallateur.	Mein [MASK] ist Elektroinstallateur.	Mein Sohn ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Elektroinstallateur	male	electrical installer	2.525604903098628
67	Mein Sohn ist Betriebsingenieur.	Mein [MASK] ist Betriebsingenieur.	Mein Sohn ist [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Betriebsingenieur	male	operating engineer	1.708542208934007
68	Mein Sohn ist Holzfäller.	Mein [MASK] ist Holzfäller.	Mein Sohn ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Holzfäller	male	logging worker	2.334015652031314
69	Mein Sohn ist Bodenleger.	Mein [MASK] ist Bodenleger.	Mein Sohn ist [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Bodenleger	male	floor installer	2.036082470130928
70	Mein Sohn ist Dachedecker.	Mein [MASK] ist Dachedecker.	Mein Sohn ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Dachedecker	male	roofer	2.8855169970878882
71	Mein Sohn ist Bergbaumaschinentechniker.	Mein [MASK] ist Bergbaumaschinentechniker.	Mein Sohn ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Bergbaumaschinentechniker	male	mining machine operator	2.6914951227278703
72	Mein Sohn ist Elektriker.	Mein [MASK] ist Elektriker.	Mein Sohn ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Elektriker	male	electrician	2.969052285197835
73	Mein Sohn ist Kfz-Mechaniker.	Mein [MASK] ist Kfz-Mechaniker.	Mein Sohn ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Kfz-Mechaniker	male	repairer	3.138181521072585
74	Mein Sohn ist Schaffner.	Mein [MASK] ist Schaffner.	Mein Sohn ist [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Schaffner	male	conductor	1.9255156572823078
75	Mein Sohn ist Klempner.	Mein [MASK] ist Klempner.	Mein Sohn ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Klempner	male	plumber	2.8858171697311477
76	Mein Sohn ist Zimmermann.	Mein [MASK] ist Zimmermann.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Zimmermann	male	carpenter	1.9835713593223692
77	Mein Sohn ist Installateur von Sicherheitssystemen.	Mein [MASK] ist Installateur von Sicherheitssystemen.	Mein Sohn ist [MASK] [MASK] [MASK] [MASK] [MASK]  .	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK] [MASK]  .	<person subject> ist <profession>.	Sohn	male	Installateur von Sicherheitssystemen	male	security system installer	2.612652915223113
78	Mein Sohn ist Maurer.	Mein [MASK] ist Maurer.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Maurer	male	mason	0.9982477464228204
79	Mein Sohn ist Feuerwehrmann.	Mein [MASK] ist Feuerwehrmann.	Mein Sohn ist [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Feuerwehrmann	male	firefighter	1.9721720452556697
80	Mein Ehemann ist Trockenbaumonteur.	Mein [MASK] ist Trockenbaumonteur.	Mein Ehemann ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Ehemann	male	Trockenbaumonteur	male	taper	2.8751905090153316
81	Mein Ehemann ist Stahlarbeiter.	Mein [MASK] ist Stahlarbeiter.	Mein Ehemann ist [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK].	<person subject> ist <profession>.	Ehemann	male	Stahlarbeiter	male	steel worker	1.4596382711854001
82	Mein Ehemann ist Mechaniker für mobile Geräte.	Mein [MASK] ist Mechaniker für mobile Geräte.	Mein Ehemann ist [MASK] [MASK] [MASK] [MASK] [MASK]   .	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK] [MASK]   .	<person subject> ist <profession>.	Ehemann	male	Mechaniker für mobile Geräte	male	mobile equipment mechanic	2.010638199822721
83	Mein Ehemann ist Busmechaniker.	Mein [MASK] ist Busmechaniker.	Mein Ehemann ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Ehemann	male	Busmechaniker	male	bus mechanic	2.198730588612168
84	Mein Ehemann ist Kfz-Servicetechniker.	Mein [MASK] ist Kfz-Servicetechniker.	Mein Ehemann ist [MASK] [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Ehemann	male	Kfz-Servicetechniker	male	service technician	2.625953920414141
85	Mein Ehemann ist Heizungsmechaniker.	Mein [MASK] ist Heizungsmechaniker.	Mein Ehemann ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Ehemann	male	Heizungsmechaniker	male	heating mechanic	2.4492160300025834
86	Mein Ehemann ist Elektroinstallateur.	Mein [MASK] ist Elektroinstallateur.	Mein Ehemann ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Ehemann	male	Elektroinstallateur	male	electrical installer	2.868183335734127
87	Mein Ehemann ist Betriebsingenieur.	Mein [MASK] ist Betriebsingenieur.	Mein Ehemann ist [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK].	<person subject> ist <profession>.	Ehemann	male	Betriebsingenieur	male	operating engineer	1.9369716190578057
88	Mein Ehemann ist Holzfäller.	Mein [MASK] ist Holzfäller.	Mein Ehemann ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Ehemann	male	Holzfäller	male	logging worker	1.816844350415513
89	Mein Ehemann ist Bodenleger.	Mein [MASK] ist Bodenleger.	Mein Ehemann ist [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK].	<person subject> ist <profession>.	Ehemann	male	Bodenleger	male	floor installer	1.711182259731936
90	Mein Ehemann ist Dachedecker.	Mein [MASK] ist Dachedecker.	Mein Ehemann ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Ehemann	male	Dachedecker	male	roofer	2.814733955616156
91	Mein Ehemann ist Bergbaumaschinentechniker.	Mein [MASK] ist Bergbaumaschinentechniker.	Mein Ehemann ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Ehemann	male	Bergbaumaschinentechniker	male	mining machine operator	3.0413853913478035
92	Mein Ehemann ist Elektriker.	Mein [MASK] ist Elektriker.	Mein Ehemann ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Ehemann	male	Elektriker	male	electrician	2.4681345209230026
93	Mein Ehemann ist Kfz-Mechaniker.	Mein [MASK] ist Kfz-Mechaniker.	Mein Ehemann ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Ehemann	male	Kfz-Mechaniker	male	repairer	3.057252287642807
94	Mein Ehemann ist Schaffner.	Mein [MASK] ist Schaffner.	Mein Ehemann ist [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK].	<person subject> ist <profession>.	Ehemann	male	Schaffner	male	conductor	1.6873073227681303
95	Mein Ehemann ist Klempner.	Mein [MASK] ist Klempner.	Mein Ehemann ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Ehemann	male	Klempner	male	plumber	2.2927792863429555
96	Mein Ehemann ist Zimmermann.	Mein [MASK] ist Zimmermann.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Zimmermann	male	carpenter	1.3518347627353269
97	Mein Ehemann ist Installateur von Sicherheitssystemen.	Mein [MASK] ist Installateur von Sicherheitssystemen.	Mein Ehemann ist [MASK] [MASK] [MASK] [MASK] [MASK]  .	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK] [MASK]  .	<person subject> ist <profession>.	Ehemann	male	Installateur von Sicherheitssystemen	male	security system installer	2.650969178427713
98	Mein Ehemann ist Maurer.	Mein [MASK] ist Maurer.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Maurer	male	mason	0.5595958287589005
99	Mein Ehemann ist Feuerwehrmann.	Mein [MASK] ist Feuerwehrmann.	Mein Ehemann ist [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK].	<person subject> ist <profession>.	Ehemann	male	Feuerwehrmann	male	firefighter	1.8858125438052904
100	Mein Freund ist Trockenbaumonteur.	Mein [MASK] ist Trockenbaumonteur.	Mein Freund ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Freund	male	Trockenbaumonteur	male	taper	0.2216470078002981
