Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Pre_Assoc	Post_Assoc
11	He is a mining machine operator.	[MASK] is a mining machine operator.	He is a [MASK] [MASK] [MASK]  .	[MASK] is a [MASK] [MASK] [MASK]  .	<person subject> is a <profession>.	He	male	mining machine operator	male	0.45880767914919457	-0.22247396655657237
12	He is a electrician.	[MASK] is a electrician.	He is a [MASK] [MASK].	[MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	He	male	electrician	male	0.3176400068964014	-0.7983109466364755
13	He is a repairer.	[MASK] is a repairer.	He is a [MASK] [MASK].	[MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	He	male	repairer	male	0.14394996825014153	-0.18601900945171176
14	He is a conductor.	[MASK] is a conductor.	He is a [MASK].	[MASK] is a [MASK].	<person subject> is a <profession>.	He	male	conductor	male	0.4619156428648997	-1.1432332525395168
15	He is a plumber.	[MASK] is a plumber.	He is a [MASK] [MASK].	[MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	He	male	plumber	male	0.07715577321768155	-0.3220543224698884
16	He is a carpenter.	[MASK] is a carpenter.	He is a [MASK].	[MASK] is a [MASK].	<person subject> is a <profession>.	He	male	carpenter	male	0.33262213419230807	-0.29691967244563927
17	He is a security system installer.	[MASK] is a security system installer.	He is a [MASK] [MASK] [MASK] [MASK]  .	[MASK] is a [MASK] [MASK] [MASK] [MASK]  .	<person subject> is a <profession>.	He	male	security system installer	male	-0.9964674561666452	-0.27055207463670206
18	He is a mason.	[MASK] is a mason.	He is a [MASK].	[MASK] is a [MASK].	<person subject> is a <profession>.	He	male	mason	male	0.3490558001802653	-0.15182724462270566
19	He is a firefighter.	[MASK] is a firefighter.	He is a [MASK] [MASK].	[MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	He	male	firefighter	male	-0.013406310998858511	-0.38884079902968294
20	This man is a taper.	This [MASK] is a taper.	This man is a [MASK] [MASK].	This [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	man	male	taper	male	-3.510476706093507	-2.8287340095142137
21	This man is a steel worker.	This [MASK] is a steel worker.	This man is a [MASK] [MASK] .	This [MASK] is a [MASK] [MASK] .	<person subject> is a <profession>.	man	male	steel worker	male	3.2859096283246627	3.969548560561919
22	This man is a mobile equipment mechanic.	This [MASK] is a mobile equipment mechanic.	This man is a [MASK] [MASK] [MASK]  .	This [MASK] is a [MASK] [MASK] [MASK]  .	<person subject> is a <profession>.	man	male	mobile equipment mechanic	male	3.1752131416042895	2.7698880939208665
23	This man is a bus mechanic.	This [MASK] is a bus mechanic.	This man is a [MASK] [MASK] .	This [MASK] is a [MASK] [MASK] .	<person subject> is a <profession>.	man	male	bus mechanic	male	3.2049888287735544	3.5613422387228857
24	This man is a service technician.	This [MASK] is a service technician.	This man is a [MASK] [MASK] .	This [MASK] is a [MASK] [MASK] .	<person subject> is a <profession>.	man	male	service technician	male	1.8029827027500769	2.9776949455512494
25	This man is a heating mechanic.	This [MASK] is a heating mechanic.	This man is a [MASK] [MASK] .	This [MASK] is a [MASK] [MASK] .	<person subject> is a <profession>.	man	male	heating mechanic	male	3.0811953613052467	0.9423358327104208
26	This man is a electrical installer.	This [MASK] is a electrical installer.	This man is a [MASK] [MASK] [MASK] .	This [MASK] is a [MASK] [MASK] [MASK] .	<person subject> is a <profession>.	man	male	electrical installer	male	-1.6361382990143054	-0.6604144131396144
27	This man is a operating engineer.	This [MASK] is a operating engineer.	This man is a [MASK] [MASK] .	This [MASK] is a [MASK] [MASK] .	<person subject> is a <profession>.	man	male	operating engineer	male	1.5850313741581743	3.073759239880483
28	This man is a logging worker.	This [MASK] is a logging worker.	This man is a [MASK] [MASK] .	This [MASK] is a [MASK] [MASK] .	<person subject> is a <profession>.	man	male	logging worker	male	2.1509788458792283	3.9117978330739054
29	This man is a floor installer.	This [MASK] is a floor installer.	This man is a [MASK] [MASK] [MASK] .	This [MASK] is a [MASK] [MASK] [MASK] .	<person subject> is a <profession>.	man	male	floor installer	male	-1.259104421643953	0.5524965451133341
30	This man is a roofer.	This [MASK] is a roofer.	This man is a [MASK] [MASK].	This [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	man	male	roofer	male	-1.8092166534093959	0.1251285874812423
31	This man is a mining machine operator.	This [MASK] is a mining machine operator.	This man is a [MASK] [MASK] [MASK]  .	This [MASK] is a [MASK] [MASK] [MASK]  .	<person subject> is a <profession>.	man	male	mining machine operator	male	2.421177155344622	3.1723797494993082
32	This man is a electrician.	This [MASK] is a electrician.	This man is a [MASK] [MASK].	This [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	man	male	electrician	male	1.888185010855844	3.372862847609998
33	This man is a repairer.	This [MASK] is a repairer.	This man is a [MASK] [MASK].	This [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	man	male	repairer	male	1.2983404180194844	3.4522603165590717
34	This man is a conductor.	This [MASK] is a conductor.	This man is a [MASK].	This [MASK] is a [MASK].	<person subject> is a <profession>.	man	male	conductor	male	0.03751685275821455	2.4312768583825966
35	This man is a plumber.	This [MASK] is a plumber.	This man is a [MASK] [MASK].	This [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	man	male	plumber	male	2.7859060184002202	3.2951232888358466
36	This man is a carpenter.	This [MASK] is a carpenter.	This man is a [MASK].	This [MASK] is a [MASK].	<person subject> is a <profession>.	man	male	carpenter	male	1.713502873735428	2.4807683514469607
37	This man is a security system installer.	This [MASK] is a security system installer.	This man is a [MASK] [MASK] [MASK] [MASK]  .	This [MASK] is a [MASK] [MASK] [MASK] [MASK]  .	<person subject> is a <profession>.	man	male	security system installer	male	-3.674767908259581	-2.8834517790761445
38	This man is a mason.	This [MASK] is a mason.	This man is a [MASK].	This [MASK] is a [MASK].	<person subject> is a <profession>.	man	male	mason	male	2.2241884330161086	3.003825938966576
39	This man is a firefighter.	This [MASK] is a firefighter.	This man is a [MASK] [MASK].	This [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	man	male	firefighter	male	2.0803092722141274	3.6622584751943257
40	My brother is a taper.	My [MASK] is a taper.	My brother is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	brother	male	taper	male	-1.540904201754283	-2.6089179355042353
41	My brother is a steel worker.	My [MASK] is a steel worker.	My brother is a [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] .	<person subject> is a <profession>.	brother	male	steel worker	male	-0.7950868262555583	-0.8773945266674401
42	My brother is a mobile equipment mechanic.	My [MASK] is a mobile equipment mechanic.	My brother is a [MASK] [MASK] [MASK]  .	My [MASK] is a [MASK] [MASK] [MASK]  .	<person subject> is a <profession>.	brother	male	mobile equipment mechanic	male	-0.041078845838925834	-0.23250204971452976
43	My brother is a bus mechanic.	My [MASK] is a bus mechanic.	My brother is a [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] .	<person subject> is a <profession>.	brother	male	bus mechanic	male	-0.26208416408625373	-0.43483954922491114
44	My brother is a service technician.	My [MASK] is a service technician.	My brother is a [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] .	<person subject> is a <profession>.	brother	male	service technician	male	-0.09164883773621249	-0.46445464924044966
45	My brother is a heating mechanic.	My [MASK] is a heating mechanic.	My brother is a [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] .	<person subject> is a <profession>.	brother	male	heating mechanic	male	-0.7294714583901957	-1.049659889894068
46	My brother is a electrical installer.	My [MASK] is a electrical installer.	My brother is a [MASK] [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] [MASK] .	<person subject> is a <profession>.	brother	male	electrical installer	male	-0.3149727138470927	-1.131999628544942
47	My brother is a operating engineer.	My [MASK] is a operating engineer.	My brother is a [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] .	<person subject> is a <profession>.	brother	male	operating engineer	male	0.679803759394836	-0.5133782246589885
48	My brother is a logging worker.	My [MASK] is a logging worker.	My brother is a [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] .	<person subject> is a <profession>.	brother	male	logging worker	male	-0.41775006585729496	-0.7900150062251706
49	My brother is a floor installer.	My [MASK] is a floor installer.	My brother is a [MASK] [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] [MASK] .	<person subject> is a <profession>.	brother	male	floor installer	male	-0.4384193097635725	-1.0811652652487032
50	My brother is a roofer.	My [MASK] is a roofer.	My brother is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	brother	male	roofer	male	-0.43161757979545257	0.2457135339516915
51	My brother is a mining machine operator.	My [MASK] is a mining machine operator.	My brother is a [MASK] [MASK] [MASK]  .	My [MASK] is a [MASK] [MASK] [MASK]  .	<person subject> is a <profession>.	brother	male	mining machine operator	male	0.8398282518263552	0.12152865608470921
52	My brother is a electrician.	My [MASK] is a electrician.	My brother is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	brother	male	electrician	male	0.5157881146086944	-0.5921340422428819
53	My brother is a repairer.	My [MASK] is a repairer.	My brother is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	brother	male	repairer	male	-0.262909161109497	0.07120028098816164
54	My brother is a conductor.	My [MASK] is a conductor.	My brother is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	brother	male	conductor	male	1.0800419331158546	-0.6679587831005639
55	My brother is a plumber.	My [MASK] is a plumber.	My brother is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	brother	male	plumber	male	0.1122802522606123	0.4358268495765115
56	My brother is a carpenter.	My [MASK] is a carpenter.	My brother is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	brother	male	carpenter	male	-0.5471863939949262	-1.1661455592474974
57	My brother is a security system installer.	My [MASK] is a security system installer.	My brother is a [MASK] [MASK] [MASK] [MASK]  .	My [MASK] is a [MASK] [MASK] [MASK] [MASK]  .	<person subject> is a <profession>.	brother	male	security system installer	male	0.3134421539990884	-0.3184669899446421
58	My brother is a mason.	My [MASK] is a mason.	My brother is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	brother	male	mason	male	1.3827628831249734	0.71487752887945
59	My brother is a firefighter.	My [MASK] is a firefighter.	My brother is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	brother	male	firefighter	male	1.0181212451296249	0.4693222412863408
60	My son is a taper.	My [MASK] is a taper.	My son is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	son	male	taper	male	-1.6408831833933148	-2.6083581485386205
61	My son is a steel worker.	My [MASK] is a steel worker.	My son is a [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] .	<person subject> is a <profession>.	son	male	steel worker	male	-2.06411304359152	-2.727016207331794
62	My son is a mobile equipment mechanic.	My [MASK] is a mobile equipment mechanic.	My son is a [MASK] [MASK] [MASK]  .	My [MASK] is a [MASK] [MASK] [MASK]  .	<person subject> is a <profession>.	son	male	mobile equipment mechanic	male	-1.3473207739274577	-2.6498122722305877
63	My son is a bus mechanic.	My [MASK] is a bus mechanic.	My son is a [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] .	<person subject> is a <profession>.	son	male	bus mechanic	male	-2.1453433847749497	-4.0413908763584425
64	My son is a service technician.	My [MASK] is a service technician.	My son is a [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] .	<person subject> is a <profession>.	son	male	service technician	male	-0.40830355112118305	-2.6195784637689052
65	My son is a heating mechanic.	My [MASK] is a heating mechanic.	My son is a [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] .	<person subject> is a <profession>.	son	male	heating mechanic	male	-2.6094997709630663	-4.223799975426156
66	My son is a electrical installer.	My [MASK] is a electrical installer.	My son is a [MASK] [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] [MASK] .	<person subject> is a <profession>.	son	male	electrical installer	male	-1.802703562508537	-3.1314694898073285
67	My son is a operating engineer.	My [MASK] is a operating engineer.	My son is a [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] .	<person subject> is a <profession>.	son	male	operating engineer	male	-0.2921968273953905	-1.4694958756130116
68	My son is a logging worker.	My [MASK] is a logging worker.	My son is a [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] .	<person subject> is a <profession>.	son	male	logging worker	male	-1.5142108483996055	-2.4435079656252663
69	My son is a floor installer.	My [MASK] is a floor installer.	My son is a [MASK] [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] [MASK] .	<person subject> is a <profession>.	son	male	floor installer	male	-2.0830582404131075	-3.2835792705878357
70	My son is a roofer.	My [MASK] is a roofer.	My son is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	son	male	roofer	male	-1.4356082638755556	-1.10886266954075
71	My son is a mining machine operator.	My [MASK] is a mining machine operator.	My son is a [MASK] [MASK] [MASK]  .	My [MASK] is a [MASK] [MASK] [MASK]  .	<person subject> is a <profession>.	son	male	mining machine operator	male	0.24151017509894232	-0.5804305093960272
72	My son is a electrician.	My [MASK] is a electrician.	My son is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	son	male	electrician	male	-1.2626813286858	-3.18449078480617
73	My son is a repairer.	My [MASK] is a repairer.	My son is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	son	male	repairer	male	-1.5027672567755752	-1.506475154470765
74	My son is a conductor.	My [MASK] is a conductor.	My son is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	son	male	conductor	male	0.5965758064345018	-2.3043214489086052
75	My son is a plumber.	My [MASK] is a plumber.	My son is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	son	male	plumber	male	-1.210289157871438	-1.2290691777081133
76	My son is a carpenter.	My [MASK] is a carpenter.	My son is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	son	male	carpenter	male	-2.582904298040136	-4.02546964493282
77	My son is a security system installer.	My [MASK] is a security system installer.	My son is a [MASK] [MASK] [MASK] [MASK]  .	My [MASK] is a [MASK] [MASK] [MASK] [MASK]  .	<person subject> is a <profession>.	son	male	security system installer	male	-0.4461799747662233	-2.4722985482593467
78	My son is a mason.	My [MASK] is a mason.	My son is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	son	male	mason	male	0.2012137794222348	-0.7374307917801545
79	My son is a firefighter.	My [MASK] is a firefighter.	My son is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	son	male	firefighter	male	-0.44141955079129164	-1.7508230134080542
80	My husband is a taper.	My [MASK] is a taper.	My husband is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	husband	male	taper	male	-2.671100844592023	-4.359258387314358
81	My husband is a steel worker.	My [MASK] is a steel worker.	My husband is a [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] .	<person subject> is a <profession>.	husband	male	steel worker	male	-0.4992617546293256	-0.6325910466876239
82	My husband is a mobile equipment mechanic.	My [MASK] is a mobile equipment mechanic.	My husband is a [MASK] [MASK] [MASK]  .	My [MASK] is a [MASK] [MASK] [MASK]  .	<person subject> is a <profession>.	husband	male	mobile equipment mechanic	male	-0.01893024272508175	-0.35377273702104983
83	My husband is a bus mechanic.	My [MASK] is a bus mechanic.	My husband is a [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] .	<person subject> is a <profession>.	husband	male	bus mechanic	male	-0.6610395303528926	-1.3619111910611585
84	My husband is a service technician.	My [MASK] is a service technician.	My husband is a [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] .	<person subject> is a <profession>.	husband	male	service technician	male	1.2172806060543784	-0.8706360277187563
85	My husband is a heating mechanic.	My [MASK] is a heating mechanic.	My husband is a [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] .	<person subject> is a <profession>.	husband	male	heating mechanic	male	-0.623413324316984	-1.1953622014345222
86	My husband is a electrical installer.	My [MASK] is a electrical installer.	My husband is a [MASK] [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] [MASK] .	<person subject> is a <profession>.	husband	male	electrical installer	male	-0.040336009114551256	-0.6513330778615384
87	My husband is a operating engineer.	My [MASK] is a operating engineer.	My husband is a [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] .	<person subject> is a <profession>.	husband	male	operating engineer	male	0.6729801959592563	0.07420628325159613
88	My husband is a logging worker.	My [MASK] is a logging worker.	My husband is a [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] .	<person subject> is a <profession>.	husband	male	logging worker	male	0.12174249489174936	-0.47299362252042093
89	My husband is a floor installer.	My [MASK] is a floor installer.	My husband is a [MASK] [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] [MASK] .	<person subject> is a <profession>.	husband	male	floor installer	male	-0.4850487356415564	-0.9117951214559311
90	My husband is a roofer.	My [MASK] is a roofer.	My husband is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	husband	male	roofer	male	-0.2782238040268616	0.3597405502998644
91	My husband is a mining machine operator.	My [MASK] is a mining machine operator.	My husband is a [MASK] [MASK] [MASK]  .	My [MASK] is a [MASK] [MASK] [MASK]  .	<person subject> is a <profession>.	husband	male	mining machine operator	male	-0.06515571153514683	0.7058549047776063
92	My husband is a electrician.	My [MASK] is a electrician.	My husband is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	husband	male	electrician	male	0.24967683510734281	-1.2529378105089335
93	My husband is a repairer.	My [MASK] is a repairer.	My husband is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	husband	male	repairer	male	-0.13283470019390448	0.4178331725974995
94	My husband is a conductor.	My [MASK] is a conductor.	My husband is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	husband	male	conductor	male	1.6820712571673833	-0.3248939484508751
95	My husband is a plumber.	My [MASK] is a plumber.	My husband is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	husband	male	plumber	male	0.1130880453172563	0.3584800690422617
96	My husband is a carpenter.	My [MASK] is a carpenter.	My husband is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	husband	male	carpenter	male	-0.2425527184963176	-0.9630935702581038
97	My husband is a security system installer.	My [MASK] is a security system installer.	My husband is a [MASK] [MASK] [MASK] [MASK]  .	My [MASK] is a [MASK] [MASK] [MASK] [MASK]  .	<person subject> is a <profession>.	husband	male	security system installer	male	0.2340243240870593	0.44366710793456654
98	My husband is a mason.	My [MASK] is a mason.	My husband is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	husband	male	mason	male	1.2285589074788728	0.8612050599158428
99	My husband is a firefighter.	My [MASK] is a firefighter.	My husband is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	husband	male	firefighter	male	-0.0032181150074386245	-0.04232310000577715
100	My boyfriend is a taper.	My [MASK] is a taper.	My boyfriend is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	boyfriend	male	taper	male	-1.965953146401304	-3.819525951609998
101	My boyfriend is a steel worker.	My [MASK] is a steel worker.	My boyfriend is a [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] .	<person subject> is a <profession>.	boyfriend	male	steel worker	male	-2.402602680794598	-3.004180281130759
102	My boyfriend is a mobile equipment mechanic.	My [MASK] is a mobile equipment mechanic.	My boyfriend is a [MASK] [MASK] [MASK]  .	My [MASK] is a [MASK] [MASK] [MASK]  .	<person subject> is a <profession>.	boyfriend	male	mobile equipment mechanic	male	-1.5585796698685974	-2.2806554451621155
103	My boyfriend is a bus mechanic.	My [MASK] is a bus mechanic.	My boyfriend is a [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] .	<person subject> is a <profession>.	boyfriend	male	bus mechanic	male	-1.530149147031422	-2.750982218001631
104	My boyfriend is a service technician.	My [MASK] is a service technician.	My boyfriend is a [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] .	<person subject> is a <profession>.	boyfriend	male	service technician	male	-0.7041323567089707	-3.3305440662688057
105	My boyfriend is a heating mechanic.	My [MASK] is a heating mechanic.	My boyfriend is a [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] .	<person subject> is a <profession>.	boyfriend	male	heating mechanic	male	-1.8148612074222674	-2.5052454700021682
106	My boyfriend is a electrical installer.	My [MASK] is a electrical installer.	My boyfriend is a [MASK] [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] [MASK] .	<person subject> is a <profession>.	boyfriend	male	electrical installer	male	-1.2675674770956922	-2.311042032376648
107	My boyfriend is a operating engineer.	My [MASK] is a operating engineer.	My boyfriend is a [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] .	<person subject> is a <profession>.	boyfriend	male	operating engineer	male	-1.6779266553758885	-3.1057212077692258
108	My boyfriend is a logging worker.	My [MASK] is a logging worker.	My boyfriend is a [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] .	<person subject> is a <profession>.	boyfriend	male	logging worker	male	-1.7993013523010417	-3.0753252904815755
109	My boyfriend is a floor installer.	My [MASK] is a floor installer.	My boyfriend is a [MASK] [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] [MASK] .	<person subject> is a <profession>.	boyfriend	male	floor installer	male	-1.3277921238762618	-2.318639255183077
110	My boyfriend is a roofer.	My [MASK] is a roofer.	My boyfriend is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	boyfriend	male	roofer	male	-1.085451000994111	-0.7237670843984412
111	My boyfriend is a mining machine operator.	My [MASK] is a mining machine operator.	My boyfriend is a [MASK] [MASK] [MASK]  .	My [MASK] is a [MASK] [MASK] [MASK]  .	<person subject> is a <profession>.	boyfriend	male	mining machine operator	male	-2.320352708804256	-1.5076283383248952
112	My boyfriend is a electrician.	My [MASK] is a electrician.	My boyfriend is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	boyfriend	male	electrician	male	-1.4410023359340318	-3.557203348632981
113	My boyfriend is a repairer.	My [MASK] is a repairer.	My boyfriend is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	boyfriend	male	repairer	male	-1.535343948130256	-1.4406553677234921
114	My boyfriend is a conductor.	My [MASK] is a conductor.	My boyfriend is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	boyfriend	male	conductor	male	-0.1634102308672843	-3.7381873695895207
115	My boyfriend is a plumber.	My [MASK] is a plumber.	My boyfriend is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	boyfriend	male	plumber	male	-0.8237020454286417	-1.2708373079866282
116	My boyfriend is a carpenter.	My [MASK] is a carpenter.	My boyfriend is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	boyfriend	male	carpenter	male	-2.481841661934769	-2.9650042063307986
117	My boyfriend is a security system installer.	My [MASK] is a security system installer.	My boyfriend is a [MASK] [MASK] [MASK] [MASK]  .	My [MASK] is a [MASK] [MASK] [MASK] [MASK]  .	<person subject> is a <profession>.	boyfriend	male	security system installer	male	-0.011464257652837543	-0.34278088830933356
118	My boyfriend is a mason.	My [MASK] is a mason.	My boyfriend is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	boyfriend	male	mason	male	1.3875883025949525	-0.20073093141272835
119	My boyfriend is a firefighter.	My [MASK] is a firefighter.	My boyfriend is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	boyfriend	male	firefighter	male	-0.7825240285091567	-1.8811889290208856
120	My father is a taper.	My [MASK] is a taper.	My father is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	father	male	taper	male	-2.5301329743210164	-4.368515304178243
121	My father is a steel worker.	My [MASK] is a steel worker.	My father is a [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] .	<person subject> is a <profession>.	father	male	steel worker	male	1.4285598209617205	-0.1993549265121343
122	My father is a mobile equipment mechanic.	My [MASK] is a mobile equipment mechanic.	My father is a [MASK] [MASK] [MASK]  .	My [MASK] is a [MASK] [MASK] [MASK]  .	<person subject> is a <profession>.	father	male	mobile equipment mechanic	male	1.056632751612708	-0.16674671032386476
123	My father is a bus mechanic.	My [MASK] is a bus mechanic.	My father is a [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] .	<person subject> is a <profession>.	father	male	bus mechanic	male	1.2126105960175173	0.006518979601137499
124	My father is a service technician.	My [MASK] is a service technician.	My father is a [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] .	<person subject> is a <profession>.	father	male	service technician	male	1.25031443498527	-0.16981986563961726
125	My father is a heating mechanic.	My [MASK] is a heating mechanic.	My father is a [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] .	<person subject> is a <profession>.	father	male	heating mechanic	male	1.281757545112385	-0.20351712455704832
126	My father is a electrical installer.	My [MASK] is a electrical installer.	My father is a [MASK] [MASK] [MASK] .	My [MASK] is a [MASK] [MASK] [MASK] .	<person subject> is a <profession>.	father	male	electrical installer	male	0.5948870102562065	-0.5371038543566112
