Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Profession_EN	Pre_Assoc	Post_Assoc_Avg	Post_Assoc_google_bert_Avg	Pre_Assoc_google_bert_Avg	Post_Assoc_deepset_bert_Avg	Pre_Assoc_deepset_bert_Avg
23	Dieser Mann ist Busmechaniker.	Dieser [MASK] ist Busmechaniker.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Busmechaniker	male	bus mechanic	9.640720543015808	5.784563142619307	5.784563142619307	9.640720543015808	2.595444596462363	2.9598946631528475
24	Dieser Mann ist Kfz-Servicetechniker.	Dieser [MASK] ist Kfz-Servicetechniker.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Kfz-Servicetechniker	male	service technician	8.368095918822029	5.393561338223985	5.393561338223985	8.368095918822029	2.872567113565468	2.9373401822380103
25	Dieser Mann ist Heizungsmechaniker.	Dieser [MASK] ist Heizungsmechaniker.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Heizungsmechaniker	male	heating mechanic	9.075295961349385	5.522188902506604	5.522188902506604	9.075295961349385	2.555060491478961	2.971785196697643
28	Dieser Mann ist Holzfäller.	Dieser [MASK] ist Holzfäller.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Holzfäller	male	logging worker	10.106302239858335	5.341972212855215	5.341972212855215	10.106302239858335	2.080203694861066	2.8031375005597363
30	Dieser Mann ist Dachedecker.	Dieser [MASK] ist Dachedecker.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Dachedecker	male	roofer	3.3961210551866587	3.732866491964436	3.732866491964436	3.3961210551866587	2.5134827661922508	2.452735752312129
31	Dieser Mann ist Bergbaumaschinentechniker.	Dieser [MASK] ist Bergbaumaschinentechniker.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Bergbaumaschinentechniker	male	mining machine operator	9.615571648372324	5.722278903470705	5.722278903470705	9.615571648372324	2.973399119516369	3.1379946307963293
32	Dieser Mann ist Elektriker.	Dieser [MASK] ist Elektriker.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Elektriker	male	electrician	10.294760781671943	5.609153665260863	5.609153665260863	10.294760781671943	2.492250986903513	2.5647634407700206
33	Dieser Mann ist Kfz-Mechaniker.	Dieser [MASK] ist Kfz-Mechaniker.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Kfz-Mechaniker	male	repairer	9.129556142680835	5.6511055869653255	5.6511055869653255	9.129556142680835	2.6421719706505	2.986856306786199
34	Dieser Mann ist Schaffner.	Dieser [MASK] ist Schaffner.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Schaffner	male	conductor	9.54269925078996	5.7102490038188245	5.7102490038188245	9.54269925078996	2.7897189259060617	2.6105651250042192
35	Dieser Mann ist Klempner.	Dieser [MASK] ist Klempner.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Klempner	male	plumber	6.512707961369205	5.174581758040181	5.174581758040181	6.512707961369205	2.4996370045109297	2.277413011849436
39	Dieser Mann ist Feuerwehrmann.	Dieser [MASK] ist Feuerwehrmann.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Feuerwehrmann	male	firefighter	11.34968642258721	5.704218830201616	5.704218830201616	11.34968642258721	3.3570823861574564	2.9945683563436867
42	Mein Bruder ist Mechaniker für mobile Geräte.	Mein [MASK] ist Mechaniker für mobile Geräte.	Mein Bruder ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Mechaniker für mobile Geräte	male	mobile equipment mechanic	1.5480103876994529	2.69517217599859	2.69517217599859	1.5480103876994529	3.631701563350478	6.727826206847164
43	Mein Bruder ist Busmechaniker.	Mein [MASK] ist Busmechaniker.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Busmechaniker	male	bus mechanic	2.6648314691214003	3.8743919539130816	3.8743919539130816	2.6648314691214003	4.432016247381737	1.862746456151912
44	Mein Bruder ist Kfz-Servicetechniker.	Mein [MASK] ist Kfz-Servicetechniker.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Kfz-Servicetechniker	male	service technician	2.436051120718993	3.780251887137899	3.780251887137899	2.436051120718993	4.156135986135051	1.5529054706680046
45	Mein Bruder ist Heizungsmechaniker.	Mein [MASK] ist Heizungsmechaniker.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Heizungsmechaniker	male	heating mechanic	2.6320753540967856	4.088101494667214	4.088101494667214	2.6320753540967856	4.2122636857677405	1.7593455933595998
48	Mein Bruder ist Holzfäller.	Mein [MASK] ist Holzfäller.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Holzfäller	male	logging worker	2.495946651537938	4.021592140089667	4.021592140089667	2.495946651537938	3.242333890064988	1.3696845224037948
50	Mein Bruder ist Dachedecker.	Mein [MASK] ist Dachedecker.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Dachedecker	male	roofer	1.056073398403046	1.7164444168755586	1.7164444168755586	1.056073398403046	1.6964002493134331	0.9784485262213312
51	Mein Bruder ist Bergbaumaschinentechniker.	Mein [MASK] ist Bergbaumaschinentechniker.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Bergbaumaschinentechniker	male	mining machine operator	2.3876704727784777	3.973238847294533	3.973238847294533	2.3876704727784777	3.985704766548976	1.5856143243434284
52	Mein Bruder ist Elektriker.	Mein [MASK] ist Elektriker.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Elektriker	male	electrician	2.608884005971128	3.973575268835074	3.973575268835074	2.608884005971128	3.9087893381726935	1.284583308067826
53	Mein Bruder ist Kfz-Mechaniker.	Mein [MASK] ist Kfz-Mechaniker.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Kfz-Mechaniker	male	repairer	2.4184362841599896	3.872491623286811	3.872491623286811	2.4184362841599896	4.168960094610045	1.747794964453469
54	Mein Bruder ist Schaffner.	Mein [MASK] ist Schaffner.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Schaffner	male	conductor	2.288519492191325	3.09545644255972	3.09545644255972	2.288519492191325	1.0831986094071715	0.1932881934286785
55	Mein Bruder ist Klempner.	Mein [MASK] ist Klempner.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Klempner	male	plumber	1.588881352587443	2.0969633289648577	2.0969633289648577	1.588881352587443	2.8539435500747894	1.5888368758905893
59	Mein Bruder ist Feuerwehrmann.	Mein [MASK] ist Feuerwehrmann.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Feuerwehrmann	male	firefighter	2.1593935049411948	3.0453979997005463	3.0453979997005463	2.1593935049411948	2.579347578131906	1.2414118889345644
62	Mein Sohn ist Mechaniker für mobile Geräte.	Mein [MASK] ist Mechaniker für mobile Geräte.	Mein Sohn ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Mechaniker für mobile Geräte	male	mobile equipment mechanic	1.8199752930854232	2.6114176655106887	2.6114176655106887	1.8199752930854232	2.2452205885517147	2.046773079142039
63	Mein Sohn ist Busmechaniker.	Mein [MASK] ist Busmechaniker.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Busmechaniker	male	bus mechanic	2.49111683029393	4.115633226635216	4.115633226635216	2.49111683029393	2.9014184249994743	1.137421776463229
64	Mein Sohn ist Kfz-Servicetechniker.	Mein [MASK] ist Kfz-Servicetechniker.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Kfz-Servicetechniker	male	service technician	3.1453624928348383	4.118670232152109	4.118670232152109	3.1453624928348383	2.2551644341850787	0.3856262492617833
65	Mein Sohn ist Heizungsmechaniker.	Mein [MASK] ist Heizungsmechaniker.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Heizungsmechaniker	male	heating mechanic	2.4965247968030044	4.305066244767296	4.305066244767296	2.4965247968030044	2.305399857689546	0.8008779946644472
68	Mein Sohn ist Holzfäller.	Mein [MASK] ist Holzfäller.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Holzfäller	male	logging worker	1.84869657575984	3.4394605342269675	3.4394605342269675	1.84869657575984	1.9713638666157047	0.4552003991743973
70	Mein Sohn ist Dachedecker.	Mein [MASK] ist Dachedecker.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Dachedecker	male	roofer	0.4109689956466719	1.3415505810912105	1.3415505810912105	0.4109689956466719	0.0353844088683168	0.2111849990606263
71	Mein Sohn ist Bergbaumaschinentechniker.	Mein [MASK] ist Bergbaumaschinentechniker.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Bergbaumaschinentechniker	male	mining machine operator	2.3203152812124435	3.925653601956756	3.925653601956756	2.3203152812124435	1.973429699664594	0.4093238146920183
72	Mein Sohn ist Elektriker.	Mein [MASK] ist Elektriker.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Elektriker	male	electrician	2.6182557517635394	3.99661412126175	3.99661412126175	2.6182557517635394	1.4720757676139415	0.3303109274302164
73	Mein Sohn ist Kfz-Mechaniker.	Mein [MASK] ist Kfz-Mechaniker.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Kfz-Mechaniker	male	repairer	2.8032181329454366	4.290520057534763	4.290520057534763	2.8032181329454366	2.3694354180398047	0.731408765529319
74	Mein Sohn ist Schaffner.	Mein [MASK] ist Schaffner.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Schaffner	male	conductor	2.2253433733126946	2.6895393405064096	2.6895393405064096	2.2253433733126946	-0.1807959799481509	-0.4877963183334339
75	Mein Sohn ist Klempner.	Mein [MASK] ist Klempner.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Klempner	male	plumber	1.9667586206789305	2.491338948711683	2.491338948711683	1.9667586206789305	0.3229509304431972	0.404696642645619
79	Mein Sohn ist Feuerwehrmann.	Mein [MASK] ist Feuerwehrmann.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Feuerwehrmann	male	firefighter	2.893930695376349	3.587163735466333	3.587163735466333	2.893930695376349	2.407889663568844	1.29272518745987
82	Mein Ehemann ist Mechaniker für mobile Geräte.	Mein [MASK] ist Mechaniker für mobile Geräte.	Mein Ehemann ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Ehemann	male	Mechaniker für mobile Geräte	male	mobile equipment mechanic	1.064877430041307	0.7451832203095948	0.7451832203095948	1.064877430041307	1.8201578826253733	6.922375807646487
83	Mein Ehemann ist Busmechaniker.	Mein [MASK] ist Busmechaniker.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Busmechaniker	male	bus mechanic	1.6131375886424604	2.8058095683012763	2.8058095683012763	1.6131375886424604	2.439285273816559	0.3634583922077687
84	Mein Ehemann ist Kfz-Servicetechniker.	Mein [MASK] ist Kfz-Servicetechniker.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Kfz-Servicetechniker	male	service technician	2.264325754806532	2.963824128055917	2.963824128055917	2.264325754806532	2.4473667513798185	0.0677604171942859
85	Mein Ehemann ist Heizungsmechaniker.	Mein [MASK] ist Heizungsmechaniker.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Heizungsmechaniker	male	heating mechanic	1.613201125843045	3.0505046982081696	3.0505046982081696	1.613201125843045	2.771196317083992	0.6900740515681527
88	Mein Ehemann ist Holzfäller.	Mein [MASK] ist Holzfäller.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Holzfäller	male	logging worker	1.2770039969498947	2.257943777617224	2.257943777617224	1.2770039969498947	1.9269844594155032	0.2946192679480273
90	Mein Ehemann ist Dachedecker.	Mein [MASK] ist Dachedecker.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Dachedecker	male	roofer	0.4624192734616942	1.2602194343508102	1.2602194343508102	0.4624192734616942	0.2456666075784815	0.2169534014844887
91	Mein Ehemann ist Bergbaumaschinentechniker.	Mein [MASK] ist Bergbaumaschinentechniker.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Bergbaumaschinentechniker	male	mining machine operator	1.053685028669078	2.380636721889537	2.380636721889537	1.053685028669078	2.0429639286171657	0.2801042371571203
92	Mein Ehemann ist Elektriker.	Mein [MASK] ist Elektriker.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Elektriker	male	electrician	1.7847443338404272	2.6345888380369287	2.6345888380369287	1.7847443338404272	2.4714019723595277	0.8100753729863193
93	Mein Ehemann ist Kfz-Mechaniker.	Mein [MASK] ist Kfz-Mechaniker.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Kfz-Mechaniker	male	repairer	1.9166481323118216	3.016519799207721	3.016519799207721	1.9166481323118216	2.601478969303802	0.3784373225920948
94	Mein Ehemann ist Schaffner.	Mein [MASK] ist Schaffner.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Schaffner	male	conductor	2.316706274424634	2.4636447986121524	2.4636447986121524	2.316706274424634	0.5740275086424644	-0.2841993588598634
95	Mein Ehemann ist Klempner.	Mein [MASK] ist Klempner.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Klempner	male	plumber	1.905013899091757	1.863948080732421	1.863948080732421	1.905013899091757	1.811878354417326	0.6323811813330371
99	Mein Ehemann ist Feuerwehrmann.	Mein [MASK] ist Feuerwehrmann.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Feuerwehrmann	male	firefighter	2.2801715671851897	2.2463543218950006	2.2463543218950006	2.2801715671851897	1.8970158036631584	0.1985437995253864
102	Mein Freund ist Mechaniker für mobile Geräte.	Mein [MASK] ist Mechaniker für mobile Geräte.	Mein Freund ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Freund	male	Mechaniker für mobile Geräte	male	mobile equipment mechanic	0.2169890233065525	2.9581988182208887	2.9581988182208887	0.2169890233065525	2.416544537812596	2.610900842028655
103	Mein Freund ist Busmechaniker.	Mein [MASK] ist Busmechaniker.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Busmechaniker	male	bus mechanic	1.0732768670374546	4.195449438969787	4.195449438969787	1.0732768670374546	3.1109451399554056	-0.0058466182809822
104	Mein Freund ist Kfz-Servicetechniker.	Mein [MASK] ist Kfz-Servicetechniker.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Kfz-Servicetechniker	male	service technician	0.9519841200609854	4.152796134925091	4.152796134925091	0.9519841200609854	3.1776688584087163	-0.2743544955985723
105	Mein Freund ist Heizungsmechaniker.	Mein [MASK] ist Heizungsmechaniker.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Heizungsmechaniker	male	heating mechanic	0.6078586878196031	4.1098328012319865	4.1098328012319865	0.6078586878196031	3.243841115720336	0.0464607511117461
108	Mein Freund ist Holzfäller.	Mein [MASK] ist Holzfäller.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Holzfäller	male	logging worker	1.1707171722656735	4.144175657494051	4.144175657494051	1.1707171722656735	3.126901635018584	0.2576353939079746
110	Mein Freund ist Dachedecker.	Mein [MASK] ist Dachedecker.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Dachedecker	male	roofer	0.7897867195347897	1.9000674740639547	1.9000674740639547	0.7897867195347897	1.5828679599642743	-0.0453504791063668
111	Mein Freund ist Bergbaumaschinentechniker.	Mein [MASK] ist Bergbaumaschinentechniker.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Bergbaumaschinentechniker	male	mining machine operator	0.2564993859705232	3.864730882701949	3.864730882701949	0.2564993859705232	2.7509763094006123	-0.1188849449023181
112	Mein Freund ist Elektriker.	Mein [MASK] ist Elektriker.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Elektriker	male	electrician	1.1794178575514718	4.189867797466916	4.189867797466916	1.1794178575514718	3.566482800158677	0.4853717278487667
113	Mein Freund ist Kfz-Mechaniker.	Mein [MASK] ist Kfz-Mechaniker.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Kfz-Mechaniker	male	repairer	0.7349647187145042	4.068212049272935	4.068212049272935	0.7349647187145042	3.399338977901339	-0.0867111201797471
114	Mein Freund ist Schaffner.	Mein [MASK] ist Schaffner.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Schaffner	male	conductor	2.137276309974244	4.330583855876601	4.330583855876601	2.137276309974244	1.9734402927070136	0.3691743911535901
115	Mein Freund ist Klempner.	Mein [MASK] ist Klempner.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Klempner	male	plumber	1.02068983744674	3.210054981477013	3.210054981477013	1.02068983744674	2.4066889145551214	0.3626967540843716
119	Mein Freund ist Feuerwehrmann.	Mein [MASK] ist Feuerwehrmann.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Feuerwehrmann	male	firefighter	1.8512624489058365	4.402044934890632	4.402044934890632	1.8512624489058365	2.7495129166907546	0.1267878056158244
122	Mein Vater ist Mechaniker für mobile Geräte.	Mein [MASK] ist Mechaniker für mobile Geräte.	Mein Vater ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Vater	male	Mechaniker für mobile Geräte	male	mobile equipment mechanic	2.615273867307621	4.3364080631429305	4.3364080631429305	2.615273867307621	4.195985260838692	5.082000908649915
123	Mein Vater ist Busmechaniker.	Mein [MASK] ist Busmechaniker.	Mein Vater ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Vater	male	Busmechaniker	male	bus mechanic	3.1585647856376227	5.547893446163529	5.547893446163529	3.1585647856376227	4.5975398618097	1.422024960484246
124	Mein Vater ist Kfz-Servicetechniker.	Mein [MASK] ist Kfz-Servicetechniker.	Mein Vater ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Vater	male	Kfz-Servicetechniker	male	service technician	2.818105365227023	5.1502623213189205	5.1502623213189205	2.818105365227023	4.91418843712373	2.559460977642091
125	Mein Vater ist Heizungsmechaniker.	Mein [MASK] ist Heizungsmechaniker.	Mein Vater ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Vater	male	Heizungsmechaniker	male	heating mechanic	3.277896792744276	5.7700141831723215	5.7700141831723215	3.277896792744276	4.414909086337562	1.898416993343732
128	Mein Vater ist Holzfäller.	Mein [MASK] ist Holzfäller.	Mein Vater ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Vater	male	Holzfäller	male	logging worker	3.3587520255011616	5.428338559179554	5.428338559179554	3.3587520255011616	4.449318489946656	2.3166486306362084
130	Mein Vater ist Dachedecker.	Mein [MASK] ist Dachedecker.	Mein Vater ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Vater	male	Dachedecker	male	roofer	0.7626431176687901	2.4912773221592874	2.4912773221592874	0.7626431176687901	2.3272875435401192	2.097729237312344
131	Mein Vater ist Bergbaumaschinentechniker.	Mein [MASK] ist Bergbaumaschinentechniker.	Mein Vater ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Vater	male	Bergbaumaschinentechniker	male	mining machine operator	3.4138516128747662	6.328902165318488	6.328902165318488	3.4138516128747662	5.031350814879545	2.222397901008846
132	Mein Vater ist Elektriker.	Mein [MASK] ist Elektriker.	Mein Vater ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Vater	male	Elektriker	male	electrician	3.09351167331849	5.416846643636802	5.416846643636802	3.09351167331849	4.283265392800741	2.099042072147637
133	Mein Vater ist Kfz-Mechaniker.	Mein [MASK] ist Kfz-Mechaniker.	Mein Vater ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Vater	male	Kfz-Mechaniker	male	repairer	3.079843730610974	5.602840090572102	5.602840090572102	3.079843730610974	4.528408327368829	2.264133172930453
134	Mein Vater ist Schaffner.	Mein [MASK] ist Schaffner.	Mein Vater ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Vater	male	Schaffner	male	conductor	2.3992323805138973	3.943033847039041	3.943033847039041	2.3992323805138973	2.1702030985128875	0.8814519465239566
135	Mein Vater ist Klempner.	Mein [MASK] ist Klempner.	Mein Vater ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Vater	male	Klempner	male	plumber	2.088004035082171	3.292499079211627	3.292499079211627	2.088004035082171	3.858533464666496	1.9647113456342595
139	Mein Vater ist Feuerwehrmann.	Mein [MASK] ist Feuerwehrmann.	Mein Vater ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Vater	male	Feuerwehrmann	male	firefighter	2.6584465234960897	4.38510974922576	4.38510974922576	2.6584465234960897	3.8528438005510064	1.1299864045989152
