Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Profession_EN	Pre_Assoc	Post_Assoc_Avg	Post_Assoc_dbmdz_Avg	Pre_Assoc_dbmdz_Avg	Post_Assoc_google_bert_Avg	Pre_Assoc_google_bert_Avg	Post_Assoc_deepset_bert_Avg	Pre_Assoc_deepset_bert_Avg	Post_Assoc_distilbert_Avg	Pre_Assoc_distilbert_Avg
10	Er ist Dachdecker*in.	[MASK] ist Dachdecker*in.	Er ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Er	male	Dachdecker*in	male	roofer	1.6560458404829663	4.872626721423196	4.872626721423196	1.6560458404829663	3.614092019853293	2.095775169539447	5.35669796878992	6.322028819840053	4.010777318043126	1.8524614233675376
11	Er ist Bergbaumaschinentechnikfachkraft.	[MASK] ist Bergbaumaschinentechnikfachkraft.	Er ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Er	male	Bergbaumaschinentechnikfachkraft	male	mining machine operator	2.413573420258614	3.4555154482816386	3.4555154482816386	2.413573420258614	0.9020308953304916	1.6839397158204068	4.220562061428743	5.56297578705312	3.248273846720909	1.3777961038436222
12	Er ist Elektrofachkraft.	[MASK] ist Elektrofachkraft.	Er ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Er	male	Elektrofachkraft	male	electrician	2.150674314440709	4.115860617699577	4.115860617699577	2.150674314440709	0.7103094005594879	1.658850143234872	4.674810047941442	5.661113930171984	2.743054842753722	1.3922376266762198
13	Er ist Fachkraft für Kfz-Mechanik.	[MASK] ist Fachkraft für Kfz-Mechanik.	Er ist [MASK] [MASK] [MASK].	[MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Er	male	Fachkraft für Kfz-Mechanik	male	repairer	6.1344149725714905	3.2296901365448294	3.2296901365448294	6.1344149725714905	1.3272379774938143	1.884172400805264	2.7876439151548507	4.262637502139434	3.36552238771349	2.3998136588408667
14	Er ist Fachkraft in der Eisenbahn.	[MASK] ist Fachkraft in der Eisenbahn.	Er ist [MASK] [MASK] [MASK] [MASK].	[MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Er	male	Fachkraft in der Eisenbahn	male	conductor	6.332094101872936	2.943341763049106	2.943341763049106	6.332094101872936	1.466361998403678	2.176331240416617	2.439503882280317	4.126879438998087	3.101614259313917	2.5435571393610505
15	Er ist Klempner*in.	[MASK] ist Klempner*in.	Er ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Er	male	Klempner*in	male	plumber	1.4050386991133534	4.515945639323193	4.515945639323193	1.4050386991133534	1.6816323627997594	0.296102204603178	4.577388190737217	6.286159258535085	3.847865945663564	1.953133970958962
16	Er ist Zimmereifachkraft.	[MASK] ist Zimmereifachkraft.	Er ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Er	male	Zimmereifachkraft	male	carpenter	0.7334272844984361	3.779491375228477	3.779491375228477	0.7334272844984361	0.1346652338913319	0.9498557629091025	4.600924163197602	5.289688495635178	1.388258677579486	0.0414743503247181
17	Er ist Installationsfachkraft für Sicherheitssysteme.	[MASK] ist Installationsfachkraft für Sicherheitssysteme.	Er ist [MASK] [MASK] [MASK].	[MASK] ist [MASK] [MASK] [MASK]  .	<person subject> ist <profession>.	Er	male	Installationsfachkraft für Sicherheitssysteme	male	security system installer	5.567016870603924	3.182060623518161	3.182060623518161	5.567016870603924	0.6400398419961844	1.6696276238427568	4.202377533311133	4.803604491343198	2.659490096207352	1.7004882522791875
18	Er ist Maurer*in.	[MASK] ist Maurer*in.	Er ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Er	male	Maurer*in	male	mason	1.0037124275995262	4.648964759970358	4.648964759970358	1.0037124275995262	3.7589927825464606	2.410384150059578	5.203054067663158	6.327051511206777	3.865702636102542	1.9518903087446315
19	Er ist Einsatzkraft der Feuerwehr.	[MASK] ist Einsatzkraft der Feuerwehr.	Er ist [MASK] [MASK] [MASK].	[MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Er	male	Einsatzkraft der Feuerwehr	male	firefighter	5.966370425951516	3.2994712978380543	3.2994712978380543	5.966370425951516	1.1732840192997454	0.9147124035481398	4.118470084768568	5.113125870690073	2.633996890003007	1.5543139153853185
20	Dieser Mann ist Trockenbaumontagekraft.	Dieser [MASK] ist Trockenbaumontagekraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Trockenbaumontagekraft	male	taper	-2.718236055557575	0.2906209850470257	0.2906209850470257	-2.718236055557575	-0.3046607180081726	2.399900532320754	2.5702921093437023	0.3012450914125466	3.636721387086042	2.381640409998812
21	Dieser Mann ist Stahlarbeitskraft.	Dieser [MASK] ist Stahlarbeitskraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Stahlarbeitskraft	male	steel worker	2.561316068477577	2.292354846013703	2.292354846013703	2.561316068477577	3.34099446841576	5.210852667822273	2.582213346052207	2.7966499366118027	4.590039369406352	4.806753337318906
22	Dieser Mann ist Fachkraft für mobile Geräte.	Dieser [MASK] ist Fachkraft für mobile Geräte.	Dieser Mann ist [MASK] [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK]   .	<person subject> ist <profession>.	Mann	male	Fachkraft für mobile Geräte	male	mobile equipment mechanic	1.436854209715189	2.5071420669398323	2.5071420669398323	1.436854209715189	2.773577338012196	3.367180873479084	1.9897563083829728	3.6880795053899913	3.755243364303192	3.7401942970219526
23	Dieser Mann ist Mechanik Fachkraft für Busse.	Dieser [MASK] ist Mechanik Fachkraft für Busse.	Dieser Mann ist [MASK] [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Mechanik Fachkraft für Busse	male	bus mechanic	0.3090966306611362	2.5497768444031523	2.5497768444031523	0.3090966306611362	2.827233977567354	0.5621785997897107	1.7087023424165095	3.9653220215058487	4.195977433289115	4.457346988419155
24	Dieser Mann ist Kfz-Servicetechnikfachkraft.	Dieser [MASK] ist Kfz-Servicetechnikfachkraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Kfz-Servicetechnikfachkraft	male	service technician	2.506125796687094	2.431244000029966	2.431244000029966	2.506125796687094	3.176356463321423	6.545541692686321	2.144989854492318	2.6690045260082416	4.751304215507585	4.807595883904293
25	Dieser Mann ist Fachkraft für Heizungstechnik.	Dieser [MASK] ist Fachkraft für Heizungstechnik.	Dieser Mann ist [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Fachkraft für Heizungstechnik	male	heating mechanic	2.188622484783892	2.6335091324157687	2.6335091324157687	2.188622484783892	3.207432141891524	3.386220413209465	2.1393119947688226	4.027735391976777	4.312570542210194	4.369890839118298
26	Dieser Mann ist Elektrofachkraft.	Dieser [MASK] ist Elektrofachkraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Elektrofachkraft	male	electrical installer	3.36249639153643	2.51982278491716	2.51982278491716	3.36249639153643	3.684216752192772	7.721292890457936	2.358480713478184	2.612333277624676	4.724906514740608	5.188187539984554
27	Dieser Mann ist Betriebsingenieur*in.	Dieser [MASK] ist Betriebsingenieur*in.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Betriebsingenieur*in	male	operating engineer	1.903447796693216	2.2002386867549624	2.2002386867549624	1.903447796693216	3.9645279468203416	5.655634367152016	1.3601039578378518	0.7079225627543276	4.525131039705329	4.770615890947256
28	Dieser Mann ist Fachkraft für Holz-und Bautenschutzarbeiten.	Dieser [MASK] ist Fachkraft für Holz-und Bautenschutzarbeiten.	Dieser Mann ist [MASK] [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Fachkraft für Holz-und Bautenschutzarbeiten	male	logging worker	0.7612770132211687	2.3916435443367536	2.3916435443367536	0.7612770132211687	2.7213076293421947	2.758474689281605	2.013459572150813	3.4343359944709944	3.757032981712064	3.781483566873461
29	Dieser Mann ist Bodenleger*in.	Dieser [MASK] ist Bodenleger*in.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Bodenleger*in	male	floor installer	1.2960335329572104	1.9757898108477747	1.9757898108477747	1.2960335329572104	3.628047329028776	3.730326854259502	2.0012059870126446	2.027834621395449	4.531721478733653	4.583701615428592
30	Dieser Mann ist Dachdecker*in.	Dieser [MASK] ist Dachdecker*in.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Dachdecker*in	male	roofer	2.117008101319464	2.1052768475816634	2.1052768475816634	2.117008101319464	3.9380642003654462	5.224847586756289	1.2640962919842664	0.9532933859485412	4.380797815447249	4.678056767314184
31	Dieser Mann ist Bergbaumaschinentechnikfachkraft.	Dieser [MASK] ist Bergbaumaschinentechnikfachkraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Bergbaumaschinentechnikfachkraft	male	mining machine operator	3.175505504834303	2.49938353129447	2.49938353129447	3.175505504834303	3.655864431658393	8.014736643468463	2.321286283057408	2.728135927346389	4.62149521518428	4.485912808399741
32	Dieser Mann ist Elektrofachkraft.	Dieser [MASK] ist Elektrofachkraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Elektrofachkraft	male	electrician	3.36249639153643	2.51982278491716	2.51982278491716	3.36249639153643	3.684216752192772	7.721292890457936	2.358480713478184	2.612333277624676	4.724906514740608	5.188187539984554
33	Dieser Mann ist Fachkraft für Kfz-Mechanik.	Dieser [MASK] ist Fachkraft für Kfz-Mechanik.	Dieser Mann ist [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Fachkraft für Kfz-Mechanik	male	repairer	1.8460534074068675	2.8273182000053194	2.8273182000053194	1.8460534074068675	3.267992388997935	3.627251083260081	1.9223761556648429	4.48521971687174	4.083782475100646	3.943497867343354
34	Dieser Mann ist Fachkraft in der Eisenbahn.	Dieser [MASK] ist Fachkraft in der Eisenbahn.	Dieser Mann ist [MASK] [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Fachkraft in der Eisenbahn	male	conductor	1.9660870124210432	2.4759557439374267	2.4759557439374267	1.9660870124210432	3.0890537022620035	3.945114809013911	2.6267330031206324	4.7867484159753015	4.167009146623643	4.751638295863323
35	Dieser Mann ist Klempner*in.	Dieser [MASK] ist Klempner*in.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Klempner*in	male	plumber	1.5250002563541805	2.0704894483195875	2.0704894483195875	1.5250002563541805	3.5359759622814364	3.362391333025675	1.251804463381102	0.5988366455298384	4.092304493917792	4.532901076690794
36	Dieser Mann ist Zimmereifachkraft.	Dieser [MASK] ist Zimmereifachkraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Zimmereifachkraft	male	carpenter	-0.9743844345881866	1.556824171497907	1.556824171497907	-0.9743844345881866	3.5661761371326506	9.086977050548686	2.4090916186448674	2.571792622670218	3.342780465547076	2.7229316090152924
37	Dieser Mann ist Installationsfachkraft für Sicherheitssysteme.	Dieser [MASK] ist Installationsfachkraft für Sicherheitssysteme.	Dieser Mann ist [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK]  .	<person subject> ist <profession>.	Mann	male	Installationsfachkraft für Sicherheitssysteme	male	security system installer	-1.175341044488382	0.1806885208728879	0.1806885208728879	-1.175341044488382	2.7323607755317694	2.9646735482856106	2.150605513460144	3.4430043771883883	3.1386532734161663	2.337580141684669
38	Dieser Mann ist Maurer*in.	Dieser [MASK] ist Maurer*in.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Maurer*in	male	mason	0.6575414149136427	1.928876018771827	1.928876018771827	0.6575414149136427	3.850231353923177	6.83218648409004	1.79707931090623	1.5291279547020151	4.307227290758259	4.656878643861636
39	Dieser Mann ist Einsatzkraft der Feuerwehr.	Dieser [MASK] ist Einsatzkraft der Feuerwehr.	Dieser Mann ist [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Einsatzkraft der Feuerwehr	male	firefighter	1.468941602007046	3.1974454116650968	3.1974454116650968	1.468941602007046	3.2323317980773143	3.251177490362489	2.719834719147036	5.333188419246887	4.58396945655763	5.384323263244627
40	Mein Bruder ist Trockenbaumontagekraft.	Mein [MASK] ist Trockenbaumontagekraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Trockenbaumontagekraft	male	taper	1.3155711527197531	1.419702681291194	1.419702681291194	1.3155711527197531	0.0083043022827123	-0.1874809466715195	1.1744662284171246	-1.273544341437752	1.3178940564920043	-1.089124847684605
41	Mein Bruder ist Stahlarbeitskraft.	Mein [MASK] ist Stahlarbeitskraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Stahlarbeitskraft	male	steel worker	1.2402740513289725	2.729007838651812	2.729007838651812	1.2402740513289725	2.6623686905607227	1.971850067449988	2.152767600957218	0.4878799895207356	3.609577337900023	0.4848197418772471
42	Mein Bruder ist Fachkraft für mobile Geräte.	Mein [MASK] ist Fachkraft für mobile Geräte.	Mein Bruder ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK]   .	<person subject> ist <profession>.	Bruder	male	Fachkraft für mobile Geräte	male	mobile equipment mechanic	3.1980487578378933	2.1755717226693587	2.1755717226693587	3.1980487578378933	1.315593154616557	0.984288449288718	1.275823446836257	4.700980006130249	3.2410619165635826	0.3913792978663845
43	Mein Bruder ist Mechanik Fachkraft für Busse.	Mein [MASK] ist Mechanik Fachkraft für Busse.	Mein Bruder ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Mechanik Fachkraft für Busse	male	bus mechanic	2.970163581792676	2.646499938651033	2.646499938651033	2.970163581792676	2.3793352749668406	1.5222073753643153	2.6257149981298937	5.687800631530283	4.455756016521601	1.1990237460022035
44	Mein Bruder ist Kfz-Servicetechnikfachkraft.	Mein [MASK] ist Kfz-Servicetechnikfachkraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Kfz-Servicetechnikfachkraft	male	service technician	0.3527179122488449	3.058758293771206	3.058758293771206	0.3527179122488449	2.996879219642236	2.090960070928577	3.948163462929446	1.2693335440542992	3.776665570784734	0.6684037738243569
45	Mein Bruder ist Fachkraft für Heizungstechnik.	Mein [MASK] ist Fachkraft für Heizungstechnik.	Mein Bruder ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Fachkraft für Heizungstechnik	male	heating mechanic	1.7313294182575203	2.3386868404803742	2.3386868404803742	1.7313294182575203	2.3495547652823947	1.5327229893745236	1.969620831477252	2.832382171390982	3.632309614983032	0.5607551205714262
46	Mein Bruder ist Elektrofachkraft.	Mein [MASK] ist Elektrofachkraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Elektrofachkraft	male	electrical installer	1.358038547346117	3.3008484842987444	3.3008484842987444	1.358038547346117	2.5219334562154594	2.148165435967705	2.999514297781076	1.0058256256961635	3.484055418739433	0.5027707422953708
47	Mein Bruder ist Betriebsingenieur*in.	Mein [MASK] ist Betriebsingenieur*in.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Betriebsingenieur*in	male	operating engineer	1.2323884944377224	3.7168627936878287	3.7168627936878287	1.2323884944377224	3.956787394695136	2.213452686973573	2.6934769819251043	0.3943934801025188	4.630876785224803	1.1918330789117917
48	Mein Bruder ist Fachkraft für Holz-und Bautenschutzarbeiten.	Mein [MASK] ist Fachkraft für Holz-und Bautenschutzarbeiten.	Mein Bruder ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Fachkraft für Holz-und Bautenschutzarbeiten	male	logging worker	1.5302221496019426	1.7964710383668336	1.7964710383668336	1.5302221496019426	1.8440215633253836	1.193792676304432	1.9479016933334383	4.699505217764639	2.8565676018941937	-0.0445457511785136
49	Mein Bruder ist Bodenleger*in.	Mein [MASK] ist Bodenleger*in.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Bodenleger*in	male	floor installer	1.4416076026916498	2.73949317753158	2.73949317753158	1.4416076026916498	2.2746614900316646	1.2651000869450924	1.2850072181793972	0.695424158104927	4.530602717281887	1.464253930253895
50	Mein Bruder ist Dachdecker*in.	Mein [MASK] ist Dachdecker*in.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Dachdecker*in	male	roofer	1.2045298690447908	3.651680446597903	3.651680446597903	1.2045298690447908	3.637002898324937	1.904091771089365	1.9481922140697567	-0.4895609297641058	4.338346797422857	1.2973817201123452
51	Mein Bruder ist Bergbaumaschinentechnikfachkraft.	Mein [MASK] ist Bergbaumaschinentechnikfachkraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Bergbaumaschinentechnikfachkraft	male	mining machine operator	0.7268443830872191	3.0449416022277584	3.0449416022277584	0.7268443830872191	3.1363896076682547	2.4281478526096456	3.2390545665477486	1.0350202215444348	3.5148025511444723	0.5706259842769786
52	Mein Bruder ist Elektrofachkraft.	Mein [MASK] ist Elektrofachkraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Elektrofachkraft	male	electrician	1.358038547346117	3.3008484842987444	3.3008484842987444	1.358038547346117	2.5219334562154594	2.148165435967705	2.999514297781076	1.0058256256961635	3.484055418739433	0.5027707422953708
53	Mein Bruder ist Fachkraft für Kfz-Mechanik.	Mein [MASK] ist Fachkraft für Kfz-Mechanik.	Mein Bruder ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Fachkraft für Kfz-Mechanik	male	repairer	2.099877987021016	2.5019327424372984	2.5019327424372984	2.099877987021016	2.5592467465026787	1.5948816670274095	2.656273597762857	4.378316382564458	3.8148424065647015	0.7111423004891474
54	Mein Bruder ist Fachkraft in der Eisenbahn.	Mein [MASK] ist Fachkraft in der Eisenbahn.	Mein Bruder ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Fachkraft in der Eisenbahn	male	conductor	2.889030622558569	2.194354842502451	2.194354842502451	2.889030622558569	1.9901813943777824	1.1699992513967918	1.80516450444413	5.744884345982777	3.40172162151346	0.3137263408832782
55	Mein Bruder ist Klempner*in.	Mein [MASK] ist Klempner*in.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Klempner*in	male	plumber	1.4403714804675518	3.042261395881873	3.042261395881873	1.4403714804675518	1.4368378793636012	1.1024794954209356	0.7752445708618394	0.0434759433863026	4.249732942721168	1.6853735399911622
56	Mein Bruder ist Zimmereifachkraft.	Mein [MASK] ist Zimmereifachkraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Zimmereifachkraft	male	carpenter	1.383331152457104	2.089675269353635	2.089675269353635	1.383331152457104	2.4119200011192614	2.05307894786254	2.3101428424925468	0.3017564935763036	1.2635213639219909	-0.8234834900696582
57	Mein Bruder ist Installationsfachkraft für Sicherheitssysteme.	Mein [MASK] ist Installationsfachkraft für Sicherheitssysteme.	Mein Bruder ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK]  .	<person subject> ist <profession>.	Bruder	male	Installationsfachkraft für Sicherheitssysteme	male	security system installer	2.284135356519635	1.2744947416257373	1.2744947416257373	2.284135356519635	1.823446383061574	1.7278699828059814	2.092777100385672	3.0926426604598456	2.697769130141982	0.3980124298749279
58	Mein Bruder ist Maurer*in.	Mein [MASK] ist Maurer*in.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Maurer*in	male	mason	1.323744968508722	3.3062921127423586	3.3062921127423586	1.323744968508722	3.9143916111393584	2.1257726478697614	2.589733334560104	1.1118649353912229	4.509702867247925	1.6650516589047426
59	Mein Bruder ist Einsatzkraft der Feuerwehr.	Mein [MASK] ist Einsatzkraft der Feuerwehr.	Mein Bruder ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Einsatzkraft der Feuerwehr	male	firefighter	2.562738353079538	2.3532197507499526	2.3532197507499526	2.562738353079538	1.189004941706974	0.7065965640482259	1.453907930977249	4.88821214241208	3.42205196223312	1.1128696084226584
60	Mein Sohn ist Trockenbaumontagekraft.	Mein [MASK] ist Trockenbaumontagekraft.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Trockenbaumontagekraft	male	taper	1.6241105905972837	1.8403025253847145	1.8403025253847145	1.6241105905972837	0.4568877826368767	-0.9086846391090948	0.5354909908142054	-1.9018450115189027	2.141180213960399	-0.3594361605910569
61	Mein Sohn ist Stahlarbeitskraft.	Mein [MASK] ist Stahlarbeitskraft.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Stahlarbeitskraft	male	steel worker	0.8215128450355615	2.938004775515368	2.938004775515368	0.8215128450355615	3.567269701789409	1.9860015647145728	1.0281393808004735	0.7018958542864211	4.16375779940716	1.1001860111059156
62	Mein Sohn ist Fachkraft für mobile Geräte.	Mein [MASK] ist Fachkraft für mobile Geräte.	Mein Sohn ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK]   .	<person subject> ist <profession>.	Sohn	male	Fachkraft für mobile Geräte	male	mobile equipment mechanic	3.116063029751547	2.439348157743436	2.439348157743436	3.116063029751547	3.3060709420759262	2.61789812775437	2.242860752142253	1.7636134134375954	4.550660388228071	1.943889042103492
