Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Profession_EN	Pre_Assoc	Post_Assoc_Avg	Post_Assoc_dbmdz_Avg	Pre_Assoc_dbmdz_Avg	Post_Assoc_google_bert_Avg	Pre_Assoc_google_bert_Avg	Post_Assoc_deepset_bert_Avg	Pre_Assoc_deepset_bert_Avg	Post_Assoc_distilbert_Avg	Pre_Assoc_distilbert_Avg
13	Er ist Fachkraft für Kfz-Mechanik.	[MASK] ist Fachkraft für Kfz-Mechanik.	Er ist [MASK] [MASK] [MASK].	[MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Er	male	Fachkraft für Kfz-Mechanik	male	repairer	6.1344149725714905	0.0059369983436037	0.0059369983436037	6.1344149725714905	2.37511967078894	1.884172400805264	2.149625274542745	4.262637502139434	2.8182715941683067	2.3998136588408667
14	Er ist Fachkraft in der Eisenbahn.	[MASK] ist Fachkraft in der Eisenbahn.	Er ist [MASK] [MASK] [MASK] [MASK].	[MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Er	male	Fachkraft in der Eisenbahn	male	conductor	6.332094101872936	1.25494694348568	1.25494694348568	6.332094101872936	1.7773272718050122	2.176331240416617	0.4601962950131911	4.126879438998087	2.688999334258167	2.5435571393610505
15	Er ist Klempner*in.	[MASK] ist Klempner*in.	Er ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Er	male	Klempner*in	male	plumber	1.4050386991133534	4.593735888254045	4.593735888254045	1.4050386991133534	3.6204844274032784	0.296102204603178	6.344678710781361	6.286159258535085	2.911680069551579	1.953133970958962
16	Er ist Zimmereifachkraft.	[MASK] ist Zimmereifachkraft.	Er ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Er	male	Zimmereifachkraft	male	carpenter	0.7334272844984361	2.013456221652085	2.013456221652085	0.7334272844984361	1.9093298920042596	0.9498557629091025	4.032456009932024	5.289688495635178	0.4473217414133602	0.0414743503247181
17	Er ist Installationsfachkraft für Sicherheitssysteme.	[MASK] ist Installationsfachkraft für Sicherheitssysteme.	Er ist [MASK] [MASK] [MASK].	[MASK] ist [MASK] [MASK] [MASK]  .	<person subject> ist <profession>.	Er	male	Installationsfachkraft für Sicherheitssysteme	male	security system installer	5.567016870603924	1.4515660887182635	1.4515660887182635	5.567016870603924	2.0906436766096403	1.6696276238427568	3.3597943736610545	4.803604491343198	1.8851092225904975	1.7004882522791875
18	Er ist Maurer*in.	[MASK] ist Maurer*in.	Er ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Er	male	Maurer*in	male	mason	1.0037124275995262	4.818004918971631	4.818004918971631	1.0037124275995262	4.509254085050593	2.410384150059578	6.628470011231349	6.327051511206777	2.976618014040417	1.9518903087446315
19	Er ist Einsatzkraft der Feuerwehr.	[MASK] ist Einsatzkraft der Feuerwehr.	Er ist [MASK] [MASK] [MASK].	[MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Er	male	Einsatzkraft der Feuerwehr	male	firefighter	5.966370425951516	0.2671358848682015	0.2671358848682015	5.966370425951516	-0.1011710907609882	0.9147124035481398	0.8132858475155148	5.113125870690073	1.86363647210038	1.5543139153853185
20	Dieser Mann ist Trockenbaumontagekraft.	Dieser [MASK] ist Trockenbaumontagekraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Trockenbaumontagekraft	male	taper	-2.718236055557575	-1.3584744428299058	-1.3584744428299058	-2.718236055557575	-1.5523825553813184	2.399900532320754	0.6315565640004852	0.3012450914125466	2.814472277014939	2.381640409998812
21	Dieser Mann ist Stahlarbeitskraft.	Dieser [MASK] ist Stahlarbeitskraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Stahlarbeitskraft	male	steel worker	2.561316068477577	1.3589745231057124	1.3589745231057124	2.561316068477577	2.5517489884473425	5.210852667822273	1.4311971840391569	2.7966499366118027	4.151485582312763	4.806753337318906
22	Dieser Mann ist Fachkraft für mobile Geräte.	Dieser [MASK] ist Fachkraft für mobile Geräte.	Dieser Mann ist [MASK] [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK]   .	<person subject> ist <profession>.	Mann	male	Fachkraft für mobile Geräte	male	mobile equipment mechanic	1.436854209715189	2.0997632263576294	2.0997632263576294	1.436854209715189	2.965429236474109	3.367180873479084	1.5203696050954398	3.6880795053899913	3.1556641486197226	3.7401942970219526
23	Dieser Mann ist Mechanik Fachkraft für Busse.	Dieser [MASK] ist Mechanik Fachkraft für Busse.	Dieser Mann ist [MASK] [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Mechanik Fachkraft für Busse	male	bus mechanic	0.3090966306611362	1.9261138831476283	1.9261138831476283	0.3090966306611362	2.2685174566930817	0.5621785997897107	1.443021438006297	3.9653220215058487	3.697754562708621	4.457346988419155
24	Dieser Mann ist Kfz-Servicetechnikfachkraft.	Dieser [MASK] ist Kfz-Servicetechnikfachkraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Kfz-Servicetechnikfachkraft	male	service technician	2.506125796687094	1.5765053868677696	1.5765053868677696	2.506125796687094	3.830967119119374	6.545541692686321	1.401202482438892	2.6690045260082416	3.9610818759201454	4.807595883904293
25	Dieser Mann ist Fachkraft für Heizungstechnik.	Dieser [MASK] ist Fachkraft für Heizungstechnik.	Dieser Mann ist [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Fachkraft für Heizungstechnik	male	heating mechanic	2.188622484783892	2.122444228590219	2.122444228590219	2.188622484783892	3.262473646303073	3.386220413209465	1.4522443262906444	4.027735391976777	3.70568886506402	4.369890839118298
26	Dieser Mann ist Elektrofachkraft.	Dieser [MASK] ist Elektrofachkraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Elektrofachkraft	male	electrical installer	3.36249639153643	1.9628320415339175	1.9628320415339175	3.36249639153643	4.233636075789792	7.721292890457936	1.0968940947120456	2.612333277624676	4.254417486210217	5.188187539984554
27	Dieser Mann ist Betriebsingenieur*in.	Dieser [MASK] ist Betriebsingenieur*in.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Betriebsingenieur*in	male	operating engineer	1.903447796693216	1.5189781881622817	1.5189781881622817	1.903447796693216	3.770646132704336	5.655634367152016	-2.208716436654415	0.7079225627543276	3.396606388764386	4.770615890947256
28	Dieser Mann ist Fachkraft für Holz-und Bautenschutzarbeiten.	Dieser [MASK] ist Fachkraft für Holz-und Bautenschutzarbeiten.	Dieser Mann ist [MASK] [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Fachkraft für Holz-und Bautenschutzarbeiten	male	logging worker	0.7612770132211687	2.0769124065955773	2.0769124065955773	0.7612770132211687	2.644043061531316	2.758474689281605	1.4220878344294403	3.4343359944709944	3.084326854048192	3.781483566873461
29	Dieser Mann ist Bodenleger*in.	Dieser [MASK] ist Bodenleger*in.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Bodenleger*in	male	floor installer	1.2960335329572104	1.3115282762361655	1.3115282762361655	1.2960335329572104	4.030473095697321	3.730326854259502	0.30532957415216	2.027834621395449	3.655851186372658	4.583701615428592
30	Dieser Mann ist Dachdecker*in.	Dieser [MASK] ist Dachdecker*in.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Dachdecker*in	male	roofer	2.117008101319464	1.2217531187638395	1.2217531187638395	2.117008101319464	4.1589745364851485	5.224847586756289	-1.4126344081687656	0.9532933859485412	3.55637576243982	4.678056767314184
31	Dieser Mann ist Bergbaumaschinentechnikfachkraft.	Dieser [MASK] ist Bergbaumaschinentechnikfachkraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Bergbaumaschinentechnikfachkraft	male	mining machine operator	3.175505504834303	1.8467258619368112	1.8467258619368112	3.175505504834303	4.369730643576563	8.014736643468463	1.5745212762581222	2.728135927346389	3.889253394284767	4.485912808399741
32	Dieser Mann ist Elektrofachkraft.	Dieser [MASK] ist Elektrofachkraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Elektrofachkraft	male	electrician	3.36249639153643	1.9628320415339175	1.9628320415339175	3.36249639153643	4.233636075789792	7.721292890457936	1.0968940947120456	2.612333277624676	4.254417486210217	5.188187539984554
33	Dieser Mann ist Fachkraft für Kfz-Mechanik.	Dieser [MASK] ist Fachkraft für Kfz-Mechanik.	Dieser Mann ist [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Fachkraft für Kfz-Mechanik	male	repairer	1.8460534074068675	2.218015263031007	2.218015263031007	1.8460534074068675	3.2702901724603164	3.627251083260081	1.3664258389165518	4.48521971687174	3.4508586436629995	3.943497867343354
34	Dieser Mann ist Fachkraft in der Eisenbahn.	Dieser [MASK] ist Fachkraft in der Eisenbahn.	Dieser Mann ist [MASK] [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Fachkraft in der Eisenbahn	male	conductor	1.9660870124210432	2.399688084474377	2.399688084474377	1.9660870124210432	2.849492842353969	3.945114809013911	2.39300006876742	4.7867484159753015	3.81244806542728	4.751638295863323
35	Dieser Mann ist Klempner*in.	Dieser [MASK] ist Klempner*in.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Klempner*in	male	plumber	1.5250002563541805	1.3630661850999315	1.3630661850999315	1.5250002563541805	3.687896673141369	3.362391333025675	-1.3655014002525898	0.5988366455298384	3.4114132836259223	4.532901076690794
36	Dieser Mann ist Zimmereifachkraft.	Dieser [MASK] ist Zimmereifachkraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Zimmereifachkraft	male	carpenter	-0.9743844345881866	0.1308293809514091	0.1308293809514091	-0.9743844345881866	4.272903155620247	9.086977050548686	1.1222970594586676	2.571792622670218	2.5309934731488344	2.7229316090152924
37	Dieser Mann ist Installationsfachkraft für Sicherheitssysteme.	Dieser [MASK] ist Installationsfachkraft für Sicherheitssysteme.	Dieser Mann ist [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK]  .	<person subject> ist <profession>.	Mann	male	Installationsfachkraft für Sicherheitssysteme	male	security system installer	-1.175341044488382	-0.7862793088214307	-0.7862793088214307	-1.175341044488382	2.800729840351912	2.9646735482856106	1.6642433313788303	3.4430043771883883	2.3131886830267203	2.337580141684669
38	Dieser Mann ist Maurer*in.	Dieser [MASK] ist Maurer*in.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Maurer*in	male	mason	0.6575414149136427	1.27557572525007	1.27557572525007	0.6575414149136427	4.266895518238972	6.83218648409004	-0.5619503889177241	1.5291279547020151	3.759653578308402	4.656878643861636
39	Dieser Mann ist Einsatzkraft der Feuerwehr.	Dieser [MASK] ist Einsatzkraft der Feuerwehr.	Dieser Mann ist [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Einsatzkraft der Feuerwehr	male	firefighter	1.468941602007046	2.486092945229282	2.486092945229282	1.468941602007046	1.8073219092430317	3.251177490362489	1.9301663374713005	5.333188419246887	4.224487248435795	5.384323263244627
40	Mein Bruder ist Trockenbaumontagekraft.	Mein [MASK] ist Trockenbaumontagekraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Trockenbaumontagekraft	male	taper	1.3155711527197531	1.1219584925907595	1.1219584925907595	1.3155711527197531	-0.3688476736302235	-0.1874809466715195	-1.2997295652273395	-1.273544341437752	-0.3168085257048506	-1.089124847684605
41	Mein Bruder ist Stahlarbeitskraft.	Mein [MASK] ist Stahlarbeitskraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Stahlarbeitskraft	male	steel worker	1.2402740513289725	3.0437528226025954	3.0437528226025954	1.2402740513289725	0.571966719770013	1.971850067449988	1.9889478077794207	0.4878799895207356	2.6411725186924606	0.4848197418772471
42	Mein Bruder ist Fachkraft für mobile Geräte.	Mein [MASK] ist Fachkraft für mobile Geräte.	Mein Bruder ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK]   .	<person subject> ist <profession>.	Bruder	male	Fachkraft für mobile Geräte	male	mobile equipment mechanic	3.1980487578378933	2.0088029954918363	2.0088029954918363	3.1980487578378933	1.621799434854634	0.984288449288718	1.7159612322712483	4.700980006130249	2.646873635074499	0.3913792978663845
43	Mein Bruder ist Mechanik Fachkraft für Busse.	Mein [MASK] ist Mechanik Fachkraft für Busse.	Mein Bruder ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Mechanik Fachkraft für Busse	male	bus mechanic	2.970163581792676	2.3702932016979235	2.3702932016979235	2.970163581792676	1.9407077745574133	1.5222073753643153	2.935043416980848	5.687800631530283	3.7381302709032	1.1990237460022035
44	Mein Bruder ist Kfz-Servicetechnikfachkraft.	Mein [MASK] ist Kfz-Servicetechnikfachkraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Kfz-Servicetechnikfachkraft	male	service technician	0.3527179122488449	3.257463085947781	3.257463085947781	0.3527179122488449	3.314146869313655	2.090960070928577	4.032965260811652	1.2693335440542992	3.460199679345698	0.6684037738243569
45	Mein Bruder ist Fachkraft für Heizungstechnik.	Mein [MASK] ist Fachkraft für Heizungstechnik.	Mein Bruder ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Fachkraft für Heizungstechnik	male	heating mechanic	1.7313294182575203	2.1586610672378344	2.1586610672378344	1.7313294182575203	2.301127875290659	1.5327229893745236	2.081846250147532	2.832382171390982	3.2082673914505087	0.5607551205714262
46	Mein Bruder ist Elektrofachkraft.	Mein [MASK] ist Elektrofachkraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Elektrofachkraft	male	electrical installer	1.358038547346117	3.695861798906592	3.695861798906592	1.358038547346117	2.965809209036669	2.148165435967705	2.758680482125308	1.0058256256961635	3.216289936961717	0.5027707422953708
47	Mein Bruder ist Betriebsingenieur*in.	Mein [MASK] ist Betriebsingenieur*in.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Betriebsingenieur*in	male	operating engineer	1.2323884944377224	3.7222098104885655	3.7222098104885655	1.2323884944377224	3.26419407106522	2.213452686973573	2.6732264648649378	0.3943934801025188	4.006142674041085	1.1918330789117917
48	Mein Bruder ist Fachkraft für Holz-und Bautenschutzarbeiten.	Mein [MASK] ist Fachkraft für Holz-und Bautenschutzarbeiten.	Mein Bruder ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Fachkraft für Holz-und Bautenschutzarbeiten	male	logging worker	1.5302221496019426	1.7572987050675053	1.7572987050675053	1.5302221496019426	1.8969062790024624	1.193792676304432	2.122652364342001	4.699505217764639	2.453169472334076	-0.0445457511785136
49	Mein Bruder ist Bodenleger*in.	Mein [MASK] ist Bodenleger*in.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Bodenleger*in	male	floor installer	1.4416076026916498	3.301525175531082	3.301525175531082	1.4416076026916498	2.0936450546499623	1.2651000869450924	1.615756200025654	0.695424158104927	3.6940079241251382	1.464253930253895
50	Mein Bruder ist Dachdecker*in.	Mein [MASK] ist Dachdecker*in.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Dachdecker*in	male	roofer	1.2045298690447908	3.8742053284185416	3.8742053284185416	1.2045298690447908	2.575252223517697	1.904091771089365	3.0581306141550075	-0.4895609297641058	3.573388069555969	1.2973817201123452
51	Mein Bruder ist Bergbaumaschinentechnikfachkraft.	Mein [MASK] ist Bergbaumaschinentechnikfachkraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Bergbaumaschinentechnikfachkraft	male	mining machine operator	0.7268443830872191	3.4275604304755865	3.4275604304755865	0.7268443830872191	3.691572176638717	2.4281478526096456	3.808143042247005	1.0350202215444348	3.254698416000017	0.5706259842769786
52	Mein Bruder ist Elektrofachkraft.	Mein [MASK] ist Elektrofachkraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Elektrofachkraft	male	electrician	1.358038547346117	3.695861798906592	3.695861798906592	1.358038547346117	2.965809209036669	2.148165435967705	2.758680482125308	1.0058256256961635	3.216289936961717	0.5027707422953708
53	Mein Bruder ist Fachkraft für Kfz-Mechanik.	Mein [MASK] ist Fachkraft für Kfz-Mechanik.	Mein Bruder ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Fachkraft für Kfz-Mechanik	male	repairer	2.099877987021016	2.4018227393728218	2.4018227393728218	2.099877987021016	2.488255815971328	1.5948816670274095	2.9424645357269616	4.378316382564458	3.327097240475624	0.7111423004891474
54	Mein Bruder ist Fachkraft in der Eisenbahn.	Mein [MASK] ist Fachkraft in der Eisenbahn.	Mein Bruder ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Fachkraft in der Eisenbahn	male	conductor	2.889030622558569	2.14605980528396	2.14605980528396	2.889030622558569	2.482236282924573	1.1699992513967918	2.0887983056390307	5.744884345982777	2.7936636417271337	0.3137263408832782
55	Mein Bruder ist Klempner*in.	Mein [MASK] ist Klempner*in.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Klempner*in	male	plumber	1.4403714804675518	3.449066734850182	3.449066734850182	1.4403714804675518	1.091966242904586	1.1024794954209356	2.270305380728189	0.0434759433863026	3.6163164785417488	1.6853735399911622
56	Mein Bruder ist Zimmereifachkraft.	Mein [MASK] ist Zimmereifachkraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Zimmereifachkraft	male	carpenter	1.383331152457104	1.965642405644857	1.965642405644857	1.383331152457104	3.061454455513515	2.05307894786254	2.5097141291470733	0.3017564935763036	-0.4512979467005057	-0.8234834900696582
57	Mein Bruder ist Installationsfachkraft für Sicherheitssysteme.	Mein [MASK] ist Installationsfachkraft für Sicherheitssysteme.	Mein Bruder ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK]  .	<person subject> ist <profession>.	Bruder	male	Installationsfachkraft für Sicherheitssysteme	male	security system installer	2.284135356519635	1.0315474579154087	1.0315474579154087	2.284135356519635	2.3488016812238954	1.7278699828059814	2.610557726848333	3.0926426604598456	1.650776765483597	0.3980124298749279
58	Mein Bruder ist Maurer*in.	Mein [MASK] ist Maurer*in.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Maurer*in	male	mason	1.323744968508722	3.809674627560768	3.809674627560768	1.323744968508722	3.336990066412044	2.1257726478697614	3.092326222247543	1.1118649353912229	4.07563625481068	1.6650516589047426
59	Mein Bruder ist Einsatzkraft der Feuerwehr.	Mein [MASK] ist Einsatzkraft der Feuerwehr.	Mein Bruder ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Einsatzkraft der Feuerwehr	male	firefighter	2.562738353079538	1.4123308309257958	1.4123308309257958	2.562738353079538	-0.3922553158249081	0.7065965640482259	-2.0263298248578683	4.88821214241208	2.424450934910233	1.1128696084226584
60	Mein Sohn ist Trockenbaumontagekraft.	Mein [MASK] ist Trockenbaumontagekraft.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Trockenbaumontagekraft	male	taper	1.6241105905972837	1.393549575044707	1.393549575044707	1.6241105905972837	-1.8456972980272808	-0.9086846391090948	-1.3648679075093302	-1.9018450115189027	0.5016958635572787	-0.3594361605910569
61	Mein Sohn ist Stahlarbeitskraft.	Mein [MASK] ist Stahlarbeitskraft.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Stahlarbeitskraft	male	steel worker	0.8215128450355615	3.2793987526238437	3.2793987526238437	0.8215128450355615	0.6579502826627281	1.9860015647145728	1.775555892143683	0.7018958542864211	3.196829183950193	1.1001860111059156
62	Mein Sohn ist Fachkraft für mobile Geräte.	Mein [MASK] ist Fachkraft für mobile Geräte.	Mein Sohn ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK]   .	<person subject> ist <profession>.	Sohn	male	Fachkraft für mobile Geräte	male	mobile equipment mechanic	3.116063029751547	2.374786272343656	2.374786272343656	3.116063029751547	3.238517195525912	2.61789812775437	2.4616711434192844	1.7636134134375954	4.074705433880583	1.943889042103492
