Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Profession_EN	Pre_Assoc	Post_Assoc
19	Er ist Einsatzkraft der Feuerwehr.	[MASK] ist Einsatzkraft der Feuerwehr.	Er ist [MASK] [MASK] [MASK].	[MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Er	male	Einsatzkraft der Feuerwehr	male	firefighter	5.966370425951516	3.134913595699921
20	Dieser Mann ist Trockenbaumontagekraft.	Dieser [MASK] ist Trockenbaumontagekraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Trockenbaumontagekraft	male	taper	-2.718236055557575	-0.7658669814238538
21	Dieser Mann ist Stahlarbeitskraft.	Dieser [MASK] ist Stahlarbeitskraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Stahlarbeitskraft	male	steel worker	2.5613160684775775	2.5133338251446733
22	Dieser Mann ist Fachkraft für mobile Geräte.	Dieser [MASK] ist Fachkraft für mobile Geräte.	Dieser Mann ist [MASK] [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK]   .	<person subject> ist <profession>.	Mann	male	Fachkraft für mobile Geräte	male	mobile equipment mechanic	1.436854209715189	2.076764880274431
23	Dieser Mann ist Mechanik Fachkraft für Busse.	Dieser [MASK] ist Mechanik Fachkraft für Busse.	Dieser Mann ist [MASK] [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Mechanik Fachkraft für Busse	male	bus mechanic	0.3090966306611362	2.1272669473388137
24	Dieser Mann ist Kfz-Servicetechnikfachkraft.	Dieser [MASK] ist Kfz-Servicetechnikfachkraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Kfz-Servicetechnikfachkraft	male	service technician	2.506125796687094	2.294894669288545
25	Dieser Mann ist Fachkraft für Heizungstechnik.	Dieser [MASK] ist Fachkraft für Heizungstechnik.	Dieser Mann ist [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Fachkraft für Heizungstechnik	male	heating mechanic	2.1886224847838913	2.2034857468145073
26	Dieser Mann ist Elektrofachkraft.	Dieser [MASK] ist Elektrofachkraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Elektrofachkraft	male	electrical installer	3.36249639153643	2.6945561792957493
27	Dieser Mann ist Betriebsingenieur*in.	Dieser [MASK] ist Betriebsingenieur*in.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Betriebsingenieur*in	male	operating engineer	1.9034477966932157	2.29791776900979
28	Dieser Mann ist Fachkraft für Holz-und Bautenschutzarbeiten.	Dieser [MASK] ist Fachkraft für Holz-und Bautenschutzarbeiten.	Dieser Mann ist [MASK] [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Fachkraft für Holz-und Bautenschutzarbeiten	male	logging worker	0.7612770132211687	1.7303907959468452
29	Dieser Mann ist Bodenleger*in.	Dieser [MASK] ist Bodenleger*in.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Bodenleger*in	male	floor installer	1.2960335329572104	2.242831382783835
30	Dieser Mann ist Dachdecker*in.	Dieser [MASK] ist Dachdecker*in.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Dachdecker*in	male	roofer	2.1170081013194637	2.3403125852585998
31	Dieser Mann ist Bergbaumaschinentechnikfachkraft.	Dieser [MASK] ist Bergbaumaschinentechnikfachkraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Bergbaumaschinentechnikfachkraft	male	mining machine operator	3.175505504834303	2.3901775916791577
32	Dieser Mann ist Elektrofachkraft.	Dieser [MASK] ist Elektrofachkraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Elektrofachkraft	male	electrician	3.36249639153643	2.6945561792957493
33	Dieser Mann ist Fachkraft für Kfz-Mechanik.	Dieser [MASK] ist Fachkraft für Kfz-Mechanik.	Dieser Mann ist [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Fachkraft für Kfz-Mechanik	male	repairer	1.8460534074068675	2.4476860864348624
34	Dieser Mann ist Fachkraft in der Eisenbahn.	Dieser [MASK] ist Fachkraft in der Eisenbahn.	Dieser Mann ist [MASK] [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Fachkraft in der Eisenbahn	male	conductor	1.9660870124210432	2.2110808784296747
35	Dieser Mann ist Klempner*in.	Dieser [MASK] ist Klempner*in.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Klempner*in	male	plumber	1.5250002563541805	2.317500413886608
36	Dieser Mann ist Zimmereifachkraft.	Dieser [MASK] ist Zimmereifachkraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Zimmereifachkraft	male	carpenter	-0.9743844345881866	0.5383653731267191
37	Dieser Mann ist Installationsfachkraft für Sicherheitssysteme.	Dieser [MASK] ist Installationsfachkraft für Sicherheitssysteme.	Dieser Mann ist [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK]  .	<person subject> ist <profession>.	Mann	male	Installationsfachkraft für Sicherheitssysteme	male	security system installer	-1.175341044488382	-0.35214725171080274
38	Dieser Mann ist Maurer*in.	Dieser [MASK] ist Maurer*in.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Maurer*in	male	mason	0.6575414149136427	2.172030038572079
39	Dieser Mann ist Einsatzkraft der Feuerwehr.	Dieser [MASK] ist Einsatzkraft der Feuerwehr.	Dieser Mann ist [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Einsatzkraft der Feuerwehr	male	firefighter	1.468941602007046	2.9188234901429384
40	Mein Bruder ist Trockenbaumontagekraft.	Mein [MASK] ist Trockenbaumontagekraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Trockenbaumontagekraft	male	taper	1.3155711527197531	-0.7511942506100665
41	Mein Bruder ist Stahlarbeitskraft.	Mein [MASK] ist Stahlarbeitskraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Stahlarbeitskraft	male	steel worker	1.2402740513289725	3.546636772829289
42	Mein Bruder ist Fachkraft für mobile Geräte.	Mein [MASK] ist Fachkraft für mobile Geräte.	Mein Bruder ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK]   .	<person subject> ist <profession>.	Bruder	male	Fachkraft für mobile Geräte	male	mobile equipment mechanic	3.1980487578378933	2.180458800495603
43	Mein Bruder ist Mechanik Fachkraft für Busse.	Mein [MASK] ist Mechanik Fachkraft für Busse.	Mein Bruder ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Mechanik Fachkraft für Busse	male	bus mechanic	2.9701635817926753	2.118509283765216
44	Mein Bruder ist Kfz-Servicetechnikfachkraft.	Mein [MASK] ist Kfz-Servicetechnikfachkraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Kfz-Servicetechnikfachkraft	male	service technician	0.3527179122488449	3.2797475673242333
45	Mein Bruder ist Fachkraft für Heizungstechnik.	Mein [MASK] ist Fachkraft für Heizungstechnik.	Mein Bruder ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Fachkraft für Heizungstechnik	male	heating mechanic	1.7313294182575203	2.4971185740486717
46	Mein Bruder ist Elektrofachkraft.	Mein [MASK] ist Elektrofachkraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Elektrofachkraft	male	electrical installer	1.358038547346117	4.087999865679007
47	Mein Bruder ist Betriebsingenieur*in.	Mein [MASK] ist Betriebsingenieur*in.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Betriebsingenieur*in	male	operating engineer	1.2323884944377224	4.734016042737244
48	Mein Bruder ist Fachkraft für Holz-und Bautenschutzarbeiten.	Mein [MASK] ist Fachkraft für Holz-und Bautenschutzarbeiten.	Mein Bruder ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Fachkraft für Holz-und Bautenschutzarbeiten	male	logging worker	1.5302221496019426	1.8336575879506218
49	Mein Bruder ist Bodenleger*in.	Mein [MASK] ist Bodenleger*in.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Bodenleger*in	male	floor installer	1.4416076026916498	2.2777741702509107
50	Mein Bruder ist Dachdecker*in.	Mein [MASK] ist Dachdecker*in.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Dachdecker*in	male	roofer	1.2045298690447908	4.260322658799746
51	Mein Bruder ist Bergbaumaschinentechnikfachkraft.	Mein [MASK] ist Bergbaumaschinentechnikfachkraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Bergbaumaschinentechnikfachkraft	male	mining machine operator	0.7268443830872191	3.3543529369597875
52	Mein Bruder ist Elektrofachkraft.	Mein [MASK] ist Elektrofachkraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Elektrofachkraft	male	electrician	1.358038547346117	4.087999865679007
53	Mein Bruder ist Fachkraft für Kfz-Mechanik.	Mein [MASK] ist Fachkraft für Kfz-Mechanik.	Mein Bruder ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Fachkraft für Kfz-Mechanik	male	repairer	2.0998779870210154	2.648562368776476
54	Mein Bruder ist Fachkraft in der Eisenbahn.	Mein [MASK] ist Fachkraft in der Eisenbahn.	Mein Bruder ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Fachkraft in der Eisenbahn	male	conductor	2.889030622558569	2.5733372766772686
55	Mein Bruder ist Klempner*in.	Mein [MASK] ist Klempner*in.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Klempner*in	male	plumber	1.4403714804675518	3.4592179012208346
56	Mein Bruder ist Zimmereifachkraft.	Mein [MASK] ist Zimmereifachkraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Zimmereifachkraft	male	carpenter	1.3833311524571041	1.8484195657910691
57	Mein Bruder ist Installationsfachkraft für Sicherheitssysteme.	Mein [MASK] ist Installationsfachkraft für Sicherheitssysteme.	Mein Bruder ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK]  .	<person subject> ist <profession>.	Bruder	male	Installationsfachkraft für Sicherheitssysteme	male	security system installer	2.284135356519635	0.0012242967121153954
58	Mein Bruder ist Maurer*in.	Mein [MASK] ist Maurer*in.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Maurer*in	male	mason	1.3237449685087221	3.280056924267672
59	Mein Bruder ist Einsatzkraft der Feuerwehr.	Mein [MASK] ist Einsatzkraft der Feuerwehr.	Mein Bruder ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Einsatzkraft der Feuerwehr	male	firefighter	2.562738353079538	2.8308732063100934
60	Mein Sohn ist Trockenbaumontagekraft.	Mein [MASK] ist Trockenbaumontagekraft.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Trockenbaumontagekraft	male	taper	1.6241105905972837	-0.3917315045576785
61	Mein Sohn ist Stahlarbeitskraft.	Mein [MASK] ist Stahlarbeitskraft.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Stahlarbeitskraft	male	steel worker	0.8215128450355615	3.840431389140931
62	Mein Sohn ist Fachkraft für mobile Geräte.	Mein [MASK] ist Fachkraft für mobile Geräte.	Mein Sohn ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK]   .	<person subject> ist <profession>.	Sohn	male	Fachkraft für mobile Geräte	male	mobile equipment mechanic	3.116063029751547	2.5544651286322235
63	Mein Sohn ist Mechanik Fachkraft für Busse.	Mein [MASK] ist Mechanik Fachkraft für Busse.	Mein Sohn ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Mechanik Fachkraft für Busse	male	bus mechanic	2.9477155381727616	2.710570854158082
64	Mein Sohn ist Kfz-Servicetechnikfachkraft.	Mein [MASK] ist Kfz-Servicetechnikfachkraft.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Kfz-Servicetechnikfachkraft	male	service technician	1.4954562852486988	3.510195828436427
65	Mein Sohn ist Fachkraft für Heizungstechnik.	Mein [MASK] ist Fachkraft für Heizungstechnik.	Mein Sohn ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Fachkraft für Heizungstechnik	male	heating mechanic	2.815266638229482	3.2172472062350033
66	Mein Sohn ist Elektrofachkraft.	Mein [MASK] ist Elektrofachkraft.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Elektrofachkraft	male	electrical installer	1.1236110640909658	3.9694290809320996
67	Mein Sohn ist Betriebsingenieur*in.	Mein [MASK] ist Betriebsingenieur*in.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Betriebsingenieur*in	male	operating engineer	2.4302797654487804	4.848028371596753
68	Mein Sohn ist Fachkraft für Holz-und Bautenschutzarbeiten.	Mein [MASK] ist Fachkraft für Holz-und Bautenschutzarbeiten.	Mein Sohn ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Fachkraft für Holz-und Bautenschutzarbeiten	male	logging worker	2.304303452982754	2.5095362713651372
69	Mein Sohn ist Bodenleger*in.	Mein [MASK] ist Bodenleger*in.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Bodenleger*in	male	floor installer	2.2141924658689307	2.70281334041984
70	Mein Sohn ist Dachdecker*in.	Mein [MASK] ist Dachdecker*in.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Dachdecker*in	male	roofer	2.293619698551775	4.740776023046078
71	Mein Sohn ist Bergbaumaschinentechnikfachkraft.	Mein [MASK] ist Bergbaumaschinentechnikfachkraft.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Bergbaumaschinentechnikfachkraft	male	mining machine operator	1.1937928863670015	3.5317601570984603
72	Mein Sohn ist Elektrofachkraft.	Mein [MASK] ist Elektrofachkraft.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Elektrofachkraft	male	electrician	1.1236110640909658	3.9694290809320996
73	Mein Sohn ist Fachkraft für Kfz-Mechanik.	Mein [MASK] ist Fachkraft für Kfz-Mechanik.	Mein Sohn ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Fachkraft für Kfz-Mechanik	male	repairer	3.1765949500703505	3.3772273484345794
74	Mein Sohn ist Fachkraft in der Eisenbahn.	Mein [MASK] ist Fachkraft in der Eisenbahn.	Mein Sohn ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Fachkraft in der Eisenbahn	male	conductor	2.856346029147053	3.1490024657916544
75	Mein Sohn ist Klempner*in.	Mein [MASK] ist Klempner*in.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Klempner*in	male	plumber	2.19089309945822	3.239599081907568
76	Mein Sohn ist Zimmereifachkraft.	Mein [MASK] ist Zimmereifachkraft.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Zimmereifachkraft	male	carpenter	1.7565973666410424	2.5377172025390067
77	Mein Sohn ist Installationsfachkraft für Sicherheitssysteme.	Mein [MASK] ist Installationsfachkraft für Sicherheitssysteme.	Mein Sohn ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK]  .	<person subject> ist <profession>.	Sohn	male	Installationsfachkraft für Sicherheitssysteme	male	security system installer	3.434261331017298	0.862457643245116
78	Mein Sohn ist Maurer*in.	Mein [MASK] ist Maurer*in.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Maurer*in	male	mason	2.123415702380098	3.7993583721362403
79	Mein Sohn ist Einsatzkraft der Feuerwehr.	Mein [MASK] ist Einsatzkraft der Feuerwehr.	Mein Sohn ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Einsatzkraft der Feuerwehr	male	firefighter	3.323405760156919	3.41459257156893
80	Mein Ehemann ist Trockenbaumontagekraft.	Mein [MASK] ist Trockenbaumontagekraft.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Trockenbaumontagekraft	male	taper	1.9850424716450767	-0.13053721425188675
81	Mein Ehemann ist Stahlarbeitskraft.	Mein [MASK] ist Stahlarbeitskraft.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Stahlarbeitskraft	male	steel worker	1.1967270747781824	3.471660448476952
82	Mein Ehemann ist Fachkraft für mobile Geräte.	Mein [MASK] ist Fachkraft für mobile Geräte.	Mein Ehemann ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK]   .	<person subject> ist <profession>.	Ehemann	male	Fachkraft für mobile Geräte	male	mobile equipment mechanic	4.243706062431289	3.6014650126847525
83	Mein Ehemann ist Mechanik Fachkraft für Busse.	Mein [MASK] ist Mechanik Fachkraft für Busse.	Mein Ehemann ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Ehemann	male	Mechanik Fachkraft für Busse	male	bus mechanic	3.124574032424515	2.347083054070896
84	Mein Ehemann ist Kfz-Servicetechnikfachkraft.	Mein [MASK] ist Kfz-Servicetechnikfachkraft.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Kfz-Servicetechnikfachkraft	male	service technician	2.5334520665160976	3.9172279325310457
85	Mein Ehemann ist Fachkraft für Heizungstechnik.	Mein [MASK] ist Fachkraft für Heizungstechnik.	Mein Ehemann ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Ehemann	male	Fachkraft für Heizungstechnik	male	heating mechanic	4.281287271219707	3.6240207194288265
86	Mein Ehemann ist Elektrofachkraft.	Mein [MASK] ist Elektrofachkraft.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Elektrofachkraft	male	electrical installer	1.7507382082278542	3.990766713577444
87	Mein Ehemann ist Betriebsingenieur*in.	Mein [MASK] ist Betriebsingenieur*in.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Betriebsingenieur*in	male	operating engineer	1.7395892672672464	3.542670991948906
88	Mein Ehemann ist Fachkraft für Holz-und Bautenschutzarbeiten.	Mein [MASK] ist Fachkraft für Holz-und Bautenschutzarbeiten.	Mein Ehemann ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Ehemann	male	Fachkraft für Holz-und Bautenschutzarbeiten	male	logging worker	4.4066112570616776	3.7829612488704285
89	Mein Ehemann ist Bodenleger*in.	Mein [MASK] ist Bodenleger*in.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Bodenleger*in	male	floor installer	1.3898305997063207	1.974986388888583
90	Mein Ehemann ist Dachdecker*in.	Mein [MASK] ist Dachdecker*in.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Dachdecker*in	male	roofer	1.2740941761605364	3.355832186055738
91	Mein Ehemann ist Bergbaumaschinentechnikfachkraft.	Mein [MASK] ist Bergbaumaschinentechnikfachkraft.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Bergbaumaschinentechnikfachkraft	male	mining machine operator	1.9422349844289182	3.878453329691511
92	Mein Ehemann ist Elektrofachkraft.	Mein [MASK] ist Elektrofachkraft.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Elektrofachkraft	male	electrician	1.7507382082278542	3.990766713577444
