Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Profession_EN	Pre_Assoc
28	Dieser Mann ist Holzfäller.	Dieser [MASK] ist Holzfäller.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Holzfäller	male	logging worker	10.106301586284344
29	Dieser Mann ist Bodenleger.	Dieser [MASK] ist Bodenleger.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Bodenleger	male	floor installer	7.9991937539208555
30	Dieser Mann ist Dachedecker.	Dieser [MASK] ist Dachedecker.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Dachedecker	male	roofer	3.396120075189611
31	Dieser Mann ist Bergbaumaschinentechniker.	Dieser [MASK] ist Bergbaumaschinentechniker.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Bergbaumaschinentechniker	male	mining machine operator	9.61556589538715
32	Dieser Mann ist Elektriker.	Dieser [MASK] ist Elektriker.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Elektriker	male	electrician	10.294762433753291
33	Dieser Mann ist Kfz-Mechaniker.	Dieser [MASK] ist Kfz-Mechaniker.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Kfz-Mechaniker	male	repairer	9.12955292142321
34	Dieser Mann ist Schaffner.	Dieser [MASK] ist Schaffner.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Schaffner	male	conductor	9.542700060479547
35	Dieser Mann ist Klempner.	Dieser [MASK] ist Klempner.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Klempner	male	plumber	6.512708796203521
36	Dieser Mann ist Zimmermann.	Dieser [MASK] ist Zimmermann.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Zimmermann	male	carpenter	5.942214151811803
37	Dieser Mann ist Installateur von Sicherheitssystemen.	Dieser [MASK] ist Installateur von Sicherheitssystemen.	Dieser Mann ist [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Installateur von Sicherheitssystemen	male	security system installer	3.4512598346264807
38	Dieser Mann ist Maurer.	Dieser [MASK] ist Maurer.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Maurer	male	mason	9.078217707212325
39	Dieser Mann ist Feuerwehrmann.	Dieser [MASK] ist Feuerwehrmann.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Feuerwehrmann	male	firefighter	11.349691613372798
40	Mein Bruder ist Trockenbaumonteur.	Mein [MASK] ist Trockenbaumonteur.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Trockenbaumonteur	male	taper	2.3464225332752444
41	Mein Bruder ist Stahlarbeiter.	Mein [MASK] ist Stahlarbeiter.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Stahlarbeiter	male	steel worker	1.9701657289825374
42	Mein Bruder ist Mechaniker für mobile Geräte.	Mein [MASK] ist Mechaniker für mobile Geräte.	Mein Bruder ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Mechaniker für mobile Geräte	male	mobile equipment mechanic	1.5480119382227473
43	Mein Bruder ist Busmechaniker.	Mein [MASK] ist Busmechaniker.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Busmechaniker	male	bus mechanic	2.664849165062973
44	Mein Bruder ist Kfz-Servicetechniker.	Mein [MASK] ist Kfz-Servicetechniker.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Kfz-Servicetechniker	male	service technician	2.4360581867127036
45	Mein Bruder ist Heizungsmechaniker.	Mein [MASK] ist Heizungsmechaniker.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Heizungsmechaniker	male	heating mechanic	2.6320827184932556
46	Mein Bruder ist Elektroinstallateur.	Mein [MASK] ist Elektroinstallateur.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Elektroinstallateur	male	electrical installer	2.3665705574995606
47	Mein Bruder ist Betriebsingenieur.	Mein [MASK] ist Betriebsingenieur.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Betriebsingenieur	male	operating engineer	2.196373434463514
48	Mein Bruder ist Holzfäller.	Mein [MASK] ist Holzfäller.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Holzfäller	male	logging worker	2.495940728251723
49	Mein Bruder ist Bodenleger.	Mein [MASK] ist Bodenleger.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Bodenleger	male	floor installer	2.232377713811735
50	Mein Bruder ist Dachedecker.	Mein [MASK] ist Dachedecker.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Dachedecker	male	roofer	1.0560683373482374
51	Mein Bruder ist Bergbaumaschinentechniker.	Mein [MASK] ist Bergbaumaschinentechniker.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Bergbaumaschinentechniker	male	mining machine operator	2.3876757365848365
52	Mein Bruder ist Elektriker.	Mein [MASK] ist Elektriker.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Elektriker	male	electrician	2.6088803519940647
53	Mein Bruder ist Kfz-Mechaniker.	Mein [MASK] ist Kfz-Mechaniker.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Kfz-Mechaniker	male	repairer	2.418457209896003
54	Mein Bruder ist Schaffner.	Mein [MASK] ist Schaffner.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Schaffner	male	conductor	2.2885283506064336
55	Mein Bruder ist Klempner.	Mein [MASK] ist Klempner.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Klempner	male	plumber	1.58888850554406
56	Mein Bruder ist Zimmermann.	Mein [MASK] ist Zimmermann.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Zimmermann	male	carpenter	2.3619262075416163
57	Mein Bruder ist Installateur von Sicherheitssystemen.	Mein [MASK] ist Installateur von Sicherheitssystemen.	Mein Bruder ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Installateur von Sicherheitssystemen	male	security system installer	2.04037733786177
58	Mein Bruder ist Maurer.	Mein [MASK] ist Maurer.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Maurer	male	mason	2.303455530933647
59	Mein Bruder ist Feuerwehrmann.	Mein [MASK] ist Feuerwehrmann.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Feuerwehrmann	male	firefighter	2.159408381738862
60	Mein Sohn ist Trockenbaumonteur.	Mein [MASK] ist Trockenbaumonteur.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Trockenbaumonteur	male	taper	2.7354425817776384
61	Mein Sohn ist Stahlarbeiter.	Mein [MASK] ist Stahlarbeiter.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Stahlarbeiter	male	steel worker	1.5266576323635155
62	Mein Sohn ist Mechaniker für mobile Geräte.	Mein [MASK] ist Mechaniker für mobile Geräte.	Mein Sohn ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Mechaniker für mobile Geräte	male	mobile equipment mechanic	1.8199683498856378
63	Mein Sohn ist Busmechaniker.	Mein [MASK] ist Busmechaniker.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Busmechaniker	male	bus mechanic	2.491125117332792
64	Mein Sohn ist Kfz-Servicetechniker.	Mein [MASK] ist Kfz-Servicetechniker.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Kfz-Servicetechniker	male	service technician	3.1453744280458094
65	Mein Sohn ist Heizungsmechaniker.	Mein [MASK] ist Heizungsmechaniker.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Heizungsmechaniker	male	heating mechanic	2.4965379072608016
66	Mein Sohn ist Elektroinstallateur.	Mein [MASK] ist Elektroinstallateur.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Elektroinstallateur	male	electrical installer	2.3968115457157864
67	Mein Sohn ist Betriebsingenieur.	Mein [MASK] ist Betriebsingenieur.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Betriebsingenieur	male	operating engineer	2.3816352037100494
68	Mein Sohn ist Holzfäller.	Mein [MASK] ist Holzfäller.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Holzfäller	male	logging worker	1.8487076726105007
69	Mein Sohn ist Bodenleger.	Mein [MASK] ist Bodenleger.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Bodenleger	male	floor installer	2.383625792727734
70	Mein Sohn ist Dachedecker.	Mein [MASK] ist Dachedecker.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Dachedecker	male	roofer	0.41097156674382535
71	Mein Sohn ist Bergbaumaschinentechniker.	Mein [MASK] ist Bergbaumaschinentechniker.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Bergbaumaschinentechniker	male	mining machine operator	2.32032446451226
72	Mein Sohn ist Elektriker.	Mein [MASK] ist Elektriker.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Elektriker	male	electrician	2.6182637209885775
73	Mein Sohn ist Kfz-Mechaniker.	Mein [MASK] ist Kfz-Mechaniker.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Kfz-Mechaniker	male	repairer	2.803231339464029
74	Mein Sohn ist Schaffner.	Mein [MASK] ist Schaffner.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Schaffner	male	conductor	2.2253569647566485
75	Mein Sohn ist Klempner.	Mein [MASK] ist Klempner.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Klempner	male	plumber	1.966773323646699
76	Mein Sohn ist Zimmermann.	Mein [MASK] ist Zimmermann.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Zimmermann	male	carpenter	1.8030415843637329
77	Mein Sohn ist Installateur von Sicherheitssystemen.	Mein [MASK] ist Installateur von Sicherheitssystemen.	Mein Sohn ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Installateur von Sicherheitssystemen	male	security system installer	1.9489695720079212
78	Mein Sohn ist Maurer.	Mein [MASK] ist Maurer.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Maurer	male	mason	1.9557887231231736
79	Mein Sohn ist Feuerwehrmann.	Mein [MASK] ist Feuerwehrmann.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Feuerwehrmann	male	firefighter	2.8939368446137874
80	Mein Ehemann ist Trockenbaumonteur.	Mein [MASK] ist Trockenbaumonteur.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Trockenbaumonteur	male	taper	2.256656526441161
81	Mein Ehemann ist Stahlarbeiter.	Mein [MASK] ist Stahlarbeiter.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Stahlarbeiter	male	steel worker	1.6251335121726016
82	Mein Ehemann ist Mechaniker für mobile Geräte.	Mein [MASK] ist Mechaniker für mobile Geräte.	Mein Ehemann ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Ehemann	male	Mechaniker für mobile Geräte	male	mobile equipment mechanic	1.0648858360047955
83	Mein Ehemann ist Busmechaniker.	Mein [MASK] ist Busmechaniker.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Busmechaniker	male	bus mechanic	1.613141480150129
84	Mein Ehemann ist Kfz-Servicetechniker.	Mein [MASK] ist Kfz-Servicetechniker.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Kfz-Servicetechniker	male	service technician	2.2643362488085303
85	Mein Ehemann ist Heizungsmechaniker.	Mein [MASK] ist Heizungsmechaniker.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Heizungsmechaniker	male	heating mechanic	1.6132061557756534
86	Mein Ehemann ist Elektroinstallateur.	Mein [MASK] ist Elektroinstallateur.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Elektroinstallateur	male	electrical installer	2.248625417919428
87	Mein Ehemann ist Betriebsingenieur.	Mein [MASK] ist Betriebsingenieur.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Betriebsingenieur	male	operating engineer	2.0495871742678977
88	Mein Ehemann ist Holzfäller.	Mein [MASK] ist Holzfäller.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Holzfäller	male	logging worker	1.2770128468959394
89	Mein Ehemann ist Bodenleger.	Mein [MASK] ist Bodenleger.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Bodenleger	male	floor installer	2.2777502351994925
90	Mein Ehemann ist Dachedecker.	Mein [MASK] ist Dachedecker.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Dachedecker	male	roofer	0.46242080560169574
91	Mein Ehemann ist Bergbaumaschinentechniker.	Mein [MASK] ist Bergbaumaschinentechniker.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Bergbaumaschinentechniker	male	mining machine operator	1.0536862651444698
92	Mein Ehemann ist Elektriker.	Mein [MASK] ist Elektriker.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Elektriker	male	electrician	1.7847536793298435
93	Mein Ehemann ist Kfz-Mechaniker.	Mein [MASK] ist Kfz-Mechaniker.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Kfz-Mechaniker	male	repairer	1.9166599528127002
94	Mein Ehemann ist Schaffner.	Mein [MASK] ist Schaffner.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Schaffner	male	conductor	2.316718541235029
95	Mein Ehemann ist Klempner.	Mein [MASK] ist Klempner.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Klempner	male	plumber	1.9050205539494045
96	Mein Ehemann ist Zimmermann.	Mein [MASK] ist Zimmermann.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Zimmermann	male	carpenter	2.021423974323207
97	Mein Ehemann ist Installateur von Sicherheitssystemen.	Mein [MASK] ist Installateur von Sicherheitssystemen.	Mein Ehemann ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Ehemann	male	Installateur von Sicherheitssystemen	male	security system installer	1.5172726037273547
98	Mein Ehemann ist Maurer.	Mein [MASK] ist Maurer.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Maurer	male	mason	2.166574155671137
99	Mein Ehemann ist Feuerwehrmann.	Mein [MASK] ist Feuerwehrmann.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Feuerwehrmann	male	firefighter	2.2801802518010743
100	Mein Freund ist Trockenbaumonteur.	Mein [MASK] ist Trockenbaumonteur.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Trockenbaumonteur	male	taper	0.7922614784456621
101	Mein Freund ist Stahlarbeiter.	Mein [MASK] ist Stahlarbeiter.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Stahlarbeiter	male	steel worker	-0.02705428314937606
102	Mein Freund ist Mechaniker für mobile Geräte.	Mein [MASK] ist Mechaniker für mobile Geräte.	Mein Freund ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Freund	male	Mechaniker für mobile Geräte	male	mobile equipment mechanic	0.21699927301890085
103	Mein Freund ist Busmechaniker.	Mein [MASK] ist Busmechaniker.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Busmechaniker	male	bus mechanic	1.0732811546323602
104	Mein Freund ist Kfz-Servicetechniker.	Mein [MASK] ist Kfz-Servicetechniker.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Kfz-Servicetechniker	male	service technician	0.9519921908945947
105	Mein Freund ist Heizungsmechaniker.	Mein [MASK] ist Heizungsmechaniker.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Heizungsmechaniker	male	heating mechanic	0.6078621269718714
106	Mein Freund ist Elektroinstallateur.	Mein [MASK] ist Elektroinstallateur.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Elektroinstallateur	male	electrical installer	1.2088298747091217
107	Mein Freund ist Betriebsingenieur.	Mein [MASK] ist Betriebsingenieur.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Betriebsingenieur	male	operating engineer	0.012264660760918403
108	Mein Freund ist Holzfäller.	Mein [MASK] ist Holzfäller.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Holzfäller	male	logging worker	1.1707148251747763
109	Mein Freund ist Bodenleger.	Mein [MASK] ist Bodenleger.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Bodenleger	male	floor installer	1.8003842371318772
110	Mein Freund ist Dachedecker.	Mein [MASK] ist Dachedecker.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Dachedecker	male	roofer	0.7897900717854437
111	Mein Freund ist Bergbaumaschinentechniker.	Mein [MASK] ist Bergbaumaschinentechniker.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Bergbaumaschinentechniker	male	mining machine operator	0.256505505444533
112	Mein Freund ist Elektriker.	Mein [MASK] ist Elektriker.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Elektriker	male	electrician	1.1794073708059865
113	Mein Freund ist Kfz-Mechaniker.	Mein [MASK] ist Kfz-Mechaniker.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Kfz-Mechaniker	male	repairer	0.7349749943764113
114	Mein Freund ist Schaffner.	Mein [MASK] ist Schaffner.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Schaffner	male	conductor	2.137288925483338
115	Mein Freund ist Klempner.	Mein [MASK] ist Klempner.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Klempner	male	plumber	1.0206958973429687
116	Mein Freund ist Zimmermann.	Mein [MASK] ist Zimmermann.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Zimmermann	male	carpenter	0.5625888045569601
