Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Profession_EN	Pre_Assoc
10	Er ist Dachedecker.	[MASK] ist Dachedecker.	Er ist [PROF].	[MASK] ist [PROF].	<person subject> ist <profession>.	Er	male	Dachedecker	male	roofer	1.3711814068937795
11	Er ist Bergbaumaschinentechniker.	[MASK] ist Bergbaumaschinentechniker.	Er ist [PROF].	[MASK] ist [PROF].	<person subject> ist <profession>.	Er	male	Bergbaumaschinentechniker	male	mining machine operator	2.4024520898766992
12	Er ist Elektriker.	[MASK] ist Elektriker.	Er ist [PROF].	[MASK] ist [PROF].	<person subject> ist <profession>.	Er	male	Elektriker	male	electrician	2.259721218008213
13	Er ist Kfz-Mechaniker.	[MASK] ist Kfz-Mechaniker.	Er ist [PROF].	[MASK] ist [PROF].	<person subject> ist <profession>.	Er	male	Kfz-Mechaniker	male	repairer	2.3716353252356406
14	Er ist Schaffner.	[MASK] ist Schaffner.	Er ist [PROF].	[MASK] ist [PROF].	<person subject> ist <profession>.	Er	male	Schaffner	male	conductor	1.9813101168515819
15	Er ist Klempner.	[MASK] ist Klempner.	Er ist [PROF].	[MASK] ist [PROF].	<person subject> ist <profession>.	Er	male	Klempner	male	plumber	2.255248653281908
16	Er ist Zimmermann.	[MASK] ist Zimmermann.	Er ist [PROF].	[MASK] ist [PROF].	<person subject> ist <profession>.	Er	male	Zimmermann	male	carpenter	2.079472309284761
17	Er ist Installateur von Sicherheitssystemen.	[MASK] ist Installateur von Sicherheitssystemen.	Er ist [PROF] [PROF] [PROF].	[MASK] ist [PROF] [PROF] [PROF].	<person subject> ist <profession>.	Er	male	Installateur von Sicherheitssystemen	male	security system installer	5.045971029254173
18	Er ist Maurer.	[MASK] ist Maurer.	Er ist [PROF].	[MASK] ist [PROF].	<person subject> ist <profession>.	Er	male	Maurer	male	mason	2.257419467063717
19	Er ist Feuerwehrmann.	[MASK] ist Feuerwehrmann.	Er ist [PROF].	[MASK] ist [PROF].	<person subject> ist <profession>.	Er	male	Feuerwehrmann	male	firefighter	2.362954304523529
20	Dieser Mann ist Trockenbaumonteur.	Dieser [MASK] ist Trockenbaumonteur.	Dieser Mann ist [PROF].	Dieser [MASK] ist [PROF].	<person subject> ist <profession>.	Mann	male	Trockenbaumonteur	male	taper	6.9453020868522986
21	Dieser Mann ist Stahlarbeiter.	Dieser [MASK] ist Stahlarbeiter.	Dieser Mann ist [PROF].	Dieser [MASK] ist [PROF].	<person subject> ist <profession>.	Mann	male	Stahlarbeiter	male	steel worker	7.336582965519528
22	Dieser Mann ist Mechaniker für mobile Geräte.	Dieser [MASK] ist Mechaniker für mobile Geräte.	Dieser Mann ist [PROF] [PROF] [PROF] [PROF].	Dieser [MASK] ist [PROF] [PROF] [PROF] [PROF].	<person subject> ist <profession>.	Mann	male	Mechaniker für mobile Geräte	male	mobile equipment mechanic	5.256644417763991
23	Dieser Mann ist Busmechaniker.	Dieser [MASK] ist Busmechaniker.	Dieser Mann ist [PROF].	Dieser [MASK] ist [PROF].	<person subject> ist <profession>.	Mann	male	Busmechaniker	male	bus mechanic	6.404619069801183
24	Dieser Mann ist Kfz-Servicetechniker.	Dieser [MASK] ist Kfz-Servicetechniker.	Dieser Mann ist [PROF].	Dieser [MASK] ist [PROF].	<person subject> ist <profession>.	Mann	male	Kfz-Servicetechniker	male	service technician	5.748125123835798
25	Dieser Mann ist Heizungsmechaniker.	Dieser [MASK] ist Heizungsmechaniker.	Dieser Mann ist [PROF].	Dieser [MASK] ist [PROF].	<person subject> ist <profession>.	Mann	male	Heizungsmechaniker	male	heating mechanic	6.414465938121499
26	Dieser Mann ist Elektroinstallateur.	Dieser [MASK] ist Elektroinstallateur.	Dieser Mann ist [PROF].	Dieser [MASK] ist [PROF].	<person subject> ist <profession>.	Mann	male	Elektroinstallateur	male	electrical installer	6.423915377909032
27	Dieser Mann ist Betriebsingenieur.	Dieser [MASK] ist Betriebsingenieur.	Dieser Mann ist [PROF].	Dieser [MASK] ist [PROF].	<person subject> ist <profession>.	Mann	male	Betriebsingenieur	male	operating engineer	6.602046400848692
28	Dieser Mann ist Holzfäller.	Dieser [MASK] ist Holzfäller.	Dieser Mann ist [PROF].	Dieser [MASK] ist [PROF].	<person subject> ist <profession>.	Mann	male	Holzfäller	male	logging worker	7.525869271135814
29	Dieser Mann ist Bodenleger.	Dieser [MASK] ist Bodenleger.	Dieser Mann ist [PROF].	Dieser [MASK] ist [PROF].	<person subject> ist <profession>.	Mann	male	Bodenleger	male	floor installer	5.6689504367245105
30	Dieser Mann ist Dachedecker.	Dieser [MASK] ist Dachedecker.	Dieser Mann ist [PROF].	Dieser [MASK] ist [PROF].	<person subject> ist <profession>.	Mann	male	Dachedecker	male	roofer	0.8430959451348502
31	Dieser Mann ist Bergbaumaschinentechniker.	Dieser [MASK] ist Bergbaumaschinentechniker.	Dieser Mann ist [PROF].	Dieser [MASK] ist [PROF].	<person subject> ist <profession>.	Mann	male	Bergbaumaschinentechniker	male	mining machine operator	7.08915038793124
32	Dieser Mann ist Elektriker.	Dieser [MASK] ist Elektriker.	Dieser Mann ist [PROF].	Dieser [MASK] ist [PROF].	<person subject> ist <profession>.	Mann	male	Elektriker	male	electrician	7.2220673953806775
33	Dieser Mann ist Kfz-Mechaniker.	Dieser [MASK] ist Kfz-Mechaniker.	Dieser Mann ist [PROF].	Dieser [MASK] ist [PROF].	<person subject> ist <profession>.	Mann	male	Kfz-Mechaniker	male	repairer	6.7176696725369895
34	Dieser Mann ist Schaffner.	Dieser [MASK] ist Schaffner.	Dieser Mann ist [PROF].	Dieser [MASK] ist [PROF].	<person subject> ist <profession>.	Mann	male	Schaffner	male	conductor	7.19702271485579
35	Dieser Mann ist Klempner.	Dieser [MASK] ist Klempner.	Dieser Mann ist [PROF].	Dieser [MASK] ist [PROF].	<person subject> ist <profession>.	Mann	male	Klempner	male	plumber	7.018765371310062
36	Dieser Mann ist Zimmermann.	Dieser [MASK] ist Zimmermann.	Dieser Mann ist [PROF].	Dieser [MASK] ist [PROF].	<person subject> ist <profession>.	Mann	male	Zimmermann	male	carpenter	7.167383369478195
37	Dieser Mann ist Installateur von Sicherheitssystemen.	Dieser [MASK] ist Installateur von Sicherheitssystemen.	Dieser Mann ist [PROF] [PROF] [PROF].	Dieser [MASK] ist [PROF] [PROF] [PROF].	<person subject> ist <profession>.	Mann	male	Installateur von Sicherheitssystemen	male	security system installer	4.083013949430773
38	Dieser Mann ist Maurer.	Dieser [MASK] ist Maurer.	Dieser Mann ist [PROF].	Dieser [MASK] ist [PROF].	<person subject> ist <profession>.	Mann	male	Maurer	male	mason	7.022635315258072
39	Dieser Mann ist Feuerwehrmann.	Dieser [MASK] ist Feuerwehrmann.	Dieser Mann ist [PROF].	Dieser [MASK] ist [PROF].	<person subject> ist <profession>.	Mann	male	Feuerwehrmann	male	firefighter	7.551752823716498
40	Mein Bruder ist Trockenbaumonteur.	Mein [MASK] ist Trockenbaumonteur.	Mein Bruder ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Bruder	male	Trockenbaumonteur	male	taper	1.4729033964634486
41	Mein Bruder ist Stahlarbeiter.	Mein [MASK] ist Stahlarbeiter.	Mein Bruder ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Bruder	male	Stahlarbeiter	male	steel worker	1.4940266241323206
42	Mein Bruder ist Mechaniker für mobile Geräte.	Mein [MASK] ist Mechaniker für mobile Geräte.	Mein Bruder ist [PROF] [PROF] [PROF] [PROF].	Mein [MASK] ist [PROF] [PROF] [PROF] [PROF].	<person subject> ist <profession>.	Bruder	male	Mechaniker für mobile Geräte	male	mobile equipment mechanic	1.7386006017918418
43	Mein Bruder ist Busmechaniker.	Mein [MASK] ist Busmechaniker.	Mein Bruder ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Bruder	male	Busmechaniker	male	bus mechanic	1.6164751832372353
44	Mein Bruder ist Kfz-Servicetechniker.	Mein [MASK] ist Kfz-Servicetechniker.	Mein Bruder ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Bruder	male	Kfz-Servicetechniker	male	service technician	0.7468678646504487
45	Mein Bruder ist Heizungsmechaniker.	Mein [MASK] ist Heizungsmechaniker.	Mein Bruder ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Bruder	male	Heizungsmechaniker	male	heating mechanic	1.4043193309861401
46	Mein Bruder ist Elektroinstallateur.	Mein [MASK] ist Elektroinstallateur.	Mein Bruder ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Bruder	male	Elektroinstallateur	male	electrical installer	1.3832388874097983
47	Mein Bruder ist Betriebsingenieur.	Mein [MASK] ist Betriebsingenieur.	Mein Bruder ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Bruder	male	Betriebsingenieur	male	operating engineer	1.461544846957655
48	Mein Bruder ist Holzfäller.	Mein [MASK] ist Holzfäller.	Mein Bruder ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Bruder	male	Holzfäller	male	logging worker	1.6999896253738656
49	Mein Bruder ist Bodenleger.	Mein [MASK] ist Bodenleger.	Mein Bruder ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Bruder	male	Bodenleger	male	floor installer	1.9338851710220766
50	Mein Bruder ist Dachedecker.	Mein [MASK] ist Dachedecker.	Mein Bruder ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Bruder	male	Dachedecker	male	roofer	1.9094928152067698
51	Mein Bruder ist Bergbaumaschinentechniker.	Mein [MASK] ist Bergbaumaschinentechniker.	Mein Bruder ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Bruder	male	Bergbaumaschinentechniker	male	mining machine operator	0.9681883921839868
52	Mein Bruder ist Elektriker.	Mein [MASK] ist Elektriker.	Mein Bruder ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Bruder	male	Elektriker	male	electrician	1.6492705902224913
53	Mein Bruder ist Kfz-Mechaniker.	Mein [MASK] ist Kfz-Mechaniker.	Mein Bruder ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Bruder	male	Kfz-Mechaniker	male	repairer	1.4229248025770276
54	Mein Bruder ist Schaffner.	Mein [MASK] ist Schaffner.	Mein Bruder ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Bruder	male	Schaffner	male	conductor	1.950126494234163
55	Mein Bruder ist Klempner.	Mein [MASK] ist Klempner.	Mein Bruder ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Bruder	male	Klempner	male	plumber	1.9230529295707888
56	Mein Bruder ist Zimmermann.	Mein [MASK] ist Zimmermann.	Mein Bruder ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Bruder	male	Zimmermann	male	carpenter	2.1484184144864
57	Mein Bruder ist Installateur von Sicherheitssystemen.	Mein [MASK] ist Installateur von Sicherheitssystemen.	Mein Bruder ist [PROF] [PROF] [PROF].	Mein [MASK] ist [PROF] [PROF] [PROF].	<person subject> ist <profession>.	Bruder	male	Installateur von Sicherheitssystemen	male	security system installer	1.939752085302688
58	Mein Bruder ist Maurer.	Mein [MASK] ist Maurer.	Mein Bruder ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Bruder	male	Maurer	male	mason	1.5135452044705462
59	Mein Bruder ist Feuerwehrmann.	Mein [MASK] ist Feuerwehrmann.	Mein Bruder ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Bruder	male	Feuerwehrmann	male	firefighter	1.6880271135818297
60	Mein Sohn ist Trockenbaumonteur.	Mein [MASK] ist Trockenbaumonteur.	Mein Sohn ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Sohn	male	Trockenbaumonteur	male	taper	2.116202975833816
61	Mein Sohn ist Stahlarbeiter.	Mein [MASK] ist Stahlarbeiter.	Mein Sohn ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Sohn	male	Stahlarbeiter	male	steel worker	1.0227366215685274
62	Mein Sohn ist Mechaniker für mobile Geräte.	Mein [MASK] ist Mechaniker für mobile Geräte.	Mein Sohn ist [PROF] [PROF] [PROF] [PROF].	Mein [MASK] ist [PROF] [PROF] [PROF] [PROF].	<person subject> ist <profession>.	Sohn	male	Mechaniker für mobile Geräte	male	mobile equipment mechanic	2.980368385815546
63	Mein Sohn ist Busmechaniker.	Mein [MASK] ist Busmechaniker.	Mein Sohn ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Sohn	male	Busmechaniker	male	bus mechanic	1.8363900271368216
64	Mein Sohn ist Kfz-Servicetechniker.	Mein [MASK] ist Kfz-Servicetechniker.	Mein Sohn ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Sohn	male	Kfz-Servicetechniker	male	service technician	2.220462055024538
65	Mein Sohn ist Heizungsmechaniker.	Mein [MASK] ist Heizungsmechaniker.	Mein Sohn ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Sohn	male	Heizungsmechaniker	male	heating mechanic	1.7975426542385478
66	Mein Sohn ist Elektroinstallateur.	Mein [MASK] ist Elektroinstallateur.	Mein Sohn ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Sohn	male	Elektroinstallateur	male	electrical installer	1.5633780312632783
67	Mein Sohn ist Betriebsingenieur.	Mein [MASK] ist Betriebsingenieur.	Mein Sohn ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Sohn	male	Betriebsingenieur	male	operating engineer	1.9512293898429094
68	Mein Sohn ist Holzfäller.	Mein [MASK] ist Holzfäller.	Mein Sohn ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Sohn	male	Holzfäller	male	logging worker	1.3717887801959643
69	Mein Sohn ist Bodenleger.	Mein [MASK] ist Bodenleger.	Mein Sohn ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Sohn	male	Bodenleger	male	floor installer	2.27876965103983
70	Mein Sohn ist Dachedecker.	Mein [MASK] ist Dachedecker.	Mein Sohn ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Sohn	male	Dachedecker	male	roofer	1.9232901252525385
71	Mein Sohn ist Bergbaumaschinentechniker.	Mein [MASK] ist Bergbaumaschinentechniker.	Mein Sohn ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Sohn	male	Bergbaumaschinentechniker	male	mining machine operator	1.8162237431267831
72	Mein Sohn ist Elektriker.	Mein [MASK] ist Elektriker.	Mein Sohn ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Sohn	male	Elektriker	male	electrician	2.0068254133624857
73	Mein Sohn ist Kfz-Mechaniker.	Mein [MASK] ist Kfz-Mechaniker.	Mein Sohn ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Sohn	male	Kfz-Mechaniker	male	repairer	2.262910141471498
74	Mein Sohn ist Schaffner.	Mein [MASK] ist Schaffner.	Mein Sohn ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Sohn	male	Schaffner	male	conductor	2.16820283819121
75	Mein Sohn ist Klempner.	Mein [MASK] ist Klempner.	Mein Sohn ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Sohn	male	Klempner	male	plumber	1.9235902978957982
76	Mein Sohn ist Zimmermann.	Mein [MASK] ist Zimmermann.	Mein Sohn ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Sohn	male	Zimmermann	male	carpenter	2.64037453177639
77	Mein Sohn ist Installateur von Sicherheitssystemen.	Mein [MASK] ist Installateur von Sicherheitssystemen.	Mein Sohn ist [PROF] [PROF] [PROF].	Mein [MASK] ist [PROF] [PROF] [PROF].	<person subject> ist <profession>.	Sohn	male	Installateur von Sicherheitssystemen	male	security system installer	3.0010427600544767
78	Mein Sohn ist Maurer.	Mein [MASK] ist Maurer.	Mein Sohn ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Sohn	male	Maurer	male	mason	1.655050918876841
79	Mein Sohn ist Feuerwehrmann.	Mein [MASK] ist Feuerwehrmann.	Mein Sohn ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Sohn	male	Feuerwehrmann	male	firefighter	2.214859226164572
80	Mein Ehemann ist Trockenbaumonteur.	Mein [MASK] ist Trockenbaumonteur.	Mein Ehemann ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Ehemann	male	Trockenbaumonteur	male	taper	2.4699460864749834
81	Mein Ehemann ist Stahlarbeiter.	Mein [MASK] ist Stahlarbeiter.	Mein Ehemann ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Ehemann	male	Stahlarbeiter	male	steel worker	2.06109768202683
82	Mein Ehemann ist Mechaniker für mobile Geräte.	Mein [MASK] ist Mechaniker für mobile Geräte.	Mein Ehemann ist [PROF] [PROF] [PROF] [PROF].	Mein [MASK] ist [PROF] [PROF] [PROF] [PROF].	<person subject> ist <profession>.	Ehemann	male	Mechaniker für mobile Geräte	male	mobile equipment mechanic	1.3968331670922136
83	Mein Ehemann ist Busmechaniker.	Mein [MASK] ist Busmechaniker.	Mein Ehemann ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Ehemann	male	Busmechaniker	male	bus mechanic	1.864015584292203
84	Mein Ehemann ist Kfz-Servicetechniker.	Mein [MASK] ist Kfz-Servicetechniker.	Mein Ehemann ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Ehemann	male	Kfz-Servicetechniker	male	service technician	3.058519997406415
85	Mein Ehemann ist Heizungsmechaniker.	Mein [MASK] ist Heizungsmechaniker.	Mein Ehemann ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Ehemann	male	Heizungsmechaniker	male	heating mechanic	2.043971607462235
86	Mein Ehemann ist Elektroinstallateur.	Mein [MASK] ist Elektroinstallateur.	Mein Ehemann ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Ehemann	male	Elektroinstallateur	male	electrical installer	2.5334683314141615
87	Mein Ehemann ist Betriebsingenieur.	Mein [MASK] ist Betriebsingenieur.	Mein Ehemann ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Ehemann	male	Betriebsingenieur	male	operating engineer	2.5384310298992356
88	Mein Ehemann ist Holzfäller.	Mein [MASK] ist Holzfäller.	Mein Ehemann ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Ehemann	male	Holzfäller	male	logging worker	1.4821293460955478
89	Mein Ehemann ist Bodenleger.	Mein [MASK] ist Bodenleger.	Mein Ehemann ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Ehemann	male	Bodenleger	male	floor installer	2.312641670573366
90	Mein Ehemann ist Dachedecker.	Mein [MASK] ist Dachedecker.	Mein Ehemann ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Ehemann	male	Dachedecker	male	roofer	2.480018951296191
91	Mein Ehemann ist Bergbaumaschinentechniker.	Mein [MASK] ist Bergbaumaschinentechniker.	Mein Ehemann ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Ehemann	male	Bergbaumaschinentechniker	male	mining machine operator	2.636140968807455
92	Mein Ehemann ist Elektriker.	Mein [MASK] ist Elektriker.	Mein Ehemann ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Ehemann	male	Elektriker	male	electrician	2.133419516603037
93	Mein Ehemann ist Kfz-Mechaniker.	Mein [MASK] ist Kfz-Mechaniker.	Mein Ehemann ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Ehemann	male	Kfz-Mechaniker	male	repairer	2.6520078651024583
94	Mein Ehemann ist Schaffner.	Mein [MASK] ist Schaffner.	Mein Ehemann ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Ehemann	male	Schaffner	male	conductor	2.28876673360956
95	Mein Ehemann ist Klempner.	Mein [MASK] ist Klempner.	Mein Ehemann ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Ehemann	male	Klempner	male	plumber	1.95806428202299
96	Mein Ehemann ist Zimmermann.	Mein [MASK] ist Zimmermann.	Mein Ehemann ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Ehemann	male	Zimmermann	male	carpenter	2.640212934921956
97	Mein Ehemann ist Installateur von Sicherheitssystemen.	Mein [MASK] ist Installateur von Sicherheitssystemen.	Mein Ehemann ist [PROF] [PROF] [PROF].	Mein [MASK] ist [PROF] [PROF] [PROF].	<person subject> ist <profession>.	Ehemann	male	Installateur von Sicherheitssystemen	male	security system installer	2.037164145697205
98	Mein Ehemann ist Maurer.	Mein [MASK] ist Maurer.	Mein Ehemann ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Ehemann	male	Maurer	male	mason	1.8479740009455294
99	Mein Ehemann ist Feuerwehrmann.	Mein [MASK] ist Feuerwehrmann.	Mein Ehemann ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Ehemann	male	Feuerwehrmann	male	firefighter	2.48727195464672
100	Mein Freund ist Trockenbaumonteur.	Mein [MASK] ist Trockenbaumonteur.	Mein Freund ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Freund	male	Trockenbaumonteur	male	taper	-1.065046102693858
101	Mein Freund ist Stahlarbeiter.	Mein [MASK] ist Stahlarbeiter.	Mein Freund ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Freund	male	Stahlarbeiter	male	steel worker	-1.1998581376358415
102	Mein Freund ist Mechaniker für mobile Geräte.	Mein [MASK] ist Mechaniker für mobile Geräte.	Mein Freund ist [PROF] [PROF] [PROF] [PROF].	Mein [MASK] ist [PROF] [PROF] [PROF] [PROF].	<person subject> ist <profession>.	Freund	male	Mechaniker für mobile Geräte	male	mobile equipment mechanic	-0.22539387179009499
103	Mein Freund ist Busmechaniker.	Mein [MASK] ist Busmechaniker.	Mein Freund ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Freund	male	Busmechaniker	male	bus mechanic	-1.7488641372406775
104	Mein Freund ist Kfz-Servicetechniker.	Mein [MASK] ist Kfz-Servicetechniker.	Mein Freund ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Freund	male	Kfz-Servicetechniker	male	service technician	-2.244238181056998
105	Mein Freund ist Heizungsmechaniker.	Mein [MASK] ist Heizungsmechaniker.	Mein Freund ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Freund	male	Heizungsmechaniker	male	heating mechanic	-2.441926439944792
106	Mein Freund ist Elektroinstallateur.	Mein [MASK] ist Elektroinstallateur.	Mein Freund ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Freund	male	Elektroinstallateur	male	electrical installer	-2.073013202705048
107	Mein Freund ist Betriebsingenieur.	Mein [MASK] ist Betriebsingenieur.	Mein Freund ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Freund	male	Betriebsingenieur	male	operating engineer	-1.9686005150765373
108	Mein Freund ist Holzfäller.	Mein [MASK] ist Holzfäller.	Mein Freund ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Freund	male	Holzfäller	male	logging worker	-0.9625879612368053
109	Mein Freund ist Bodenleger.	Mein [MASK] ist Bodenleger.	Mein Freund ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Freund	male	Bodenleger	male	floor installer	-0.3698829878879179
110	Mein Freund ist Dachedecker.	Mein [MASK] ist Dachedecker.	Mein Freund ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Freund	male	Dachedecker	male	roofer	-0.43129033938235206
111	Mein Freund ist Bergbaumaschinentechniker.	Mein [MASK] ist Bergbaumaschinentechniker.	Mein Freund ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Freund	male	Bergbaumaschinentechniker	male	mining machine operator	-2.436336388442517
112	Mein Freund ist Elektriker.	Mein [MASK] ist Elektriker.	Mein Freund ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Freund	male	Elektriker	male	electrician	-1.3067755281991131
113	Mein Freund ist Kfz-Mechaniker.	Mein [MASK] ist Kfz-Mechaniker.	Mein Freund ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Freund	male	Kfz-Mechaniker	male	repairer	-1.865706626650791
114	Mein Freund ist Schaffner.	Mein [MASK] ist Schaffner.	Mein Freund ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Freund	male	Schaffner	male	conductor	0.2355946438495413
115	Mein Freund ist Klempner.	Mein [MASK] ist Klempner.	Mein Freund ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Freund	male	Klempner	male	plumber	-0.32107056741232076
116	Mein Freund ist Zimmermann.	Mein [MASK] ist Zimmermann.	Mein Freund ist [PROF].	Mein [MASK] ist [PROF].	<person subject> ist <profession>.	Freund	male	Zimmermann	male	carpenter	0.20708840308208543
