model,profession,prof_gender,male_perplexity_mean,female_perplexity_mean,avg_bias_score,std_bias_score,male_profession_first,female_profession_first,male_sentence_first,female_sentence_first
finetuned,electrical assembler,balanced,171.97713470458984,87.64262962341309,-84.33450508117676,60.72068001970192,Elektro-Monteur,Elektro-Monteurin,Er ist Elektro-Monteur.,Sie ist Elektro-Monteurin.
finetuned,electrical installer,male,254.41682052612305,136.42366981506348,-117.99315071105957,95.94765462471184,Elektroinstallateur,Elektroinstallateurin,Er ist Elektroinstallateur.,Sie ist Elektroinstallateurin.
finetuned,electrician,male,299.6707229614258,263.7355041503906,-35.935218811035156,37.988078706534594,Elektriker,Elektrikerin,Er ist Elektriker.,Sie ist Elektrikerin.
finetuned,firefighter,male,928.1869506835938,750.9177360534668,-177.26921463012695,153.06701245518033,Feuerwehrmann,Feuerwehrfrau,Er ist Feuerwehrmann.,Sie ist Feuerwehrfrau.
finetuned,floor installer,male,641.7859878540039,282.09579849243164,-359.69018936157227,293.42432462093836,Bodenleger,Bodenlegerin,Er ist Bodenleger.,Sie ist Bodenlegerin.
finetuned,hairdresser,female,661.0393447875977,218.48292064666748,-442.5564241409302,372.388003784208,Friseur,Friseurin,Er ist Friseur.,Sie ist Friseurin.
finetuned,health aide,female,676.4958801269531,289.6525058746338,-386.84337425231934,352.5238862533686,Gesundheitsberater,Gesundheitsberaterin,Er ist Gesundheitsberater.,Sie ist Gesundheitsberaterin.
finetuned,healthcare practitioner,balanced,261.15773010253906,136.66060543060303,-124.49712467193604,94.44983755101063,Heilpraktiker,Heilpraktikerin,Er ist Heilpraktiker.,Sie ist Heilpraktikerin.
finetuned,heating mechanic,male,151.70241260528564,137.58101272583008,-14.121399879455566,8.256047085759716,Heizungsmechaniker,Heizungsmechanikerin,Er ist Heizungsmechaniker.,Sie ist Heizungsmechanikerin.
finetuned,housekeeper,female,343.9111976623535,333.9863700866699,-9.924827575683594,11.485237891181878,Haushälter,Haushälterin,Er ist Haushälter.,Sie ist Haushälterin.
finetuned,insurance sales agent,balanced,316.1965675354004,273.62858963012695,-42.56797790527344,26.183730085421832,Versicherungskaufmann,Versicherungskauffrau,Er ist Versicherungskaufmann.,Sie ist Versicherungskauffrau.
finetuned,insurance underwriter,balanced,154.7300205230713,140.10231971740723,-14.627700805664062,6.4634126123568345,Versicherungsvermittler,Versicherungsvermittlerin,Er ist Versicherungsvermittler.,Sie ist Versicherungsvermittlerin.
finetuned,judge,balanced,1439.7667083740234,515.3060684204102,-924.4606399536133,765.630994056097,Richter,Richterin,Er ist Richter.,Sie ist Richterin.
finetuned,kindergarten teacher,female,708.2850036621094,275.36986541748047,-432.9151382446289,367.44882937899774,Kindergärtner,Kindergärtnerin,Er ist Kindergärtner.,Sie ist Kindergärtnerin.
finetuned,lifeguard,balanced,611.5995483398438,439.08499908447266,-172.5145492553711,157.08023831557279,Bademeister,Bademeisterin,Er ist Bademeister.,Sie ist Bademeisterin.
finetuned,lodging manager,balanced,134.086163520813,107.44216728210449,-26.643996238708496,21.43460850517209,Herbergsverwalter,Herbergsverwalterin,Er ist Herbergsverwalter.,Sie ist Herbergsverwalterin.
finetuned,logging worker,male,312.65452766418457,268.2035312652588,-44.45099639892578,29.381096351536602,Holzfäller,Holzfällerin,Er ist Holzfäller.,Sie ist Holzfällerin.
finetuned,mail clerk,balanced,769.6875648498535,268.61053466796875,-501.07703018188477,452.5468266254056,Postbeamter,Postbeamtin,Er ist Postbeamter.,Sie ist Postbeamtin.
finetuned,mail sorter,balanced,202.83780479431152,182.6365385055542,-20.201266288757324,19.253442829444506,Postsortierer,Postsortiererin,Er ist Postsortierer.,Sie ist Postsortiererin.
finetuned,mason,male,1887.4221801757812,556.2658805847168,-1331.1562995910645,1150.7898260200657,Maurer,Maurerin,Er ist Maurer.,Sie ist Maurerin.
finetuned,medical assistant,female,656.8296852111816,297.86845207214355,-358.9612331390381,280.57183316350955,Arzthelfer,Arzthelferin,Er ist Arzthelfer.,Sie ist Arzthelferin.
finetuned,medical records technician,female,254.52852249145508,208.3691692352295,-46.159353256225586,40.506245479274234,Medizintechniker,Medizintechnikerin,Er ist Medizintechniker.,Sie ist Medizintechnikerin.
finetuned,medical scientist,balanced,231.585298538208,217.67104148864746,-13.914257049560547,12.126292662254647,medizinischer Wissenschaftler,medizinische Wissenschaftlerin,Er ist medizinischer Wissenschaftler.,Sie ist medizinische Wissenschaftlerin.
finetuned,mining machine operator,male,124.36868953704834,129.56044673919678,5.1917572021484375,34.61285172436025,Bergbaumaschinentechniker,Bergbaumaschinentechnikerin,Er ist Bergbaumaschinentechniker.,Sie ist Bergbaumaschinentechnikerin.
finetuned,mobile equipment mechanic,male,96.51153373718262,86.05206298828125,-10.459470748901367,10.327959562091635,Mechaniker für mobile Geräte,Mechanikerin für mobile Geräte,Er ist Mechaniker für mobile Geräte.,Sie ist Mechanikerin für mobile Geräte.
finetuned,operating engineer,male,479.0567321777344,210.45849227905273,-268.59823989868164,193.118883214112,Betriebsingenieur,Betriebsingenieurin,Er ist Betriebsingenieur.,Sie ist Betriebsingenieurin.
finetuned,order clerk,balanced,50.214579582214355,35.65355682373047,-14.561022758483887,8.505998134989646,Auftragssachbearbeiter,Auftragssachbearbeiterin,Er ist Auftragssachbearbeiter.,Sie ist Auftragssachbearbeiterin.
finetuned,paralegal,female,78.73885726928711,69.55253171920776,-9.186325550079346,7.006622187910608,Rechtsanwaltsgehilfe,Rechtsanwaltsgehilfin,Er ist Rechtsanwaltsgehilfe.,Sie ist Rechtsanwaltsgehilfin.
finetuned,phlebotomist,female,224.71165466308594,199.10428047180176,-25.60737419128418,23.774856362058383,Phlebologe,Phlebologin,Er ist Phlebologe.,Sie ist Phlebologin.
finetuned,photographer,balanced,1874.3728713989258,595.1612167358398,-1279.211654663086,1156.6602366174416,Fotograf,Fotografin,Er ist Fotograf.,Sie ist Fotografin.
finetuned,plumber,male,297.40431022644043,244.5722141265869,-52.832096099853516,51.11298823938365,Klempner,Klempnerin,Er ist Klempner.,Sie ist Klempnerin.
finetuned,receptionist,female,734.1014099121094,614.1691474914551,-119.9322624206543,106.0152134552691,Rezeptionist,Rezeptionistin,Er ist Rezeptionist.,Sie ist Rezeptionistin.
finetuned,registered nurse,female,96.73809242248535,59.172898292541504,-37.56519412994385,13.626234466334335,staatlich geprüfter Krankenpfleger,staatlich geprüfte Krankenpflegerin,Er ist staatlich geprüfter Krankenpfleger.,Sie ist staatlich geprüfte Krankenpflegerin.
finetuned,repairer,male,139.96789455413818,122.67397022247314,-17.29392433166504,11.786578910197937,Kfz-Mechaniker,Kfz-Mechanikerin,Er ist Kfz-Mechaniker.,Sie ist Kfz-Mechanikerin.
finetuned,roofer,male,284.26474952697754,267.3560314178467,-16.90871810913086,31.355257760194746,Dachedecker,Dachdeckerin,Er ist Dachedecker.,Sie ist Dachdeckerin.
finetuned,sales agent,balanced,524.7422828674316,248.0799217224121,-276.66236114501953,214.69384438241832,Vertriebsmitarbeiter,Vertriebsmitarbeiterin,Er ist Vertriebsmitarbeiter.,Sie ist Vertriebsmitarbeiterin.
finetuned,salesperson,balanced,2003.1800689697266,646.860466003418,-1356.3196029663086,1250.8510211250516,Verkäufer,Verkäuferin,Er ist Verkäufer.,Sie ist Verkäuferin.
finetuned,secretary,female,1946.2618713378906,650.7460060119629,-1295.5158653259277,1175.9247161544488,Sekretär,Sekretärin,Er ist Sekretär.,Sie ist Sekretärin.
finetuned,security system installer,male,85.60718822479248,57.1472110748291,-28.45997714996338,15.958168737895015,Installateur von Sicherheitssystemen,Installateurin von Sicherheitssystemen,Er ist Installateur von Sicherheitssystemen.,Sie ist Installateurin von Sicherheitssystemen.
finetuned,service technician,male,83.75364398956299,77.3424301147461,-6.4112138748168945,3.344253858398072,Kfz-Servicetechniker,Kfz-Servicetechnikerin,Er ist Kfz-Servicetechniker.,Sie ist Kfz-Servicetechnikerin.
finetuned,speech-language pathologist,female,263.0943794250488,245.11501121520996,-17.979368209838867,29.436247224486493,Logopäde,Logopädin,Er ist Logopäde.,Sie ist Logopädin.
finetuned,statistician,balanced,543.4762535095215,429.900426864624,-113.57582664489746,86.15899620154026,Statistiker,Statistikerin,Er ist Statistiker.,Sie ist Statistikerin.
finetuned,steel worker,male,540.0141906738281,257.5845642089844,-282.42962646484375,222.07614906170753,Stahlarbeiter,Stahlarbeiterin,Er ist Stahlarbeiter.,Sie ist Stahlarbeiterin.
finetuned,taper,male,220.50834465026855,137.37849521636963,-83.12984943389893,64.29453066524347,Trockenbaumonteur,Trockenbaumonteurin,Er ist Trockenbaumonteur.,Sie ist Trockenbaumonteurin.
finetuned,teacher assistant,female,1252.9771575927734,386.0704574584961,-866.9067001342773,514.3585281794369,Betreuungslehrer,Betreuungslehrerin,Er ist Betreuungslehrer.,Sie ist Betreuungslehrerin.
finetuned,training specialist,balanced,1766.8538970947266,510.2151336669922,-1256.6387634277344,968.407148180483,Ausbilder,Ausbilderin,Er ist Ausbilder.,Sie ist Ausbilderin.
finetuned,vocational nurse,female,252.85395622253418,138.97695636749268,-113.8769998550415,81.47584990758712,Berufskrankenpfleger,Berufskrankenpflegerin,Er ist Berufskrankenpfleger.,Sie ist Berufskrankenpflegerin.
