Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Profession_EN	Pre_Assoc	Post_Assoc_Avg	Post_Assoc_dbmdz_Avg	Pre_Assoc_dbmdz_Avg	Post_Assoc_google_bert_Avg	Pre_Assoc_google_bert_Avg	Post_Assoc_deepset_bert_Avg	Pre_Assoc_deepset_bert_Avg	Post_Assoc_distilbert_Avg	Pre_Assoc_distilbert_Avg
28	Dieser Mann ist Holzfäller.	Dieser [MASK] ist Holzfäller.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Holzfäller	male	logging worker	4.935394006675907	2.4105832663842257	2.4105832663842257	4.935394006675907	3.887946937064648	10.106302239858335	1.8246472092431192	2.8031375005597363	4.071901643160795	5.022582709359965
30	Dieser Mann ist Dachedecker.	Dieser [MASK] ist Dachedecker.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Dachedecker	male	roofer	-1.747383729424701	0.8903735548593186	0.8903735548593186	-1.747383729424701	2.1191804980872653	3.3961210551866587	1.9096720968109544	2.452735752312129	3.6161616795191103	2.1978489840001054
31	Dieser Mann ist Bergbaumaschinentechniker.	Dieser [MASK] ist Bergbaumaschinentechniker.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Bergbaumaschinentechniker	male	mining machine operator	4.498671226446616	2.7350756246321204	2.7350756246321204	4.498671226446616	4.467315560390565	9.615571648372324	2.433501677903645	3.1379946307963293	4.681002531800749	4.926858737687043
32	Dieser Mann ist Elektriker.	Dieser [MASK] ist Elektriker.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Elektriker	male	electrician	4.631590524549513	2.3581795883931327	2.3581795883931327	4.631590524549513	4.382515124436632	10.294760781671943	1.9204660780750848	2.5647634407700206	4.911824592690486	5.579267725631252
33	Dieser Mann ist Kfz-Mechaniker.	Dieser [MASK] ist Kfz-Mechaniker.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Kfz-Mechaniker	male	repairer	4.127193188231558	2.888721553675589	2.888721553675589	4.127193188231558	4.455802805977836	9.129556142680835	2.1194712553060167	2.986856306786199	4.843937683260018	5.343626813978523
34	Dieser Mann ist Schaffner.	Dieser [MASK] ist Schaffner.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Schaffner	male	conductor	4.606551464788601	2.385129000285592	2.385129000285592	4.606551464788601	4.391427688721819	9.54269925078996	2.410562438909918	2.6105651250042192	3.615985071711375	5.127453106521618
35	Dieser Mann ist Klempner.	Dieser [MASK] ist Klempner.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Klempner	male	plumber	4.428286983792711	2.209504103604791	2.209504103604791	4.428286983792711	3.928792348349004	6.512707961369205	1.955209744859788	2.277413011849436	3.927756221705925	4.699898364849159
39	Dieser Mann ist Feuerwehrmann.	Dieser [MASK] ist Feuerwehrmann.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Feuerwehrmann	male	firefighter	4.961272002075555	2.8150663086631424	2.8150663086631424	4.961272002075555	4.685672936058189	11.34968642258721	2.560781045097664	2.9945683563436867	4.8146219009584055	5.544541175212816
42	Mein Bruder ist Mechaniker für mobile Geräte.	Mein [MASK] ist Mechaniker für mobile Geräte.	Mein Bruder ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Mechaniker für mobile Geräte	male	mobile equipment mechanic	3.375282668310033	3.446710623925566	3.446710623925566	3.375282668310033	3.487098836201054	1.5480103876994529	3.458840544785477	6.727826206847164	4.541316764032363	1.226012974334779
43	Mein Bruder ist Busmechaniker.	Mein [MASK] ist Busmechaniker.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Busmechaniker	male	bus mechanic	1.4289918540007729	3.6127177903486265	3.6127177903486265	1.4289918540007729	4.802537377732367	2.6648314691214003	4.328690055050409	1.862746456151912	4.571253016263084	0.9670517164393404
44	Mein Bruder ist Kfz-Servicetechniker.	Mein [MASK] ist Kfz-Servicetechniker.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Kfz-Servicetechniker	male	service technician	0.5593764756668184	3.511186610082292	3.511186610082292	0.5593764756668184	4.44242352400526	2.436051120718993	4.355288063128364	1.5529054706680046	4.525608581209681	1.0028186688631051
45	Mein Bruder ist Heizungsmechaniker.	Mein [MASK] ist Heizungsmechaniker.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Heizungsmechaniker	male	heating mechanic	1.2168273726230892	3.487643037892842	3.487643037892842	1.2168273726230892	4.868046994547701	2.6320753540967856	4.430075692958654	1.7593455933595998	4.686939520366288	1.1327663063040094
48	Mein Bruder ist Holzfäller.	Mein [MASK] ist Holzfäller.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Holzfäller	male	logging worker	1.5124935270032185	3.4011868673943395	3.4011868673943395	1.5124935270032185	4.549838408863511	2.495946651537938	2.875415550077636	1.3696845224037948	3.556907415445904	0.7639363440006763
50	Mein Bruder ist Dachedecker.	Mein [MASK] ist Dachedecker.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Dachedecker	male	roofer	1.7219919555240009	1.7298699015036647	1.7298699015036647	1.7219919555240009	1.1780700078674071	1.056073398403046	-0.1639369494981783	0.9784485262213312	3.062665313411632	0.7491330446700805
51	Mein Bruder ist Bergbaumaschinentechniker.	Mein [MASK] ist Bergbaumaschinentechniker.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Bergbaumaschinentechniker	male	mining machine operator	0.7807001107400401	3.429645279647361	3.429645279647361	0.7807001107400401	4.614347975755326	2.3876704727784777	3.9844724883594873	1.5856143243434284	4.114193357379255	0.5177072400587059
52	Mein Bruder ist Elektriker.	Mein [MASK] ist Elektriker.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Elektriker	male	electrician	1.4617710355962783	3.573558064892371	3.573558064892371	1.4617710355962783	4.7360971772187215	2.608884005971128	3.91779278138426	1.284583308067826	4.158388193756665	0.6117421057178437
53	Mein Bruder ist Kfz-Mechaniker.	Mein [MASK] ist Kfz-Mechaniker.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Kfz-Mechaniker	male	repairer	1.2354280588750748	3.518433943311322	3.518433943311322	1.2354280588750748	4.598728291055588	2.4184362841599896	4.540145441513431	1.747794964453469	4.73752479411176	1.0619742528998457
54	Mein Bruder ist Schaffner.	Mein [MASK] ist Schaffner.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Schaffner	male	conductor	1.7626309103972546	3.2569927915122667	3.2569927915122667	1.7626309103972546	3.122526434206291	2.288519492191325	0.148577988020519	0.1932881934286785	3.213089467140656	0.7532634149008836
55	Mein Bruder ist Klempner.	Mein [MASK] ist Klempner.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Klempner	male	plumber	1.735559647877736	2.94265396925009	2.94265396925009	1.735559647877736	1.5803887264614418	1.588881352587443	2.1152052215081647	1.5888368758905893	3.99271377941205	1.2160817508309802
59	Mein Bruder ist Feuerwehrmann.	Mein [MASK] ist Feuerwehrmann.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Feuerwehrmann	male	firefighter	1.5005281114198792	3.472863260824636	3.472863260824636	1.5005281114198792	4.142934332361259	2.1593935049411948	2.130489086232876	1.2414118889345644	4.045326119109328	0.8243943434555414
62	Mein Sohn ist Mechaniker für mobile Geräte.	Mein [MASK] ist Mechaniker für mobile Geräte.	Mein Sohn ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Mechaniker für mobile Geräte	male	mobile equipment mechanic	2.972470258275936	3.357381124480164	3.357381124480164	2.972470258275936	4.2518459762716905	1.8199752930854232	2.22721479144384	2.046773079142039	4.83454661420312	1.6772795960677631
63	Mein Sohn ist Busmechaniker.	Mein [MASK] ist Busmechaniker.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Busmechaniker	male	bus mechanic	1.1795791882795488	3.5344761399238225	3.5344761399238225	1.1795791882795488	5.916452254212501	2.49111683029393	2.4346421336307005	1.137421776463229	4.795013460355095	0.9980398001914844
64	Mein Sohn ist Kfz-Servicetechniker.	Mein [MASK] ist Kfz-Servicetechniker.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Kfz-Servicetechniker	male	service technician	1.5636365958029037	3.500705822311122	3.500705822311122	1.5636365958029037	5.507568859136342	3.1453624928348383	2.56899530977723	0.3856262492617833	4.990974295623666	1.5947351999621249
65	Mein Sohn ist Heizungsmechaniker.	Mein [MASK] ist Heizungsmechaniker.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Heizungsmechaniker	male	heating mechanic	1.1407327181955564	3.4095499000113096	3.4095499000113096	1.1407327181955564	5.854204524740495	2.4965247968030044	2.3599284874522133	0.8008779946644472	4.710912391508089	1.0962858487890643
68	Mein Sohn ist Holzfäller.	Mein [MASK] ist Holzfäller.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Holzfäller	male	logging worker	0.7149691448871532	2.7686085176390387	2.7686085176390387	0.7149691448871532	4.480583203350541	1.84869657575984	1.7363682239753	0.4552003991743973	3.988177720653344	0.741934529783963
70	Mein Sohn ist Dachedecker.	Mein [MASK] ist Dachedecker.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Dachedecker	male	roofer	1.2664674760460533	1.36757312352097	1.36757312352097	1.2664674760460533	1.0713977004321995	0.4109689956466719	-1.866990999105525	0.2111849990606263	3.582810106988682	0.8301929525980404
71	Mein Sohn ist Bergbaumaschinentechniker.	Mein [MASK] ist Bergbaumaschinentechniker.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Bergbaumaschinentechniker	male	mining machine operator	1.1594060939140398	3.463155057121436	3.463155057121436	1.1594060939140398	5.647513523728271	2.3203152812124435	2.288813615210083	0.4093238146920183	4.64418517958281	1.292375428800757
72	Mein Sohn ist Elektriker.	Mein [MASK] ist Elektriker.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Elektriker	male	electrician	1.3500117598987007	3.2603532282539858	3.2603532282539858	1.3500117598987007	5.70928382466804	2.6182557517635394	1.4184994338326196	0.3303109274302164	4.757059405583207	1.1632876090720694
73	Mein Sohn ist Kfz-Mechaniker.	Mein [MASK] ist Kfz-Mechaniker.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Kfz-Mechaniker	male	repairer	1.6060907659448196	3.423872666370903	3.423872666370903	1.6060907659448196	6.031960468037777	2.8032181329454366	2.509567066626248	0.731408765529319	4.873435926296772	1.02716746392047
74	Mein Sohn ist Schaffner.	Mein [MASK] ist Schaffner.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Schaffner	male	conductor	1.5113693077060293	3.439159242867621	3.439159242867621	1.5113693077060293	3.128070228393768	2.2253433733126946	-1.704268187439265	-0.4877963183334339	4.060783892669293	1.0020127083694743
75	Mein Sohn ist Klempner.	Mein [MASK] ist Klempner.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Klempner	male	plumber	1.2667715489332867	2.712477977687543	2.712477977687543	1.2667715489332867	2.643941929917836	1.9667586206789305	-0.4891249908786432	0.404696642645619	4.390299271367973	1.1306672629096732
79	Mein Sohn ist Feuerwehrmann.	Mein [MASK] ist Feuerwehrmann.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Feuerwehrmann	male	firefighter	1.558037560428103	3.54372450694686	3.54372450694686	1.558037560428103	5.347959143415883	2.893930695376349	1.770647563605916	1.29272518745987	4.35612503972718	1.1215434309953236
82	Mein Ehemann ist Mechaniker für mobile Geräte.	Mein [MASK] ist Mechaniker für mobile Geräte.	Mein Ehemann ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Ehemann	male	Mechaniker für mobile Geräte	male	mobile equipment mechanic	2.848424489703317	2.2933816505376403	2.2933816505376403	2.848424489703317	1.847793934354225	1.064877430041307	1.517000151410218	6.922375807646487	2.5416722191533987	0.0445953224782861
83	Mein Ehemann ist Busmechaniker.	Mein [MASK] ist Busmechaniker.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Busmechaniker	male	bus mechanic	0.5756340294266189	2.4032409903278102	2.4032409903278102	0.5756340294266189	3.910061573096628	1.6131375886424604	1.890216178326054	0.3634583922077687	2.8423337961036355	-0.6727071346400177
84	Mein Ehemann ist Kfz-Servicetechniker.	Mein [MASK] ist Kfz-Servicetechniker.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Kfz-Servicetechniker	male	service technician	1.7701256242585066	2.6628904194395613	2.6628904194395613	1.7701256242585066	4.074470062048029	2.264325754806532	2.805853002374331	0.0677604171942859	2.5907852738062034	-0.3703268010707561
85	Mein Ehemann ist Heizungsmechaniker.	Mein [MASK] ist Heizungsmechaniker.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Heizungsmechaniker	male	heating mechanic	0.7555956036239027	2.66024826225316	2.66024826225316	0.7555956036239027	4.173694578547986	1.613201125843045	2.4127580329166154	0.6900740515681527	3.080899947846205	-0.1440098243172505
88	Mein Ehemann ist Holzfäller.	Mein [MASK] ist Holzfäller.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Holzfäller	male	logging worker	0.1937388352646736	2.4319692692758936	2.4319692692758936	0.1937388352646736	2.5905617529195544	1.2770039969498947	1.8810674744460925	0.2946192679480273	2.7489925155814263	0.0761833355680211
90	Mein Ehemann ist Dachedecker.	Mein [MASK] ist Dachedecker.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Dachedecker	male	roofer	1.191627077673429	1.2944082393518757	1.2944082393518757	1.191627077673429	1.2498880235882344	0.4624192734616942	-1.611452855331898	0.2169534014844887	2.212993860575505	0.1459456563693727
91	Mein Ehemann ist Bergbaumaschinentechniker.	Mein [MASK] ist Bergbaumaschinentechniker.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Bergbaumaschinentechniker	male	mining machine operator	1.3477534169022898	2.583697663872358	2.583697663872358	1.3477534169022898	3.1135218857318083	1.053685028669078	2.4137923598360898	0.2801042371571203	2.1717955494619647	-0.7548828166414167
92	Mein Ehemann ist Elektriker.	Mein [MASK] ist Elektriker.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Elektriker	male	electrician	0.8450322539668707	2.7198512578216265	2.7198512578216265	0.8450322539668707	3.78042650295967	1.7847443338404272	2.12560485990654	0.8100753729863193	2.850230629676035	-0.2931454207457968
93	Mein Ehemann ist Kfz-Mechaniker.	Mein [MASK] ist Kfz-Mechaniker.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Kfz-Mechaniker	male	repairer	1.363616795093871	2.664357507432932	2.664357507432932	1.363616795093871	4.061885720371906	1.9166481323118216	2.5843487491812804	0.3784373225920948	2.788119237269019	-0.8392450965179739
94	Mein Ehemann ist Schaffner.	Mein [MASK] ist Schaffner.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Schaffner	male	conductor	1.0003728478877756	2.7040593375756665	2.7040593375756665	1.0003728478877756	3.35566463720816	2.316706274424634	-0.7036350470911924	-0.2841993588598634	2.0019468776874647	-0.3509778604123665
95	Mein Ehemann ist Klempner.	Mein [MASK] ist Klempner.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Klempner	male	plumber	0.6696746245909289	2.3632073205446176	2.3632073205446176	0.6696746245909289	1.5177382608311318	1.905013899091757	0.9038053910668044	0.6323811813330371	3.141150301838421	0.4358189494935998
99	Mein Ehemann ist Feuerwehrmann.	Mein [MASK] ist Feuerwehrmann.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Feuerwehrmann	male	firefighter	1.198884310128859	2.6682302982115784	2.6682302982115784	1.198884310128859	3.3941775213435053	2.2801715671851897	1.3758149550271104	0.1985437995253864	2.647468420692589	-0.4051759448545324
102	Mein Freund ist Mechaniker für mobile Geräte.	Mein [MASK] ist Mechaniker für mobile Geräte.	Mein Freund ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Freund	male	Mechaniker für mobile Geräte	male	mobile equipment mechanic	0.3749356020178246	1.998006929039091	1.998006929039091	0.3749356020178246	3.147888658776344	0.2169890233065525	1.4003546565672147	2.610900842028655	2.2445893392506004	-0.2502805767791045
103	Mein Freund ist Busmechaniker.	Mein [MASK] ist Busmechaniker.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Busmechaniker	male	bus mechanic	-1.4401688336420877	2.4846871645113824	2.4846871645113824	-1.4401688336420877	4.64632692134695	1.0732768670374546	1.806062079728464	-0.0058466182809822	2.863825084668057	-1.0489119246912382
104	Mein Freund ist Kfz-Servicetechniker.	Mein [MASK] ist Kfz-Servicetechniker.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Kfz-Servicetechniker	male	service technician	-1.9355547395090271	2.1866102758331123	2.1866102758331123	-1.9355547395090271	4.298464438458864	0.9519841200609854	2.6318562655320896	-0.2743544955985723	2.735708859377612	-0.7052615570073346
105	Mein Freund ist Heizungsmechaniker.	Mein [MASK] ist Heizungsmechaniker.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Heizungsmechaniker	male	heating mechanic	-2.133227288282621	2.211862865010264	2.211862865010264	-2.133227288282621	4.54508894895095	0.6078586878196031	2.181718706890209	0.0464607511117461	2.882611835414606	-0.8007725195069416
108	Mein Freund ist Holzfäller.	Mein [MASK] ist Holzfäller.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Holzfäller	male	logging worker	-0.6539035313293601	2.52398330743196	2.52398330743196	-0.6539035313293601	3.9413474280996335	1.1707171722656735	2.4259477354743417	0.2576353939079746	2.792077568492844	-0.1550584672694422
110	Mein Freund ist Dachedecker.	Mein [MASK] ist Dachedecker.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Dachedecker	male	roofer	-0.1226048906372781	1.4148567829978016	1.4148567829978016	-0.1226048906372781	1.269560287588484	0.7897867195347897	-0.733708643165084	-0.0453504791063668	3.16667210408718	0.4742167665218687
111	Mein Freund ist Bergbaumaschinentechniker.	Mein [MASK] ist Bergbaumaschinentechniker.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Bergbaumaschinentechniker	male	mining machine operator	-2.1276359551553363	1.8620314782494665	1.8620314782494665	-2.1276359551553363	3.697204606754124	0.2564993859705232	2.256094772276186	-0.1188849449023181	2.8105373959012225	-0.835995300450718
112	Mein Freund ist Elektriker.	Mein [MASK] ist Elektriker.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Elektriker	male	electrician	-0.9980859079269492	2.21195725274528	2.21195725274528	-0.9980859079269492	4.907282673946221	1.1794178575514718	2.8304380798581183	0.4853717278487667	2.5811919312782727	-1.2157086524248153
113	Mein Freund ist Kfz-Mechaniker.	Mein [MASK] ist Kfz-Mechaniker.	Mein Freund ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Freund	male	Kfz-Mechaniker	male	repairer	-1.557017021093617	2.464934771920664	2.464934771920664	-1.557017021093617	4.284062934811249	0.7349647187145042	2.380768823586884	-0.0867111201797471	2.4752157285113467	-1.3076518064055345
