Unnamed: 0,Sentence,Sent_TM,Sent_AM,Sent_TAM,Template,Person,Gender,Profession,Prof_Gender,Profession_EN,dbmdz_HF_Assoc,dbmdz_Pre_Assoc,google_bert_HF_Assoc,google_bert_Pre_Assoc,deepset_bert_HF_Assoc,deepset_bert_Pre_Assoc,distilbert_HF_Assoc,distilbert_Pre_Assoc,gelectra_HF_Assoc,gelectra_Pre_Assoc
11,Er ist Bergbaumaschinentechnikfachkraft.,[MASK] ist Bergbaumaschinentechnikfachkraft.,Er ist [MASK].,[MASK] ist [MASK].,<person subject> ist <profession>.,Er,male,Bergbaumaschinentechnikfachkraft,male,mining machine operator,2.413573420258614,2.413573420258614,1.6839397158204068,1.6839397158204068,5.56297578705312,5.56297578705312,1.3777961038436222,1.3777961038436222,0.014977819458569078,-1.081389087542867
12,Er ist Elektrofachkraft.,[MASK] ist Elektrofachkraft.,Er ist [MASK].,[MASK] ist [MASK].,<person subject> ist <profession>.,Er,male,Elektrofachkraft,male,electrician,2.1506743144407094,2.1506743144407094,1.6588501432348721,1.6588501432348721,5.661113930171984,5.661113930171984,1.3922376266762198,1.3922376266762198,-0.35015284376106315,0.5010164124623855
13,Er ist Fachkraft für Kfz-Mechanik.,[MASK] ist Fachkraft für Kfz-Mechanik.,Er ist [MASK] [MASK] [MASK].,[MASK] ist [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Er,male,Fachkraft für Kfz-Mechanik,male,repairer,6.1344149725714905,6.1344149725714905,1.8841724008052636,1.8841724008052636,4.262637502139434,4.262637502139434,2.3998136588408667,2.3998136588408667,0.505531155873506,-0.3573943648231643
14,Er ist Fachkraft in der Eisenbahn.,[MASK] ist Fachkraft in der Eisenbahn.,Er ist [MASK] [MASK] [MASK] [MASK].,[MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Er,male,Fachkraft in der Eisenbahn,male,conductor,6.3320941018729355,6.3320941018729355,2.1763312404166175,2.1763312404166175,4.126879438998087,4.126879438998087,2.5435571393610505,2.5435571393610505,3.15390044881486,0.5090983398349315
15,Er ist Klempner*in.,[MASK] ist Klempner*in.,Er ist [MASK].,[MASK] ist [MASK].,<person subject> ist <profession>.,Er,male,Klempner*in,male,plumber,1.4050386991133534,1.4050386991133534,0.29610220460317804,0.29610220460317804,6.286159258535085,6.286159258535085,1.953133970958962,1.953133970958962,1.3527577758004556,-1.8132133474759116
16,Er ist Zimmereifachkraft.,[MASK] ist Zimmereifachkraft.,Er ist [MASK].,[MASK] ist [MASK].,<person subject> ist <profession>.,Er,male,Zimmereifachkraft,male,carpenter,0.7334272844984361,0.7334272844984361,0.9498557629091025,0.9498557629091025,5.289688495635178,5.289688495635178,0.04147435032471819,0.04147435032471819,0.6848001906780861,-1.8199057941546124
17,Er ist Installationsfachkraft für Sicherheitssysteme.,[MASK] ist Installationsfachkraft für Sicherheitssysteme.,Er ist [MASK] [MASK] [MASK].,[MASK] ist [MASK] [MASK] [MASK]  .,<person subject> ist <profession>.,Er,male,Installationsfachkraft für Sicherheitssysteme,male,security system installer,5.567016870603924,5.567016870603924,1.6696276238427568,1.6696276238427568,4.803604491343198,4.803604491343198,1.7004882522791875,1.7004882522791875,-0.05568891960095231,-0.5048542746946819
18,Er ist Maurer*in.,[MASK] ist Maurer*in.,Er ist [MASK].,[MASK] ist [MASK].,<person subject> ist <profession>.,Er,male,Maurer*in,male,mason,1.0037124275995262,1.0037124275995262,2.410384150059578,2.410384150059578,6.327051511206777,6.327051511206777,1.9518903087446313,1.9518903087446313,0.978142348714339,-2.5755325798457758
19,Er ist Einsatzkraft der Feuerwehr.,[MASK] ist Einsatzkraft der Feuerwehr.,Er ist [MASK] [MASK] [MASK].,[MASK] ist [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Er,male,Einsatzkraft der Feuerwehr,male,firefighter,5.966370425951516,5.966370425951516,0.9147124035481398,0.9147124035481398,5.113125870690073,5.113125870690073,1.5543139153853183,1.5543139153853183,0.783361804028477,-1.1960324617367324
20,Dieser Mann ist Trockenbaumontagekraft.,Dieser [MASK] ist Trockenbaumontagekraft.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Trockenbaumontagekraft,male,taper,-2.718236055557575,-2.718236055557575,2.399900532320754,2.399900532320754,0.30124509141254663,0.30124509141254663,2.3816404099988113,2.3816404099988113,2.4810679695320217,-1.954993479195317
21,Dieser Mann ist Stahlarbeitskraft.,Dieser [MASK] ist Stahlarbeitskraft.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Stahlarbeitskraft,male,steel worker,2.5613160684775775,2.5613160684775775,5.210852667822273,5.210852667822273,2.7966499366118027,2.7966499366118027,4.806753337318906,4.806753337318906,2.427630750515,-2.854398883299686
22,Dieser Mann ist Fachkraft für mobile Geräte.,Dieser [MASK] ist Fachkraft für mobile Geräte.,Dieser Mann ist [MASK] [MASK] [MASK] [MASK].,Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK]   .,<person subject> ist <profession>.,Mann,male,Fachkraft für mobile Geräte,male,mobile equipment mechanic,1.436854209715189,1.436854209715189,3.3671808734790836,3.3671808734790836,3.6880795053899913,3.6880795053899913,3.7401942970219526,3.7401942970219526,1.8514419439885275,-0.6401204525203196
23,Dieser Mann ist Mechanik Fachkraft für Busse.,Dieser [MASK] ist Mechanik Fachkraft für Busse.,Dieser Mann ist [MASK] [MASK] [MASK] [MASK].,Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Mann,male,Mechanik Fachkraft für Busse,male,bus mechanic,0.3090966306611362,0.3090966306611362,0.5621785997897107,0.5621785997897107,3.9653220215058487,3.9653220215058487,4.457346988419155,4.457346988419155,3.174041445181839,1.7037542730477502
24,Dieser Mann ist Kfz-Servicetechnikfachkraft.,Dieser [MASK] ist Kfz-Servicetechnikfachkraft.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Kfz-Servicetechnikfachkraft,male,service technician,2.506125796687094,2.506125796687094,6.545541692686321,6.545541692686321,2.6690045260082416,2.6690045260082416,4.807595883904293,4.807595883904293,2.8710054380463417,-1.5793004833101347
25,Dieser Mann ist Fachkraft für Heizungstechnik.,Dieser [MASK] ist Fachkraft für Heizungstechnik.,Dieser Mann ist [MASK] [MASK] [MASK].,Dieser [MASK] ist [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Mann,male,Fachkraft für Heizungstechnik,male,heating mechanic,2.1886224847838913,2.1886224847838913,3.386220413209465,3.386220413209465,4.027735391976777,4.027735391976777,4.369890839118298,4.369890839118298,1.7834817529081803,-0.2759958472612953
26,Dieser Mann ist Elektrofachkraft.,Dieser [MASK] ist Elektrofachkraft.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Elektrofachkraft,male,electrical installer,3.36249639153643,3.36249639153643,7.721292890457936,7.721292890457936,2.612333277624676,2.612333277624676,5.188187539984554,5.188187539984554,2.9236525121508214,-2.771294260186774
27,Dieser Mann ist Betriebsingenieur*in.,Dieser [MASK] ist Betriebsingenieur*in.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Betriebsingenieur*in,male,operating engineer,1.9034477966932157,1.9034477966932157,5.655634367152016,5.655634367152016,0.7079225627543276,0.7079225627543276,4.770615890947256,4.770615890947256,3.1326668391102523,-1.4399961161973651
28,Dieser Mann ist Fachkraft für Holz-und Bautenschutzarbeiten.,Dieser [MASK] ist Fachkraft für Holz-und Bautenschutzarbeiten.,Dieser Mann ist [MASK] [MASK] [MASK] [MASK].,Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Mann,male,Fachkraft für Holz-und Bautenschutzarbeiten,male,logging worker,0.7612770132211687,0.7612770132211687,2.758474689281605,2.758474689281605,3.4343359944709944,3.4343359944709944,3.781483566873461,3.781483566873461,1.45697453004034,-0.5870515490319725
29,Dieser Mann ist Bodenleger*in.,Dieser [MASK] ist Bodenleger*in.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Bodenleger*in,male,floor installer,1.2960335329572104,1.2960335329572104,3.730326854259502,3.730326854259502,2.0278346213954492,2.0278346213954492,4.583701615428592,4.583701615428592,2.2579133892671077,-2.4227989685748907
30,Dieser Mann ist Dachdecker*in.,Dieser [MASK] ist Dachdecker*in.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Dachdecker*in,male,roofer,2.1170081013194637,2.1170081013194637,5.224847586756289,5.224847586756289,0.9532933859485412,0.9532933859485412,4.6780567673141835,4.6780567673141835,2.7529154191359204,-2.4243422217776684
31,Dieser Mann ist Bergbaumaschinentechnikfachkraft.,Dieser [MASK] ist Bergbaumaschinentechnikfachkraft.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Bergbaumaschinentechnikfachkraft,male,mining machine operator,3.175505504834303,3.175505504834303,8.014736643468463,8.014736643468463,2.7281359273463894,2.7281359273463894,4.485912808399741,4.485912808399741,2.4224103739225686,-1.6101492785297908
32,Dieser Mann ist Elektrofachkraft.,Dieser [MASK] ist Elektrofachkraft.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Elektrofachkraft,male,electrician,3.36249639153643,3.36249639153643,7.721292890457936,7.721292890457936,2.612333277624676,2.612333277624676,5.188187539984554,5.188187539984554,2.9236525121508214,-2.771294260186774
33,Dieser Mann ist Fachkraft für Kfz-Mechanik.,Dieser [MASK] ist Fachkraft für Kfz-Mechanik.,Dieser Mann ist [MASK] [MASK] [MASK].,Dieser [MASK] ist [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Mann,male,Fachkraft für Kfz-Mechanik,male,repairer,1.8460534074068675,1.8460534074068675,3.6272510832600813,3.6272510832600813,4.48521971687174,4.48521971687174,3.943497867343354,3.943497867343354,1.279268464999132,-0.41503525339356484
34,Dieser Mann ist Fachkraft in der Eisenbahn.,Dieser [MASK] ist Fachkraft in der Eisenbahn.,Dieser Mann ist [MASK] [MASK] [MASK] [MASK].,Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Mann,male,Fachkraft in der Eisenbahn,male,conductor,1.9660870124210432,1.9660870124210432,3.945114809013911,3.945114809013911,4.7867484159753015,4.7867484159753015,4.751638295863323,4.751638295863323,2.6572403659822883,2.564283540956063
35,Dieser Mann ist Klempner*in.,Dieser [MASK] ist Klempner*in.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Klempner*in,male,plumber,1.5250002563541805,1.5250002563541805,3.362391333025675,3.362391333025675,0.5988366455298384,0.5988366455298384,4.532901076690794,4.532901076690794,3.4100143817276196,-0.6158518601983317
36,Dieser Mann ist Zimmereifachkraft.,Dieser [MASK] ist Zimmereifachkraft.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Zimmereifachkraft,male,carpenter,-0.9743844345881866,-0.9743844345881866,9.086977050548686,9.086977050548686,2.571792622670218,2.571792622670218,2.7229316090152924,2.7229316090152924,2.6976586943480148,-2.2296408673178783
37,Dieser Mann ist Installationsfachkraft für Sicherheitssysteme.,Dieser [MASK] ist Installationsfachkraft für Sicherheitssysteme.,Dieser Mann ist [MASK] [MASK] [MASK].,Dieser [MASK] ist [MASK] [MASK] [MASK]  .,<person subject> ist <profession>.,Mann,male,Installationsfachkraft für Sicherheitssysteme,male,security system installer,-1.175341044488382,-1.175341044488382,2.9646735482856106,2.9646735482856106,3.4430043771883883,3.4430043771883883,2.337580141684669,2.337580141684669,0.8054346603544963,-0.5238333184874674
38,Dieser Mann ist Maurer*in.,Dieser [MASK] ist Maurer*in.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Maurer*in,male,mason,0.6575414149136427,0.6575414149136427,6.83218648409004,6.83218648409004,1.5291279547020153,1.5291279547020153,4.656878643861636,4.656878643861636,4.364475959693237,0.39553012237818663
39,Dieser Mann ist Einsatzkraft der Feuerwehr.,Dieser [MASK] ist Einsatzkraft der Feuerwehr.,Dieser Mann ist [MASK] [MASK] [MASK].,Dieser [MASK] ist [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Mann,male,Einsatzkraft der Feuerwehr,male,firefighter,1.468941602007046,1.468941602007046,3.251177490362489,3.251177490362489,5.333188419246887,5.333188419246887,5.384323263244627,5.384323263244627,1.5578122486408206,-0.39498697259622456
40,Mein Bruder ist Trockenbaumontagekraft.,Mein [MASK] ist Trockenbaumontagekraft.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Trockenbaumontagekraft,male,taper,1.3155711527197531,1.3155711527197531,-0.18748094667151952,-0.18748094667151952,-1.2735443414377519,-1.2735443414377519,-1.089124847684605,-1.089124847684605,0.46306788610365696,-1.2017266848247463
41,Mein Bruder ist Stahlarbeitskraft.,Mein [MASK] ist Stahlarbeitskraft.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Stahlarbeitskraft,male,steel worker,1.2402740513289725,1.2402740513289725,1.971850067449988,1.971850067449988,0.48787998952073564,0.48787998952073564,0.4848197418772471,0.4848197418772471,-1.079428839049359,1.230038520959326
42,Mein Bruder ist Fachkraft für mobile Geräte.,Mein [MASK] ist Fachkraft für mobile Geräte.,Mein Bruder ist [MASK] [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK] [MASK]   .,<person subject> ist <profession>.,Bruder,male,Fachkraft für mobile Geräte,male,mobile equipment mechanic,3.1980487578378933,3.1980487578378933,0.984288449288718,0.984288449288718,4.700980006130249,4.700980006130249,0.39137929786638453,0.39137929786638453,1.0757300681649384,-0.07271402457657243
43,Mein Bruder ist Mechanik Fachkraft für Busse.,Mein [MASK] ist Mechanik Fachkraft für Busse.,Mein Bruder ist [MASK] [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Bruder,male,Mechanik Fachkraft für Busse,male,bus mechanic,2.9701635817926753,2.9701635817926753,1.5222073753643153,1.5222073753643153,5.687800631530283,5.687800631530283,1.1990237460022035,1.1990237460022035,-0.7263129031514653,3.610736845755474
44,Mein Bruder ist Kfz-Servicetechnikfachkraft.,Mein [MASK] ist Kfz-Servicetechnikfachkraft.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Kfz-Servicetechnikfachkraft,male,service technician,0.3527179122488449,0.3527179122488449,2.090960070928577,2.090960070928577,1.2693335440542992,1.2693335440542992,0.6684037738243569,0.6684037738243569,-0.9770542975639089,-2.3601467309252606
45,Mein Bruder ist Fachkraft für Heizungstechnik.,Mein [MASK] ist Fachkraft für Heizungstechnik.,Mein Bruder ist [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Bruder,male,Fachkraft für Heizungstechnik,male,heating mechanic,1.7313294182575203,1.7313294182575203,1.5327229893745236,1.5327229893745236,2.832382171390982,2.832382171390982,0.5607551205714262,0.5607551205714262,0.35670975024665996,0.03858018636190738
46,Mein Bruder ist Elektrofachkraft.,Mein [MASK] ist Elektrofachkraft.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Elektrofachkraft,male,electrical installer,1.358038547346117,1.358038547346117,2.148165435967705,2.148165435967705,1.0058256256961637,1.0058256256961637,0.5027707422953708,0.5027707422953708,-1.879826237017168,2.984397005669196
47,Mein Bruder ist Betriebsingenieur*in.,Mein [MASK] ist Betriebsingenieur*in.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Betriebsingenieur*in,male,operating engineer,1.2323884944377224,1.2323884944377224,2.213452686973573,2.213452686973573,0.39439348010251885,0.39439348010251885,1.1918330789117915,1.1918330789117915,-0.026394973926229807,-0.10982557064421718
48,Mein Bruder ist Fachkraft für Holz-und Bautenschutzarbeiten.,Mein [MASK] ist Fachkraft für Holz-und Bautenschutzarbeiten.,Mein Bruder ist [MASK] [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Bruder,male,Fachkraft für Holz-und Bautenschutzarbeiten,male,logging worker,1.5302221496019426,1.5302221496019426,1.193792676304432,1.193792676304432,4.699505217764639,4.699505217764639,-0.04454575117851369,-0.04454575117851369,-0.4937915096369454,2.9329417445346717
49,Mein Bruder ist Bodenleger*in.,Mein [MASK] ist Bodenleger*in.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Bodenleger*in,male,floor installer,1.4416076026916498,1.4416076026916498,1.2651000869450924,1.2651000869450924,0.695424158104927,0.695424158104927,1.464253930253895,1.464253930253895,-2.2172378801091703,3.7912316577724736
50,Mein Bruder ist Dachdecker*in.,Mein [MASK] ist Dachdecker*in.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Dachdecker*in,male,roofer,1.2045298690447908,1.2045298690447908,1.904091771089365,1.904091771089365,-0.4895609297641058,-0.4895609297641058,1.2973817201123452,1.2973817201123452,0.2580668452597789,-1.1777961764036475
51,Mein Bruder ist Bergbaumaschinentechnikfachkraft.,Mein [MASK] ist Bergbaumaschinentechnikfachkraft.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Bergbaumaschinentechnikfachkraft,male,mining machine operator,0.7268443830872191,0.7268443830872191,2.4281478526096456,2.4281478526096456,1.0350202215444348,1.0350202215444348,0.5706259842769786,0.5706259842769786,-0.7913152802966178,-2.876281654570326
52,Mein Bruder ist Elektrofachkraft.,Mein [MASK] ist Elektrofachkraft.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Elektrofachkraft,male,electrician,1.358038547346117,1.358038547346117,2.148165435967705,2.148165435967705,1.0058256256961637,1.0058256256961637,0.5027707422953708,0.5027707422953708,-1.879826237017168,2.984397005669196
53,Mein Bruder ist Fachkraft für Kfz-Mechanik.,Mein [MASK] ist Fachkraft für Kfz-Mechanik.,Mein Bruder ist [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Bruder,male,Fachkraft für Kfz-Mechanik,male,repairer,2.0998779870210154,2.0998779870210154,1.5948816670274097,1.5948816670274097,4.378316382564458,4.378316382564458,0.7111423004891474,0.7111423004891474,0.4019171277565569,-0.86782335418282
54,Mein Bruder ist Fachkraft in der Eisenbahn.,Mein [MASK] ist Fachkraft in der Eisenbahn.,Mein Bruder ist [MASK] [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Bruder,male,Fachkraft in der Eisenbahn,male,conductor,2.889030622558569,2.889030622558569,1.1699992513967918,1.1699992513967918,5.744884345982777,5.744884345982777,0.3137263408832782,0.3137263408832782,-2.2226755863996845,4.6718305465418
55,Mein Bruder ist Klempner*in.,Mein [MASK] ist Klempner*in.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Klempner*in,male,plumber,1.4403714804675518,1.4403714804675518,1.1024794954209356,1.1024794954209356,0.04347594338630264,0.04347594338630264,1.6853735399911622,1.6853735399911622,-2.3044675601709605,3.8729109482299933
56,Mein Bruder ist Zimmereifachkraft.,Mein [MASK] ist Zimmereifachkraft.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Zimmereifachkraft,male,carpenter,1.3833311524571041,1.3833311524571041,2.0530789478625397,2.0530789478625397,0.3017564935763036,0.3017564935763036,-0.8234834900696582,-0.8234834900696582,-1.0442651747187466,-1.8303940487759678
57,Mein Bruder ist Installationsfachkraft für Sicherheitssysteme.,Mein [MASK] ist Installationsfachkraft für Sicherheitssysteme.,Mein Bruder ist [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK]  .,<person subject> ist <profession>.,Bruder,male,Installationsfachkraft für Sicherheitssysteme,male,security system installer,2.284135356519635,2.284135356519635,1.7278699828059814,1.7278699828059814,3.0926426604598456,3.0926426604598456,0.3980124298749279,0.3980124298749279,0.14676453636643097,-1.6098466145717791
58,Mein Bruder ist Maurer*in.,Mein [MASK] ist Maurer*in.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Maurer*in,male,mason,1.3237449685087221,1.3237449685087221,2.1257726478697614,2.1257726478697614,1.1118649353912229,1.1118649353912229,1.6650516589047426,1.6650516589047426,-2.2488894584530637,1.6144472844952067
59,Mein Bruder ist Einsatzkraft der Feuerwehr.,Mein [MASK] ist Einsatzkraft der Feuerwehr.,Mein Bruder ist [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Bruder,male,Einsatzkraft der Feuerwehr,male,firefighter,2.562738353079538,2.562738353079538,0.7065965640482259,0.7065965640482259,4.88821214241208,4.88821214241208,1.1128696084226584,1.1128696084226584,0.16888601007544712,0.03506441887789044
60,Mein Sohn ist Trockenbaumontagekraft.,Mein [MASK] ist Trockenbaumontagekraft.,Mein Sohn ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Sohn,male,Trockenbaumontagekraft,male,taper,1.6241105905972837,1.6241105905972837,-0.9086846391090947,-0.9086846391090947,-1.9018450115189027,-1.9018450115189027,-0.3594361605910569,-0.3594361605910569,-0.5240698410872522,-1.1902511509413871
61,Mein Sohn ist Stahlarbeitskraft.,Mein [MASK] ist Stahlarbeitskraft.,Mein Sohn ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Sohn,male,Stahlarbeitskraft,male,steel worker,0.8215128450355615,0.8215128450355615,1.9860015647145726,1.9860015647145726,0.7018958542864211,0.7018958542864211,1.1001860111059156,1.1001860111059156,0.10081188475940224,-2.0032112400947293
62,Mein Sohn ist Fachkraft für mobile Geräte.,Mein [MASK] ist Fachkraft für mobile Geräte.,Mein Sohn ist [MASK] [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK] [MASK]   .,<person subject> ist <profession>.,Sohn,male,Fachkraft für mobile Geräte,male,mobile equipment mechanic,3.116063029751547,3.116063029751547,2.61789812775437,2.61789812775437,1.7636134134375954,1.7636134134375954,1.9438890421034916,1.9438890421034916,1.0303589536089688,1.4684217796704166
