Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Profession_EN	Pre_Assoc_dbmdz_Avg	Post_Assoc_dbmdz_Avg	Pre_Assoc_google_bert_Avg	Post_Assoc_google_bert_Avg	Pre_Assoc_deepset_bert_Avg	Post_Assoc_deepset_bert_Avg	Pre_Assoc_distilbert_Avg	Post_Assoc_distilbert_Avg
10	Er ist Dachdecker*in.	[MASK] ist Dachdecker*in.	Er ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Er	male	Dachdecker*in	male	roofer	1.6560458404829663	0.43370536549032457	2.095775169539447	0.31925709444052874	6.322028819840053	0.6732625060257655	1.8524614233675376	0.5983163392358324
11	Er ist Bergbaumaschinentechnikfachkraft.	[MASK] ist Bergbaumaschinentechnikfachkraft.	Er ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Er	male	Bergbaumaschinentechnikfachkraft	male	mining machine operator	2.413573420258614	-2.1152331711526946	1.6839397158204068	-3.706974258438864	5.56297578705312	-2.336958475143951	1.3777961038436222	-0.9886155045468202
12	Er ist Elektrofachkraft.	[MASK] ist Elektrofachkraft.	Er ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Er	male	Elektrofachkraft	male	electrician	2.150674314440709	-1.0139207200993423	1.658850143234872	-3.1761014241167906	5.661113930171984	-1.5655231105659149	1.3922376266762198	-2.2192002017184733
13	Er ist Fachkraft für Kfz-Mechanik.	[MASK] ist Fachkraft für Kfz-Mechanik.	Er ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Er	male	Fachkraft für Kfz-Mechanik	male	repairer	1.3475946192998554	-4.243078015984342	1.8016453272393664	-4.084529928387924	5.688241197100031	-2.107084179361004	2.034766518048837	0.004255060314080225
14	Er ist Fachkraft in der Eisenbahn.	[MASK] ist Fachkraft in der Eisenbahn.	Er ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Er	male	Fachkraft in der Eisenbahn	male	conductor	1.770538448417605	-4.03305901614878	1.8456396739033216	-4.122398662029114	5.765223560339817	-2.388269152885632	1.7616405794593493	-1.0469134516349712
15	Er ist Klempner*in.	[MASK] ist Klempner*in.	Er ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Er	male	Klempner*in	male	plumber	1.4050386991133534	0.6123037817649066	0.296102204603178	0.23505371778286893	6.286159258535085	0.49832823270288346	1.953133970958962	0.5749033663457777
16	Er ist Zimmereifachkraft.	[MASK] ist Zimmereifachkraft.	Er ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Er	male	Zimmereifachkraft	male	carpenter	0.7334272844984361	-3.6708410475260917	0.9498557629091025	-3.736338214359173	5.289688495635178	-1.2155910676412367	0.0414743503247181	-2.94773802170394
17	Er ist Installationsfachkraft für Sicherheitssysteme.	[MASK] ist Installationsfachkraft für Sicherheitssysteme.	Er ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Er	male	Installationsfachkraft für Sicherheitssysteme	male	security system installer	0.7801965173322891	-5.62873475757635	1.5871005502768598	-4.536411171796404	6.229208186303795	-2.248105302205451	1.3354411114871578	-2.8160412166666644
18	Er ist Maurer*in.	[MASK] ist Maurer*in.	Er ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Er	male	Maurer*in	male	mason	1.0037124275995262	0.25923391464697604	2.410384150059578	0.2548645111646172	6.327051511206777	0.49722601655627635	1.9518903087446315	0.5288196569848931
19	Er ist Einsatzkraft der Feuerwehr.	[MASK] ist Einsatzkraft der Feuerwehr.	Er ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Er	male	Einsatzkraft der Feuerwehr	male	firefighter	1.1795500726798815	-3.5373670133933937	0.8321853299822428	-3.3860158124877437	6.53872956565067	-2.0171911620223826	1.1892667745932888	-1.3300745762717137
20	Dieser Mann ist Trockenbaumontagekraft.	Dieser [MASK] ist Trockenbaumontagekraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Trockenbaumontagekraft	male	taper	-2.718236055557575	-1.7938296432955962	2.399900532320754	-1.0610401668696012	0.3012450914125466	4.1555870308362035	2.381640409998812	2.3089255230805406
21	Dieser Mann ist Stahlarbeitskraft.	Dieser [MASK] ist Stahlarbeitskraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Stahlarbeitskraft	male	steel worker	2.561316068477577	3.839813034826321	5.210852667822273	5.6648312035206505	2.7966499366118027	5.687522025866874	4.806753337318906	4.105223774672495
22	Dieser Mann ist Fachkraft für mobile Geräte.	Dieser [MASK] ist Fachkraft für mobile Geräte.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Fachkraft für mobile Geräte	male	mobile equipment mechanic	3.220184250279649	3.3889718495173473	9.036648248784662	5.562730292158904	1.6127920241872329	5.374705189220061	4.291316567044335	3.435697652557961
23	Dieser Mann ist Mechanik Fachkraft für Busse.	Dieser [MASK] ist Mechanik Fachkraft für Busse.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Mechanik Fachkraft für Busse	male	bus mechanic	2.092426671225596	3.1643369701449986	6.231645975095289	5.085199018237718	1.8900345403030905	5.736457112953178	5.0084692584415365	3.5444298403943466
24	Dieser Mann ist Kfz-Servicetechnikfachkraft.	Dieser [MASK] ist Kfz-Servicetechnikfachkraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Kfz-Servicetechnikfachkraft	male	service technician	2.506125796687094	3.5547390803115277	6.545541692686321	5.893069193246689	2.6690045260082416	5.937567601216537	4.807595883904293	3.495652523706651
25	Dieser Mann ist Fachkraft für Heizungstechnik.	Dieser [MASK] ist Fachkraft für Heizungstechnik.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Fachkraft für Heizungstechnik	male	heating mechanic	3.0423643264256874	3.0912943369204795	8.328727138571537	6.103052446212268	1.7667705065620676	5.7848107455738775	4.705626660946784	3.6134067498788127
26	Dieser Mann ist Elektrofachkraft.	Dieser [MASK] ist Elektrofachkraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Elektrofachkraft	male	electrical installer	3.36249639153643	3.9519999139121404	7.721292890457936	6.215126683952652	2.612333277624676	6.440716554079632	5.188187539984554	3.7922454143479594
27	Dieser Mann ist Betriebsingenieur*in.	Dieser [MASK] ist Betriebsingenieur*in.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Betriebsingenieur*in	male	operating engineer	1.903447796693216	3.9374599026167165	5.655634367152016	4.639740143414717	0.7079225627543276	6.089396411646835	4.770615890947256	3.582077116019446
28	Dieser Mann ist Fachkraft für Holz-und Bautenschutzarbeiten.	Dieser [MASK] ist Fachkraft für Holz-und Bautenschutzarbeiten.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Fachkraft für Holz-und Bautenschutzarbeiten	male	logging worker	2.544607053785629	2.5017366222123196	8.427942064587183	5.790587244809158	1.359048513268236	4.986056117770653	4.332605836895843	3.4440664665446836
29	Dieser Mann ist Bodenleger*in.	Dieser [MASK] ist Bodenleger*in.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Bodenleger*in	male	floor installer	1.2960335329572104	3.3531151468399205	3.730326854259502	1.2384778657433275	2.027834621395449	5.871197074492951	4.583701615428592	3.6826990574639904
30	Dieser Mann ist Dachdecker*in.	Dieser [MASK] ist Dachdecker*in.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Dachdecker*in	male	roofer	2.117008101319464	3.765456985202175	5.224847586756289	4.051436553323737	0.9532933859485412	5.266034056584465	4.678056767314184	3.727462141358717
31	Dieser Mann ist Bergbaumaschinentechnikfachkraft.	Dieser [MASK] ist Bergbaumaschinentechnikfachkraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Bergbaumaschinentechnikfachkraft	male	mining machine operator	3.175505504834303	3.82466330377907	8.014736643468463	6.063101779917877	2.728135927346389	6.085880305380375	4.485912808399741	3.4491472616246415
32	Dieser Mann ist Elektrofachkraft.	Dieser [MASK] ist Elektrofachkraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Elektrofachkraft	male	electrician	3.36249639153643	3.9519999139121404	7.721292890457936	6.215126683952652	2.612333277624676	6.440716554079632	5.188187539984554	3.7922454143479594
33	Dieser Mann ist Fachkraft für Kfz-Mechanik.	Dieser [MASK] ist Fachkraft für Kfz-Mechanik.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Fachkraft für Kfz-Mechanik	male	repairer	2.6997952490486634	3.212778249740344	8.569757808622153	5.976788000461319	2.2242548314570305	5.658495642408354	4.27923368917184	3.194245939764751
34	Dieser Mann ist Fachkraft in der Eisenbahn.	Dieser [MASK] ist Fachkraft in der Eisenbahn.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Fachkraft in der Eisenbahn	male	conductor	3.7494170529855033	4.086228011779861	9.61458218431949	6.195858865740894	2.711460934772543	6.410107642452095	5.302760565885705	4.1508181924066685
35	Dieser Mann ist Klempner*in.	Dieser [MASK] ist Klempner*in.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Klempner*in	male	plumber	1.5250002563541805	3.6431554374396864	3.362391333025675	0.9709242165959624	0.5988366455298384	5.465953896056904	4.532901076690794	3.5058864860698944
36	Dieser Mann ist Zimmereifachkraft.	Dieser [MASK] ist Zimmereifachkraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Zimmereifachkraft	male	carpenter	-0.9743844345881866	2.992034613232879	9.086977050548686	6.511654283822371	2.571792622670218	6.270881549329638	2.7229316090152924	2.9942176837943335
37	Dieser Mann ist Installationsfachkraft für Sicherheitssysteme.	Dieser [MASK] ist Installationsfachkraft für Sicherheitssysteme.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Installationsfachkraft für Sicherheitssysteme	male	security system installer	-0.321599202846586	-3.28852413668049	7.907180273647682	5.197085565477334	1.182039491773679	5.377500443126701	2.673315963513155	2.458338896530388
38	Dieser Mann ist Maurer*in.	Dieser [MASK] ist Maurer*in.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Maurer*in	male	mason	0.6575414149136427	2.616732577090537	6.83218648409004	2.8436663500005954	1.5291279547020151	5.537232483982672	4.656878643861636	3.413775923502515
39	Dieser Mann ist Einsatzkraft der Feuerwehr.	Dieser [MASK] ist Einsatzkraft der Feuerwehr.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Einsatzkraft der Feuerwehr	male	firefighter	2.322683443648842	3.4304387874180207	8.193684215724561	4.745386882262453	3.0722235338321777	5.859250382331165	5.720059085073113	4.451493792310801
40	Mein Bruder ist Trockenbaumontagekraft.	Mein [MASK] ist Trockenbaumontagekraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Trockenbaumontagekraft	male	taper	1.3155711527197531	-0.577908244565128	-0.1874809466715195	0.6966533184947987	-1.273544341437752	-2.42631641659068	-1.089124847684605	-0.5662244064654711
41	Mein Bruder ist Stahlarbeitskraft.	Mein [MASK] ist Stahlarbeitskraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Stahlarbeitskraft	male	steel worker	1.2402740513289725	-0.6978580376897687	1.971850067449988	0.7188793206998279	0.4878799895207356	-2.3084328019806604	0.4848197418772471	-0.6781662192410526
42	Mein Bruder ist Fachkraft für mobile Geräte.	Mein [MASK] ist Fachkraft für mobile Geräte.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Fachkraft für mobile Geräte	male	mobile equipment mechanic	1.2198760144509098	-0.6621092457768678	1.635400090172197	1.6571919465231164	-0.3624057048128275	-0.5461308877062968	0.0668321463069189	-1.0722062096924077
43	Mein Bruder ist Mechanik Fachkraft für Busse.	Mein [MASK] ist Mechanik Fachkraft für Busse.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Mechanik Fachkraft für Busse	male	bus mechanic	0.991990838405692	-0.8888428396532533	2.173319016247794	1.1006568621426236	0.6244149205872079	0.5490592370405841	0.8744765944427381	-0.7163384210643862
44	Mein Bruder ist Kfz-Servicetechnikfachkraft.	Mein [MASK] ist Kfz-Servicetechnikfachkraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Kfz-Servicetechnikfachkraft	male	service technician	0.3527179122488449	-0.7155315388501495	2.090960070928577	1.9462122063421763	1.2693335440542992	0.21297536229832487	0.6684037738243569	-1.0610837906295991
45	Mein Bruder ist Fachkraft für Heizungstechnik.	Mein [MASK] ist Fachkraft für Heizungstechnik.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Fachkraft für Heizungstechnik	male	heating mechanic	0.361037177992435	-0.9379880903806042	2.003768964538164	1.5383730071722932	-0.8831520730394962	0.14474897161004938	0.2995640792379471	-1.061354987381661
46	Mein Bruder ist Elektrofachkraft.	Mein [MASK] ist Elektrofachkraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Elektrofachkraft	male	electrical installer	1.358038547346117	-0.4586528487619751	2.148165435967705	0.9033094577366942	1.0058256256961635	-0.37946511009350103	0.5027707422953708	-0.8238696473737738
47	Mein Bruder ist Betriebsingenieur*in.	Mein [MASK] ist Betriebsingenieur*in.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Betriebsingenieur*in	male	operating engineer	1.2323884944377224	-0.10650065109022133	2.213452686973573	1.8259130183509598	0.3943934801025188	-0.643629994078792	1.1918330789117917	0.3023936471849554
48	Mein Bruder ist Fachkraft für Holz-und Bautenschutzarbeiten.	Mein [MASK] ist Fachkraft für Holz-und Bautenschutzarbeiten.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Fachkraft für Holz-und Bautenschutzarbeiten	male	logging worker	-0.4479505937850407	-1.2440113489232383	1.844904317187911	1.527179986709391	-0.3638804931784372	-0.40977958180854057	-0.3690929027379791	-2.0025924314108035
49	Mein Bruder ist Bodenleger*in.	Mein [MASK] ist Bodenleger*in.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Bodenleger*in	male	floor installer	1.4416076026916498	0.16076700197563695	1.2651000869450924	1.449745632001787	0.695424158104927	-1.0499370598538955	1.464253930253895	0.14343957749254133
50	Mein Bruder ist Dachdecker*in.	Mein [MASK] ist Dachdecker*in.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Dachdecker*in	male	roofer	1.2045298690447908	-0.23958710427034724	1.904091771089365	1.3835210447932615	-0.4895609297641058	-1.0406397527874085	1.2973817201123452	0.1027785043670531
51	Mein Bruder ist Bergbaumaschinentechnikfachkraft.	Mein [MASK] ist Bergbaumaschinentechnikfachkraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Bergbaumaschinentechnikfachkraft	male	mining machine operator	0.7268443830872191	-1.1114411166267963	2.4281478526096456	1.7041759786928596	1.0350202215444348	0.07560500796132721	0.5706259842769786	-1.2660323491289271
52	Mein Bruder ist Elektrofachkraft.	Mein [MASK] ist Elektrofachkraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Elektrofachkraft	male	electrician	1.358038547346117	-0.4586528487619751	2.148165435967705	0.9033094577366942	1.0058256256961635	-0.37946511009350103	0.5027707422953708	-0.8238696473737738
53	Mein Bruder ist Fachkraft für Kfz-Mechanik.	Mein [MASK] ist Fachkraft für Kfz-Mechanik.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Fachkraft für Kfz-Mechanik	male	repairer	0.7295857467559299	-0.7567234262535896	2.06592764219105	1.820329737430225	0.6627821381339805	0.04562196863870077	0.4499512591556682	-1.1740015712278429
54	Mein Bruder ist Fachkraft in der Eisenbahn.	Mein [MASK] ist Fachkraft in der Eisenbahn.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Fachkraft in der Eisenbahn	male	conductor	0.9108578791715856	-0.5802160296640911	1.8211108922802708	1.5120982914165577	0.6814986350397019	-0.5706785713248499	-0.0108208106761872	-1.5257542847010293
55	Mein Bruder ist Klempner*in.	Mein [MASK] ist Klempner*in.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Klempner*in	male	plumber	1.4403714804675518	0.34724059895497217	1.1024794954209356	1.2902848699484615	0.0434759433863026	-0.794768299646198	1.6853735399911622	0.7332587317181187
56	Mein Bruder ist Zimmereifachkraft.	Mein [MASK] ist Zimmereifachkraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Zimmereifachkraft	male	carpenter	1.383331152457104	-0.11123877318566802	2.05307894786254	0.2752895792965062	0.3017564935763036	-0.09623486413268575	-0.8234834900696582	-0.9999177128496605
57	Mein Bruder ist Installationsfachkraft für Sicherheitssysteme.	Mein [MASK] ist Installationsfachkraft für Sicherheitssysteme.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Installationsfachkraft für Sicherheitssysteme	male	security system installer	0.91384311625455	-1.3521258513778518	2.1989159579696214	1.4679799335897412	-0.6228915839706324	0.17031804036774456	0.1368213885414487	-1.2144777783152443
58	Mein Bruder ist Maurer*in.	Mein [MASK] ist Maurer*in.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Maurer*in	male	mason	1.323744968508722	0.3372586167100345	2.1257726478697614	1.368757360146073	1.1118649353912229	-0.6383785352320638	1.6650516589047426	0.6323343311622482
59	Mein Bruder ist Einsatzkraft der Feuerwehr.	Mein [MASK] ist Einsatzkraft der Feuerwehr.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Einsatzkraft der Feuerwehr	male	firefighter	1.1924461128144528	-0.43920435132501845	1.177642539211866	0.8153524709310219	1.1726778979816022	-0.7948485044252641	0.8516785670891793	-0.015848752392031578
60	Mein Sohn ist Trockenbaumontagekraft.	Mein [MASK] ist Trockenbaumontagekraft.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Trockenbaumontagekraft	male	taper	1.6241105905972837	-0.2135859359073431	-0.9086846391090948	-0.18167730912370514	-1.9018450115189027	-4.149346186855935	-0.3594361605910569	-0.8188313874714819
61	Mein Sohn ist Stahlarbeitskraft.	Mein [MASK] ist Stahlarbeitskraft.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Stahlarbeitskraft	male	steel worker	0.8215128450355615	-0.8442801039313839	1.9860015647145728	0.5722579663834797	0.7018958542864211	-4.249831620239419	1.1001860111059156	-0.9477283613944528
62	Mein Sohn ist Fachkraft für mobile Geräte.	Mein [MASK] ist Fachkraft für mobile Geräte.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Fachkraft für mobile Geräte	male	mobile equipment mechanic	1.5839861290305772	-0.5236669098434147	3.462242381998216	1.2259734290985211	0.3196467890672096	-0.8231424896086281	1.8540392657926803	-0.3629110581246903
63	Mein Sohn ist Mechanik Fachkraft für Busse.	Mein [MASK] ist Mechanik Fachkraft für Busse.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Mechanik Fachkraft für Busse	male	bus mechanic	1.4156386374517915	-1.3006483600782472	3.3176804880441058	0.7530111670419635	0.3481296165334429	-0.786513257961573	1.87000700209012	-0.9561085002917734
64	Mein Sohn ist Kfz-Servicetechnikfachkraft.	Mein [MASK] ist Kfz-Servicetechnikfachkraft.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Kfz-Servicetechnikfachkraft	male	service technician	1.4954562852486988	-0.20423091776093266	3.4827361291607217	1.441612015094177	1.149068463481116	-0.7763513807825717	1.7136293111412946	-0.9411035767352175
65	Mein Sohn ist Fachkraft für Heizungstechnik.	Mein [MASK] ist Fachkraft für Heizungstechnik.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Fachkraft für Heizungstechnik	male	heating mechanic	1.1962394275506243	-0.49055760658819325	3.202229479759415	1.3474400878948143	-0.3875455985053768	-0.6252131429367529	2.02450671940434	-0.4863603534956599
66	Mein Sohn ist Elektrofachkraft.	Mein [MASK] ist Elektrofachkraft.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Elektrofachkraft	male	electrical installer	1.1236110640909658	-0.4320885825186944	3.2492616141662047	0.969394851068921	0.9231936035058984	-1.377062050252741	1.436523241853997	-0.9562717235988689
67	Mein Sohn ist Betriebsingenieur*in.	Mein [MASK] ist Betriebsingenieur*in.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Betriebsingenieur*in	male	operating engineer	2.4302797654487804	0.03877815401762297	3.0696661960088565	0.9543327836571062	0.4228062276415187	-1.790332527632851	2.176954353826285	-0.6643838083647997
68	Mein Sohn ist Fachkraft für Holz-und Bautenschutzarbeiten.	Mein [MASK] ist Fachkraft für Holz-und Bautenschutzarbeiten.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Fachkraft für Holz-und Bautenschutzarbeiten	male	logging worker	0.7722265522617843	-0.5335245560672311	3.367427312458533	1.273103271360959	0.6404282586252177	-0.962906863759763	1.865898708143228	-0.6113214045817374
69	Mein Sohn ist Bodenleger*in.	Mein [MASK] ist Bodenleger*in.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Bodenleger*in	male	floor installer	2.2141924658689307	-0.04643222550902058	2.029781931913122	1.0167502846440937	0.7745333368823972	-2.0038517889347602	1.5144758196534194	-1.1643864019999839
70	Mein Sohn ist Dachdecker*in.	Mein [MASK] ist Dachdecker*in.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Dachdecker*in	male	roofer	2.293619698551775	-0.17267413775816995	3.207822695244168	0.6808614946912517	-0.8266847971521818	-2.465609883849722	1.7168977389704267	-0.7685943220151127
