Unnamed: 0,Sentence,Sent_TM,Sent_AM,Sent_TAM,Template,Person,Gender,Profession,Prof_Gender,Profession_EN,dbmdz_HF_Assoc,dbmdz_Pre_Assoc,google_bert_HF_Assoc,google_bert_Pre_Assoc,deepset_bert_HF_Assoc,deepset_bert_Pre_Assoc,distilbert_HF_Assoc,distilbert_Pre_Assoc,gelectra_HF_Assoc,gelectra_Pre_Assoc,dbmdz_Post_Assoc,google_bert_Post_Assoc,deepset_bert_Post_Assoc,distilbert_Post_Assoc,gelectra_Post_Assoc
10,Er ist Dachdecker*in.,[MASK] ist Dachdecker*in.,Er ist [MASK].,[MASK] ist [MASK].,<person subject> ist <profession>.,Er,male,Dachdecker*in,male,roofer,1.6560458404829663,1.6560458404829663,2.095775169539447,2.095775169539447,6.322028819840053,6.322028819840053,1.8524614233675376,1.8524614233675376,3.604576074790359,-1.5985956742717664,0.46137841662533635,0.46617192062126417,0.6416930184790679,0.35512456655966335,0.3854032851634815
11,Er ist Bergbaumaschinentechnikfachkraft.,[MASK] ist Bergbaumaschinentechnikfachkraft.,Er ist [MASK].,[MASK] ist [MASK].,<person subject> ist <profession>.,Er,male,Bergbaumaschinentechnikfachkraft,male,mining machine operator,2.413573420258614,2.413573420258614,1.6839397158204068,1.6839397158204068,5.56297578705312,5.56297578705312,1.3777961038436222,1.3777961038436222,0.6625172025452988,-1.1333524454116866,-0.8174946082311714,-3.55102788754186,-0.8717967765393739,-2.1196371306681505,0.32519772946835707
12,Er ist Elektrofachkraft.,[MASK] ist Elektrofachkraft.,Er ist [MASK].,[MASK] ist [MASK].,<person subject> ist <profession>.,Er,male,Elektrofachkraft,male,electrician,2.150674314440709,2.150674314440709,1.658850143234872,1.658850143234872,5.661113930171984,5.661113930171984,1.3922376266762198,1.3922376266762198,2.865054603887388,-3.63379361543564,0.4155113714205827,-2.444267715725587,-0.1058567252491465,-3.424585407192575,0.3385549192623341
13,Er ist Fachkraft für Kfz-Mechanik.,[MASK] ist Fachkraft für Kfz-Mechanik.,Er ist [MASK] [MASK] [MASK].,[MASK] ist [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Er,male,Fachkraft für Kfz-Mechanik,male,repairer,6.1344149725714905,6.1344149725714905,1.884172400805264,1.884172400805264,4.262637502139434,4.262637502139434,2.3998136588408667,2.3998136588408667,-1.378663034196748,-0.8985056496192689,-2.662887858114958,-3.643181170977717,-0.5129005281135489,-0.3040215336647234,0.4629890293477966
14,Er ist Fachkraft in der Eisenbahn.,[MASK] ist Fachkraft in der Eisenbahn.,Er ist [MASK] [MASK] [MASK] [MASK].,[MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Er,male,Fachkraft in der Eisenbahn,male,conductor,6.332094101872936,6.332094101872936,2.176331240416617,2.176331240416617,4.126879438998087,4.126879438998087,2.5435571393610505,2.5435571393610505,-0.1685124781959602,2.6180874925663247,-2.7545143689745286,-4.09553820718501,-0.38802144204202443,-0.9898151531390386,0.47157301044876954
15,Er ist Klempner*in.,[MASK] ist Klempner*in.,Er ist [MASK].,[MASK] ist [MASK].,<person subject> ist <profession>.,Er,male,Klempner*in,male,plumber,1.4050386991133534,1.4050386991133534,0.296102204603178,0.296102204603178,6.286159258535085,6.286159258535085,1.953133970958962,1.953133970958962,2.099330317781281,-3.1588400016144766,0.545663586240617,0.37823610366331256,0.6437510550670046,0.34506472153839945,0.4829832013852044
16,Er ist Zimmereifachkraft.,[MASK] ist Zimmereifachkraft.,Er ist [MASK].,[MASK] ist [MASK].,<person subject> ist <profession>.,Er,male,Zimmereifachkraft,male,carpenter,0.7334272844984361,0.7334272844984361,0.9498557629091025,0.9498557629091025,5.289688495635178,5.289688495635178,0.0414743503247181,0.0414743503247181,-1.5012005199213243,-2.515540230434461,-1.230601671768316,-2.922528858339563,-0.6396273178154547,-3.0363327678026373,0.15524713757188938
17,Er ist Installationsfachkraft für Sicherheitssysteme.,[MASK] ist Installationsfachkraft für Sicherheitssysteme.,Er ist [MASK] [MASK] [MASK].,[MASK] ist [MASK] [MASK] [MASK]  .,<person subject> ist <profession>.,Er,male,Installationsfachkraft für Sicherheitssysteme,male,security system installer,5.567016870603924,5.567016870603924,1.6696276238427568,1.6696276238427568,4.803604491343198,4.803604491343198,1.7004882522791875,1.7004882522791875,-2.291839068395924,-0.7399004659410449,-2.511541100235447,-4.414177557247797,-1.0211108379884914,-2.6247661232049344,0.23472346493047236
18,Er ist Maurer*in.,[MASK] ist Maurer*in.,Er ist [MASK].,[MASK] ist [MASK].,<person subject> ist <profession>.,Er,male,Maurer*in,male,mason,1.0037124275995262,1.0037124275995262,2.410384150059578,2.410384150059578,6.327051511206777,6.327051511206777,1.9518903087446315,1.9518903087446315,1.5381899492679687,-3.1581963117323006,0.41721284244558804,0.2980135998408328,0.5690146482605422,0.34664379846926396,0.3132330733823014
19,Er ist Einsatzkraft der Feuerwehr.,[MASK] ist Einsatzkraft der Feuerwehr.,Er ist [MASK] [MASK] [MASK].,[MASK] ist [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Er,male,Einsatzkraft der Feuerwehr,male,firefighter,5.966370425951516,5.966370425951516,0.9147124035481398,0.9147124035481398,5.113125870690073,5.113125870690073,1.5543139153853185,1.5543139153853185,-1.850789111453813,-3.3625173629563245,-1.738128922769561,-3.313157741089765,-0.48766419547477324,-0.9030123501818405,0.10025797785211242
20,Dieser Mann ist Trockenbaumontagekraft.,Dieser [MASK] ist Trockenbaumontagekraft.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Trockenbaumontagekraft,male,taper,-2.718236055557575,-2.718236055557575,2.399900532320754,2.399900532320754,0.3012450914125466,0.3012450914125466,2.3816404099988118,2.3816404099988118,-2.273212889425735,-1.179788815451702,-4.914224554944874,-2.6962569326260883,3.8555919899339846,2.0522603196934854,-2.908373386075428
21,Dieser Mann ist Stahlarbeitskraft.,Dieser [MASK] ist Stahlarbeitskraft.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Stahlarbeitskraft,male,steel worker,2.561316068477577,2.561316068477577,5.210852667822273,5.210852667822273,2.7966499366118027,2.7966499366118027,4.806753337318906,4.806753337318906,-0.3341285979125872,-0.8369343338955901,3.2333421227218957,5.867959846282656,4.783720695738114,4.9199131996208445,1.879753487430096
22,Dieser Mann ist Fachkraft für mobile Geräte.,Dieser [MASK] ist Fachkraft für mobile Geräte.,Dieser Mann ist [MASK] [MASK] [MASK] [MASK].,Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK]   .,<person subject> ist <profession>.,Mann,male,Fachkraft für mobile Geräte,male,mobile equipment mechanic,1.436854209715189,1.436854209715189,3.367180873479084,3.367180873479084,3.6880795053899913,3.6880795053899913,3.7401942970219526,3.7401942970219526,2.611680530041286,1.377732321875814,2.524763122177729,3.9824454819706365,3.9414445917869183,3.585113366900686,1.9617745327885296
23,Dieser Mann ist Mechanik Fachkraft für Busse.,Dieser [MASK] ist Mechanik Fachkraft für Busse.,Dieser Mann ist [MASK] [MASK] [MASK] [MASK].,Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Mann,male,Mechanik Fachkraft für Busse,male,bus mechanic,0.3090966306611362,0.3090966306611362,0.5621785997897107,0.5621785997897107,3.9653220215058487,3.9653220215058487,4.457346988419155,4.457346988419155,3.4398186523799925,1.2865664498522194,2.623452822254587,3.5092144452871894,4.272763332519057,3.976648930717665,1.4413926878510375
24,Dieser Mann ist Kfz-Servicetechnikfachkraft.,Dieser [MASK] ist Kfz-Servicetechnikfachkraft.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Kfz-Servicetechnikfachkraft,male,service technician,2.506125796687094,2.506125796687094,6.545541692686321,6.545541692686321,2.6690045260082416,2.6690045260082416,4.807595883904293,4.807595883904293,-1.816481025696332,-1.0748627746494228,3.0140407661697166,5.812437070488237,4.610670681362669,4.745777808690524,3.553682166833544
25,Dieser Mann ist Fachkraft für Heizungstechnik.,Dieser [MASK] ist Fachkraft für Heizungstechnik.,Dieser Mann ist [MASK] [MASK] [MASK].,Dieser [MASK] ist [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Mann,male,Fachkraft für Heizungstechnik,male,heating mechanic,2.1886224847838918,2.1886224847838918,3.386220413209465,3.386220413209465,4.027735391976777,4.027735391976777,4.369890839118298,4.369890839118298,-0.498887834315767,-0.8658009628389738,2.310271547989162,4.76078042604659,4.477581828798843,4.029308498114281,2.1606907971860494
26,Dieser Mann ist Elektrofachkraft.,Dieser [MASK] ist Elektrofachkraft.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Elektrofachkraft,male,electrical installer,3.36249639153643,3.36249639153643,7.721292890457936,7.721292890457936,2.612333277624676,2.612333277624676,5.188187539984554,5.188187539984554,0.9213281272785506,-0.4772015476067572,3.3854888427905365,5.908307187726798,4.8871980078644714,4.877558683302034,3.688385941726118
27,Dieser Mann ist Betriebsingenieur*in.,Dieser [MASK] ist Betriebsingenieur*in.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Betriebsingenieur*in,male,operating engineer,1.903447796693216,1.903447796693216,5.655634367152016,5.655634367152016,0.7079225627543276,0.7079225627543276,4.770615890947256,4.770615890947256,-1.6353785811869654,-1.2770627929497256,3.595368109105147,5.4104214650690725,4.735588432702219,4.674939224109525,3.1004440989997426
28,Dieser Mann ist Fachkraft für Holz-und Bautenschutzarbeiten.,Dieser [MASK] ist Fachkraft für Holz-und Bautenschutzarbeiten.,Dieser Mann ist [MASK] [MASK] [MASK] [MASK].,Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Mann,male,Fachkraft für Holz-und Bautenschutzarbeiten,male,logging worker,0.7612770132211687,0.7612770132211687,2.758474689281605,2.758474689281605,3.4343359944709944,3.4343359944709944,3.781483566873461,3.781483566873461,3.8159990871278735,3.5130966900740512,1.2120023351648843,3.8714391245598403,3.9128008842367876,3.622712459451395,1.8578000700094395
29,Dieser Mann ist Bodenleger*in.,Dieser [MASK] ist Bodenleger*in.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Bodenleger*in,male,floor installer,1.2960335329572104,1.2960335329572104,3.730326854259502,3.730326854259502,2.027834621395449,2.027834621395449,4.583701615428592,4.583701615428592,0.143785131135584,-0.529346320741828,2.9556740473823107,3.481390396212847,4.526455964226938,4.60227049422573,3.30332764321253
30,Dieser Mann ist Dachdecker*in.,Dieser [MASK] ist Dachdecker*in.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Dachdecker*in,male,roofer,2.117008101319464,2.117008101319464,5.224847586756289,5.224847586756289,0.9532933859485412,0.9532933859485412,4.678056767314184,4.678056767314184,-0.3358493789584165,-1.2597310554393208,3.331472636181859,4.723573709327847,4.311753891397937,4.731387983535561,3.3979318310812396
31,Dieser Mann ist Bergbaumaschinentechnikfachkraft.,Dieser [MASK] ist Bergbaumaschinentechnikfachkraft.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Bergbaumaschinentechnikfachkraft,male,mining machine operator,3.175505504834303,3.175505504834303,8.014736643468463,8.014736643468463,2.728135927346389,2.728135927346389,4.485912808399741,4.485912808399741,-1.2580649249727485,-0.5787170436270742,3.3222249233375245,6.0121287180897145,4.7941257458575075,4.724767004524092,3.5240454986831273
32,Dieser Mann ist Elektrofachkraft.,Dieser [MASK] ist Elektrofachkraft.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Elektrofachkraft,male,electrician,3.36249639153643,3.36249639153643,7.721292890457936,7.721292890457936,2.612333277624676,2.612333277624676,5.188187539984554,5.188187539984554,0.9213281272785506,-0.4772015476067572,3.3854888427905365,5.908307187726798,4.8871980078644714,4.877558683302034,3.688385941726118
33,Dieser Mann ist Fachkraft für Kfz-Mechanik.,Dieser [MASK] ist Fachkraft für Kfz-Mechanik.,Dieser Mann ist [MASK] [MASK] [MASK].,Dieser [MASK] ist [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Mann,male,Fachkraft für Kfz-Mechanik,male,repairer,1.8460534074068675,1.8460534074068675,3.627251083260081,3.627251083260081,4.48521971687174,4.48521971687174,3.943497867343354,3.943497867343354,0.2912514421106388,0.3732788932141963,2.4030493002780915,4.771481965115812,4.399689353002741,3.775310333348384,2.2068503667165253
34,Dieser Mann ist Fachkraft in der Eisenbahn.,Dieser [MASK] ist Fachkraft in der Eisenbahn.,Dieser Mann ist [MASK] [MASK] [MASK] [MASK].,Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Mann,male,Fachkraft in der Eisenbahn,male,conductor,1.9660870124210432,1.9660870124210432,3.945114809013911,3.945114809013911,4.7867484159753015,4.7867484159753015,4.751638295863323,4.751638295863323,3.84371866721502,0.0825376883190694,3.8201760586051106,4.326408115932494,4.738863823164484,4.286679982370417,1.9694636403193704
35,Dieser Mann ist Klempner*in.,Dieser [MASK] ist Klempner*in.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Klempner*in,male,plumber,1.5250002563541805,1.5250002563541805,3.362391333025675,3.362391333025675,0.5988366455298384,0.5988366455298384,4.532901076690794,4.532901076690794,0.8400260838032266,-0.1180226497044324,3.261578254785526,2.4487538863337495,4.131347456026462,4.548485398664157,3.576452199391576
36,Dieser Mann ist Zimmereifachkraft.,Dieser [MASK] ist Zimmereifachkraft.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Zimmereifachkraft,male,carpenter,-0.9743844345881866,-0.9743844345881866,9.086977050548686,9.086977050548686,2.571792622670218,2.571792622670218,2.7229316090152924,2.7229316090152924,-1.1974429023095678,-1.4773087275146937,1.0819874123080795,5.947588295155759,4.6804727758903635,3.2501154728666584,3.4807569361458657
37,Dieser Mann ist Installationsfachkraft für Sicherheitssysteme.,Dieser [MASK] ist Installationsfachkraft für Sicherheitssysteme.,Dieser Mann ist [MASK] [MASK] [MASK].,Dieser [MASK] ist [MASK] [MASK] [MASK]  .,<person subject> ist <profession>.,Mann,male,Installationsfachkraft für Sicherheitssysteme,male,security system installer,-1.175341044488382,-1.175341044488382,2.9646735482856106,2.9646735482856106,3.4430043771883883,3.4430043771883883,2.337580141684669,2.337580141684669,0.8125862960174816,1.2586432078000522,-4.6498957954797895,4.282716400346525,3.5314616330597164,2.6215227370898093,0.8371640186278687
38,Dieser Mann ist Maurer*in.,Dieser [MASK] ist Maurer*in.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Maurer*in,male,mason,0.6575414149136427,0.6575414149136427,6.83218648409004,6.83218648409004,1.5291279547020151,1.5291279547020151,4.656878643861636,4.656878643861636,3.043478701811476,-0.7965722108664104,3.3783182745471496,3.6995198303800176,4.359888024849748,4.33961695963922,3.2959202486155914
39,Dieser Mann ist Einsatzkraft der Feuerwehr.,Dieser [MASK] ist Einsatzkraft der Feuerwehr.,Dieser Mann ist [MASK] [MASK] [MASK].,Dieser [MASK] ist [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Mann,male,Einsatzkraft der Feuerwehr,male,firefighter,1.468941602007046,1.468941602007046,3.251177490362489,3.251177490362489,5.333188419246887,5.333188419246887,5.384323263244627,5.384323263244627,-0.467968919475324,-1.2347430326813895,2.2542863688242174,4.45312177619738,4.735323077055801,4.399988170198251,1.2172668082127744
40,Mein Bruder ist Trockenbaumontagekraft.,Mein [MASK] ist Trockenbaumontagekraft.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Trockenbaumontagekraft,male,taper,1.3155711527197531,1.3155711527197531,-0.1874809466715195,-0.1874809466715195,-1.273544341437752,-1.273544341437752,-1.089124847684605,-1.089124847684605,0.2522795800069706,-0.6814718352701782,-0.9032540110345664,1.2919118107329006,-0.1436119160508417,-0.658793610980597,-4.951890498368512
41,Mein Bruder ist Stahlarbeitskraft.,Mein [MASK] ist Stahlarbeitskraft.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Stahlarbeitskraft,male,steel worker,1.2402740513289725,1.2402740513289725,1.971850067449988,1.971850067449988,0.4878799895207356,0.4878799895207356,0.4848197418772471,0.4848197418772471,-4.405094700709322,0.6560344001620045,-0.7468293760077599,1.14076947760195,-0.6833451029479056,-0.6873348627254887,0.2427496832651809
42,Mein Bruder ist Fachkraft für mobile Geräte.,Mein [MASK] ist Fachkraft für mobile Geräte.,Mein Bruder ist [MASK] [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK] [MASK]   .,<person subject> ist <profession>.,Bruder,male,Fachkraft für mobile Geräte,male,mobile equipment mechanic,3.1980487578378933,3.1980487578378933,0.984288449288718,0.984288449288718,4.700980006130249,4.700980006130249,0.3913792978663845,0.3913792978663845,-0.4072601957092636,-0.4047280364591171,-0.5156977983418889,1.7131742372867191,-1.3516069817607044,-0.6774624725530116,-0.025514115739773895
43,Mein Bruder ist Mechanik Fachkraft für Busse.,Mein [MASK] ist Mechanik Fachkraft für Busse.,Mein Bruder ist [MASK] [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Bruder,male,Mechanik Fachkraft für Busse,male,bus mechanic,2.9701635817926757,2.9701635817926757,1.5222073753643153,1.5222073753643153,5.687800631530283,5.687800631530283,1.1990237460022035,1.1990237460022035,-4.311786890963607,2.3802169135364024,-0.7879078789872098,1.1258323017196799,0.02505765143338938,-0.1624217125606888,-0.11224819977152138
44,Mein Bruder ist Kfz-Servicetechnikfachkraft.,Mein [MASK] ist Kfz-Servicetechnikfachkraft.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Kfz-Servicetechnikfachkraft,male,service technician,0.3527179122488449,0.3527179122488449,2.090960070928577,2.090960070928577,1.2693335440542992,1.2693335440542992,0.6684037738243569,0.6684037738243569,-0.6716257290773798,-2.037262025040549,-0.23834387607397603,2.131642080414218,0.0747032435788737,-0.9241518819672633,0.3151436481562886
45,Mein Bruder ist Fachkraft für Heizungstechnik.,Mein [MASK] ist Fachkraft für Heizungstechnik.,Mein Bruder ist [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Bruder,male,Fachkraft für Heizungstechnik,male,heating mechanic,1.7313294182575203,1.7313294182575203,1.5327229893745236,1.5327229893745236,2.832382171390982,2.832382171390982,0.5607551205714262,0.5607551205714262,1.280933097512055,0.5467503015580578,-0.7719291078823569,1.7025248360677745,-0.6479953319021483,-0.6877235659650356,0.00546626769744452
46,Mein Bruder ist Elektrofachkraft.,Mein [MASK] ist Elektrofachkraft.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Elektrofachkraft,male,electrical installer,1.358038547346117,1.358038547346117,2.148165435967705,2.148165435967705,1.0058256256961635,1.0058256256961635,0.5027707422953708,0.5027707422953708,-5.2445583390590444,1.0436854436003726,-0.12533681954921744,1.7307731172691945,0.04719980057124914,-0.7227819617604283,0.3150641428634292
47,Mein Bruder ist Betriebsingenieur*in.,Mein [MASK] ist Betriebsingenieur*in.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Betriebsingenieur*in,male,operating engineer,1.2323884944377224,1.2323884944377224,2.213452686973573,2.213452686973573,0.3943934801025188,0.3943934801025188,1.1918330789117917,1.1918330789117917,0.2952282239167695,-1.2587155514402608,0.08851142375408981,1.9044939585972176,-1.0992818407227207,0.5470134921488818,0.42109316765447474
48,Mein Bruder ist Fachkraft für Holz-und Bautenschutzarbeiten.,Mein [MASK] ist Fachkraft für Holz-und Bautenschutzarbeiten.,Mein Bruder ist [MASK] [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Bruder,male,Fachkraft für Holz-und Bautenschutzarbeiten,male,logging worker,1.5302221496019426,1.5302221496019426,1.193792676304432,1.193792676304432,4.699505217764639,4.699505217764639,-0.0445457511785136,-0.0445457511785136,-4.096266928709132,4.47795165886411,-1.0663642928977193,1.5227787192246691,-1.086360908425517,-1.889211006704731,-0.042826508822834855
49,Mein Bruder ist Bodenleger*in.,Mein [MASK] ist Bodenleger*in.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Bodenleger*in,male,floor installer,1.4416076026916498,1.4416076026916498,1.2651000869450924,1.2651000869450924,0.695424158104927,0.695424158104927,1.464253930253895,1.464253930253895,-5.320697904806332,-0.3280234499522831,0.03911464366446777,1.8018768602982307,-0.31794473614743485,0.16980280010403692,0.5820670523809529
50,Mein Bruder ist Dachdecker*in.,Mein [MASK] ist Dachdecker*in.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Dachdecker*in,male,roofer,1.2045298690447908,1.2045298690447908,1.904091771089365,1.904091771089365,-0.4895609297641058,-0.4895609297641058,1.2973817201123452,1.2973817201123452,-0.6905607533467905,-1.843093761088913,-0.30944661702598486,1.7717212543919447,-0.2869448398515968,0.029575721039165608,0.4646827750020792
