Unnamed: 0,Sentence,Sent_TM,Sent_AM,Sent_TAM,Template,Person,Gender,Profession,Prof_Gender,Profession_EN,dbmdz_HF_Assoc,dbmdz_Pre_Assoc,google_bert_HF_Assoc,google_bert_Pre_Assoc,deepset_bert_HF_Assoc,deepset_bert_Pre_Assoc,distilbert_HF_Assoc,distilbert_Pre_Assoc,gelectra_HF_Assoc,gelectra_Pre_Assoc,dbmdz_Post_Assoc,google_bert_Post_Assoc,deepset_bert_Post_Assoc,distilbert_Post_Assoc,gelectra_Post_Assoc
10,Er ist Dachdecker*in.,[MASK] ist Dachdecker*in.,Er ist [MASK].,[MASK] ist [MASK].,<person subject> ist <profession>.,Er,male,Dachdecker*in,male,roofer,1.6560458404829663,1.6560458404829663,2.095775169539447,2.095775169539447,6.322028819840053,6.322028819840053,1.8524614233675376,1.8524614233675376,1.5702194620277456,0.7620626867965585,0.2587616596528828,0.103342386439692,0.2942727404508281,0.763800437262173,0.5277032767007943
11,Er ist Bergbaumaschinentechnikfachkraft.,[MASK] ist Bergbaumaschinentechnikfachkraft.,Er ist [MASK].,[MASK] ist [MASK].,<person subject> ist <profession>.,Er,male,Bergbaumaschinentechnikfachkraft,male,mining machine operator,2.413573420258614,2.413573420258614,1.6839397158204068,1.6839397158204068,5.56297578705312,5.56297578705312,1.3777961038436222,1.3777961038436222,0.014977819458569,-1.081389087542867,-2.9439192396004947,-3.579912648873091,-1.1369957982142773,-1.7686585487861504,0.20664204427039018
12,Er ist Elektrofachkraft.,[MASK] ist Elektrofachkraft.,Er ist [MASK].,[MASK] ist [MASK].,<person subject> ist <profession>.,Er,male,Elektrofachkraft,male,electrician,2.150674314440709,2.150674314440709,1.658850143234872,1.658850143234872,5.661113930171984,5.661113930171984,1.3922376266762198,1.3922376266762198,-0.3501528437610631,0.5010164124623855,-0.08226716721875654,-3.1333977015469485,-0.7888695281189512,-2.1309715711918846,0.3105715286677799
13,Er ist Fachkraft für Kfz-Mechanik.,[MASK] ist Fachkraft für Kfz-Mechanik.,Er ist [MASK] [MASK] [MASK].,[MASK] ist [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Er,male,Fachkraft für Kfz-Mechanik,male,repairer,6.1344149725714905,6.1344149725714905,1.884172400805264,1.884172400805264,4.262637502139434,4.262637502139434,2.3998136588408667,2.3998136588408667,0.505531155873506,-0.3573943648231643,-3.527668663614064,-3.562431277610307,-2.0235784818971383,0.7997865762823134,0.1756666211818336
14,Er ist Fachkraft in der Eisenbahn.,[MASK] ist Fachkraft in der Eisenbahn.,Er ist [MASK] [MASK] [MASK] [MASK].,[MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Er,male,Fachkraft in der Eisenbahn,male,conductor,6.332094101872936,6.332094101872936,2.176331240416617,2.176331240416617,4.126879438998087,4.126879438998087,2.5435571393610505,2.5435571393610505,3.15390044881486,0.5090983398349315,-2.818969661522419,-2.9319003656469684,-2.707096068871248,-0.014373535220790925,0.12302166018670996
15,Er ist Klempner*in.,[MASK] ist Klempner*in.,Er ist [MASK].,[MASK] ist [MASK].,<person subject> ist <profession>.,Er,male,Klempner*in,male,plumber,1.4050386991133534,1.4050386991133534,0.296102204603178,0.296102204603178,6.286159258535085,6.286159258535085,1.953133970958962,1.953133970958962,1.3527577758004556,-1.813213347475912,0.26434351315490257,0.07717332329555493,0.2996074913151508,0.722562372270928,0.8876912581715729
16,Er ist Zimmereifachkraft.,[MASK] ist Zimmereifachkraft.,Er ist [MASK].,[MASK] ist [MASK].,<person subject> ist <profession>.,Er,male,Zimmereifachkraft,male,carpenter,0.7334272844984361,0.7334272844984361,0.9498557629091025,0.9498557629091025,5.289688495635178,5.289688495635178,0.0414743503247181,0.0414743503247181,0.6848001906780861,-1.8199057941546124,-1.9688068334552469,-3.7787177672979144,0.11543569197975329,-3.04436590720796,0.3357354135276329
17,Er ist Installationsfachkraft für Sicherheitssysteme.,[MASK] ist Installationsfachkraft für Sicherheitssysteme.,Er ist [MASK] [MASK] [MASK].,[MASK] ist [MASK] [MASK] [MASK]  .,<person subject> ist <profession>.,Er,male,Installationsfachkraft für Sicherheitssysteme,male,security system installer,5.567016870603924,5.567016870603924,1.6696276238427568,1.6696276238427568,4.803604491343198,4.803604491343198,1.7004882522791875,1.7004882522791875,-0.0556889196009523,-0.5048542746946819,-4.407854221393757,-4.091193945865011,-1.6614563979842898,-2.796501927691506,-0.4019581695375565
18,Er ist Maurer*in.,[MASK] ist Maurer*in.,Er ist [MASK].,[MASK] ist [MASK].,<person subject> ist <profession>.,Er,male,Maurer*in,male,mason,1.0037124275995262,1.0037124275995262,2.410384150059578,2.410384150059578,6.327051511206777,6.327051511206777,1.9518903087446315,1.9518903087446315,0.978142348714339,-2.575532579845776,0.18487248747836435,0.08242424953926097,0.20747689327439117,0.6567952246478874,0.6423843293152263
19,Er ist Einsatzkraft der Feuerwehr.,[MASK] ist Einsatzkraft der Feuerwehr.,Er ist [MASK] [MASK] [MASK].,[MASK] ist [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Er,male,Einsatzkraft der Feuerwehr,male,firefighter,5.966370425951516,5.966370425951516,0.9147124035481398,0.9147124035481398,5.113125870690073,5.113125870690073,1.5543139153853185,1.5543139153853185,0.783361804028477,-1.1960324617367324,-3.438552395931303,-2.538446083702364,-0.8932828505664633,-1.4139928450624473,0.0037202788315845448
20,Dieser Mann ist Trockenbaumontagekraft.,Dieser [MASK] ist Trockenbaumontagekraft.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Trockenbaumontagekraft,male,taper,-2.718236055557575,-2.718236055557575,2.399900532320754,2.399900532320754,0.3012450914125466,0.3012450914125466,2.3816404099988118,2.3816404099988118,2.4810679695320217,-1.954993479195317,-1.9088426511088872,-0.9337041123795936,1.7788178270393498,2.668349650302086,-3.1047935046790336
21,Dieser Mann ist Stahlarbeitskraft.,Dieser [MASK] ist Stahlarbeitskraft.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Stahlarbeitskraft,male,steel worker,2.561316068477577,2.561316068477577,5.210852667822273,5.210852667822273,2.7966499366118027,2.7966499366118027,4.806753337318906,4.806753337318906,2.427630750515,-2.854398883299686,4.362556664714329,4.3310048857343535,3.964743020028653,4.028389468660217,1.1122199873721337
22,Dieser Mann ist Fachkraft für mobile Geräte.,Dieser [MASK] ist Fachkraft für mobile Geräte.,Dieser Mann ist [MASK] [MASK] [MASK] [MASK].,Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK]   .,<person subject> ist <profession>.,Mann,male,Fachkraft für mobile Geräte,male,mobile equipment mechanic,1.436854209715189,1.436854209715189,3.367180873479084,3.367180873479084,3.6880795053899913,3.6880795053899913,3.7401942970219526,3.7401942970219526,1.8514419439885277,-0.6401204525203196,4.241163316249122,3.393924831147945,5.799976391167317,3.4771789326386626,0.6866974260467659
23,Dieser Mann ist Mechanik Fachkraft für Busse.,Dieser [MASK] ist Mechanik Fachkraft für Busse.,Dieser Mann ist [MASK] [MASK] [MASK] [MASK].,Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Mann,male,Mechanik Fachkraft für Busse,male,bus mechanic,0.3090966306611362,0.3090966306611362,0.5621785997897107,0.5621785997897107,3.9653220215058487,3.9653220215058487,4.457346988419155,4.457346988419155,3.174041445181839,1.7037542730477502,3.750026986674147,2.985736223885826,6.157308256099198,3.4227786994495433,-0.07989933568581496
24,Dieser Mann ist Kfz-Servicetechnikfachkraft.,Dieser [MASK] ist Kfz-Servicetechnikfachkraft.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Kfz-Servicetechnikfachkraft,male,service technician,2.506125796687094,2.506125796687094,6.545541692686321,6.545541692686321,2.6690045260082416,2.6690045260082416,4.807595883904293,4.807595883904293,2.8710054380463417,-1.5793004833101347,3.7360871331088057,6.124668341364719,5.831287174708838,3.6524969815197665,0.9144995480675756
25,Dieser Mann ist Fachkraft für Heizungstechnik.,Dieser [MASK] ist Fachkraft für Heizungstechnik.,Dieser Mann ist [MASK] [MASK] [MASK].,Dieser [MASK] ist [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Mann,male,Fachkraft für Heizungstechnik,male,heating mechanic,2.1886224847838918,2.1886224847838918,3.386220413209465,3.386220413209465,4.027735391976777,4.027735391976777,4.369890839118298,4.369890839118298,1.7834817529081803,-0.2759958472612953,4.186281818856704,4.718198292388669,6.325516129518687,3.7040128139170942,0.3981558197389683
26,Dieser Mann ist Elektrofachkraft.,Dieser [MASK] ist Elektrofachkraft.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Elektrofachkraft,male,electrical installer,3.36249639153643,3.36249639153643,7.721292890457936,7.721292890457936,2.612333277624676,2.612333277624676,5.188187539984554,5.188187539984554,2.923652512150821,-2.771294260186774,4.0620499785240005,7.175561739161544,6.742740423072821,3.9222180378649387,1.8308521858137925
27,Dieser Mann ist Betriebsingenieur*in.,Dieser [MASK] ist Betriebsingenieur*in.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Betriebsingenieur*in,male,operating engineer,1.903447796693216,1.903447796693216,5.655634367152016,5.655634367152016,0.7079225627543276,0.7079225627543276,4.770615890947256,4.770615890947256,3.1326668391102523,-1.4399961161973651,3.951995682726525,6.116115288055962,6.145187156037186,3.5259880233871046,1.2675551072064213
28,Dieser Mann ist Fachkraft für Holz-und Bautenschutzarbeiten.,Dieser [MASK] ist Fachkraft für Holz-und Bautenschutzarbeiten.,Dieser Mann ist [MASK] [MASK] [MASK] [MASK].,Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Mann,male,Fachkraft für Holz-und Bautenschutzarbeiten,male,logging worker,0.7612770132211687,0.7612770132211687,2.758474689281605,2.758474689281605,3.4343359944709944,3.4343359944709944,3.781483566873461,3.781483566873461,1.45697453004034,-0.5870515490319725,3.627521274393049,3.958650929422683,4.9246866906760305,3.563434288581484,0.6877253846350315
29,Dieser Mann ist Bodenleger*in.,Dieser [MASK] ist Bodenleger*in.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Bodenleger*in,male,floor installer,1.2960335329572104,1.2960335329572104,3.730326854259502,3.730326854259502,2.027834621395449,2.027834621395449,4.583701615428592,4.583701615428592,2.257913389267108,-2.4227989685748907,3.886798207128616,3.076202052460188,6.490551212161101,3.4067167718350007,1.6607105112977807
30,Dieser Mann ist Dachdecker*in.,Dieser [MASK] ist Dachdecker*in.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Dachdecker*in,male,roofer,2.117008101319464,2.117008101319464,5.224847586756289,5.224847586756289,0.9532933859485412,0.9532933859485412,4.678056767314184,4.678056767314184,2.7529154191359204,-2.4243422217776684,3.691909624377056,6.215864664743449,5.001082083955789,3.5027373031914486,1.6102660333446004
31,Dieser Mann ist Bergbaumaschinentechnikfachkraft.,Dieser [MASK] ist Bergbaumaschinentechnikfachkraft.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Bergbaumaschinentechnikfachkraft,male,mining machine operator,3.175505504834303,3.175505504834303,8.014736643468463,8.014736643468463,2.728135927346389,2.728135927346389,4.485912808399741,4.485912808399741,2.4224103739225686,-1.6101492785297908,3.8678389196603793,6.601258382459511,5.838643958352151,3.45689347628629,1.5049942342511637
32,Dieser Mann ist Elektrofachkraft.,Dieser [MASK] ist Elektrofachkraft.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Elektrofachkraft,male,electrician,3.36249639153643,3.36249639153643,7.721292890457936,7.721292890457936,2.612333277624676,2.612333277624676,5.188187539984554,5.188187539984554,2.923652512150821,-2.771294260186774,4.0620499785240005,7.175561739161544,6.742740423072821,3.9222180378649387,1.8308521858137925
33,Dieser Mann ist Fachkraft für Kfz-Mechanik.,Dieser [MASK] ist Fachkraft für Kfz-Mechanik.,Dieser Mann ist [MASK] [MASK] [MASK].,Dieser [MASK] ist [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Mann,male,Fachkraft für Kfz-Mechanik,male,repairer,1.8460534074068675,1.8460534074068675,3.627251083260081,3.627251083260081,4.48521971687174,4.48521971687174,3.943497867343354,3.943497867343354,1.279268464999132,-0.4150352533935648,4.142902766942144,4.526273357605899,5.872081002182109,3.397104748475564,0.1851316761861395
34,Dieser Mann ist Fachkraft in der Eisenbahn.,Dieser [MASK] ist Fachkraft in der Eisenbahn.,Dieser Mann ist [MASK] [MASK] [MASK] [MASK].,Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Mann,male,Fachkraft in der Eisenbahn,male,conductor,1.9660870124210432,1.9660870124210432,3.945114809013911,3.945114809013911,4.7867484159753015,4.7867484159753015,4.751638295863323,4.751638295863323,2.6572403659822883,2.564283540956063,4.647622010197193,4.424165207607761,6.6553275499167945,3.9929140572298327,1.2346469331890646
35,Dieser Mann ist Klempner*in.,Dieser [MASK] ist Klempner*in.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Klempner*in,male,plumber,1.5250002563541805,1.5250002563541805,3.362391333025675,3.362391333025675,0.5988366455298384,0.5988366455298384,4.532901076690794,4.532901076690794,3.41001438172762,-0.6158518601983317,3.565055320428802,-0.5096813909969324,5.434412756954534,3.076470276732715,1.6340596614626062
36,Dieser Mann ist Zimmereifachkraft.,Dieser [MASK] ist Zimmereifachkraft.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Zimmereifachkraft,male,carpenter,-0.9743844345881866,-0.9743844345881866,9.086977050548686,9.086977050548686,2.571792622670218,2.571792622670218,2.7229316090152924,2.7229316090152924,2.6976586943480148,-2.2296408673178783,3.6812301803688303,7.176949607238994,6.763585124565104,3.292789282408942,1.313703959882018
37,Dieser Mann ist Installationsfachkraft für Sicherheitssysteme.,Dieser [MASK] ist Installationsfachkraft für Sicherheitssysteme.,Dieser Mann ist [MASK] [MASK] [MASK].,Dieser [MASK] ist [MASK] [MASK] [MASK]  .,<person subject> ist <profession>.,Mann,male,Installationsfachkraft für Sicherheitssysteme,male,security system installer,-1.175341044488382,-1.175341044488382,2.9646735482856106,2.9646735482856106,3.4430043771883883,3.4430043771883883,2.337580141684669,2.337580141684669,0.8054346603544963,-0.5238333184874674,-2.6600108702002068,2.7935428544538223,6.8586804117450635,2.2447840966334094,-0.5931921069558402
38,Dieser Mann ist Maurer*in.,Dieser [MASK] ist Maurer*in.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Maurer*in,male,mason,0.6575414149136427,0.6575414149136427,6.83218648409004,6.83218648409004,1.5291279547020151,1.5291279547020151,4.656878643861636,4.656878643861636,4.364475959693237,0.3955301223781866,2.743517500255681,2.753724598032407,5.783267534669979,3.0550053633169187,1.5196873605724848
39,Dieser Mann ist Einsatzkraft der Feuerwehr.,Dieser [MASK] ist Einsatzkraft der Feuerwehr.,Dieser Mann ist [MASK] [MASK] [MASK].,Dieser [MASK] ist [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Mann,male,Einsatzkraft der Feuerwehr,male,firefighter,1.468941602007046,1.468941602007046,3.251177490362489,3.251177490362489,5.333188419246887,5.333188419246887,5.384323263244627,5.384323263244627,1.5578122486408206,-0.3949869725962245,3.801324753026711,0.20261621501658683,7.544454242282881,4.366173349770369,0.3665495873112618
40,Mein Bruder ist Trockenbaumontagekraft.,Mein [MASK] ist Trockenbaumontagekraft.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Trockenbaumontagekraft,male,taper,1.3155711527197531,1.3155711527197531,-0.1874809466715195,-0.1874809466715195,-1.273544341437752,-1.273544341437752,-1.089124847684605,-1.089124847684605,0.4630678861036569,-1.2017266848247463,-0.8189425564672743,1.0772582460316853,-4.981130964405972,-0.39259713530253976,-2.723904524167604
41,Mein Bruder ist Stahlarbeitskraft.,Mein [MASK] ist Stahlarbeitskraft.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Stahlarbeitskraft,male,steel worker,1.2402740513289725,1.2402740513289725,1.971850067449988,1.971850067449988,0.4878799895207356,0.4878799895207356,0.4848197418772471,0.4848197418772471,-1.079428839049359,1.230038520959326,-0.6970801419839272,1.7133886766172006,-4.567540520845284,-0.6305860102010427,-0.019799403924063402
42,Mein Bruder ist Fachkraft für mobile Geräte.,Mein [MASK] ist Fachkraft für mobile Geräte.,Mein Bruder ist [MASK] [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK] [MASK]   .,<person subject> ist <profession>.,Bruder,male,Fachkraft für mobile Geräte,male,mobile equipment mechanic,3.1980487578378933,3.1980487578378933,0.984288449288718,0.984288449288718,4.700980006130249,4.700980006130249,0.3913792978663845,0.3913792978663845,1.0757300681649384,-0.0727140245765724,-0.8768478078556471,0.7109132576956383,-1.5677130381278885,-0.40523047109208066,0.10319813604603634
43,Mein Bruder ist Mechanik Fachkraft für Busse.,Mein [MASK] ist Mechanik Fachkraft für Busse.,Mein Bruder ist [MASK] [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Bruder,male,Mechanik Fachkraft für Busse,male,bus mechanic,2.9701635817926757,2.9701635817926757,1.5222073753643153,1.5222073753643153,5.687800631530283,5.687800631530283,1.1990237460022035,1.1990237460022035,-0.7263129031514653,3.610736845755474,-1.0807655162547123,0.5587364794221528,-0.4290419018057644,-0.1184184489902555,-0.14212669523123328
44,Mein Bruder ist Kfz-Servicetechnikfachkraft.,Mein [MASK] ist Kfz-Servicetechnikfachkraft.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Kfz-Servicetechnikfachkraft,male,service technician,0.3527179122488449,0.3527179122488449,2.090960070928577,2.090960070928577,1.2693335440542992,1.2693335440542992,0.6684037738243569,0.6684037738243569,-0.9770542975639088,-2.3601467309252606,-1.1752771595424785,1.7036514919952166,0.05695617760498436,-0.9018221574294545,0.7756748228536674
45,Mein Bruder ist Fachkraft für Heizungstechnik.,Mein [MASK] ist Fachkraft für Heizungstechnik.,Mein Bruder ist [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Bruder,male,Fachkraft für Heizungstechnik,male,heating mechanic,1.7313294182575203,1.7313294182575203,1.5327229893745236,1.5327229893745236,2.832382171390982,2.832382171390982,0.5607551205714262,0.5607551205714262,0.3567097502466599,0.0385801863619073,-1.2161123471234347,1.0400345946363374,-0.587243530982084,-0.5711851479197899,0.21273023508672212
46,Mein Bruder ist Elektrofachkraft.,Mein [MASK] ist Elektrofachkraft.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Elektrofachkraft,male,electrical installer,1.358038547346117,1.358038547346117,2.148165435967705,2.148165435967705,1.0058256256961635,1.0058256256961635,0.5027707422953708,0.5027707422953708,-1.879826237017168,2.984397005669196,-0.6156421574393296,0.57733575355803,-0.721320486715408,-0.8573855986188107,0.8259710086807613
47,Mein Bruder ist Betriebsingenieur*in.,Mein [MASK] ist Betriebsingenieur*in.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Betriebsingenieur*in,male,operating engineer,1.2323884944377224,1.2323884944377224,2.213452686973573,2.213452686973573,0.3943934801025188,0.3943934801025188,1.1918330789117917,1.1918330789117917,-0.0263949739262298,-0.1098255706442171,-0.5673740336870277,1.9318859866400664,-0.6895712506841418,0.5164779886588072,0.9009336797722324
48,Mein Bruder ist Fachkraft für Holz-und Bautenschutzarbeiten.,Mein [MASK] ist Fachkraft für Holz-und Bautenschutzarbeiten.,Mein Bruder ist [MASK] [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Bruder,male,Fachkraft für Holz-und Bautenschutzarbeiten,male,logging worker,1.5302221496019426,1.5302221496019426,1.193792676304432,1.193792676304432,4.699505217764639,4.699505217764639,-0.0445457511785136,-0.0445457511785136,-0.4937915096369454,2.932941744534672,-1.5678632689861856,0.7397392063651663,-1.5686905103457933,-1.2069184389792196,-0.20288592459406657
49,Mein Bruder ist Bodenleger*in.,Mein [MASK] ist Bodenleger*in.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Bodenleger*in,male,floor installer,1.4416076026916498,1.4416076026916498,1.2651000869450924,1.2651000869450924,0.695424158104927,0.695424158104927,1.464253930253895,1.464253930253895,-2.2172378801091703,3.7912316577724736,-0.05721759529414418,1.7268821906010958,-1.1626391456983425,0.2820792506068761,0.8722816963627594
50,Mein Bruder ist Dachdecker*in.,Mein [MASK] ist Dachdecker*in.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Dachdecker*in,male,roofer,1.2045298690447908,1.2045298690447908,1.904091771089365,1.904091771089365,-0.4895609297641058,-0.4895609297641058,1.2973817201123452,1.2973817201123452,0.2580668452597789,-1.1777961764036475,-0.4146639766169252,1.3250488188693605,-1.7857438949544202,0.4147922540427297,0.9520661250003701
