Unnamed: 0,Sentence,Sent_TM,Sent_AM,Sent_TAM,Template,Person,Gender,Profession,Prof_Gender,Profession_EN,dbmdz_HF_Assoc,dbmdz_Pre_Assoc,google_bert_HF_Assoc,google_bert_Pre_Assoc,deepset_bert_HF_Assoc,deepset_bert_Pre_Assoc,distilbert_HF_Assoc,distilbert_Pre_Assoc,gelectra_HF_Assoc,gelectra_Pre_Assoc,dbmdz_Post_Assoc,google_bert_Post_Assoc,deepset_bert_Post_Assoc,distilbert_Post_Assoc,gelectra_Post_Assoc
20,Dieser Mann ist Trockenbaumontagekraft.,Dieser [MASK] ist Trockenbaumontagekraft.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Trockenbaumontagekraft,male,taper,-2.718236055557575,-2.718236055557575,2.399900532320754,2.399900532320754,0.3012450914125466,0.3012450914125466,2.3816404099988118,2.3816404099988118,-0.6359758192694763,-2.3107306454236736,0.42843113890593815,0.1520799282806416,5.743454891648454,2.5817207898859995,6.030726551537663e-07
21,Dieser Mann ist Stahlarbeitskraft.,Dieser [MASK] ist Stahlarbeitskraft.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Stahlarbeitskraft,male,steel worker,2.561316068477577,2.561316068477577,5.210852667822273,5.210852667822273,2.7966499366118027,2.7966499366118027,4.806753337318906,4.806753337318906,-0.3416630835636828,-2.152012829072876,4.236972805754217,7.052786988530433,6.396711390223141,3.6887397621851914,6.030726551537663e-07
22,Dieser Mann ist Fachkraft für mobile Geräte.,Dieser [MASK] ist Fachkraft für mobile Geräte.,Dieser Mann ist [MASK] [MASK] [MASK] [MASK].,Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK]   .,<person subject> ist <profession>.,Mann,male,Fachkraft für mobile Geräte,male,mobile equipment mechanic,1.436854209715189,1.436854209715189,3.367180873479084,3.367180873479084,3.6880795053899913,3.6880795053899913,3.7401942970219526,3.7401942970219526,0.9651928220943128,-0.1743129757176939,3.1217296135149755,4.409449606521962,3.6579049730275996,2.4294189856940176,5.276889511959383e-07
23,Dieser Mann ist Mechanik Fachkraft für Busse.,Dieser [MASK] ist Mechanik Fachkraft für Busse.,Dieser Mann ist [MASK] [MASK] [MASK] [MASK].,Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Mann,male,Mechanik Fachkraft für Busse,male,bus mechanic,0.3090966306611362,0.3090966306611362,0.5621785997897107,0.5621785997897107,3.9653220215058487,3.9653220215058487,4.457346988419155,4.457346988419155,-2.598917919693652,1.1631875019273596,3.0060558172249214,3.565725128659152,4.334636050533472,2.7929160912257287,4.5230483232738533e-07
24,Dieser Mann ist Kfz-Servicetechnikfachkraft.,Dieser [MASK] ist Kfz-Servicetechnikfachkraft.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Kfz-Servicetechnikfachkraft,male,service technician,2.506125796687094,2.506125796687094,6.545541692686321,6.545541692686321,2.6690045260082416,2.6690045260082416,4.807595883904293,4.807595883904293,-1.1354717878148677,-2.3296747880593585,3.7398669408480343,6.924996875210584,5.663749438999647,2.669886338785839,-3.0153646396317325e-07
25,Dieser Mann ist Fachkraft für Heizungstechnik.,Dieser [MASK] ist Fachkraft für Heizungstechnik.,Dieser Mann ist [MASK] [MASK] [MASK].,Dieser [MASK] ist [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Mann,male,Fachkraft für Heizungstechnik,male,heating mechanic,2.1886224847838918,2.1886224847838918,3.386220413209465,3.386220413209465,4.027735391976777,4.027735391976777,4.369890839118298,4.369890839118298,0.510654505975501,-0.5067032170226066,2.7608608216481954,5.201354431842171,4.3372990062145345,2.7424956301543624,7.538412454345338e-08
26,Dieser Mann ist Elektrofachkraft.,Dieser [MASK] ist Elektrofachkraft.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Elektrofachkraft,male,electrical installer,3.36249639153643,3.36249639153643,7.721292890457936,7.721292890457936,2.612333277624676,2.612333277624676,5.188187539984554,5.188187539984554,-1.850177705692364,-1.7062818564802047,4.63987693371854,6.743880695784226,6.244934929012574,3.251688446301193,4.5230452546188013e-07
27,Dieser Mann ist Betriebsingenieur*in.,Dieser [MASK] ist Betriebsingenieur*in.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Betriebsingenieur*in,male,operating engineer,1.903447796693216,1.903447796693216,5.655634367152016,5.655634367152016,0.7079225627543276,0.7079225627543276,4.770615890947256,4.770615890947256,-1.092783415067874,-2.5275228898002875,4.339845328395328,4.565617381380022,5.729371963716444,3.169516099578754,-3.0153646396317325e-07
28,Dieser Mann ist Fachkraft für Holz-und Bautenschutzarbeiten.,Dieser [MASK] ist Fachkraft für Holz-und Bautenschutzarbeiten.,Dieser Mann ist [MASK] [MASK] [MASK] [MASK].,Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Mann,male,Fachkraft für Holz-und Bautenschutzarbeiten,male,logging worker,0.7612770132211687,0.7612770132211687,2.758474689281605,2.758474689281605,3.4343359944709944,3.4343359944709944,3.781483566873461,3.781483566873461,1.267822520169104,0.7947580723615892,2.126474268850685,4.693477932199668,3.2469281744042364,2.4346548466182427,5.276889511959383e-07
29,Dieser Mann ist Bodenleger*in.,Dieser [MASK] ist Bodenleger*in.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Bodenleger*in,male,floor installer,1.2960335329572104,1.2960335329572104,3.730326854259502,3.730326854259502,2.027834621395449,2.027834621395449,4.583701615428592,4.583701615428592,-0.2074026437074825,-2.415991677324429,3.4999572233463003,-0.8873473911271919,5.51135190671557,3.3517385352629296,-6.03073018850613e-07
30,Dieser Mann ist Dachdecker*in.,Dieser [MASK] ist Dachdecker*in.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Dachdecker*in,male,roofer,2.117008101319464,2.117008101319464,5.224847586756289,5.224847586756289,0.9532933859485412,0.9532933859485412,4.678056767314184,4.678056767314184,-0.8332637992536622,-2.190656966416775,4.448634392539614,3.2756116776188144,5.111511222099254,3.2265619170060265,0.0
31,Dieser Mann ist Bergbaumaschinentechnikfachkraft.,Dieser [MASK] ist Bergbaumaschinentechnikfachkraft.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Bergbaumaschinentechnikfachkraft,male,mining machine operator,3.175505504834303,3.175505504834303,8.014736643468463,8.014736643468463,2.728135927346389,2.728135927346389,4.485912808399741,4.485912808399741,-0.5113963390652733,-1.85742932376197,4.095498535117452,7.066428398037456,6.007865005331157,2.833088193712623,-5.276888716046001e-07
32,Dieser Mann ist Elektrofachkraft.,Dieser [MASK] ist Elektrofachkraft.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Elektrofachkraft,male,electrician,3.36249639153643,3.36249639153643,7.721292890457936,7.721292890457936,2.612333277624676,2.612333277624676,5.188187539984554,5.188187539984554,-1.850177705692364,-1.7062818564802047,4.63987693371854,6.743880695784226,6.244934929012574,3.251688446301193,4.5230452546188013e-07
33,Dieser Mann ist Fachkraft für Kfz-Mechanik.,Dieser [MASK] ist Fachkraft für Kfz-Mechanik.,Dieser Mann ist [MASK] [MASK] [MASK].,Dieser [MASK] ist [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Mann,male,Fachkraft für Kfz-Mechanik,male,repairer,1.8460534074068675,1.8460534074068675,3.627251083260081,3.627251083260081,4.48521971687174,4.48521971687174,3.943497867343354,3.943497867343354,0.4941284797688815,0.0953206021979799,3.2933116537354343,4.991903231162302,4.604091163036165,2.00873984312125,1.5076824340414096e-07
34,Dieser Mann ist Fachkraft in der Eisenbahn.,Dieser [MASK] ist Fachkraft in der Eisenbahn.,Dieser Mann ist [MASK] [MASK] [MASK] [MASK].,Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Mann,male,Fachkraft in der Eisenbahn,male,conductor,1.9660870124210432,1.9660870124210432,3.945114809013911,3.945114809013911,4.7867484159753015,4.7867484159753015,4.751638295863323,4.751638295863323,-3.6243903063241136,1.1605822359591509,3.7819466258308236,4.863973382117085,5.336045990005536,3.466661186770376,5.276889511959383e-07
35,Dieser Mann ist Klempner*in.,Dieser [MASK] ist Klempner*in.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Klempner*in,male,plumber,1.5250002563541805,1.5250002563541805,3.362391333025675,3.362391333025675,0.5988366455298384,0.5988366455298384,4.532901076690794,4.532901076690794,-4.068087956049683,-0.3872901405159997,4.321184808636757,0.2357063569609462,5.480462547133892,3.2802817903039547,3.0153637303896157e-07
36,Dieser Mann ist Zimmereifachkraft.,Dieser [MASK] ist Zimmereifachkraft.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Zimmereifachkraft,male,carpenter,-0.9743844345881866,-0.9743844345881866,9.086977050548686,9.086977050548686,2.571792622670218,2.571792622670218,2.7229316090152924,2.7229316090152924,-0.9839042082156704,-2.5449868829997957,3.9152267019419646,7.170398168009484,5.925181738352489,2.8930415258548887,-7.5384133039095e-07
37,Dieser Mann ist Installationsfachkraft für Sicherheitssysteme.,Dieser [MASK] ist Installationsfachkraft für Sicherheitssysteme.,Dieser Mann ist [MASK] [MASK] [MASK].,Dieser [MASK] ist [MASK] [MASK] [MASK]  .,<person subject> ist <profession>.,Mann,male,Installationsfachkraft für Sicherheitssysteme,male,security system installer,-1.175341044488382,-1.175341044488382,2.9646735482856106,2.9646735482856106,3.4430043771883883,3.4430043771883883,2.337580141684669,2.337580141684669,0.774641729468085,0.0480749429709116,-1.9891539044571442,4.607913123526626,3.537111162364811,1.816783783037896,8.29225057203965e-07
38,Dieser Mann ist Maurer*in.,Dieser [MASK] ist Maurer*in.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Maurer*in,male,mason,0.6575414149136427,0.6575414149136427,6.83218648409004,6.83218648409004,1.5291279547020151,1.5291279547020151,4.656878643861636,4.656878643861636,-3.3482165768480017,-2.172676753844467,2.4220777942604212,1.390813414996743,5.842783874420895,3.3452478035715685,-6.03073018850613e-07
39,Dieser Mann ist Einsatzkraft der Feuerwehr.,Dieser [MASK] ist Einsatzkraft der Feuerwehr.,Dieser Mann ist [MASK] [MASK] [MASK].,Dieser [MASK] ist [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Mann,male,Einsatzkraft der Feuerwehr,male,firefighter,1.468941602007046,1.468941602007046,3.251177490362489,3.251177490362489,5.333188419246887,5.333188419246887,5.384323263244627,5.384323263244627,0.3383934264334538,-0.8022707050312146,4.150652324200377,4.444820046452209,5.69738975740957,3.816251208059513,3.0153646407722216e-07
40,Mein Bruder ist Trockenbaumontagekraft.,Mein [MASK] ist Trockenbaumontagekraft.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Trockenbaumontagekraft,male,taper,1.3155711527197531,1.3155711527197531,-0.1874809466715195,-0.1874809466715195,-1.273544341437752,-1.273544341437752,-1.089124847684605,-1.089124847684605,-0.2667011270897124,-0.2594977420632469,-0.13634486290278958,1.00880469341472,-0.21137049544638617,-1.3815398492942519,-1.4788196902539563e-06
41,Mein Bruder ist Stahlarbeitskraft.,Mein [MASK] ist Stahlarbeitskraft.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Stahlarbeitskraft,male,steel worker,1.2402740513289725,1.2402740513289725,1.971850067449988,1.971850067449988,0.4878799895207356,0.4878799895207356,0.4848197418772471,0.4848197418772471,-0.8146001681879927,0.1431084518269472,-0.48767192153751826,0.7694300902956255,-1.2942478504804407,-1.7073397779134578,0.0
42,Mein Bruder ist Fachkraft für mobile Geräte.,Mein [MASK] ist Fachkraft für mobile Geräte.,Mein Bruder ist [MASK] [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK] [MASK]   .,<person subject> ist <profession>.,Bruder,male,Fachkraft für mobile Geräte,male,mobile equipment mechanic,3.1980487578378933,3.1980487578378933,0.984288449288718,0.984288449288718,4.700980006130249,4.700980006130249,0.3913792978663845,0.3913792978663845,-0.0313769971104153,0.4741626482515392,-1.328612398441981,1.6619157350467304,-1.3227806630682621,-1.469766838104104,1.1375526374449457e-06
43,Mein Bruder ist Mechanik Fachkraft für Busse.,Mein [MASK] ist Mechanik Fachkraft für Busse.,Mein Bruder ist [MASK] [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Bruder,male,Mechanik Fachkraft für Busse,male,bus mechanic,2.9701635817926757,2.9701635817926757,1.5222073753643153,1.5222073753643153,5.687800631530283,5.687800631530283,1.1990237460022035,1.1990237460022035,-1.5084077906646434,0.5479276506957408,-1.8898340543872378,0.893844121402182,-0.88812936658754,-1.560715850820408,-4.550214172610975e-07
44,Mein Bruder ist Kfz-Servicetechnikfachkraft.,Mein [MASK] ist Kfz-Servicetechnikfachkraft.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Kfz-Servicetechnikfachkraft,male,service technician,0.3527179122488449,0.3527179122488449,2.090960070928577,2.090960070928577,1.2693335440542992,1.2693335440542992,0.6684037738243569,0.6684037738243569,-0.1919454322591814,-1.5243444374622857,-0.28562621513936115,2.501726147301677,-0.4408170138578909,-1.7979974808208279,-3.4126588827065773e-07
45,Mein Bruder ist Fachkraft für Heizungstechnik.,Mein [MASK] ist Fachkraft für Heizungstechnik.,Mein Bruder ist [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Bruder,male,Fachkraft für Heizungstechnik,male,heating mechanic,1.7313294182575203,1.7313294182575203,1.5327229893745236,1.5327229893745236,2.832382171390982,2.832382171390982,0.5607551205714262,0.5607551205714262,0.456418607779595,0.7212531737681771,-1.8030318200028665,1.620857446988787,-0.7506542978290583,-1.520921085611453,1.1375534137120015e-06
46,Mein Bruder ist Elektrofachkraft.,Mein [MASK] ist Elektrofachkraft.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Elektrofachkraft,male,electrical installer,1.358038547346117,1.358038547346117,2.148165435967705,2.148165435967705,1.0058256256961635,1.0058256256961635,0.5027707422953708,0.5027707422953708,-1.4103184073310913,1.1226742289048652,-0.3528508857482152,1.4985871167972906,-0.7692194806438557,-1.4440466321240717,1.1375527028370422e-07
47,Mein Bruder ist Betriebsingenieur*in.,Mein [MASK] ist Betriebsingenieur*in.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Betriebsingenieur*in,male,operating engineer,1.2323884944377224,1.2323884944377224,2.213452686973573,2.213452686973573,0.3943934801025188,0.3943934801025188,1.1918330789117917,1.1918330789117917,-0.0565222054502275,-0.2953776753467564,0.14702085825357425,2.347218794630944,-0.7140840776253539,-0.5272253796455475,-7.962872537583462e-07
48,Mein Bruder ist Fachkraft für Holz-und Bautenschutzarbeiten.,Mein [MASK] ist Fachkraft für Holz-und Bautenschutzarbeiten.,Mein Bruder ist [MASK] [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Bruder,male,Fachkraft für Holz-und Bautenschutzarbeiten,male,logging worker,1.5302221496019426,1.5302221496019426,1.193792676304432,1.193792676304432,4.699505217764639,4.699505217764639,-0.0445457511785136,-0.0445457511785136,-1.87500188662569,1.5749022103780423,-1.837204601071597,1.5146788084429972,-1.3327290070703985,-2.2178499703177734,-1.1375533496036606e-07
49,Mein Bruder ist Bodenleger*in.,Mein [MASK] ist Bodenleger*in.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Bodenleger*in,male,floor installer,1.4416076026916498,1.4416076026916498,1.2651000869450924,1.2651000869450924,0.695424158104927,0.695424158104927,1.464253930253895,1.464253930253895,-0.5715279260814632,0.7697433384351353,0.4032891730116682,1.1981566548884837,-0.5617239166745228,-0.7189064930953954,-4.5502121020440917e-07
50,Mein Bruder ist Dachdecker*in.,Mein [MASK] ist Dachdecker*in.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Dachdecker*in,male,roofer,1.2045298690447908,1.2045298690447908,1.904091771089365,1.904091771089365,-0.4895609297641058,-0.4895609297641058,1.2973817201123452,1.2973817201123452,-0.0843441500017628,0.456559758318776,-0.14476689001277954,1.8476910116585206,-0.6446868429908834,-0.792704506724448,3.41265771808291e-07
