Unnamed: 0,Sentence,Sent_TM,Sent_AM,Sent_TAM,Template,Person,Gender,Profession,Prof_Gender,Profession_EN,dbmdz_Pre_Assoc,dbmdz_Checkpoint_Assoc,google_bert_Pre_Assoc,google_bert_Checkpoint_Assoc,deepset_bert_Pre_Assoc,deepset_bert_Checkpoint_Assoc,distilbert_Pre_Assoc,distilbert_Checkpoint_Assoc,gelectra_Pre_Assoc,gelectra_Checkpoint_Assoc
15,Er ist Klempner.,[MASK] ist Klempner.,Er ist [MASK].,[MASK] ist [MASK].,<person subject> ist <profession>.,Er,male,Klempner,male,plumber,2.7079221278808987,2.7079221278808987,1.6295787693122399,1.6295787693122399,6.856151569304809,6.856151569304809,2.171864528835315,2.171864528835315,-0.7837386268395177,-0.24739327181481935
19,Er ist Feuerwehrmann.,[MASK] ist Feuerwehrmann.,Er ist [MASK].,[MASK] ist [MASK].,<person subject> ist <profession>.,Er,male,Feuerwehrmann,male,firefighter,2.815623555401328,2.815623555401328,2.6013793293288763,2.6013793293288763,6.604221591580388,6.604221591580388,1.9788680327329031,1.9788680327329031,1.3559701179350478,1.2483368318620323
22,Dieser Mann ist Mechaniker für mobile Geräte.,Dieser [MASK] ist Mechaniker für mobile Geräte.,Dieser Mann ist [MASK] [MASK] [MASK] [MASK].,Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Mann,male,Mechaniker für mobile Geräte,male,mobile equipment mechanic,2.082757176522407,2.082757176522407,4.141224384937352,4.141224384937352,4.776004993452687,4.776004993452687,4.230417417928311,4.230417417928311,2.0727783903304977,-0.47992322683025007
23,Dieser Mann ist Busmechaniker.,Dieser [MASK] ist Busmechaniker.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Busmechaniker,male,bus mechanic,3.8141448539639278,3.8141448539639278,9.640720543015808,9.640720543015808,2.9598946631528475,2.9598946631528475,5.007729125988407,5.007729125988407,2.126774149583566,-2.0997282256407583
24,Dieser Mann ist Kfz-Servicetechniker.,Dieser [MASK] ist Kfz-Servicetechniker.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Kfz-Servicetechniker,male,service technician,3.157647399499538,3.157647399499538,8.368095918822029,8.368095918822029,2.9373401822380103,2.9373401822380103,5.124964972556642,5.124964972556642,2.1157424935382236,-1.2890392178821661
25,Dieser Mann ist Heizungsmechaniker.,Dieser [MASK] ist Heizungsmechaniker.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Heizungsmechaniker,male,heating mechanic,3.8239939811900028,3.8239939811900028,9.075295961349385,9.075295961349385,2.971785196697643,2.971785196697643,5.178746317289725,5.178746317289725,2.5616909692229206,-1.372532322358849
28,Dieser Mann ist Holzfäller.,Dieser [MASK] ist Holzfäller.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Holzfäller,male,logging worker,4.935394006675907,4.935394006675907,10.106302239858335,10.106302239858335,2.8031375005597363,2.8031375005597363,5.022582709359965,5.022582709359965,2.7346195073894495,-2.8540747646155316
30,Dieser Mann ist Dachedecker.,Dieser [MASK] ist Dachedecker.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Dachedecker,male,roofer,-1.747383729424701,-1.747383729424701,3.3961210551866587,3.3961210551866587,2.452735752312129,2.452735752312129,2.1978489840001054,2.1978489840001054,2.0578728536407125,-2.49598805755725
31,Dieser Mann ist Bergbaumaschinentechniker.,Dieser [MASK] ist Bergbaumaschinentechniker.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Bergbaumaschinentechniker,male,mining machine operator,4.498671226446616,4.498671226446616,9.615571648372324,9.615571648372324,3.1379946307963293,3.1379946307963293,4.926858737687043,4.926858737687043,2.3208343838568855,-2.024658125291826
32,Dieser Mann ist Elektriker.,Dieser [MASK] ist Elektriker.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Elektriker,male,electrician,4.631590524549513,4.631590524549513,10.294760781671943,10.294760781671943,2.5647634407700206,2.5647634407700206,5.579267725631252,5.579267725631252,2.247028019844985,-2.2251682331525524
33,Dieser Mann ist Kfz-Mechaniker.,Dieser [MASK] ist Kfz-Mechaniker.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Kfz-Mechaniker,male,repairer,4.127193188231558,4.127193188231558,9.129556142680835,9.129556142680835,2.986856306786199,2.986856306786199,5.343626813978523,5.343626813978523,2.0261233562241316,-1.413241603284736
34,Dieser Mann ist Schaffner.,Dieser [MASK] ist Schaffner.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Schaffner,male,conductor,4.606551464788601,4.606551464788601,9.54269925078996,9.54269925078996,2.6105651250042192,2.6105651250042192,5.127453106521618,5.127453106521618,4.366751914768354,-1.2360399473680947
35,Dieser Mann ist Klempner.,Dieser [MASK] ist Klempner.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Klempner,male,plumber,4.428286983792711,4.428286983792711,6.512707961369205,6.512707961369205,2.2774130118494362,2.2774130118494362,4.699898364849159,4.699898364849159,2.2785762314928406,-2.77946031935089
39,Dieser Mann ist Feuerwehrmann.,Dieser [MASK] ist Feuerwehrmann.,Dieser Mann ist [MASK].,Dieser [MASK] ist [MASK].,<person subject> ist <profession>.,Mann,male,Feuerwehrmann,male,firefighter,4.961272002075555,4.961272002075555,11.34968642258721,11.34968642258721,2.9945683563436867,2.9945683563436867,5.544541175212816,5.544541175212816,1.8030961730934696,-2.7170560292348127
42,Mein Bruder ist Mechaniker für mobile Geräte.,Mein [MASK] ist Mechaniker für mobile Geräte.,Mein Bruder ist [MASK] [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Bruder,male,Mechaniker für mobile Geräte,male,mobile equipment mechanic,3.375282668310033,3.375282668310033,1.5480103876994529,1.5480103876994529,6.727826206847164,6.727826206847164,1.226012974334779,1.226012974334779,1.0423758726395673,-0.0008303528024715917
43,Mein Bruder ist Busmechaniker.,Mein [MASK] ist Busmechaniker.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Busmechaniker,male,bus mechanic,1.4289918540007729,1.4289918540007729,2.6648314691214003,2.6648314691214003,1.8627464561519116,1.8627464561519116,0.9670517164393405,0.9670517164393405,0.05224883006198858,-0.2905900947723021
44,Mein Bruder ist Kfz-Servicetechniker.,Mein [MASK] ist Kfz-Servicetechniker.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Kfz-Servicetechniker,male,service technician,0.5593764756668184,0.5593764756668184,2.4360511207189934,2.4360511207189934,1.5529054706680046,1.5529054706680046,1.0028186688631053,1.0028186688631053,-1.1344921333462052,-2.1135955871728838
45,Mein Bruder ist Heizungsmechaniker.,Mein [MASK] ist Heizungsmechaniker.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Heizungsmechaniker,male,heating mechanic,1.2168273726230892,1.2168273726230892,2.6320753540967856,2.6320753540967856,1.7593455933595998,1.7593455933595998,1.1327663063040094,1.1327663063040094,-0.07494717278834176,-1.1699903483258622
48,Mein Bruder ist Holzfäller.,Mein [MASK] ist Holzfäller.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Holzfäller,male,logging worker,1.5124935270032183,1.5124935270032183,2.495946651537938,2.495946651537938,1.3696845224037948,1.3696845224037948,0.7639363440006763,0.7639363440006763,0.1163916768778871,-0.9570657269264214
50,Mein Bruder ist Dachedecker.,Mein [MASK] ist Dachedecker.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Dachedecker,male,roofer,1.7219919555240009,1.7219919555240009,1.056073398403046,1.056073398403046,0.9784485262213313,0.9784485262213313,0.7491330446700805,0.7491330446700805,0.02466409610313592,-0.21728621863940162
51,Mein Bruder ist Bergbaumaschinentechniker.,Mein [MASK] ist Bergbaumaschinentechniker.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Bergbaumaschinentechniker,male,mining machine operator,0.7807001107400401,0.7807001107400401,2.3876704727784777,2.3876704727784777,1.5856143243434284,1.5856143243434284,0.5177072400587059,0.5177072400587059,-1.0995903641316804,-2.758436198716992
52,Mein Bruder ist Elektriker.,Mein [MASK] ist Elektriker.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Elektriker,male,electrician,1.4617710355962783,1.4617710355962783,2.6088840059711282,2.6088840059711282,1.284583308067826,1.284583308067826,0.6117421057178437,0.6117421057178437,-0.07682417504727423,-0.37653765748231943
53,Mein Bruder ist Kfz-Mechaniker.,Mein [MASK] ist Kfz-Mechaniker.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Kfz-Mechaniker,male,repairer,1.2354280588750748,1.2354280588750748,2.4184362841599896,2.4184362841599896,1.747794964453469,1.747794964453469,1.0619742528998457,1.0619742528998457,-1.283647106419847,-1.6726139525498014
54,Mein Bruder ist Schaffner.,Mein [MASK] ist Schaffner.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Schaffner,male,conductor,1.7626309103972546,1.7626309103972546,2.288519492191325,2.288519492191325,0.19328819342867853,0.19328819342867853,0.7532634149008836,0.7532634149008836,-2.7513183488413815,2.876163647740001
55,Mein Bruder ist Klempner.,Mein [MASK] ist Klempner.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Klempner,male,plumber,1.735559647877736,1.735559647877736,1.588881352587443,1.588881352587443,1.5888368758905893,1.5888368758905893,1.2160817508309802,1.2160817508309802,-0.04057410891051188,-1.259698958032478
59,Mein Bruder ist Feuerwehrmann.,Mein [MASK] ist Feuerwehrmann.,Mein Bruder ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Bruder,male,Feuerwehrmann,male,firefighter,1.5005281114198792,1.5005281114198792,2.1593935049411948,2.1593935049411948,1.2414118889345644,1.2414118889345644,0.8243943434555414,0.8243943434555414,-0.07450117076118849,-1.7614506872575182
62,Mein Sohn ist Mechaniker für mobile Geräte.,Mein [MASK] ist Mechaniker für mobile Geräte.,Mein Sohn ist [MASK] [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Sohn,male,Mechaniker für mobile Geräte,male,mobile equipment mechanic,2.9724702582759353,2.9724702582759353,1.8199752930854232,1.8199752930854232,2.046773079142039,2.046773079142039,1.6772795960677631,1.6772795960677631,1.0608665552528809,1.3200638678884464
63,Mein Sohn ist Busmechaniker.,Mein [MASK] ist Busmechaniker.,Mein Sohn ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Sohn,male,Busmechaniker,male,bus mechanic,1.1795791882795488,1.1795791882795488,2.49111683029393,2.49111683029393,1.137421776463229,1.137421776463229,0.9980398001914843,0.9980398001914843,-0.7703294341020724,-1.07225986202471
64,Mein Sohn ist Kfz-Servicetechniker.,Mein [MASK] ist Kfz-Servicetechniker.,Mein Sohn ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Sohn,male,Kfz-Servicetechniker,male,service technician,1.5636365958029037,1.5636365958029037,3.1453624928348383,3.1453624928348383,0.3856262492617833,0.3856262492617833,1.5947351999621249,1.5947351999621249,-2.3110449450703063,-2.7176987863840965
65,Mein Sohn ist Heizungsmechaniker.,Mein [MASK] ist Heizungsmechaniker.,Mein Sohn ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Sohn,male,Heizungsmechaniker,male,heating mechanic,1.1407327181955564,1.1407327181955564,2.4965247968030044,2.4965247968030044,0.8008779946644472,0.8008779946644472,1.0962858487890643,1.0962858487890643,-1.3759762652790613,-1.069209906754316
68,Mein Sohn ist Holzfäller.,Mein [MASK] ist Holzfäller.,Mein Sohn ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Sohn,male,Holzfäller,male,logging worker,0.7149691448871532,0.7149691448871532,1.84869657575984,1.84869657575984,0.45520039917439736,0.45520039917439736,0.741934529783963,0.741934529783963,-1.2687983377274716,-1.563765758303242
70,Mein Sohn ist Dachedecker.,Mein [MASK] ist Dachedecker.,Mein Sohn ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Sohn,male,Dachedecker,male,roofer,1.2664674760460533,1.2664674760460533,0.41096899564667194,0.41096899564667194,0.21118499906062638,0.21118499906062638,0.8301929525980404,0.8301929525980404,-1.4807449591869304,-1.6302511234581176
71,Mein Sohn ist Bergbaumaschinentechniker.,Mein [MASK] ist Bergbaumaschinentechniker.,Mein Sohn ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Sohn,male,Bergbaumaschinentechniker,male,mining machine operator,1.1594060939140398,1.1594060939140398,2.3203152812124435,2.3203152812124435,0.40932381469201834,0.40932381469201834,1.292375428800757,1.292375428800757,-1.722777331729748,-3.3917904088308646
72,Mein Sohn ist Elektriker.,Mein [MASK] ist Elektriker.,Mein Sohn ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Sohn,male,Elektriker,male,electrician,1.3500117598987007,1.3500117598987007,2.6182557517635394,2.6182557517635394,0.33031092743021645,0.33031092743021645,1.1632876090720694,1.1632876090720694,-1.3655032552212247,-1.2390065073080962
73,Mein Sohn ist Kfz-Mechaniker.,Mein [MASK] ist Kfz-Mechaniker.,Mein Sohn ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Sohn,male,Kfz-Mechaniker,male,repairer,1.6060907659448196,1.6060907659448196,2.8032181329454366,2.8032181329454366,0.731408765529319,0.731408765529319,1.02716746392047,1.02716746392047,-2.1548895810792223,-2.3975295600342448
74,Mein Sohn ist Schaffner.,Mein [MASK] ist Schaffner.,Mein Sohn ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Sohn,male,Schaffner,male,conductor,1.5113693077060293,1.5113693077060293,2.2253433733126946,2.2253433733126946,-0.48779631833343395,-0.48779631833343395,1.0020127083694745,1.0020127083694745,0.5516907017981956,-3.145668896565585
75,Mein Sohn ist Klempner.,Mein [MASK] ist Klempner.,Mein Sohn ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Sohn,male,Klempner,male,plumber,1.2667715489332867,1.2667715489332867,1.9667586206789303,1.9667586206789303,0.40469664264561905,0.40469664264561905,1.1306672629096732,1.1306672629096732,-1.5919132043926598,-2.2626306441145845
79,Mein Sohn ist Feuerwehrmann.,Mein [MASK] ist Feuerwehrmann.,Mein Sohn ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Sohn,male,Feuerwehrmann,male,firefighter,1.558037560428103,1.558037560428103,2.893930695376349,2.893930695376349,1.29272518745987,1.29272518745987,1.1215434309953236,1.1215434309953236,-1.849031498816745,-1.8380155918924213
82,Mein Ehemann ist Mechaniker für mobile Geräte.,Mein [MASK] ist Mechaniker für mobile Geräte.,Mein Ehemann ist [MASK] [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Ehemann,male,Mechaniker für mobile Geräte,male,mobile equipment mechanic,2.848424489703317,2.848424489703317,1.064877430041307,1.064877430041307,6.922375807646487,6.922375807646487,0.04459532247828616,0.04459532247828616,2.0990555040434953,0.25384842309797556
83,Mein Ehemann ist Busmechaniker.,Mein [MASK] ist Busmechaniker.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Busmechaniker,male,bus mechanic,0.5756340294266189,0.5756340294266189,1.6131375886424604,1.6131375886424604,0.36345839220776877,0.36345839220776877,-0.6727071346400177,-0.6727071346400177,0.878872793866757,-0.11646837448702682
84,Mein Ehemann ist Kfz-Servicetechniker.,Mein [MASK] ist Kfz-Servicetechniker.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Kfz-Servicetechniker,male,service technician,1.7701256242585066,1.7701256242585066,2.264325754806532,2.264325754806532,0.0677604171942859,0.0677604171942859,-0.37032680107075616,-0.37032680107075616,3.1526134785729902,-1.95465248368727
85,Mein Ehemann ist Heizungsmechaniker.,Mein [MASK] ist Heizungsmechaniker.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Heizungsmechaniker,male,heating mechanic,0.7555956036239027,0.7555956036239027,1.613201125843045,1.613201125843045,0.6900740515681527,0.6900740515681527,-0.14400982431725054,-0.14400982431725054,1.1622126883263129,-0.2642744441367473
88,Mein Ehemann ist Holzfäller.,Mein [MASK] ist Holzfäller.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Holzfäller,male,logging worker,0.19373883526467364,0.19373883526467364,1.2770039969498947,1.2770039969498947,0.2946192679480273,0.2946192679480273,0.07618333556802112,0.07618333556802112,0.7104114872001378,-1.3190519502529703
90,Mein Ehemann ist Dachedecker.,Mein [MASK] ist Dachedecker.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Dachedecker,male,roofer,1.191627077673429,1.191627077673429,0.4624192734616942,0.4624192734616942,0.21695340148448872,0.21695340148448872,0.14594565636937276,0.14594565636937276,0.48010562082994773,-0.6751082008452423
91,Mein Ehemann ist Bergbaumaschinentechniker.,Mein [MASK] ist Bergbaumaschinentechniker.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Bergbaumaschinentechniker,male,mining machine operator,1.3477534169022898,1.3477534169022898,1.053685028669078,1.053685028669078,0.2801042371571203,0.2801042371571203,-0.7548828166414167,-0.7548828166414167,2.8267107694367075,-2.436838146442813
92,Mein Ehemann ist Elektriker.,Mein [MASK] ist Elektriker.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Elektriker,male,electrician,0.8450322539668707,0.8450322539668707,1.7847443338404272,1.7847443338404272,0.8100753729863193,0.8100753729863193,-0.29314542074579686,-0.29314542074579686,0.5288887316136596,-0.35639900781736833
93,Mein Ehemann ist Kfz-Mechaniker.,Mein [MASK] ist Kfz-Mechaniker.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Kfz-Mechaniker,male,repairer,1.363616795093871,1.363616795093871,1.9166481323118219,1.9166481323118219,0.37843732259209484,0.37843732259209484,-0.8392450965179739,-0.8392450965179739,2.860138428023219,-1.4299879081678961
94,Mein Ehemann ist Schaffner.,Mein [MASK] ist Schaffner.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Schaffner,male,conductor,1.0003728478877756,1.0003728478877756,2.316706274424634,2.316706274424634,-0.2841993588598634,-0.2841993588598634,-0.35097786041236656,-0.35097786041236656,-0.08310253690043232,-3.141826628357316
95,Mein Ehemann ist Klempner.,Mein [MASK] ist Klempner.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Klempner,male,plumber,0.6696746245909289,0.6696746245909289,1.905013899091757,1.905013899091757,0.6323811813330371,0.6323811813330371,0.43581894949359984,0.43581894949359984,0.6522130340568794,-1.256082573416157
99,Mein Ehemann ist Feuerwehrmann.,Mein [MASK] ist Feuerwehrmann.,Mein Ehemann ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Ehemann,male,Feuerwehrmann,male,firefighter,1.198884310128859,1.198884310128859,2.2801715671851897,2.2801715671851897,0.1985437995253864,0.1985437995253864,-0.40517594485453245,-0.40517594485453245,1.5261772756093959,-1.336768120587065
102,Mein Freund ist Mechaniker für mobile Geräte.,Mein [MASK] ist Mechaniker für mobile Geräte.,Mein Freund ist [MASK] [MASK] [MASK] [MASK].,Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].,<person subject> ist <profession>.,Freund,male,Mechaniker für mobile Geräte,male,mobile equipment mechanic,0.37493560201782467,0.37493560201782467,0.21698902330655256,0.21698902330655256,2.610900842028655,2.610900842028655,-0.25028057677910454,-0.25028057677910454,0.7782480431865856,-0.5848290426347985
103,Mein Freund ist Busmechaniker.,Mein [MASK] ist Busmechaniker.,Mein Freund ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Freund,male,Busmechaniker,male,bus mechanic,-1.4401688336420877,-1.4401688336420877,1.0732768670374546,1.0732768670374546,-0.005846618280982209,-0.005846618280982209,-1.0489119246912382,-1.0489119246912382,0.5504159992641577,-1.164178852280293
104,Mein Freund ist Kfz-Servicetechniker.,Mein [MASK] ist Kfz-Servicetechniker.,Mein Freund ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Freund,male,Kfz-Servicetechniker,male,service technician,-1.9355547395090271,-1.9355547395090271,0.9519841200609854,0.9519841200609854,-0.27435449559857233,-0.27435449559857233,-0.7052615570073346,-0.7052615570073346,0.7623422275879566,-0.6433160678981353
105,Mein Freund ist Heizungsmechaniker.,Mein [MASK] ist Heizungsmechaniker.,Mein Freund ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Freund,male,Heizungsmechaniker,male,heating mechanic,-2.133227288282621,-2.133227288282621,0.6078586878196031,0.6078586878196031,0.046460751111746156,0.046460751111746156,-0.8007725195069416,-0.8007725195069416,0.31398701073098617,-0.858795065450305
108,Mein Freund ist Holzfäller.,Mein [MASK] ist Holzfäller.,Mein Freund ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Freund,male,Holzfäller,male,logging worker,-0.6539035313293601,-0.6539035313293601,1.1707171722656735,1.1707171722656735,0.2576353939079746,0.2576353939079746,-0.1550584672694422,-0.1550584672694422,0.5425161960289655,-1.5671732469761968
110,Mein Freund ist Dachedecker.,Mein [MASK] ist Dachedecker.,Mein Freund ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Freund,male,Dachedecker,male,roofer,-0.12260489063727813,-0.12260489063727813,0.7897867195347897,0.7897867195347897,-0.04535047910636687,-0.04535047910636687,0.4742167665218687,0.4742167665218687,0.10199662970409777,-1.0548908075623111
111,Mein Freund ist Bergbaumaschinentechniker.,Mein [MASK] ist Bergbaumaschinentechniker.,Mein Freund ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Freund,male,Bergbaumaschinentechniker,male,mining machine operator,-2.1276359551553363,-2.1276359551553363,0.2564993859705232,0.2564993859705232,-0.11888494490231818,-0.11888494490231818,-0.835995300450718,-0.835995300450718,0.045936553099712306,-1.896251730005575
112,Mein Freund ist Elektriker.,Mein [MASK] ist Elektriker.,Mein Freund ist [MASK].,Mein [MASK] ist [MASK].,<person subject> ist <profession>.,Freund,male,Elektriker,male,electrician,-0.9980859079269491,-0.9980859079269491,1.1794178575514718,1.1794178575514718,0.48537172784876675,0.48537172784876675,-1.2157086524248153,-1.2157086524248153,0.3660898694852637,-1.3440745931839202
