Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Profession_EN	Pre_Assoc	Post_Assoc
11	Er ist Bergbaumaschinentechnikfachkraft.	[MASK] ist Bergbaumaschinentechnikfachkraft.	Er ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Er	male	Bergbaumaschinentechnikfachkraft	male	mining machine operator	2.413573420258614	-2.9439192396004947
12	Er ist Elektrofachkraft.	[MASK] ist Elektrofachkraft.	Er ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Er	male	Elektrofachkraft	male	electrician	2.1506743144407094	-0.08226716721875654
13	Er ist Fachkraft für Kfz-Mechanik.	[MASK] ist Fachkraft für Kfz-Mechanik.	Er ist [MASK] [MASK] [MASK].	[MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Er	male	Fachkraft für Kfz-Mechanik	male	repairer	6.1344149725714905	-3.527668663614064
14	Er ist Fachkraft in der Eisenbahn.	[MASK] ist Fachkraft in der Eisenbahn.	Er ist [MASK] [MASK] [MASK] [MASK].	[MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Er	male	Fachkraft in der Eisenbahn	male	conductor	6.3320941018729355	-2.818969661522419
15	Er ist Klempner*in.	[MASK] ist Klempner*in.	Er ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Er	male	Klempner*in	male	plumber	1.4050386991133534	0.26434351315490257
16	Er ist Zimmereifachkraft.	[MASK] ist Zimmereifachkraft.	Er ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Er	male	Zimmereifachkraft	male	carpenter	0.7334272844984361	-1.9688068334552469
17	Er ist Installationsfachkraft für Sicherheitssysteme.	[MASK] ist Installationsfachkraft für Sicherheitssysteme.	Er ist [MASK] [MASK] [MASK].	[MASK] ist [MASK] [MASK] [MASK]  .	<person subject> ist <profession>.	Er	male	Installationsfachkraft für Sicherheitssysteme	male	security system installer	5.567016870603924	-4.407854221393757
18	Er ist Maurer*in.	[MASK] ist Maurer*in.	Er ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Er	male	Maurer*in	male	mason	1.0037124275995262	0.18487248747836435
19	Er ist Einsatzkraft der Feuerwehr.	[MASK] ist Einsatzkraft der Feuerwehr.	Er ist [MASK] [MASK] [MASK].	[MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Er	male	Einsatzkraft der Feuerwehr	male	firefighter	5.966370425951516	-3.438552395931303
20	Dieser Mann ist Trockenbaumontagekraft.	Dieser [MASK] ist Trockenbaumontagekraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Trockenbaumontagekraft	male	taper	-2.718236055557575	-1.9088426511088872
21	Dieser Mann ist Stahlarbeitskraft.	Dieser [MASK] ist Stahlarbeitskraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Stahlarbeitskraft	male	steel worker	2.5613160684775775	4.362556664714329
22	Dieser Mann ist Fachkraft für mobile Geräte.	Dieser [MASK] ist Fachkraft für mobile Geräte.	Dieser Mann ist [MASK] [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK]   .	<person subject> ist <profession>.	Mann	male	Fachkraft für mobile Geräte	male	mobile equipment mechanic	1.436854209715189	4.241163316249122
23	Dieser Mann ist Mechanik Fachkraft für Busse.	Dieser [MASK] ist Mechanik Fachkraft für Busse.	Dieser Mann ist [MASK] [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Mechanik Fachkraft für Busse	male	bus mechanic	0.3090966306611362	3.750026986674147
24	Dieser Mann ist Kfz-Servicetechnikfachkraft.	Dieser [MASK] ist Kfz-Servicetechnikfachkraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Kfz-Servicetechnikfachkraft	male	service technician	2.506125796687094	3.7360871331088057
25	Dieser Mann ist Fachkraft für Heizungstechnik.	Dieser [MASK] ist Fachkraft für Heizungstechnik.	Dieser Mann ist [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Fachkraft für Heizungstechnik	male	heating mechanic	2.1886224847838913	4.186281818856704
26	Dieser Mann ist Elektrofachkraft.	Dieser [MASK] ist Elektrofachkraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Elektrofachkraft	male	electrical installer	3.36249639153643	4.0620499785240005
27	Dieser Mann ist Betriebsingenieur*in.	Dieser [MASK] ist Betriebsingenieur*in.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Betriebsingenieur*in	male	operating engineer	1.9034477966932157	3.951995682726525
28	Dieser Mann ist Fachkraft für Holz-und Bautenschutzarbeiten.	Dieser [MASK] ist Fachkraft für Holz-und Bautenschutzarbeiten.	Dieser Mann ist [MASK] [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Fachkraft für Holz-und Bautenschutzarbeiten	male	logging worker	0.7612770132211687	3.627521274393049
29	Dieser Mann ist Bodenleger*in.	Dieser [MASK] ist Bodenleger*in.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Bodenleger*in	male	floor installer	1.2960335329572104	3.886798207128616
30	Dieser Mann ist Dachdecker*in.	Dieser [MASK] ist Dachdecker*in.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Dachdecker*in	male	roofer	2.1170081013194637	3.691909624377056
31	Dieser Mann ist Bergbaumaschinentechnikfachkraft.	Dieser [MASK] ist Bergbaumaschinentechnikfachkraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Bergbaumaschinentechnikfachkraft	male	mining machine operator	3.175505504834303	3.8678389196603793
32	Dieser Mann ist Elektrofachkraft.	Dieser [MASK] ist Elektrofachkraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Elektrofachkraft	male	electrician	3.36249639153643	4.0620499785240005
33	Dieser Mann ist Fachkraft für Kfz-Mechanik.	Dieser [MASK] ist Fachkraft für Kfz-Mechanik.	Dieser Mann ist [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Fachkraft für Kfz-Mechanik	male	repairer	1.8460534074068675	4.142902766942144
34	Dieser Mann ist Fachkraft in der Eisenbahn.	Dieser [MASK] ist Fachkraft in der Eisenbahn.	Dieser Mann ist [MASK] [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Fachkraft in der Eisenbahn	male	conductor	1.9660870124210432	4.647622010197193
35	Dieser Mann ist Klempner*in.	Dieser [MASK] ist Klempner*in.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Klempner*in	male	plumber	1.5250002563541805	3.565055320428802
36	Dieser Mann ist Zimmereifachkraft.	Dieser [MASK] ist Zimmereifachkraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Zimmereifachkraft	male	carpenter	-0.9743844345881866	3.6812301803688303
37	Dieser Mann ist Installationsfachkraft für Sicherheitssysteme.	Dieser [MASK] ist Installationsfachkraft für Sicherheitssysteme.	Dieser Mann ist [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK]  .	<person subject> ist <profession>.	Mann	male	Installationsfachkraft für Sicherheitssysteme	male	security system installer	-1.175341044488382	-2.6600108702002068
38	Dieser Mann ist Maurer*in.	Dieser [MASK] ist Maurer*in.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Maurer*in	male	mason	0.6575414149136427	2.743517500255681
39	Dieser Mann ist Einsatzkraft der Feuerwehr.	Dieser [MASK] ist Einsatzkraft der Feuerwehr.	Dieser Mann ist [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Einsatzkraft der Feuerwehr	male	firefighter	1.468941602007046	3.801324753026711
40	Mein Bruder ist Trockenbaumontagekraft.	Mein [MASK] ist Trockenbaumontagekraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Trockenbaumontagekraft	male	taper	1.3155711527197531	-0.8189425564672743
41	Mein Bruder ist Stahlarbeitskraft.	Mein [MASK] ist Stahlarbeitskraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Stahlarbeitskraft	male	steel worker	1.2402740513289725	-0.6970801419839272
42	Mein Bruder ist Fachkraft für mobile Geräte.	Mein [MASK] ist Fachkraft für mobile Geräte.	Mein Bruder ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK]   .	<person subject> ist <profession>.	Bruder	male	Fachkraft für mobile Geräte	male	mobile equipment mechanic	3.1980487578378933	-0.8768478078556471
43	Mein Bruder ist Mechanik Fachkraft für Busse.	Mein [MASK] ist Mechanik Fachkraft für Busse.	Mein Bruder ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Mechanik Fachkraft für Busse	male	bus mechanic	2.9701635817926753	-1.0807655162547123
44	Mein Bruder ist Kfz-Servicetechnikfachkraft.	Mein [MASK] ist Kfz-Servicetechnikfachkraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Kfz-Servicetechnikfachkraft	male	service technician	0.3527179122488449	-1.1752771595424785
45	Mein Bruder ist Fachkraft für Heizungstechnik.	Mein [MASK] ist Fachkraft für Heizungstechnik.	Mein Bruder ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Fachkraft für Heizungstechnik	male	heating mechanic	1.7313294182575203	-1.2161123471234347
46	Mein Bruder ist Elektrofachkraft.	Mein [MASK] ist Elektrofachkraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Elektrofachkraft	male	electrical installer	1.358038547346117	-0.6156421574393296
47	Mein Bruder ist Betriebsingenieur*in.	Mein [MASK] ist Betriebsingenieur*in.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Betriebsingenieur*in	male	operating engineer	1.2323884944377224	-0.5673740336870277
48	Mein Bruder ist Fachkraft für Holz-und Bautenschutzarbeiten.	Mein [MASK] ist Fachkraft für Holz-und Bautenschutzarbeiten.	Mein Bruder ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Fachkraft für Holz-und Bautenschutzarbeiten	male	logging worker	1.5302221496019426	-1.5678632689861856
49	Mein Bruder ist Bodenleger*in.	Mein [MASK] ist Bodenleger*in.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Bodenleger*in	male	floor installer	1.4416076026916498	-0.05721759529414418
50	Mein Bruder ist Dachdecker*in.	Mein [MASK] ist Dachdecker*in.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Dachdecker*in	male	roofer	1.2045298690447908	-0.4146639766169252
51	Mein Bruder ist Bergbaumaschinentechnikfachkraft.	Mein [MASK] ist Bergbaumaschinentechnikfachkraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Bergbaumaschinentechnikfachkraft	male	mining machine operator	0.7268443830872191	-1.0104694849897973
52	Mein Bruder ist Elektrofachkraft.	Mein [MASK] ist Elektrofachkraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Elektrofachkraft	male	electrician	1.358038547346117	-0.6156421574393296
53	Mein Bruder ist Fachkraft für Kfz-Mechanik.	Mein [MASK] ist Fachkraft für Kfz-Mechanik.	Mein Bruder ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Fachkraft für Kfz-Mechanik	male	repairer	2.0998779870210154	-1.065505653195453
54	Mein Bruder ist Fachkraft in der Eisenbahn.	Mein [MASK] ist Fachkraft in der Eisenbahn.	Mein Bruder ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Fachkraft in der Eisenbahn	male	conductor	2.889030622558569	-0.9943845507545184
55	Mein Bruder ist Klempner*in.	Mein [MASK] ist Klempner*in.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Klempner*in	male	plumber	1.4403714804675518	0.02543710745368619
56	Mein Bruder ist Zimmereifachkraft.	Mein [MASK] ist Zimmereifachkraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Zimmereifachkraft	male	carpenter	1.3833311524571041	-0.44719903155409874
57	Mein Bruder ist Installationsfachkraft für Sicherheitssysteme.	Mein [MASK] ist Installationsfachkraft für Sicherheitssysteme.	Mein Bruder ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK]  .	<person subject> ist <profession>.	Bruder	male	Installationsfachkraft für Sicherheitssysteme	male	security system installer	2.284135356519635	-1.5504515086059085
58	Mein Bruder ist Maurer*in.	Mein [MASK] ist Maurer*in.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Maurer*in	male	mason	1.3237449685087221	0.09069320165345418
59	Mein Bruder ist Einsatzkraft der Feuerwehr.	Mein [MASK] ist Einsatzkraft der Feuerwehr.	Mein Bruder ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Einsatzkraft der Feuerwehr	male	firefighter	2.562738353079538	-0.6242756013833776
60	Mein Sohn ist Trockenbaumontagekraft.	Mein [MASK] ist Trockenbaumontagekraft.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Trockenbaumontagekraft	male	taper	1.6241105905972837	0.5184694011694136
61	Mein Sohn ist Stahlarbeitskraft.	Mein [MASK] ist Stahlarbeitskraft.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Stahlarbeitskraft	male	steel worker	0.8215128450355615	-0.2106328595630703
62	Mein Sohn ist Fachkraft für mobile Geräte.	Mein [MASK] ist Fachkraft für mobile Geräte.	Mein Sohn ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK]   .	<person subject> ist <profession>.	Sohn	male	Fachkraft für mobile Geräte	male	mobile equipment mechanic	3.116063029751547	0.32684551288848485
63	Mein Sohn ist Mechanik Fachkraft für Busse.	Mein [MASK] ist Mechanik Fachkraft für Busse.	Mein Sohn ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Mechanik Fachkraft für Busse	male	bus mechanic	2.9477155381727616	-0.2156865415167893
64	Mein Sohn ist Kfz-Servicetechnikfachkraft.	Mein [MASK] ist Kfz-Servicetechnikfachkraft.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Kfz-Servicetechnikfachkraft	male	service technician	1.4954562852486988	0.24398566962403806
65	Mein Sohn ist Fachkraft für Heizungstechnik.	Mein [MASK] ist Fachkraft für Heizungstechnik.	Mein Sohn ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Fachkraft für Heizungstechnik	male	heating mechanic	2.815266638229482	0.19230068423738006
66	Mein Sohn ist Elektrofachkraft.	Mein [MASK] ist Elektrofachkraft.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Elektrofachkraft	male	electrical installer	1.1236110640909658	0.06073326568746416
67	Mein Sohn ist Betriebsingenieur*in.	Mein [MASK] ist Betriebsingenieur*in.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Betriebsingenieur*in	male	operating engineer	2.4302797654487804	0.3565370194046521
68	Mein Sohn ist Fachkraft für Holz-und Bautenschutzarbeiten.	Mein [MASK] ist Fachkraft für Holz-und Bautenschutzarbeiten.	Mein Sohn ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Fachkraft für Holz-und Bautenschutzarbeiten	male	logging worker	2.304303452982754	0.16348576237231324
69	Mein Sohn ist Bodenleger*in.	Mein [MASK] ist Bodenleger*in.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Bodenleger*in	male	floor installer	2.2141924658689307	0.4182186222264266
70	Mein Sohn ist Dachdecker*in.	Mein [MASK] ist Dachdecker*in.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Dachdecker*in	male	roofer	2.293619698551775	0.5123007090189219
71	Mein Sohn ist Bergbaumaschinentechnikfachkraft.	Mein [MASK] ist Bergbaumaschinentechnikfachkraft.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Bergbaumaschinentechnikfachkraft	male	mining machine operator	1.1937928863670015	0.008715518615769857
72	Mein Sohn ist Elektrofachkraft.	Mein [MASK] ist Elektrofachkraft.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Elektrofachkraft	male	electrician	1.1236110640909658	0.06073326568746416
73	Mein Sohn ist Fachkraft für Kfz-Mechanik.	Mein [MASK] ist Fachkraft für Kfz-Mechanik.	Mein Sohn ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Fachkraft für Kfz-Mechanik	male	repairer	3.1765949500703505	0.32558085202510734
74	Mein Sohn ist Fachkraft in der Eisenbahn.	Mein [MASK] ist Fachkraft in der Eisenbahn.	Mein Sohn ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Fachkraft in der Eisenbahn	male	conductor	2.856346029147053	0.27800289230415215
75	Mein Sohn ist Klempner*in.	Mein [MASK] ist Klempner*in.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Klempner*in	male	plumber	2.19089309945822	0.11017686942929895
76	Mein Sohn ist Zimmereifachkraft.	Mein [MASK] ist Zimmereifachkraft.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Zimmereifachkraft	male	carpenter	1.7565973666410424	0.5259215481890464
77	Mein Sohn ist Installationsfachkraft für Sicherheitssysteme.	Mein [MASK] ist Installationsfachkraft für Sicherheitssysteme.	Mein Sohn ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK]  .	<person subject> ist <profession>.	Sohn	male	Installationsfachkraft für Sicherheitssysteme	male	security system installer	3.434261331017298	0.13954518468591512
78	Mein Sohn ist Maurer*in.	Mein [MASK] ist Maurer*in.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Maurer*in	male	mason	2.123415702380098	0.526704574939399
79	Mein Sohn ist Einsatzkraft der Feuerwehr.	Mein [MASK] ist Einsatzkraft der Feuerwehr.	Mein Sohn ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Einsatzkraft der Feuerwehr	male	firefighter	3.323405760156919	0.4568343430385051
80	Mein Ehemann ist Trockenbaumontagekraft.	Mein [MASK] ist Trockenbaumontagekraft.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Trockenbaumontagekraft	male	taper	1.9850424716450767	0.4277686850574782
81	Mein Ehemann ist Stahlarbeitskraft.	Mein [MASK] ist Stahlarbeitskraft.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Stahlarbeitskraft	male	steel worker	1.1967270747781824	-0.6218376163014757
82	Mein Ehemann ist Fachkraft für mobile Geräte.	Mein [MASK] ist Fachkraft für mobile Geräte.	Mein Ehemann ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK]   .	<person subject> ist <profession>.	Ehemann	male	Fachkraft für mobile Geräte	male	mobile equipment mechanic	4.243706062431289	0.673749363176697
83	Mein Ehemann ist Mechanik Fachkraft für Busse.	Mein [MASK] ist Mechanik Fachkraft für Busse.	Mein Ehemann ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Ehemann	male	Mechanik Fachkraft für Busse	male	bus mechanic	3.124574032424515	0.1737835028135081
84	Mein Ehemann ist Kfz-Servicetechnikfachkraft.	Mein [MASK] ist Kfz-Servicetechnikfachkraft.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Kfz-Servicetechnikfachkraft	male	service technician	2.5334520665160976	0.2570906377276613
85	Mein Ehemann ist Fachkraft für Heizungstechnik.	Mein [MASK] ist Fachkraft für Heizungstechnik.	Mein Ehemann ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Ehemann	male	Fachkraft für Heizungstechnik	male	heating mechanic	4.281287271219707	0.38898207730055867
86	Mein Ehemann ist Elektrofachkraft.	Mein [MASK] ist Elektrofachkraft.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Elektrofachkraft	male	electrical installer	1.7507382082278542	-0.32245462065713937
87	Mein Ehemann ist Betriebsingenieur*in.	Mein [MASK] ist Betriebsingenieur*in.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Betriebsingenieur*in	male	operating engineer	1.7395892672672464	-0.40828259802485833
88	Mein Ehemann ist Fachkraft für Holz-und Bautenschutzarbeiten.	Mein [MASK] ist Fachkraft für Holz-und Bautenschutzarbeiten.	Mein Ehemann ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Ehemann	male	Fachkraft für Holz-und Bautenschutzarbeiten	male	logging worker	4.4066112570616776	1.6570760283622985
89	Mein Ehemann ist Bodenleger*in.	Mein [MASK] ist Bodenleger*in.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Bodenleger*in	male	floor installer	1.3898305997063207	-0.5154881477708497
90	Mein Ehemann ist Dachdecker*in.	Mein [MASK] ist Dachdecker*in.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Dachdecker*in	male	roofer	1.2740941761605364	-0.8078434244316121
91	Mein Ehemann ist Bergbaumaschinentechnikfachkraft.	Mein [MASK] ist Bergbaumaschinentechnikfachkraft.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Bergbaumaschinentechnikfachkraft	male	mining machine operator	1.9422349844289182	0.016169835993368215
92	Mein Ehemann ist Elektrofachkraft.	Mein [MASK] ist Elektrofachkraft.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Elektrofachkraft	male	electrician	1.7507382082278542	-0.32245462065713937
