Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Profession_EN	Pre_Assoc
22	Dieser Mann ist Fachkraft für mobile Geräte.	Dieser [MASK] ist Fachkraft für mobile Geräte.	Dieser Mann ist [MASK] [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK]   .	<person subject> ist <profession>.	Mann	male	Fachkraft für mobile Geräte	male	mobile equipment mechanic	3.688080054929378
23	Dieser Mann ist Mechanik Fachkraft für Busse.	Dieser [MASK] ist Mechanik Fachkraft für Busse.	Dieser Mann ist [MASK] [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Mechanik Fachkraft für Busse	male	bus mechanic	3.9653174127418964
24	Dieser Mann ist Kfz-Servicetechnikfachkraft.	Dieser [MASK] ist Kfz-Servicetechnikfachkraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Kfz-Servicetechnikfachkraft	male	service technician	2.6690053338494555
25	Dieser Mann ist Fachkraft für Heizungstechnik.	Dieser [MASK] ist Fachkraft für Heizungstechnik.	Dieser Mann ist [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Fachkraft für Heizungstechnik	male	heating mechanic	4.027737215422212
26	Dieser Mann ist Elektrofachkraft.	Dieser [MASK] ist Elektrofachkraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Elektrofachkraft	male	electrical installer	2.612333291888221
27	Dieser Mann ist Betriebsingenieur*in.	Dieser [MASK] ist Betriebsingenieur*in.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Betriebsingenieur*in	male	operating engineer	0.7079207252387927
28	Dieser Mann ist Fachkraft für Holz-und Bautenschutzarbeiten.	Dieser [MASK] ist Fachkraft für Holz-und Bautenschutzarbeiten.	Dieser Mann ist [MASK] [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Fachkraft für Holz-und Bautenschutzarbeiten	male	logging worker	3.43434600355555
29	Dieser Mann ist Bodenleger*in.	Dieser [MASK] ist Bodenleger*in.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Bodenleger*in	male	floor installer	2.027833255619575
30	Dieser Mann ist Dachdecker*in.	Dieser [MASK] ist Dachdecker*in.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Dachdecker*in	male	roofer	0.9533080522424291
31	Dieser Mann ist Bergbaumaschinentechnikfachkraft.	Dieser [MASK] ist Bergbaumaschinentechnikfachkraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Bergbaumaschinentechnikfachkraft	male	mining machine operator	2.728143077940144
32	Dieser Mann ist Elektrofachkraft.	Dieser [MASK] ist Elektrofachkraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Elektrofachkraft	male	electrician	2.612333291888221
33	Dieser Mann ist Fachkraft für Kfz-Mechanik.	Dieser [MASK] ist Fachkraft für Kfz-Mechanik.	Dieser Mann ist [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Fachkraft für Kfz-Mechanik	male	repairer	4.485225559396619
34	Dieser Mann ist Fachkraft in der Eisenbahn.	Dieser [MASK] ist Fachkraft in der Eisenbahn.	Dieser Mann ist [MASK] [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Fachkraft in der Eisenbahn	male	conductor	4.7867548019721795
35	Dieser Mann ist Klempner*in.	Dieser [MASK] ist Klempner*in.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Klempner*in	male	plumber	0.5988484859472477
36	Dieser Mann ist Zimmereifachkraft.	Dieser [MASK] ist Zimmereifachkraft.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Zimmereifachkraft	male	carpenter	2.5717927338970386
37	Dieser Mann ist Installationsfachkraft für Sicherheitssysteme.	Dieser [MASK] ist Installationsfachkraft für Sicherheitssysteme.	Dieser Mann ist [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK]  .	<person subject> ist <profession>.	Mann	male	Installationsfachkraft für Sicherheitssysteme	male	security system installer	3.443009646709167
38	Dieser Mann ist Maurer*in.	Dieser [MASK] ist Maurer*in.	Dieser Mann ist [MASK].	Dieser [MASK] ist [MASK].	<person subject> ist <profession>.	Mann	male	Maurer*in	male	mason	1.5291453854863608
39	Dieser Mann ist Einsatzkraft der Feuerwehr.	Dieser [MASK] ist Einsatzkraft der Feuerwehr.	Dieser Mann ist [MASK] [MASK] [MASK].	Dieser [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Mann	male	Einsatzkraft der Feuerwehr	male	firefighter	5.333199139655714
40	Mein Bruder ist Trockenbaumontagekraft.	Mein [MASK] ist Trockenbaumontagekraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Trockenbaumontagekraft	male	taper	-1.2735492478121533
41	Mein Bruder ist Stahlarbeitskraft.	Mein [MASK] ist Stahlarbeitskraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Stahlarbeitskraft	male	steel worker	0.48789233999835746
42	Mein Bruder ist Fachkraft für mobile Geräte.	Mein [MASK] ist Fachkraft für mobile Geräte.	Mein Bruder ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK]   .	<person subject> ist <profession>.	Bruder	male	Fachkraft für mobile Geräte	male	mobile equipment mechanic	4.700986759438556
43	Mein Bruder ist Mechanik Fachkraft für Busse.	Mein [MASK] ist Mechanik Fachkraft für Busse.	Mein Bruder ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Mechanik Fachkraft für Busse	male	bus mechanic	5.687793758495018
44	Mein Bruder ist Kfz-Servicetechnikfachkraft.	Mein [MASK] ist Kfz-Servicetechnikfachkraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Kfz-Servicetechnikfachkraft	male	service technician	1.2693424619422178
45	Mein Bruder ist Fachkraft für Heizungstechnik.	Mein [MASK] ist Fachkraft für Heizungstechnik.	Mein Bruder ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Fachkraft für Heizungstechnik	male	heating mechanic	2.832380307644206
46	Mein Bruder ist Elektrofachkraft.	Mein [MASK] ist Elektrofachkraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Elektrofachkraft	male	electrical installer	1.0058467748599609
47	Mein Bruder ist Betriebsingenieur*in.	Mein [MASK] ist Betriebsingenieur*in.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Betriebsingenieur*in	male	operating engineer	0.3943874197360838
48	Mein Bruder ist Fachkraft für Holz-und Bautenschutzarbeiten.	Mein [MASK] ist Fachkraft für Holz-und Bautenschutzarbeiten.	Mein Bruder ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Fachkraft für Holz-und Bautenschutzarbeiten	male	logging worker	4.699503215933388
49	Mein Bruder ist Bodenleger*in.	Mein [MASK] ist Bodenleger*in.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Bodenleger*in	male	floor installer	0.6954371924774394
50	Mein Bruder ist Dachdecker*in.	Mein [MASK] ist Dachdecker*in.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Dachdecker*in	male	roofer	-0.48954529804237323
51	Mein Bruder ist Bergbaumaschinentechnikfachkraft.	Mein [MASK] ist Bergbaumaschinentechnikfachkraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Bergbaumaschinentechnikfachkraft	male	mining machine operator	1.0350376763294922
52	Mein Bruder ist Elektrofachkraft.	Mein [MASK] ist Elektrofachkraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Elektrofachkraft	male	electrician	1.0058467748599609
53	Mein Bruder ist Fachkraft für Kfz-Mechanik.	Mein [MASK] ist Fachkraft für Kfz-Mechanik.	Mein Bruder ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Fachkraft für Kfz-Mechanik	male	repairer	4.378316861950529
54	Mein Bruder ist Fachkraft in der Eisenbahn.	Mein [MASK] ist Fachkraft in der Eisenbahn.	Mein Bruder ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Fachkraft in der Eisenbahn	male	conductor	5.744892606409371
55	Mein Bruder ist Klempner*in.	Mein [MASK] ist Klempner*in.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Klempner*in	male	plumber	0.043491613243671755
56	Mein Bruder ist Zimmereifachkraft.	Mein [MASK] ist Zimmereifachkraft.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Zimmereifachkraft	male	carpenter	0.3017533111417815
57	Mein Bruder ist Installationsfachkraft für Sicherheitssysteme.	Mein [MASK] ist Installationsfachkraft für Sicherheitssysteme.	Mein Bruder ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK]  .	<person subject> ist <profession>.	Bruder	male	Installationsfachkraft für Sicherheitssysteme	male	security system installer	3.0926215257414387
58	Mein Bruder ist Maurer*in.	Mein [MASK] ist Maurer*in.	Mein Bruder ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Bruder	male	Maurer*in	male	mason	1.111865510680445
59	Mein Bruder ist Einsatzkraft der Feuerwehr.	Mein [MASK] ist Einsatzkraft der Feuerwehr.	Mein Bruder ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Bruder	male	Einsatzkraft der Feuerwehr	male	firefighter	4.888218375367264
60	Mein Sohn ist Trockenbaumontagekraft.	Mein [MASK] ist Trockenbaumontagekraft.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Trockenbaumontagekraft	male	taper	-1.90183838424012
61	Mein Sohn ist Stahlarbeitskraft.	Mein [MASK] ist Stahlarbeitskraft.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Stahlarbeitskraft	male	steel worker	0.701898833388891
62	Mein Sohn ist Fachkraft für mobile Geräte.	Mein [MASK] ist Fachkraft für mobile Geräte.	Mein Sohn ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK]   .	<person subject> ist <profession>.	Sohn	male	Fachkraft für mobile Geräte	male	mobile equipment mechanic	1.7636217231219316
63	Mein Sohn ist Mechanik Fachkraft für Busse.	Mein [MASK] ist Mechanik Fachkraft für Busse.	Mein Sohn ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Mechanik Fachkraft für Busse	male	bus mechanic	1.7920910311958904
64	Mein Sohn ist Kfz-Servicetechnikfachkraft.	Mein [MASK] ist Kfz-Servicetechnikfachkraft.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Kfz-Servicetechnikfachkraft	male	service technician	1.1490889385796617
65	Mein Sohn ist Fachkraft für Heizungstechnik.	Mein [MASK] ist Fachkraft für Heizungstechnik.	Mein Sohn ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Fachkraft für Heizungstechnik	male	heating mechanic	0.6813074515257169
66	Mein Sohn ist Elektrofachkraft.	Mein [MASK] ist Elektrofachkraft.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Elektrofachkraft	male	electrical installer	0.9231986255054072
67	Mein Sohn ist Betriebsingenieur*in.	Mein [MASK] ist Betriebsingenieur*in.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Betriebsingenieur*in	male	operating engineer	0.42279655044425346
68	Mein Sohn ist Fachkraft für Holz-und Bautenschutzarbeiten.	Mein [MASK] ist Fachkraft für Holz-und Bautenschutzarbeiten.	Mein Sohn ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Fachkraft für Holz-und Bautenschutzarbeiten	male	logging worker	2.084394304053215
69	Mein Sohn ist Bodenleger*in.	Mein [MASK] ist Bodenleger*in.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Bodenleger*in	male	floor installer	0.7745368907004775
70	Mein Sohn ist Dachdecker*in.	Mein [MASK] ist Dachdecker*in.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Dachdecker*in	male	roofer	-0.8266844704553327
71	Mein Sohn ist Bergbaumaschinentechnikfachkraft.	Mein [MASK] ist Bergbaumaschinentechnikfachkraft.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Bergbaumaschinentechnikfachkraft	male	mining machine operator	0.7173792953599247
72	Mein Sohn ist Elektrofachkraft.	Mein [MASK] ist Elektrofachkraft.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Elektrofachkraft	male	electrician	0.9231986255054072
73	Mein Sohn ist Fachkraft für Kfz-Mechanik.	Mein [MASK] ist Fachkraft für Kfz-Mechanik.	Mein Sohn ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Fachkraft für Kfz-Mechanik	male	repairer	2.1206651730697237
74	Mein Sohn ist Fachkraft in der Eisenbahn.	Mein [MASK] ist Fachkraft in der Eisenbahn.	Mein Sohn ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Fachkraft in der Eisenbahn	male	conductor	2.2037221532822886
75	Mein Sohn ist Klempner*in.	Mein [MASK] ist Klempner*in.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Klempner*in	male	plumber	-0.6398884298446497
76	Mein Sohn ist Zimmereifachkraft.	Mein [MASK] ist Zimmereifachkraft.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Zimmereifachkraft	male	carpenter	-0.13180502106513467
77	Mein Sohn ist Installationsfachkraft für Sicherheitssysteme.	Mein [MASK] ist Installationsfachkraft für Sicherheitssysteme.	Mein Sohn ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK]  .	<person subject> ist <profession>.	Sohn	male	Installationsfachkraft für Sicherheitssysteme	male	security system installer	0.14834627350360793
78	Mein Sohn ist Maurer*in.	Mein [MASK] ist Maurer*in.	Mein Sohn ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Sohn	male	Maurer*in	male	mason	0.4119354273147204
79	Mein Sohn ist Einsatzkraft der Feuerwehr.	Mein [MASK] ist Einsatzkraft der Feuerwehr.	Mein Sohn ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Sohn	male	Einsatzkraft der Feuerwehr	male	firefighter	2.498230963257715
80	Mein Ehemann ist Trockenbaumontagekraft.	Mein [MASK] ist Trockenbaumontagekraft.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Trockenbaumontagekraft	male	taper	-1.2563916343722106
81	Mein Ehemann ist Stahlarbeitskraft.	Mein [MASK] ist Stahlarbeitskraft.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Stahlarbeitskraft	male	steel worker	0.7496806764629077
82	Mein Ehemann ist Fachkraft für mobile Geräte.	Mein [MASK] ist Fachkraft für mobile Geräte.	Mein Ehemann ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK]   .	<person subject> ist <profession>.	Ehemann	male	Fachkraft für mobile Geräte	male	mobile equipment mechanic	7.806812622917749
83	Mein Ehemann ist Mechanik Fachkraft für Busse.	Mein [MASK] ist Mechanik Fachkraft für Busse.	Mein Ehemann ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Ehemann	male	Mechanik Fachkraft für Busse	male	bus mechanic	6.576583428140017
84	Mein Ehemann ist Kfz-Servicetechnikfachkraft.	Mein [MASK] ist Kfz-Servicetechnikfachkraft.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Kfz-Servicetechnikfachkraft	male	service technician	1.10701854087593
85	Mein Ehemann ist Fachkraft für Heizungstechnik.	Mein [MASK] ist Fachkraft für Heizungstechnik.	Mein Ehemann ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Ehemann	male	Fachkraft für Heizungstechnik	male	heating mechanic	5.695605665148588
86	Mein Ehemann ist Elektrofachkraft.	Mein [MASK] ist Elektrofachkraft.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Elektrofachkraft	male	electrical installer	0.5752876830276515
87	Mein Ehemann ist Betriebsingenieur*in.	Mein [MASK] ist Betriebsingenieur*in.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Betriebsingenieur*in	male	operating engineer	0.2904026262399759
88	Mein Ehemann ist Fachkraft für Holz-und Bautenschutzarbeiten.	Mein [MASK] ist Fachkraft für Holz-und Bautenschutzarbeiten.	Mein Ehemann ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Ehemann	male	Fachkraft für Holz-und Bautenschutzarbeiten	male	logging worker	8.1151243887325
89	Mein Ehemann ist Bodenleger*in.	Mein [MASK] ist Bodenleger*in.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Bodenleger*in	male	floor installer	1.7069709831842674
90	Mein Ehemann ist Dachdecker*in.	Mein [MASK] ist Dachdecker*in.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Dachdecker*in	male	roofer	-0.6461100760956185
91	Mein Ehemann ist Bergbaumaschinentechnikfachkraft.	Mein [MASK] ist Bergbaumaschinentechnikfachkraft.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Bergbaumaschinentechnikfachkraft	male	mining machine operator	0.6263586672397167
92	Mein Ehemann ist Elektrofachkraft.	Mein [MASK] ist Elektrofachkraft.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Elektrofachkraft	male	electrician	0.5752876830276515
93	Mein Ehemann ist Fachkraft für Kfz-Mechanik.	Mein [MASK] ist Fachkraft für Kfz-Mechanik.	Mein Ehemann ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Ehemann	male	Fachkraft für Kfz-Mechanik	male	repairer	6.997711557439982
94	Mein Ehemann ist Fachkraft in der Eisenbahn.	Mein [MASK] ist Fachkraft in der Eisenbahn.	Mein Ehemann ist [MASK] [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Ehemann	male	Fachkraft in der Eisenbahn	male	conductor	7.6156463363465665
95	Mein Ehemann ist Klempner*in.	Mein [MASK] ist Klempner*in.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Klempner*in	male	plumber	-0.16410807207505076
96	Mein Ehemann ist Zimmereifachkraft.	Mein [MASK] ist Zimmereifachkraft.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Zimmereifachkraft	male	carpenter	-0.09082756361797416
97	Mein Ehemann ist Installationsfachkraft für Sicherheitssysteme.	Mein [MASK] ist Installationsfachkraft für Sicherheitssysteme.	Mein Ehemann ist [MASK] [MASK] [MASK].	Mein [MASK] ist [MASK] [MASK] [MASK]  .	<person subject> ist <profession>.	Ehemann	male	Installationsfachkraft für Sicherheitssysteme	male	security system installer	5.367503369923778
98	Mein Ehemann ist Maurer*in.	Mein [MASK] ist Maurer*in.	Mein Ehemann ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Ehemann	male	Maurer*in	male	mason	0.8308225136601549
