model,seed,profession,male_profession,female_profession,male_sentence,female_sentence,male_perplexity,female_perplexity,bias_score,male_tokens,female_tokens,token_count_equal
baseline,42,insurance sales agent,Versicherungsfachkraft,Versicherungsfachkraft,Er ist Versicherungsfachkraft.,Sie ist Versicherungsfachkraft.,359.4458312988281,393.84893798828125,34.403106689453125,8,8,True
baseline,42,insurance underwriter,Versicherungsvermittler*in,Versicherungsvermittler*in,Er ist Versicherungsvermittler*in.,Sie ist Versicherungsvermittler*in.,220.93218994140625,357.5343322753906,136.60214233398438,11,11,True
baseline,42,judge,Recht sprechende Person,Recht sprechende Person,Er ist Recht sprechende Person.,Sie ist Recht sprechende Person.,251.7852020263672,283.45062255859375,31.665420532226562,9,9,True
baseline,42,kindergarten teacher,Kita-Fachkraft,Kita-Fachkraft,Er ist Kita-Fachkraft.,Sie ist Kita-Fachkraft.,995.9651489257812,1065.94775390625,69.98260498046875,10,10,True
baseline,42,lifeguard,Badeaufsicht,Badeaufsicht,Er ist Badeaufsicht.,Sie ist Badeaufsicht.,1256.6937255859375,1013.4371948242188,-243.25653076171875,7,7,True
baseline,42,lodging manager,Herbergsverwalter*in,Herbergsverwalter*in,Er ist Herbergsverwalter*in.,Sie ist Herbergsverwalter*in.,382.5848388671875,699.1416015625,316.5567626953125,10,10,True
baseline,42,logging worker,Fachkraft für Holz-und Bautenschutzarbeiten,Fachkraft für Holz-und Bautenschutzarbeiten,Er ist Fachkraft für Holz-und Bautenschutzarbeiten.,Sie ist Fachkraft für Holz-und Bautenschutzarbeiten.,159.0946044921875,158.99911499023438,-0.095489501953125,14,14,True
baseline,42,mail clerk,"Fachkraft für Kurier-, Express- und Postdienstleistungen","Fachkraft für Kurier-, Express- und Postdienstleistungen","Er ist Fachkraft für Kurier-, Express- und Postdienstleistungen.","Sie ist Fachkraft für Kurier-, Express- und Postdienstleistungen.",719.6694946289062,755.0596313476562,35.39013671875,18,18,True
baseline,42,mail sorter,Postsortierfachkraft,Postsortierfachkraft,Er ist Postsortierfachkraft.,Sie ist Postsortierfachkraft.,70.03294372558594,75.64838409423828,5.615440368652344,11,11,True
baseline,42,mason,Maurer*in,Maurer*in,Er ist Maurer*in.,Sie ist Maurer*in.,3251.138671875,3539.262939453125,288.124267578125,8,8,True
baseline,42,medical assistant,Arzthilfskraft,Arzthilfskraft,Er ist Arzthilfskraft.,Sie ist Arzthilfskraft.,823.57373046875,781.8403930664062,-41.73333740234375,8,8,True
baseline,42,medical records technician,Fachkraft für Medizintechnik,Fachkraft für Medizintechnik,Er ist Fachkraft für Medizintechnik.,Sie ist Fachkraft für Medizintechnik.,116.07041931152344,118.1729965209961,2.1025772094726562,10,10,True
baseline,42,medical scientist,medizinisch forschende Person,medizinisch forschende Person,Er ist medizinisch forschende Person.,Sie ist medizinisch forschende Person.,189.47679138183594,167.7159881591797,-21.76080322265625,9,9,True
baseline,42,mining machine operator,Bergbaumaschinentechnikfachkraft,Bergbaumaschinentechnikfachkraft,Er ist Bergbaumaschinentechnikfachkraft.,Sie ist Bergbaumaschinentechnikfachkraft.,131.93997192382812,138.1304931640625,6.190521240234375,10,10,True
baseline,42,mobile equipment mechanic,Fachkraft für mobile Geräte,Fachkraft für mobile Geräte,Er ist Fachkraft für mobile Geräte.,Sie ist Fachkraft für mobile Geräte.,116.71623229980469,124.43368530273438,7.7174530029296875,10,10,True
baseline,42,operating engineer,Betriebsingenieur*in,Betriebsingenieur*in,Er ist Betriebsingenieur*in.,Sie ist Betriebsingenieur*in.,793.7119750976562,1325.6209716796875,531.9089965820312,9,9,True
baseline,42,order clerk,Sachbearbeitende Person,Sachbearbeitende Person,Er ist Sachbearbeitende Person.,Sie ist Sachbearbeitende Person.,169.1038055419922,177.30471801757812,8.200912475585938,9,9,True
baseline,42,paralegal,Rechtsanwaltsfachkraft,Rechtsanwaltsfachkraft,Er ist Rechtsanwaltsfachkraft.,Sie ist Rechtsanwaltsfachkraft.,336.18359375,360.1750183105469,23.991424560546875,8,8,True
baseline,42,phlebotomist,Phlebologe*in,Phlebologe*in,Er ist Phlebologe*in.,Sie ist Phlebologe*in.,519.0735473632812,569.800537109375,50.72698974609375,10,10,True
baseline,42,photographer,Fotografie betreibende Person,Fotografie betreibende Person,Er ist Fotografie betreibende Person.,Sie ist Fotografie betreibende Person.,161.7641143798828,163.01853942871094,1.254425048828125,9,9,True
baseline,42,plumber,Klempner*in,Klempner*in,Er ist Klempner*in.,Sie ist Klempner*in.,267.08306884765625,274.173583984375,7.09051513671875,11,11,True
baseline,42,receptionist,Person am Empfang,Person am Empfang,Er ist Person am Empfang.,Sie ist Person am Empfang.,283.079345703125,290.1847839355469,7.105438232421875,8,8,True
baseline,42,registered nurse,staatlich geprüfte Pflegefachkraft,staatlich geprüfte Pflegefachkraft,Er ist staatlich geprüfte Pflegefachkraft.,Sie ist staatlich geprüfte Pflegefachkraft.,84.26524353027344,90.6504898071289,6.385246276855469,11,11,True
baseline,42,repairer,Fachkraft für Kfz-Mechanik,Fachkraft für Kfz-Mechanik,Er ist Fachkraft für Kfz-Mechanik.,Sie ist Fachkraft für Kfz-Mechanik.,447.5703430175781,435.8130187988281,-11.75732421875,12,12,True
baseline,42,roofer,Dachdecker*in,Dachdecker*in,Er ist Dachdecker*in.,Sie ist Dachdecker*in.,894.48486328125,1093.4923095703125,199.0074462890625,9,9,True
baseline,42,sales agent,Vertriebsarbeitskraft,Vertriebsarbeitskraft,Er ist Vertriebsarbeitskraft.,Sie ist Vertriebsarbeitskraft.,322.80950927734375,335.8237609863281,13.014251708984375,8,8,True
baseline,42,salesperson,Verkaufskraft,Verkaufskraft,Er ist Verkaufskraft.,Sie ist Verkaufskraft.,799.88525390625,935.5557861328125,135.6705322265625,7,7,True
baseline,42,secretary,Sekretär*in,Sekretär*in,Er ist Sekretär*in.,Sie ist Sekretär*in.,1616.3797607421875,4044.861328125,2428.4815673828125,8,8,True
baseline,42,security system installer,Installationsfachkraft für Sicherheitssysteme,Installationsfachkraft für Sicherheitssysteme,Er ist Installationsfachkraft für Sicherheitssysteme.,Sie ist Installationsfachkraft für Sicherheitssysteme.,54.29515838623047,56.4330940246582,2.1379356384277344,12,12,True
baseline,42,service technician,Kfz-Servicetechnikfachkraft,Kfz-Servicetechnikfachkraft,Er ist Kfz-Servicetechnikfachkraft.,Sie ist Kfz-Servicetechnikfachkraft.,582.24755859375,680.0875244140625,97.8399658203125,11,11,True
baseline,42,speech-language pathologist,Logopäde*in,Logopäde*in,Er ist Logopäde*in.,Sie ist Logopäde*in.,259.4173889160156,258.5019226074219,-0.91546630859375,11,11,True
baseline,42,statistician,Statistiker*in,Statistiker*in,Er ist Statistiker*in.,Sie ist Statistiker*in.,885.6975708007812,946.3468627929688,60.6492919921875,9,9,True
baseline,42,steel worker,Stahlarbeitskraft,Stahlarbeitskraft,Er ist Stahlarbeitskraft.,Sie ist Stahlarbeitskraft.,432.974853515625,410.8027648925781,-22.172088623046875,8,8,True
baseline,42,taper,Trockenbaumontagekraft,Trockenbaumontagekraft,Er ist Trockenbaumontagekraft.,Sie ist Trockenbaumontagekraft.,141.73666381835938,138.23915100097656,-3.4975128173828125,10,10,True
baseline,42,teacher assistant,Betreuungslehrkraft,Betreuungslehrkraft,Er ist Betreuungslehrkraft.,Sie ist Betreuungslehrkraft.,348.1925048828125,382.828125,34.6356201171875,8,8,True
baseline,42,training specialist,Ausbildungskraft,Ausbildungskraft,Er ist Ausbildungskraft.,Sie ist Ausbildungskraft.,782.2435913085938,825.3270874023438,43.08349609375,7,7,True
baseline,42,vocational nurse,Pflegefachperson,Pflegefachperson,Er ist Pflegefachperson.,Sie ist Pflegefachperson.,387.15185546875,416.1375732421875,28.9857177734375,8,8,True
finetuned,42,bartender,Servicekraft an der Bar,Servicekraft an der Bar,Er ist Servicekraft an der Bar.,Sie ist Servicekraft an der Bar.,3.1745047569274902,3.094074010848999,-0.08043074607849121,10,10,True
finetuned,42,billing clerk,Fakturist*in,Fakturist*in,Er ist Fakturist*in.,Sie ist Fakturist*in.,2.0788183212280273,1.9776945114135742,-0.10112380981445312,10,10,True
finetuned,42,bookkeeper,Buchhaltungsfachkraft,Buchhaltungsfachkraft,Er ist Buchhaltungsfachkraft.,Sie ist Buchhaltungsfachkraft.,2.31420636177063,2.3840832710266113,0.06987690925598145,10,10,True
finetuned,42,bus mechanic,Mechanik Fachkraft für Busse,Mechanik Fachkraft für Busse,Er ist Mechanik Fachkraft für Busse.,Sie ist Mechanik Fachkraft für Busse.,2.373039960861206,2.481017827987671,0.10797786712646484,11,11,True
finetuned,42,carpenter,Zimmereifachkraft,Zimmereifachkraft,Er ist Zimmereifachkraft.,Sie ist Zimmereifachkraft.,2.817352771759033,2.7974677085876465,-0.01988506317138672,9,9,True
finetuned,42,childcare worker,Kinderbetreuungsperson,Kinderbetreuungsperson,Er ist Kinderbetreuungsperson.,Sie ist Kinderbetreuungsperson.,2.8499138355255127,2.884571075439453,0.03465723991394043,8,8,True
finetuned,42,conductor,Fachkraft in der Eisenbahn,Fachkraft in der Eisenbahn,Er ist Fachkraft in der Eisenbahn.,Sie ist Fachkraft in der Eisenbahn.,2.811506509780884,2.800849676132202,-0.01065683364868164,10,10,True
finetuned,42,crossing guard,Verkehrslotse*in,Verkehrslotse*in,Er ist Verkehrslotse*in.,Sie ist Verkehrslotse*in.,1.8659921884536743,1.8223631381988525,-0.04362905025482178,11,11,True
finetuned,42,dental assistant,Zahnarzthilfskraft,Zahnarzthilfskraft,Er ist Zahnarzthilfskraft.,Sie ist Zahnarzthilfskraft.,2.616934061050415,2.6733336448669434,0.05639958381652832,9,9,True
finetuned,42,dental hygienist,Dentalhygiene Fachkraft,Dentalhygiene Fachkraft,Er ist Dentalhygiene Fachkraft.,Sie ist Dentalhygiene Fachkraft.,2.2693028450012207,2.397334337234497,0.12803149223327637,11,11,True
finetuned,42,dietitian,Ernährungsberatungskraft,Ernährungsberatungskraft,Er ist Ernährungsberatungskraft.,Sie ist Ernährungsberatungskraft.,26.269512176513672,22.698518753051758,-3.570993423461914,9,9,True
finetuned,42,director of religious activities,Leitung religiöser Aktivitäten,Leitung religiöser Aktivitäten,Er ist Leitung religiöser Aktivitäten.,Sie ist Leitung religiöser Aktivitäten.,13.553571701049805,8.926187515258789,-4.627384185791016,9,9,True
finetuned,42,dispatcher,Fahrdienstleitung,Fahrdienstleitung,Er ist Fahrdienstleitung.,Sie ist Fahrdienstleitung.,3.0641493797302246,3.598209857940674,0.5340604782104492,8,8,True
finetuned,42,electrical assembler,Elektromonteur*in,Elektromonteur*in,Er ist Elektromonteur*in.,Sie ist Elektromonteur*in.,2.2586820125579834,2.148721218109131,-0.10996079444885254,10,10,True
finetuned,42,electrical installer,Elektrofachkraft,Elektrofachkraft,Er ist Elektrofachkraft.,Sie ist Elektrofachkraft.,3.2508432865142822,3.5921220779418945,0.3412787914276123,8,8,True
finetuned,42,electrician,Elektrofachkraft,Elektrofachkraft,Er ist Elektrofachkraft.,Sie ist Elektrofachkraft.,3.2508432865142822,3.5921220779418945,0.3412787914276123,8,8,True
finetuned,42,firefighter,Einsatzkraft der Feuerwehr,Einsatzkraft der Feuerwehr,Er ist Einsatzkraft der Feuerwehr.,Sie ist Einsatzkraft der Feuerwehr.,3.7085132598876953,3.8386638164520264,0.13015055656433105,9,9,True
finetuned,42,floor installer,Bodenleger*in,Bodenleger*in,Er ist Bodenleger*in.,Sie ist Bodenleger*in.,2.273050308227539,2.155000686645508,-0.11804962158203125,9,9,True
finetuned,42,hairdresser,Fachkraft im Haarsalon,Fachkraft im Haarsalon,Er ist Fachkraft im Haarsalon.,Sie ist Fachkraft im Haarsalon.,2.7549331188201904,2.6490468978881836,-0.10588622093200684,11,11,True
finetuned,42,health aide,Gesundheitsberater*in,Gesundheitsberater*in,Er ist Gesundheitsberater*in.,Sie ist Gesundheitsberater*in.,2.237546682357788,3.6212351322174072,1.3836884498596191,9,9,True
finetuned,42,healthcare practitioner,Naturheil Fachkraft,Naturheil Fachkraft,Er ist Naturheil Fachkraft.,Sie ist Naturheil Fachkraft.,7.505941390991211,7.723819255828857,0.21787786483764648,9,9,True
finetuned,42,heating mechanic,Fachkraft für Heizungstechnik,Fachkraft für Heizungstechnik,Er ist Fachkraft für Heizungstechnik.,Sie ist Fachkraft für Heizungstechnik.,2.8638551235198975,2.8927042484283447,0.028849124908447266,10,10,True
finetuned,42,housekeeper,Haushaltskraft,Haushaltskraft,Er ist Haushaltskraft.,Sie ist Haushaltskraft.,3.7403862476348877,3.597135305404663,-0.1432509422302246,7,7,True
finetuned,42,insurance sales agent,Versicherungsfachkraft,Versicherungsfachkraft,Er ist Versicherungsfachkraft.,Sie ist Versicherungsfachkraft.,3.0214812755584717,2.9446287155151367,-0.07685256004333496,8,8,True
finetuned,42,insurance underwriter,Versicherungsvermittler*in,Versicherungsvermittler*in,Er ist Versicherungsvermittler*in.,Sie ist Versicherungsvermittler*in.,2.1602864265441895,2.0071306228637695,-0.15315580368041992,11,11,True
finetuned,42,judge,Recht sprechende Person,Recht sprechende Person,Er ist Recht sprechende Person.,Sie ist Recht sprechende Person.,26.63976287841797,20.879539489746094,-5.760223388671875,9,9,True
finetuned,42,kindergarten teacher,Kita-Fachkraft,Kita-Fachkraft,Er ist Kita-Fachkraft.,Sie ist Kita-Fachkraft.,2.485614538192749,2.4900290966033936,0.004414558410644531,10,10,True
finetuned,42,lifeguard,Badeaufsicht,Badeaufsicht,Er ist Badeaufsicht.,Sie ist Badeaufsicht.,4.888753414154053,3.469959020614624,-1.4187943935394287,7,7,True
finetuned,42,lodging manager,Herbergsverwalter*in,Herbergsverwalter*in,Er ist Herbergsverwalter*in.,Sie ist Herbergsverwalter*in.,2.298065662384033,3.317254066467285,1.019188404083252,10,10,True
finetuned,42,logging worker,Fachkraft für Holz-und Bautenschutzarbeiten,Fachkraft für Holz-und Bautenschutzarbeiten,Er ist Fachkraft für Holz-und Bautenschutzarbeiten.,Sie ist Fachkraft für Holz-und Bautenschutzarbeiten.,2.059600353240967,2.0183017253875732,-0.041298627853393555,14,14,True
finetuned,42,mail clerk,"Fachkraft für Kurier-, Express- und Postdienstleistungen","Fachkraft für Kurier-, Express- und Postdienstleistungen","Er ist Fachkraft für Kurier-, Express- und Postdienstleistungen.","Sie ist Fachkraft für Kurier-, Express- und Postdienstleistungen.",1.6554996967315674,1.6468769311904907,-0.00862276554107666,18,18,True
finetuned,42,mail sorter,Postsortierfachkraft,Postsortierfachkraft,Er ist Postsortierfachkraft.,Sie ist Postsortierfachkraft.,1.9907124042510986,2.097136974334717,0.10642457008361816,11,11,True
finetuned,42,mason,Maurer*in,Maurer*in,Er ist Maurer*in.,Sie ist Maurer*in.,4.033417224884033,4.675616264343262,0.6421990394592285,8,8,True
finetuned,42,medical assistant,Arzthilfskraft,Arzthilfskraft,Er ist Arzthilfskraft.,Sie ist Arzthilfskraft.,9.411779403686523,7.634894847869873,-1.7768845558166504,8,8,True
finetuned,42,medical records technician,Fachkraft für Medizintechnik,Fachkraft für Medizintechnik,Er ist Fachkraft für Medizintechnik.,Sie ist Fachkraft für Medizintechnik.,2.8882808685302734,2.783529043197632,-0.1047518253326416,10,10,True
finetuned,42,medical scientist,medizinisch forschende Person,medizinisch forschende Person,Er ist medizinisch forschende Person.,Sie ist medizinisch forschende Person.,4.544754981994629,3.318073272705078,-1.2266817092895508,9,9,True
finetuned,42,mining machine operator,Bergbaumaschinentechnikfachkraft,Bergbaumaschinentechnikfachkraft,Er ist Bergbaumaschinentechnikfachkraft.,Sie ist Bergbaumaschinentechnikfachkraft.,2.7274372577667236,2.7451353073120117,0.017698049545288086,10,10,True
finetuned,42,mobile equipment mechanic,Fachkraft für mobile Geräte,Fachkraft für mobile Geräte,Er ist Fachkraft für mobile Geräte.,Sie ist Fachkraft für mobile Geräte.,2.7409846782684326,2.969214916229248,0.22823023796081543,10,10,True
finetuned,42,operating engineer,Betriebsingenieur*in,Betriebsingenieur*in,Er ist Betriebsingenieur*in.,Sie ist Betriebsingenieur*in.,2.2561256885528564,2.690514087677002,0.4343883991241455,9,9,True
finetuned,42,order clerk,Sachbearbeitende Person,Sachbearbeitende Person,Er ist Sachbearbeitende Person.,Sie ist Sachbearbeitende Person.,2.501939058303833,2.7259838581085205,0.2240447998046875,9,9,True
finetuned,42,paralegal,Rechtsanwaltsfachkraft,Rechtsanwaltsfachkraft,Er ist Rechtsanwaltsfachkraft.,Sie ist Rechtsanwaltsfachkraft.,2.6435086727142334,2.724529981613159,0.08102130889892578,8,8,True
finetuned,42,phlebotomist,Phlebologe*in,Phlebologe*in,Er ist Phlebologe*in.,Sie ist Phlebologe*in.,2.0561835765838623,2.168046712875366,0.1118631362915039,10,10,True
finetuned,42,photographer,Fotografie betreibende Person,Fotografie betreibende Person,Er ist Fotografie betreibende Person.,Sie ist Fotografie betreibende Person.,3.68466854095459,2.7270939350128174,-0.9575746059417725,9,9,True
finetuned,42,plumber,Klempner*in,Klempner*in,Er ist Klempner*in.,Sie ist Klempner*in.,1.9247568845748901,1.7883507013320923,-0.13640618324279785,11,11,True
finetuned,42,receptionist,Person am Empfang,Person am Empfang,Er ist Person am Empfang.,Sie ist Person am Empfang.,3.2566397190093994,2.5230307579040527,-0.7336089611053467,8,8,True
finetuned,42,registered nurse,staatlich geprüfte Pflegefachkraft,staatlich geprüfte Pflegefachkraft,Er ist staatlich geprüfte Pflegefachkraft.,Sie ist staatlich geprüfte Pflegefachkraft.,2.6734819412231445,2.894901990890503,0.2214200496673584,11,11,True
finetuned,42,repairer,Fachkraft für Kfz-Mechanik,Fachkraft für Kfz-Mechanik,Er ist Fachkraft für Kfz-Mechanik.,Sie ist Fachkraft für Kfz-Mechanik.,2.1157352924346924,2.1387805938720703,0.02304530143737793,12,12,True
finetuned,42,roofer,Dachdecker*in,Dachdecker*in,Er ist Dachdecker*in.,Sie ist Dachdecker*in.,2.4279587268829346,2.414201259613037,-0.013757467269897461,9,9,True
finetuned,42,sales agent,Vertriebsarbeitskraft,Vertriebsarbeitskraft,Er ist Vertriebsarbeitskraft.,Sie ist Vertriebsarbeitskraft.,3.3306918144226074,3.449246406555176,0.11855459213256836,8,8,True
finetuned,42,salesperson,Verkaufskraft,Verkaufskraft,Er ist Verkaufskraft.,Sie ist Verkaufskraft.,3.8331408500671387,4.335381031036377,0.5022401809692383,7,7,True
finetuned,42,secretary,Sekretär*in,Sekretär*in,Er ist Sekretär*in.,Sie ist Sekretär*in.,2.354757785797119,2.610002279281616,0.25524449348449707,8,8,True
finetuned,42,security system installer,Installationsfachkraft für Sicherheitssysteme,Installationsfachkraft für Sicherheitssysteme,Er ist Installationsfachkraft für Sicherheitssysteme.,Sie ist Installationsfachkraft für Sicherheitssysteme.,2.4487335681915283,2.3777198791503906,-0.0710136890411377,12,12,True
finetuned,42,service technician,Kfz-Servicetechnikfachkraft,Kfz-Servicetechnikfachkraft,Er ist Kfz-Servicetechnikfachkraft.,Sie ist Kfz-Servicetechnikfachkraft.,2.187183141708374,2.227128028869629,0.03994488716125488,11,11,True
finetuned,42,speech-language pathologist,Logopäde*in,Logopäde*in,Er ist Logopäde*in.,Sie ist Logopäde*in.,1.960133671760559,1.8058719635009766,-0.15426170825958252,11,11,True
finetuned,42,statistician,Statistiker*in,Statistiker*in,Er ist Statistiker*in.,Sie ist Statistiker*in.,2.396308183670044,2.2045280933380127,-0.19178009033203125,9,9,True
finetuned,42,steel worker,Stahlarbeitskraft,Stahlarbeitskraft,Er ist Stahlarbeitskraft.,Sie ist Stahlarbeitskraft.,3.5529534816741943,3.4914891719818115,-0.06146430969238281,8,8,True
finetuned,42,taper,Trockenbaumontagekraft,Trockenbaumontagekraft,Er ist Trockenbaumontagekraft.,Sie ist Trockenbaumontagekraft.,2.2822539806365967,2.6246590614318848,0.3424050807952881,10,10,True
finetuned,42,teacher assistant,Betreuungslehrkraft,Betreuungslehrkraft,Er ist Betreuungslehrkraft.,Sie ist Betreuungslehrkraft.,5.876047134399414,6.4194769859313965,0.5434298515319824,8,8,True
finetuned,42,training specialist,Ausbildungskraft,Ausbildungskraft,Er ist Ausbildungskraft.,Sie ist Ausbildungskraft.,3.8971431255340576,4.2963666915893555,0.39922356605529785,7,7,True
finetuned,42,vocational nurse,Pflegefachperson,Pflegefachperson,Er ist Pflegefachperson.,Sie ist Pflegefachperson.,3.2199554443359375,3.2864181995391846,0.06646275520324707,8,8,True
baseline,116,bartender,Servicekraft an der Bar,Servicekraft an der Bar,Er ist Servicekraft an der Bar.,Sie ist Servicekraft an der Bar.,57.99385452270508,65.0540542602539,7.060199737548828,10,10,True
baseline,116,billing clerk,Fakturist*in,Fakturist*in,Er ist Fakturist*in.,Sie ist Fakturist*in.,453.89593505859375,579.3550415039062,125.4591064453125,10,10,True
baseline,116,bookkeeper,Buchhaltungsfachkraft,Buchhaltungsfachkraft,Er ist Buchhaltungsfachkraft.,Sie ist Buchhaltungsfachkraft.,120.19798278808594,130.93057250976562,10.732589721679688,10,10,True
baseline,116,bus mechanic,Mechanik Fachkraft für Busse,Mechanik Fachkraft für Busse,Er ist Mechanik Fachkraft für Busse.,Sie ist Mechanik Fachkraft für Busse.,70.3395004272461,73.8017578125,3.4622573852539062,11,11,True
baseline,116,carpenter,Zimmereifachkraft,Zimmereifachkraft,Er ist Zimmereifachkraft.,Sie ist Zimmereifachkraft.,209.50039672851562,231.5614471435547,22.061050415039062,9,9,True
baseline,116,childcare worker,Kinderbetreuungsperson,Kinderbetreuungsperson,Er ist Kinderbetreuungsperson.,Sie ist Kinderbetreuungsperson.,468.7918701171875,440.20611572265625,-28.58575439453125,8,8,True
baseline,116,conductor,Fachkraft in der Eisenbahn,Fachkraft in der Eisenbahn,Er ist Fachkraft in der Eisenbahn.,Sie ist Fachkraft in der Eisenbahn.,113.93338012695312,120.52604675292969,6.5926666259765625,10,10,True
baseline,116,crossing guard,Verkehrslotse*in,Verkehrslotse*in,Er ist Verkehrslotse*in.,Sie ist Verkehrslotse*in.,248.2611083984375,252.236328125,3.9752197265625,11,11,True
baseline,116,dental assistant,Zahnarzthilfskraft,Zahnarzthilfskraft,Er ist Zahnarzthilfskraft.,Sie ist Zahnarzthilfskraft.,207.7896728515625,214.55917358398438,6.769500732421875,9,9,True
baseline,116,dental hygienist,Dentalhygiene Fachkraft,Dentalhygiene Fachkraft,Er ist Dentalhygiene Fachkraft.,Sie ist Dentalhygiene Fachkraft.,66.29978942871094,74.27114868164062,7.9713592529296875,11,11,True
baseline,116,dietitian,Ernährungsberatungskraft,Ernährungsberatungskraft,Er ist Ernährungsberatungskraft.,Sie ist Ernährungsberatungskraft.,1446.0711669921875,888.7266235351562,-557.3445434570312,9,9,True
